D4 D8 0 -4 93 78 171 78
Back Back 0 0 63 47 172 109
Back LShiftKey -3 13 47 187 390 343
LShiftKey I 2 -8 187 63 140 -47
I Space -3 4 63 78 188 125
Space W 3 2 78 78 156 78
W A -1 1 78 110 280 202
A N -1 -5 110 78 188 78
N T 2 1 78 78 655 577
T Space -3 1 78 78 93 15
Space T 3 -1 78 78 125 47
T O 0 -4 78 94 156 78
O Space -3 5 94 94 203 109
Space T 3 -1 94 78 281 187
T E 0 2 78 47 187 109
E L -1 -6 47 63 109 62
L L 0 0 63 78 141 78
L Space -2 5 78 78 156 78
Space Y 3 -2 78 78 140 62
Y O 0 -3 78 156 109 31
O U 0 2 156 109 78 -78
U Space -3 3 109 93 297 188
Space T 3 -1 93 78 2652 2559
T H -1 -1 78 93 187 109
H R 1 2 93 78 125 32
R E 0 1 78 78 202 124
E E 0 0 78 94 172 94
E Space -3 -1 94 94 156 62
Space S 2 2 94 78 265 171
S T 1 -3 78 78 172 94
T O 0 -4 78 78 390 312
O R 0 5 78 94 421 343
R I 0 -4 94 78 172 78
I E 0 5 78 63 124 46
E S -1 1 63 78 250 187
S Space -2 -2 78 78 140 62
Space F 2 0 78 94 1217 1139
F R 1 0 94 78 187 93
R O 0 -5 78 110 78 0
O M -2 2 110 78 63 -47
M Space -1 3 78 78 218 140
Space M 1 -3 78 94 187 109
M Y 2 1 94 78 250 156
Y Space -3 2 78 94 234 156
Space L 2 -5 94 94 686 592
L I 1 1 94 62 219 125
I F -1 4 62 62 265 203
F E 1 1 62 78 125 63
E OemPeriod -2 -6 78 78 1248 1170
OemPeriod Space -1 5 78 94 218 140
Space LShiftKey 1 4 94 125 172 78
LShiftKey T 2 -5 125 47 109 -16
T H -1 -1 47 94 156 109
H A 0 5 94 109 156 62
A T 1 -4 109 63 140 31
T Oem7 -1 -6 63 93 297 234
Oem7 S 0 9 93 63 140 47
S Space -2 -2 63 94 109 46
Space I 3 -4 94 78 219 125
I T 0 3 78 78 343 265
T OemPeriod -2 -4 78 93 406 328
OemPeriod Space -1 5 93 78 265 172
Space LShiftKey 1 4 78 218 1139 1061
LShiftKey N 0 -6 218 94 171 -47
N O 2 -3 94 78 203 109
O Space -3 5 78 63 218 140
Space B 1 -1 63 63 390 327
B I 2 -3 63 94 172 109
I D -1 5 94 78 437 343
D Back 2 -10 78 93 390 312
Back G -2 8 93 78 156 63
G Space -2 1 78 109 156 78
Space D 2 1 109 94 374 265
D E 1 0 94 78 187 93
E A -1 2 78 78 141 63
A L 0 -8 78 109 203 125
L OemPeriod -1 0 109 62 2106 1997
OemPeriod Space -1 5 62 78 234 172
Space LShiftKey 1 4 78 156 171 93
LShiftKey J 1 -7 156 78 78 -78
J U 1 0 78 63 187 109
U S -1 5 63 94 125 62
S T 1 -3 94 62 125 31
T Space -3 1 62 62 203 141
Space T 3 -1 62 47 156 94
T H -1 -1 47 78 172 125
H R 1 2 78 78 109 31
R E 0 1 78 93 203 125
E E 0 0 93 78 187 94
E Space -3 -1 78 78 171 93
Space S 2 2 78 94 328 250
S T 1 -3 94 78 172 78
T O 0 -4 78 62 296 218
O R 0 5 62 78 140 78
R I 0 -4 78 78 156 78
I E 0 5 78 63 125 47
E S -1 1 63 78 250 187
S OemPeriod -1 -7 78 78 109 31
OemPeriod Space -1 5 78 78 218 140
Space Return 2 -8 78 78 1373 1295
Return LShiftKey -1 12 78 188 967 889
LShiftKey T 2 -5 188 63 125 -63
T H -1 -1 63 78 203 140
H E 1 3 78 78 125 47
E Space -3 -1 78 109 109 31
Space F 2 0 109 78 515 406
F I 1 -4 78 62 156 78
I R 0 4 62 62 125 63
R S -1 2 62 93 234 172
S T 1 -3 93 62 109 16
T Space -3 1 62 78 1185 1123
Space S 2 2 78 94 1170 1092
S T 1 -3 94 78 484 390
T O 0 -4 78 78 140 62
O R 0 5 78 78 94 16
R Y 0 -2 78 62 203 125
Y Space -3 2 62 94 171 109
Space I 3 -4 94 78 172 78
I S -1 6 78 78 140 62
S Space -2 -2 78 78 78 0
Space A 2 3 78 93 188 110
A B -1 -4 93 78 109 16
B O 2 -4 78 125 187 109
O U 0 2 125 78 62 -63
U T 0 2 78 62 172 94
T Space -3 1 62 78 125 63
Space C 1 1 78 94 218 140
C O 2 -6 94 93 375 281
O N -2 3 93 62 218 125
N N 0 0 62 78 140 78
N E 2 3 78 78 141 63
E C -2 0 78 78 109 31
C T 2 -2 78 78 250 172
T I 0 -3 78 140 218 140
I N -2 2 140 94 187 47
N G 1 1 94 62 250 156
G Space -2 1 62 94 171 109
Space T 3 -1 94 62 172 78
T H -1 -1 62 78 156 94
H E 1 3 78 78 109 31
E Space -3 -1 78 94 78 0
Space D 2 1 94 78 156 62
D O 1 -6 78 93 63 -15
O T 0 4 93 62 234 141
T S -1 3 62 62 109 47
S OemPeriod -1 -7 62 93 203 141
OemPeriod Space -1 5 93 94 218 125
Space Return 2 -8 94 78 437 343
Return LShiftKey -1 12 78 141 1544 1466
LShiftKey I 2 -8 141 62 94 -47
I Space -3 4 62 78 171 109
Space D 2 1 78 109 94 16
D R 1 -1 109 78 265 156
R O 0 -5 78 62 125 47
O P 0 -1 62 62 172 110
P P 0 0 62 78 124 62
P E 0 7 78 62 110 32
E D -1 0 62 78 187 125
D Space -2 -1 78 78 78 0
Space O 3 -5 78 109 234 156
O U 0 2 109 94 62 -47
U T 0 2 94 78 203 109
T Space -3 1 78 94 156 78
Space O 3 -5 94 109 203 109
O F -1 5 109 78 951 842
F Space -2 0 78 78 156 78
Space LShiftKey 1 4 78 218 328 250
LShiftKey R 2 -4 218 62 94 -124
R E 0 1 62 78 296 234
E E 0 0 78 78 156 78
E D -1 0 78 62 203 125
D Space -2 -1 62 78 234 172
Space LShiftKey 1 4 78 374 187 109
LShiftKey C 0 -3 374 140 234 -140
C O 2 -6 140 78 156 16
O L -1 0 78 78 203 125
L L 0 0 78 63 140 62
L E 1 6 63 78 141 78
E G -1 -2 78 63 124 46
G E 1 2 63 62 110 47
E Space -3 -1 62 94 140 78
Space A 2 3 94 63 1201 1107
A F 0 -3 63 78 109 46
F T 1 -1 78 78 188 110
T E 0 2 78 78 109 31
E R 0 -1 78 63 93 15
R Space -3 0 63 93 219 156
Space T 3 -1 93 62 733 640
T H -1 -1 62 78 172 110
H E 1 3 78 62 109 31
E Space -3 -1 62 94 93 31
Space F 2 0 94 78 141 47
F I 1 -4 78 94 109 31
I R 0 4 94 62 94 0
R S -1 2 62 93 234 172
S T 1 -3 93 62 156 63
T Space -3 1 62 109 187 125
Space D6 4 -2 109 62 858 749
D6 Space -4 2 62 109 203 141
Space M 1 -3 109 94 249 140
M O 2 -2 94 234 16 -78
O N -2 3 234 78 187 -47
N T 2 1 78 62 281 203
T H -1 -1 62 78 187 125
H S 0 4 78 78 140 62
S Space -2 -2 78 78 110 32
Space Back 4 -9 78 78 998 920
Back Oemcomma -3 5 78 125 312 234
Oemcomma Space -1 4 125 125 78 -47
Space B 1 -1 125 109 328 203
B U 2 -2 109 109 62 -47
U T 0 2 109 78 140 31
T Space -3 1 78 94 94 16
Space T 3 -1 94 63 187 93
T H -1 -1 63 78 172 109
H N -1 0 78 94 171 93
N E 2 3 94 78 156 62
E Space -3 -1 78 78 156 78
Space S 2 2 78 78 687 609
S T 1 -3 78 62 125 47
T A -1 4 62 94 140 78
A Y 1 -5 94 62 94 0
Y E 0 3 62 62 187 125
E D -1 0 62 78 187 125
D Space -2 -1 78 93 125 47
Space A 2 3 93 62 624 531
A R 1 -3 62 78 312 250
R O 0 -5 78 141 140 62
O U 0 2 141 78 94 -47
U N -2 1 78 93 234 156
N D 1 3 93 78 109 16
D Space -2 -1 78 78 156 78
Space A 2 3 78 93 905 827
A S 0 -1 93 78 203 110
S Space -2 -2 78 78 124 46
Space A 2 3 78 62 141 63
A Space -2 -3 62 78 125 63
Space D 2 1 78 78 842 764
D R 1 -1 78 94 187 109
R O 0 -5 94 78 141 47
O P 0 -1 78 78 202 124
P OemMinus 1 -1 78 62 297 219
OemMinus I -1 3 62 140 1123 1061
I N -2 2 140 93 94 -46
N Space -1 2 93 78 249 156
Space F 2 0 78 94 577 499
F O 1 -5 94 63 156 62
O R 0 5 63 78 63 0
R Space -3 0 78 94 171 93
Space A 2 3 94 62 796 702
A N -1 -5 62 62 125 63
N O 2 -3 62 62 187 125
O T 0 4 62 62 250 188
T H -1 -1 62 78 171 109
H E 1 3 78 94 109 31
E R 0 -1 94 78 188 94
R Space -3 0 78 78 124 46
Space D1 4 3 78 78 578 500
D1 D8 0 -7 78 62 156 78
D8 Space -4 4 62 78 249 187
Space M 1 -3 78 141 343 265
M O 2 -2 141 203 94 -47
O N -2 3 203 109 172 -31
N T 2 1 109 63 249 140
T H -1 -1 63 63 187 124
H S 0 4 63 63 125 62
S Space -2 -2 63 93 63 0
Space O 3 -5 93 109 218 125
O T 0 4 109 94 218 109
T Space -3 1 94 78 141 47
Space Back 4 -9 78 78 608 530
Back Back 0 0 78 63 156 78
Back R -1 9 63 78 125 62
R Space -3 0 78 78 172 94
Space S 2 2 78 78 202 124
S O 1 -7 78 78 94 16
O Space -3 5 78 63 218 140
Space Left 0 -7 63 62 2450 2387
Left Back 4 -2 62 78 499 437
Back Back 0 0 78 63 171 93
Back E -1 10 63 78 172 109
E N -2 -3 78 78 140 62
N B 0 1 78 78 6708 6630
B E 2 2 78 93 141 63
E F -1 -1 93 93 234 141
F O 1 -5 93 63 171 78
O R 0 5 63 78 375 312
R Space -3 0 78 78 327 249
Space Back 4 -9 78 93 453 375
Back E -1 10 93 78 249 156
E Space -3 -1 78 93 344 266
Space LShiftKey 1 4 93 203 686 593
LShiftKey I 2 -8 203 94 109 -94
I Space -3 4 94 124 219 125
Space R 3 0 124 78 249 125
R E 0 1 78 78 109 31
E L -1 -6 78 63 437 359
L L 0 0 63 78 141 78
L Y 1 3 78 78 265 187
Y Space -3 2 78 109 187 109
Space Q 3 3 109 125 296 187
Q U 0 -6 125 78 234 109
U I 0 -1 78 78 188 110
I T 0 3 78 62 234 156
T Back 1 -8 62 94 873 811
Back Back 0 0 94 78 187 93
Back Back 0 0 78 78 156 78
Back Back 0 0 78 78 141 63
Back Back 0 0 78 78 140 62
Back Back 0 0 78 62 172 94
Back Back 0 0 62 78 156 94
Back Back 0 0 78 63 561 483
Back A -2 12 63 93 141 78
A L 0 -8 93 78 125 32
L L 0 0 78 78 140 62
L Y 1 3 78 78 328 250
Y Space -3 2 78 94 218 140
Space Q 3 3 94 93 983 889
Q U 0 -6 93 62 109 16
U I 0 -1 62 78 172 110
I T 0 3 78 78 202 124
T OemPeriod -2 -4 78 78 1498 1420
OemPeriod Space -1 5 78 78 218 140
Space LShiftKey 1 4 78 281 999 921
LShiftKey S 1 -2 281 125 218 -63
S O 1 -7 125 78 187 62
O Space -3 5 78 94 203 125
Space W 3 2 94 78 375 281
W H -1 -4 78 78 109 31
H Y 1 0 78 63 171 93
Y Space -3 2 63 78 219 156
Space D 2 1 78 93 125 47
D I 1 -5 93 94 62 -31
I D -1 5 94 78 125 31
D Space -2 -1 78 94 93 15
Space I 3 -4 94 93 188 94
I Back 1 -5 93 78 530 437
Back LShiftKey -3 13 78 203 296 218
LShiftKey I 2 -8 203 63 156 -47
I Space -3 4 63 78 188 125
Space D 2 1 78 93 109 31
D R 1 -1 93 62 234 141
R O 0 -5 62 62 47 -15
O P 0 -1 62 78 156 94
P Space -3 6 78 78 187 109
Space O 3 -5 78 156 218 140
O U 0 2 156 109 78 -78
U T 0 2 109 93 219 110
T RShiftKey -2 -6 93 266 202 109
RShiftKey OemQuestion 0 1 266 156 94 -172
OemQuestion Return 1 -2 156 110 1154 998
Return LShiftKey -1 12 110 218 1030 920
LShiftKey I 2 -8 218 78 156 -62
I T 0 3 78 63 296 218
T Space -3 1 63 94 172 109
Space S 2 2 94 78 125 31
S T 1 -3 78 78 140 62
T A -1 4 78 109 94 16
A R 1 -3 109 62 109 0
R T 0 -1 62 62 172 110
T E 0 2 62 78 78 16
E D -1 0 78 94 202 124
D Space -2 -1 94 78 125 31
Space B 1 -1 78 63 1248 1170
B E 2 2 63 78 125 62
E F -1 -1 78 78 203 125
F O 1 -5 78 78 125 47
O R 0 5 78 78 93 15
R E 0 1 78 78 203 125
E Space -3 -1 78 78 109 31
Space LShiftKey 1 4 78 156 328 250
LShiftKey I 2 -8 156 62 109 -47
I Space -3 4 62 93 172 110
Space W 3 2 93 78 93 0
W A -1 1 78 94 203 125
A S 0 -1 94 78 187 93
S Space -2 -2 78 78 109 31
Space B 1 -1 78 78 172 94
B O 2 -4 78 94 187 109
O R 0 5 94 46 141 47
R N -2 -2 46 78 124 78
N OemPeriod 0 -3 78 78 297 219
OemPeriod Space -1 5 78 78 203 125
Space LShiftKey 1 4 78 140 4274 4196
LShiftKey M 0 -7 140 93 94 -46
M Y 2 1 93 63 249 156
Y Space -3 2 63 94 203 140
Space B 1 -1 94 78 187 93
B I 2 -3 78 110 421 343
I O 0 -1 110 110 78 -32
O L -1 0 110 94 203 93
L O 1 0 94 78 203 109
O G -1 4 78 63 265 187
G I 1 -3 63 94 187 124
I C -2 5 94 62 250 156
C A 1 2 62 62 203 141
A L 0 -8 62 94 109 47
L Space -2 5 94 78 203 109
Space M 1 -3 78 140 187 109
M O 2 -2 140 141 62 -78
O T 0 4 141 62 453 312
T H -1 -1 62 62 187 125
H E 1 3 62 78 109 47
E R 0 -1 78 78 187 109
R Space -3 0 78 94 94 16
Space W 3 2 94 78 172 78
W A -1 1 78 78 218 140
A S 0 -1 78 62 203 125
S Space -2 -2 62 62 156 94
Space A 2 3 62 62 109 47
A Space -2 -3 62 63 109 47
Space Y 3 -2 63 62 219 156
Y O 0 -3 62 140 187 125
O U 0 2 140 78 93 -47
U N -2 1 78 94 203 125
N G 1 1 94 78 203 109
G Space -2 1 78 78 218 140
Space N 1 -2 78 109 453 375
N Back 3 -7 109 94 452 343
Back U -1 6 94 171 297 203
U N -2 1 171 125 124 -47
N W 2 4 125 78 266 141
W E 0 -1 78 78 187 109
E D -1 0 78 93 234 156
D Back 2 -10 93 109 1326 1233
Back Back 0 0 109 63 218 109
Back Back 0 0 63 78 156 93
Back Back 0 0 78 93 141 63
Back Back 0 0 93 62 187 94
Back Back 0 0 62 62 281 219
Back Oemcomma -3 5 62 140 702 640
Oemcomma Space -1 4 140 109 78 -62
Space U 3 -3 109 140 1045 936
U N -2 1 140 78 93 -47
N W 2 4 78 78 266 188
W E 0 -1 78 78 187 109
E D -1 0 78 78 187 109
D Space -2 -1 78 63 140 62
Space C 1 1 63 47 125 62
C O 2 -6 47 62 94 47
O L -1 0 62 78 171 109
L L 0 0 78 63 156 78
L E 1 6 63 93 141 78
E G -1 -2 93 78 109 16
G E 1 2 78 93 94 16
E Space -3 -1 93 94 171 78
Space G 2 -1 94 78 3089 2995
G R 1 1 78 78 218 140
R A -1 3 78 78 141 63
A D 0 -2 78 63 93 15
D U 1 -4 63 62 484 421
U A -1 6 62 94 109 47
A T 1 -4 94 62 125 31
T E 0 2 62 62 156 94
E Space -3 -1 62 94 156 94
Space S 2 2 94 94 140 46
S T 1 -3 94 62 141 47
T U 0 -2 62 78 203 141
U D -1 4 78 78 124 46
D E 1 0 78 78 172 94
E N -2 -3 78 78 312 234
N T 2 1 78 78 187 109
T OemPeriod -2 -4 78 94 187 109
OemPeriod Space -1 5 94 62 250 156
Space Back 4 -9 62 78 1326 1264
Back Back 0 0 78 62 156 78
Back Oemcomma -3 5 62 125 686 624
Oemcomma Space -1 4 125 109 94 -31
Space A 2 3 109 110 140 31
A N -1 -5 110 62 172 62
N D 1 3 62 93 125 63
D Space -2 -1 93 47 156 63
Space S 2 2 47 63 1107 1060
S H 0 -4 63 78 172 109
H E 1 3 78 94 156 78
E Space -3 -1 94 78 140 46
Space D 2 1 78 94 125 47
D E 1 0 94 78 187 93
E C -2 0 78 78 266 188
C I 2 -5 78 63 140 62
I D -1 5 63 94 156 93
D E 1 0 94 78 172 78
E D -1 0 78 110 171 93
D Space -2 -1 110 63 156 46
Space T 3 -1 63 93 141 78
T O 0 -4 93 78 78 -15
O Space -3 5 78 94 187 109
Space P 3 -6 94 218 250 156
P U 0 3 218 94 140 -78
U T 0 2 94 78 172 78
T Space -3 1 78 110 124 46
Space M 1 -3 110 78 2730 2620
M E 2 4 78 78 125 47
E Space -3 -1 78 94 109 31
Space U 3 -3 94 63 203 109
U P 0 -3 63 78 219 156
P Space -3 6 78 94 202 124
Space F 2 0 94 94 125 31
F O 1 -5 94 78 125 31
O R 0 5 78 78 78 0
R Space -3 0 78 78 156 78
Space A 2 3 78 78 218 140
A D 0 -2 78 63 234 156
D O 1 -6 63 62 172 109
O P 0 -1 62 78 203 141
P T 0 5 78 78 171 93
T I 0 -3 78 156 172 94
I O 0 -1 156 125 78 -78
O N -2 3 125 94 234 109
N OemPeriod 0 -3 94 62 1732 1638
OemPeriod Space -1 5 62 93 187 125
Space LShiftKey 1 4 93 140 156 63
LShiftKey S 1 -2 140 125 109 -31
S H 0 -4 125 47 156 31
H E 1 3 47 78 109 62
E Space -3 -1 78 78 125 47
Space F 2 0 78 78 156 78
F E 1 1 78 78 203 125
E L -1 -6 78 63 140 62
L T 1 4 63 78 203 140
T Space -3 1 78 78 109 31
Space V 1 0 78 63 1357 1279
V E 2 1 63 109 94 31
E R 0 -1 109 78 203 94
R Y 0 -2 78 63 140 62
Y Space -3 2 63 109 203 140
Space S 2 2 109 31 172 63
S T 1 -3 31 94 452 421
T R 0 1 94 78 203 109
R N -2 -2 78 110 249 171
N Back 3 -7 110 78 468 358
Back O -1 4 78 140 328 250
O G -1 4 140 125 218 78
G Back 2 -8 125 125 593 468
Back G -2 8 125 94 1217 1092
G L 0 -4 94 78 234 140
L Y 1 3 78 109 312 234
Y Space -3 2 109 78 140 31
Space Back 4 -9 78 94 624 546
Back Back 0 0 94 62 188 94
Back Back 0 0 62 62 156 94
Back Back 0 0 62 78 140 78
Back N -3 7 78 78 624 546
N G 1 1 78 94 218 140
G L 0 -4 94 78 125 31
L Y 1 3 78 78 109 31
Y Space -3 2 78 63 156 78
Space T 3 -1 63 47 2933 2870
T H -1 -1 47 94 187 140
H A 0 5 94 94 125 31
A T 1 -4 94 63 109 15
T Space -3 1 63 109 219 156
Space LShiftKey 1 4 109 172 187 78
LShiftKey I 2 -8 172 78 94 -78
I Space -3 4 78 94 218 140
Space S 2 2 94 93 94 0
S H 0 -4 93 78 156 63
H O 1 -3 78 125 249 171
O U 0 2 125 78 78 -47
U L -1 -2 78 109 203 125
L D 0 6 109 94 140 31
D Space -2 -1 94 94 78 -16
Space B 1 -1 94 62 188 94
B E 2 2 62 78 124 62
E Space -3 -1 78 78 110 32
Space A 2 3 78 63 1575 1497
A D 0 -2 63 78 219 156
D O 1 -6 78 62 109 31
O P 0 -1 62 47 218 156
P T 0 5 47 62 141 94
T E 0 2 62 93 577 515
E D -1 0 93 63 249 156
D Space -2 -1 63 93 141 78
Space B 1 -1 93 109 749 656
B Y 2 -1 109 93 156 47
Y Space -3 2 93 94 202 109
Space C 1 1 94 78 203 109
C O 2 -6 78 62 94 16
O L -1 0 62 78 187 125
L L 0 0 78 63 140 62
L E 1 6 63 78 266 203
E G -1 -2 78 94 62 -16
G E 1 2 94 78 140 46
E Space -3 -1 78 63 203 125
Space G 2 -1 63 78 843 780
G R 1 1 78 62 218 140
R A -1 3 62 93 125 63
A D 0 -2 93 62 343 250
D U 1 -4 62 78 140 78
U A -1 6 78 94 172 94
A T 1 -4 94 62 78 -16
T E 0 2 62 78 187 125
E D -1 0 78 94 203 125
D Back 2 -10 94 94 546 452
Back S -2 11 94 93 172 78
S Oemcomma -1 -6 93 156 1341 1248
Oemcomma Space -1 4 156 125 94 -62
Space S 2 2 125 109 374 249
S O 1 -7 109 62 297 188
O Space -3 5 62 78 343 281
Space E 3 1 78 94 421 343
E V -2 -1 94 78 156 62
V E 2 1 78 124 94 16
