D4 D2 0 2 94 78 344 250
Space C 1 1 94 141 468 374
C O 2 -6 141 125 156 15
O L -1 0 125 78 281 156
L L 0 0 78 109 156 78
L E 1 6 109 125 47 -62
E G -1 -2 125 171 203 78
G E 1 2 171 156 109 -62
E OemPeriod -2 -6 156 125 312 156
OemPeriod Space -1 5 125 93 234 109
Space LShiftKey 1 4 93 344 1731 1638
LShiftKey T 2 -5 344 140 219 -125
T R 0 1 140 125 1201 1061
R U 0 -3 125 109 203 78
U T 0 2 109 125 234 125
T H -1 -1 125 94 140 15
H Space -2 2 94 125 156 62
Space T 3 -1 125 110 343 218
T O 0 -4 110 93 141 31
O Space -3 5 93 109 187 94
Space B 1 -1 109 125 265 156
B E 2 2 125 110 109 -16
E Space -3 -1 110 125 203 93
Space T 3 -1 125 94 156 31
T O 0 -4 94 109 156 62
O L -1 0 109 156 328 219
L D 0 6 156 94 218 62
D OemPeriod -1 -6 94 125 265 171
OemPeriod Space -1 5 125 94 359 234
Space Back 4 -9 94 124 687 593
Back Back 0 0 124 94 202 78
Back Oemcomma -3 5 94 110 858 764
Oemcomma Space -1 4 110 125 515 405
Space T 3 -1 125 141 1357 1232
T H -1 -1 141 141 156 15
H I 1 -2 141 78 203 62
I S -1 6 78 156 109 31
S Space -2 -2 156 125 219 63
Space I 3 -4 125 109 187 62
I S -1 6 109 140 172 63
S Space -2 -2 140 94 249 109
Space T 3 -1 94 156 250 156
T H -1 -1 156 125 171 15
H E 1 3 125 125 156 31
E Space -3 -1 125 125 234 109
Space L 2 -5 125 78 702 577
L Back 2 -4 78 156 983 905
Back C -3 10 156 110 421 265
C L 1 -6 110 109 188 78
L O 1 0 109 125 249 140
O S -1 7 125 156 312 187
S E 1 -1 156 187 281 125
E S -1 1 187 141 296 109
S T 1 -3 141 140 297 156
T Space -3 1 140 125 249 109
Space LShiftKey 1 4 125 234 1061 936
LShiftKey I 2 -8 234 94 125 -109
I Oem7 -1 -3 94 31 3214 3120
Oem7 V -1 7 31 156 592 561
V E 2 1 156 93 266 110
E Space -3 -1 93 141 171 78
Space E 3 1 141 125 343 202
E V -2 -1 125 141 234 109
V E 2 1 141 250 234 93
E R 0 -1 250 140 250 0
R Space -3 0 140 141 218 78
Space G 2 -1 141 156 219 78
G O 1 -4 156 125 140 -16
O T 0 4 125 109 219 94
T T 0 0 109 140 187 78
T E 0 2 140 156 156 16
E N -2 -3 156 156 234 78
N Space -1 2 156 125 187 31
Space T 3 -1 125 109 1123 998
T O 0 -4 109 93 172 63
O Space -3 5 93 125 187 94
Space A 2 3 125 109 234 109
A Space -2 -3 109 125 234 125
Space O 3 -5 125 62 468 343
O Back 1 -4 62 172 733 671
Back C -3 10 172 140 2247 2075
C O 2 -6 140 109 1825 1685
O L -1 0 109 94 296 187
L L 0 0 94 94 187 93
L E 1 6 94 156 156 62
E G -1 -2 156 156 312 156
G E 1 2 156 156 110 -46
E Space -3 -1 156 124 234 78
Space G 2 -1 124 140 2184 2060
G R 1 1 140 203 296 156
R A -1 3 203 172 218 15
A D 0 -2 172 125 468 296
D U 1 -4 125 109 266 141
U A -1 6 109 172 171 62
A T 1 -4 172 156 453 281
T I 0 -3 156 110 592 436
I O 0 -1 110 140 250 140
O N -2 3 140 141 452 312
N OemPeriod 0 -3 141 109 328 187
OemPeriod Space -1 5 109 94 1326 1217
Space RShiftKey 1 -7 94 514 952 858
RShiftKey T 2 6 514 94 327 -187
T O 0 -4 94 125 718 624
O D -1 6 125 156 374 249
D A 0 2 156 171 219 63
A Y 1 -5 171 125 436 265
Y Space -3 2 125 109 203 78
Space LShiftKey 1 4 109 234 328 219
LShiftKey I 2 -8 234 78 109 -125
I Space -3 4 78 125 359 281
Space RShiftKey 1 -7 125 312 3167 3042
RShiftKey W 2 9 312 140 218 -94
W A -1 1 140 187 359 219
A Back 2 -12 187 140 593 406
Back Back 0 0 140 156 202 62
Back W -1 11 156 140 344 188
W A -1 1 140 140 889 749
A N -1 -5 140 109 421 281
N T 2 1 109 140 203 94
T Space -3 1 140 140 234 94
Space T 3 -1 140 110 249 109
T O 0 -4 110 141 1685 1575
O Space -3 5 141 109 1139 998
Space T 3 -1 109 218 562 453
T E 0 2 218 202 156 -62
E L -1 -6 202 93 733 531
L L 0 0 93 109 187 94
L Space -2 5 109 156 172 63
Space Y 3 -2 156 172 1294 1138
Y O 0 -3 172 109 172 0
O U 0 2 109 94 265 156
U Space -3 3 94 140 328 234
Space T 3 -1 140 124 515 375
T H -1 -1 124 62 78 -46
H R 1 2 62 172 592 530
R E 0 1 172 109 203 31
E E 0 0 109 125 203 94
E Space -3 -1 125 125 281 156
Space S 2 2 125 140 1435 1310
S T 1 -3 140 171 328 188
T O 0 -4 171 78 296 125
O R 0 5 78 140 515 437
R I 0 -4 140 109 187 47
I E 0 5 109 140 156 47
E S -1 1 140 140 359 219
S Space -2 -2 140 140 281 141
Space F 2 0 140 109 405 265
F R 1 0 109 125 359 250
R O 0 -5 125 156 156 31
O M -2 2 156 156 203 47
M Space -1 3 156 140 187 31
Space M 1 -3 140 125 1466 1326
M Y 2 1 125 125 219 94
Y Space -3 2 125 125 249 124
Space L 2 -5 125 187 266 141
L I 1 1 187 125 499 312
I F -1 4 125 203 249 124
F E 1 1 203 141 203 0
E OemPeriod -2 -6 141 140 297 156
OemPeriod Space -1 5 140 109 218 78
Space RShiftKey 1 -7 109 1450 1155 1046
RShiftKey T 2 6 1450 109 1232 -218
T H -1 -1 109 110 530 421
H A 0 5 110 234 188 78
A T 1 -4 234 125 280 46
T Oem7 -1 -6 125 125 1966 1841
Oem7 S 0 9 125 156 218 93
S Space -2 -2 156 124 422 266
Space I 3 -4 124 125 343 219
I T 0 3 125 140 156 31
T OemPeriod -2 -4 140 171 234 94
OemPeriod Space -1 5 171 109 234 63
Space LShiftKey 1 4 109 265 983 874
LShiftKey J 1 -7 265 109 171 -94
J U 1 0 109 125 406 297
U S -1 5 125 93 0 -125
S T 1 -3 93 156 749 656
T Space -3 1 156 140 234 78
Space T 3 -1 140 125 343 203
T H -1 -1 125 109 125 0
H R 1 2 109 187 187 78
R E 0 1 187 141 140 -47
E E 0 0 141 156 250 109
E Space -3 -1 156 125 405 249
Space S 2 2 125 171 219 94
S T 1 -3 171 141 296 125
T O 0 -4 141 141 187 46
O R 0 5 141 140 219 78
R I 0 -4 140 109 187 47
I E 0 5 109 172 156 47
E S -1 1 172 125 343 171
S OemPeriod -1 -7 125 140 141 16
OemPeriod Return 1 -3 140 140 1560 1420
Return LShiftKey -1 12 140 624 1794 1654
LShiftKey T 2 -5 624 110 514 -110
T H -1 -1 110 124 188 78
H E 1 3 124 109 561 437
E Space -3 -1 109 172 281 172
Space F 2 0 172 141 421 249
F I 1 -4 141 141 343 202
I R 0 4 141 187 188 47
R S -1 2 187 188 202 15
S T 1 -3 188 109 406 218
T Space -3 1 109 156 250 141
Space S 2 2 156 156 280 124
S T 1 -3 156 125 312 156
T O 0 -4 125 125 141 16
O R 0 5 125 140 265 140
R Y 0 -2 140 172 421 281
Y Space -3 2 172 140 281 109
Space I 3 -4 140 62 250 110
I S -1 6 62 156 156 94
S Space -2 -2 156 141 358 202
Space A 2 3 141 187 281 140
A B -1 -4 187 156 172 -15
B O 2 -4 156 156 281 125
O U 0 2 156 156 234 78
U T 0 2 156 125 171 15
T Space -3 1 125 156 234 109
Space C 1 1 156 156 359 203
C O 2 -6 156 141 187 31
O N -2 3 141 140 94 -47
N N 0 0 140 124 203 63
N E 2 3 124 109 140 16
E C -2 0 109 124 250 141
C T 2 -2 124 125 249 125
T I 0 -3 125 171 172 47
I O 0 -1 171 187 234 63
O N -2 3 187 156 218 31
N Space -1 2 156 125 203 47
Space Back 4 -9 125 124 718 593
Back Back 0 0 124 343 187 63
Back Back 0 0 343 156 905 562
Back N -3 7 156 109 1201 1045
N G 1 1 109 141 218 109
G Space -2 1 141 156 234 93
Space T 3 -1 156 124 219 63
T H -1 -1 124 109 140 16
H E 1 3 109 125 109 0
E D -1 0 125 140 328 203
D O 1 -6 140 109 468 328
O Back 1 -4 109 203 1248 1139
Back Back 0 0 203 78 281 78
Back Space -4 9 78 141 405 327
Space D 2 1 141 140 281 140
D O 1 -6 140 63 530 390
O T 0 4 63 140 562 499
T S -1 3 140 141 218 78
S Space -2 -2 141 94 281 140
Space Back 4 -9 94 188 811 717
Back OemPeriod -3 4 188 125 1061 873
OemPeriod Return 1 -3 125 156 531 406
Return Return 0 0 156 109 249 93
Return Back 2 -1 109 109 1030 921
Back LShiftKey -3 13 109 375 1341 1232
LShiftKey I 2 -8 375 124 188 -187
I Space -3 4 124 125 405 281
Space D 2 1 125 156 203 78
D R 1 -1 156 140 936 780
R O 0 -5 140 110 140 0
O P 0 -1 110 78 344 234
P P 0 0 78 125 171 93
P E 0 7 125 109 141 16
E D -1 0 109 187 234 125
D Space -2 -1 187 125 249 62
Space O 3 -5 125 125 1014 889
O U 0 2 125 156 281 156
U T 0 2 156 109 203 47
T Space -3 1 109 140 265 156
Space O 3 -5 140 125 234 94
O F -1 5 125 94 234 109
F Space -2 0 94 78 733 639
Space RShiftKey 1 -7 78 281 1357 1279
RShiftKey R 2 7 281 125 156 -125
R E 0 1 125 109 375 250
E E 0 0 109 125 171 62
E D -1 0 125 125 297 172
D Space -2 -1 125 125 187 62
Space RShiftKey 1 -7 125 328 390 265
RShiftKey C 0 8 328 125 187 -141
C O 2 -6 125 109 515 390
O L -1 0 109 140 468 359
L L 0 0 140 156 156 16
L E 1 6 156 156 172 16
E E 0 0 156 62 374 218
E Back 1 -10 62 171 593 531
Back G -2 8 171 125 171 0
G E 1 2 125 156 63 -62
E Space -3 -1 156 156 343 187
Space A 2 3 156 203 905 749
A D 0 -2 203 156 296 93
D Back 2 -10 156 156 921 765
Back F -2 9 156 156 171 15
F T 1 -1 156 140 297 141
T E 0 2 140 219 171 31
E R 0 -1 219 141 156 -63
R Space -3 0 141 125 156 15
Space F 2 0 125 171 219 94
F I 1 -4 171 140 140 -31
I R 0 4 140 250 156 16
R W 0 2 250 31 250 0
W S -1 0 31 124 0 -31
S T 1 -3 124 172 218 94
T Space -3 1 172 110 218 46
Space Back 4 -9 110 141 468 358
Back Back 0 0 141 109 203 62
Back Back 0 0 109 93 219 110
Back Back 0 0 93 78 171 78
Back S -2 11 78 94 234 156
S T 1 -3 94 141 624 530
T Space -3 1 141 93 3261 3120
Space LShiftKey 1 4 93 359 124 31
LShiftKey D6 3 -6 359 93 188 -171
D6 Space -4 2 93 124 234 141
Space Back 4 -9 124 78 795 671
Back Back 0 0 78 109 172 94
Back LShiftKey -3 13 109 452 577 468
LShiftKey D6 3 -6 452 94 218 -234
D6 Back 0 -7 94 141 1482 1388
Back D6 0 7 141 93 188 47
D6 Space -4 2 93 125 405 312
Space M 1 -3 125 124 1389 1264
M O 2 -2 124 141 249 125
O N -2 3 141 124 297 156
N T 2 1 124 156 202 78
T H -1 -1 156 110 156 0
H S 0 4 110 156 188 78
S Oemcomma -1 -6 156 141 1528 1372
Oemcomma Space -1 4 141 109 484 343
Space B 1 -1 109 141 1279 1170
B U 2 -2 141 124 219 78
U T 0 2 124 125 140 16
T Space -3 1 125 187 156 31
Space T 3 -1 187 187 172 -15
T H -1 -1 187 93 109 -78
H E 1 3 93 188 171 78
E N -2 -3 188 140 188 0
N Space -1 2 140 125 187 47
Space S 2 2 125 156 1232 1107
S T 1 -3 156 156 359 203
T A -1 4 156 171 250 94
A Y 1 -5 171 109 327 156
Y E 0 3 109 109 281 172
E D -1 0 109 93 328 219
D Space -2 -1 93 141 280 187
Space A 2 3 141 125 1139 998
A R 1 -3 125 124 453 328
R O 0 -5 124 234 218 94
O U 0 2 234 125 218 -16
U N -2 1 125 156 234 109
N D 1 3 156 125 156 0
D Space -2 -1 125 141 515 390
Space A 2 3 141 156 687 546
A S 0 -1 156 125 187 31
S Space -2 -2 125 140 265 140
Space A 2 3 140 156 343 203
A Space -2 -3 156 125 406 250
Space D 2 1 125 124 437 312
D R 1 -1 124 94 327 203
R P 0 -6 94 125 780 686
P OemOpenBrackets 0 -1 125 31 484 359
OemOpenBrackets Back 1 -2 31 141 530 499
Back Back 0 0 141 125 234 93
Back O -1 4 125 156 1264 1139
O P 0 -1 156 109 374 218
P Oemplus 1 -2 109 140 671 562
Oemplus Back 0 -1 140 125 1139 999
Back OemMinus 0 2 125 141 873 748
OemMinus I -1 3 141 124 500 359
I N -2 2 124 94 280 156
N Space -1 2 94 125 874 780
Space F 2 0 125 140 749 624
F O 1 -5 140 124 203 63
O R 0 5 124 156 140 16
R Space -3 0 156 156 250 94
Space A 2 3 156 156 156 0
A N -1 -5 156 125 171 15
N D 1 3 125 156 141 16
D O 1 -6 156 141 171 15
O T 0 4 141 156 203 62
T H -1 -1 156 109 187 31
H Back 2 -7 109 125 499 390
Back Back 0 0 125 94 203 78
Back Back 0 0 94 140 172 78
Back Back 0 0 140 109 437 297
Back O -1 4 109 124 1482 1373
O T 0 4 124 156 530 406
T H -1 -1 156 93 125 -31
H E 1 3 93 203 140 47
E R 0 -1 203 171 141 -62
R Space -3 0 171 140 234 63
Space D1 4 3 140 140 1700 1560
D1 D8 0 -7 140 109 312 172
D8 Space -4 4 109 109 203 94
Space M 1 -3 109 156 437 328
M O 2 -2 156 125 343 187
O N -2 3 125 141 296 171
N T 2 1 141 172 203 62
T H -1 -1 172 124 172 0
H S 0 4 124 140 156 32
S Space -2 -2 140 109 1076 936
Space O 3 -5 109 125 187 78
O R 0 5 125 109 172 47
R Space -3 0 109 140 234 125
Space S 2 2 140 140 187 47
S O 1 -7 140 109 125 -15
O Space -3 5 109 140 187 78
Space B 1 -1 140 140 312 172
B E 2 2 140 109 172 32
E O 0 -6 109 125 592 483
O Back 1 -4 125 172 1186 1061
Back F -2 9 172 125 842 670
F O 1 -5 125 125 234 109
O R 0 5 125 172 156 31
R E 0 1 172 172 78 -94
E Space -3 -1 172 171 219 47
Space LShiftKey 1 4 171 187 499 328
LShiftKey I 2 -8 187 94 78 -109
I Space -3 4 94 172 390 296
Space R 3 0 172 187 718 546
R E 0 1 187 156 93 -94
E A -1 2 156 172 234 78
A L 0 -8 172 110 343 171
L L 0 0 110 125 203 93
L T 1 4 125 124 141 16
T Space -3 1 124 109 234 110
Space Back 4 -9 109 140 546 437
Back Back 0 0 140 110 202 62
Back Y -1 7 110 109 110 0
Y Space -3 2 109 125 1341 1232
Space Q 3 3 125 156 499 374
Q U 0 -6 156 172 390 234
U I 0 -1 172 141 312 140
I T 0 3 141 125 219 78
T OemPeriod -2 -4 125 125 265 140
OemPeriod Space -1 5 125 125 468 343
Space RShiftKey 1 -7 125 422 530 405
RShiftKey S 1 9 422 172 234 -188
S O 1 -7 172 78 687 515
O Space -3 5 78 125 468 390
Space W 3 2 125 125 437 312
W H -1 -4 125 124 125 0
H Y 1 0 124 171 312 188
Y Space -3 2 171 125 842 671
Space D 2 1 125 109 390 265
D I 1 -5 109 94 156 47
I D -1 5 94 125 140 46
D Space -2 -1 125 125 203 78
Space LShiftKey 1 4 125 203 468 343
LShiftKey I 2 -8 203 110 109 -94
I Space -3 4 110 156 250 140
Space D 2 1 156 93 437 281
D R 1 -1 93 109 437 344
R O 0 -5 109 125 374 265
O P 0 -1 125 125 546 421
P Space -3 6 125 125 671 546
Space O 3 -5 125 125 374 249
O U 0 2 125 141 343 218
U T 0 2 141 94 156 15
T LShiftKey -2 5 94 639 344 250
LShiftKey OemQuestion 0 -10 639 188 358 -281
OemQuestion Return 1 -2 188 172 546 358
Return Return 0 0 172 125 281 109
Return Back 2 -1 125 63 889 764
Back LShiftKey -3 13 63 655 9641 9578
LShiftKey I 2 -8 655 109 531 -124
I T 0 3 109 140 858 749
T Space -3 1 140 171 312 172
Space S 2 2 171 171 234 63
S T 1 -3 171 156 280 109
T A -1 4 156 156 203 47
A R 1 -3 156 171 172 16
R T 0 -1 171 187 1825 1654
T E 0 2 187 109 172 -15
E D -1 0 109 156 249 140
D Space -2 -1 156 156 172 16
Space B 1 -1 156 140 234 78
B E 2 2 140 140 187 47
E F -1 -1 140 125 265 125
F O 1 -5 125 109 203 78
O R 0 5 109 203 265 156
R E 0 1 203 156 125 -78
E Space -3 -1 156 156 250 94
Space LShiftKey 1 4 156 203 405 249
LShiftKey I 2 -8 203 109 78 -125
I Space -3 4 109 156 312 203
Space W 3 2 156 109 609 453
W A -1 1 109 94 249 140
A S 0 -1 94 93 297 203
S Space -2 -2 93 141 249 156
Space B 1 -1 141 171 1077 936
B O 2 -4 171 156 234 63
O R 0 5 156 109 218 62
R N -2 -2 109 390 390 281
N OemPeriod 0 -3 390 140 312 -78
OemPeriod Space -1 5 140 172 312 172
Space LShiftKey 1 4 172 624 983 811
LShiftKey Oemcomma 0 -8 624 62 203 -421
Oemcomma Back 3 -5 62 141 670 608
Back LShiftKey -3 13 141 811 437 296
LShiftKey M 0 -7 811 31 453 -358
M Y 2 1 31 110 826 795
Y Space -3 2 110 125 250 140
Space B 1 -1 125 140 281 156
B I 2 -3 140 109 281 141
I O 0 -1 109 125 561 452
O L -1 0 125 125 312 187
L O 1 0 125 94 281 156
O G -1 4 94 141 218 124
G I 1 -3 141 93 141 0
I C -2 5 93 125 795 702
C A 1 2 125 156 250 125
A L 0 -8 156 125 203 47
L Space -2 5 125 125 187 62
Space M 1 -3 125 172 312 187
M O 2 -2 172 109 265 93
O T 0 4 109 124 297 188
T H -1 -1 124 94 202 78
H E 1 3 94 172 156 62
E R 0 -1 172 141 125 -47
R Space -3 0 141 140 203 62
Space W 3 2 140 140 406 266
W A -1 1 140 141 280 140
A S 0 -1 141 110 234 93
S Space -2 -2 110 125 328 218
Space Y 3 -2 125 125 452 327
Y O 0 -3 125 156 156 31
O U 0 2 156 156 266 110
U N -2 1 156 109 312 156
N G 1 1 109 78 249 140
G Left -2 -6 78 31 3167 3089
Left Left 0 0 31 31 156 125
Left Left 0 0 31 47 140 109
Left Left 0 0 47 47 141 94
Left Left 0 0 47 47 156 109
Left A 2 10 47 125 327 280
A Space -2 -3 125 125 250 125
Space Right 0 -9 125 593 437 312
Right Right 0 0 593 46 749 156
Right Oemcomma 1 5 46 94 1216 1170
Oemcomma Space -1 4 94 109 188 94
Space U 3 -3 109 109 2324 2215
U N -2 1 109 156 296 187
N W 2 4 156 109 422 266
W E 0 -1 109 94 249 140
E D -1 0 94 156 234 140
D Space -2 -1 156 141 187 31
Space C 1 1 141 125 406 265
C O 2 -6 125 94 1170 1045
O L -1 0 94 125 1560 1466
L L 0 0 125 125 187 62
L E 1 6 125 125 187 62
E G -1 -2 125 187 219 94
G E 1 2 187 94 140 -47
E Space -3 -1 94 125 172 78
Space G 2 -1 125 109 359 234
G R 1 1 109 140 1232 1123
R A -1 3 140 187 156 16
A D 0 -2 187 141 421 234
D U 1 -4 141 125 187 46
U A -1 6 125 156 219 94
A T 1 -4 156 141 374 218
T E 0 2 141 125 109 -32
E Space -3 -1 125 141 390 265
Space S 2 2 141 172 234 93
S T 1 -3 172 93 266 94
T U 0 -2 93 109 140 47
U D -1 4 109 110 374 265
D E 1 0 110 140 63 -47
E N -2 -3 140 125 156 16
N T 2 1 125 140 187 62
T Oemcomma -2 -3 140 78 2496 2356
Oemcomma Space -1 4 78 109 250 172
Space A 2 3 109 187 530 421
A N -1 -5 187 125 218 31
N D 1 3 125 125 156 31
D Space -2 -1 125 156 203 78
Space S 2 2 156 187 468 312
S E 1 -1 187 93 531 344
E Back 1 -10 93 125 873 780
Back S -2 11 125 156 8112 7987
S Back 2 -11 156 109 1092 936
Back H -2 7 109 109 749 640
H E 1 3 109 109 203 94
E Space -3 -1 109 156 218 109
Space D 2 1 156 94 234 78
D E 1 0 94 109 484 390
E C -2 0 109 78 1404 1295
C C 0 0 78 109 312 234
C I 2 -5 109 125 234 125
I D -1 5 125 78 171 46
D Back 2 -10 78 109 593 515
Back Back 0 0 109 156 203 94
Back Back 0 0 156 125 452 296
Back I -1 5 125 140 328 203
I D -1 5 140 124 250 110
D E 1 0 124 78 998 874
E D -1 0 78 125 218 140
D Space -2 -1 125 125 203 78
Space T 3 -1 125 125 281 156
T O 0 -4 125 110 140 15
O Space -3 5 110 125 156 46
Space P 3 -6 125 109 1030 905
P U 0 3 109 15 437 328
U T 0 2 15 94 421 406
T Space -3 1 94 125 265 171
Space M 1 -3 125 141 390 265
M E 2 4 141 109 156 15
E Space -3 -1 109 140 203 94
Space U 3 -3 140 125 920 780
U P 0 -3 125 109 375 250
P Space -3 6 109 140 265 156
Space F 2 0 140 110 218 78
F O 1 -5 110 109 297 187
O R 0 5 109 141 171 62
R Space -3 0 141 156 219 78
Space A 2 3 156 203 187 31
A D 0 -2 203 156 187 -16
D O 1 -6 156 110 343 187
O P 0 -1 110 109 328 218
P T 0 5 109 140 328 219
T I 0 -3 140 156 156 16
I O 0 -1 156 124 234 78
O N -2 3 124 109 577 453
N OemPeriod 0 -3 109 140 359 250
OemPeriod Space -1 5 140 140 1591 1451
Space RShiftKey 1 -7 140 312 437 297
RShiftKey S 1 9 312 141 171 -141
S H 0 -4 141 94 702 561
H E 1 3 94 110 187 93
E Space -3 -1 110 141 234 124
Space F 2 0 141 62 266 125
F E 1 1 62 93 187 125
E L -1 -6 93 109 452 359
L T 1 4 109 140 281 172
T Space -3 1 140 172 218 78
Space V 1 0 172 203 468 296
V E 2 1 203 281 359 156
E R 0 -1 281 156 172 -109
R Y 0 -2 156 140 858 702
Y Space -3 2 140 140 234 94
Space S 2 2 140 125 265 125
S T 1 -3 125 140 234 109
T O 0 -4 140 93 250 110
O Back 1 -4 93 78 1154 1061
Back R -1 9 78 109 562 484
R O 0 -5 109 109 951 842
O N -2 3 109 141 312 203
N G 1 1 141 110 265 124
G L 0 -4 110 156 234 124
L Y 1 3 156 140 344 188
Y Space -3 2 140 141 4258 4118
Space T 3 -1 141 109 2372 2231
T H -1 -1 109 109 140 31
H A 0 5 109 172 187 78
A T 1 -4 172 109 468 296
T Space -3 1 109 140 203 94
Space LShiftKey 1 4 140 187 562 422
LShiftKey I 2 -8 187 93 109 -78
I Space -3 4 93 156 203 110
Space S 2 2 156 110 904 748
S H 0 -4 110 156 827 717
H O 1 -3 156 125 328 172
O U 0 2 125 109 265 140
U L -1 -2 109 141 265 156
L D 0 6 141 109 188 47
D Space -2 -1 109 125 202 93
Space B 1 -1 125 171 297 172
B E 2 2 171 140 203 32
E Space -3 -1 140 156 249 109
Space A 2 3 156 140 453 297
A D 0 -2 140 171 234 94
D P 1 -7 171 124 546 375
P Back 1 -3 124 93 1123 999
Back O -1 4 93 109 983 890
O P 0 -1 109 109 546 437
