D5 D0 0 -5 172 156 297 125
E R 0 -1 140 109 93 -47
R Space -3 0 109 110 109 0
Space G 2 -1 110 110 156 46
G R 1 1 110 125 203 93
R A -1 3 125 141 156 31
A D 0 -2 141 109 234 93
D U 1 -4 109 110 109 0
U A -1 6 110 156 156 46
A T 1 -4 156 140 141 -15
T E 0 2 140 125 140 0
E D -1 0 125 109 219 94
D Space -2 -1 109 109 343 234
Space F 2 0 109 93 203 94
F R 1 0 93 109 187 94
R O 0 -5 109 109 109 0
O M -2 2 109 109 234 125
M Space -1 3 109 109 94 -15
Space C 1 1 109 109 187 78
C O 2 -6 109 78 109 0
O L -1 0 78 63 187 109
L L 0 0 63 78 141 78
L E 1 6 78 93 78 0
E G -1 -2 93 125 124 31
G E 1 2 125 124 110 -15
E OemPeriod -2 -6 124 94 124 0
OemPeriod Space -1 5 94 94 78 -16
Space RShiftKey 1 -7 94 218 4977 4883
RShiftKey T 2 6 218 125 140 -78
T U 0 -2 125 109 624 499
U Back 1 -6 109 94 1404 1295
Back R -1 9 94 93 141 47
R U 0 -3 93 93 156 63
U T 0 2 93 109 156 63
T H -1 -1 109 78 109 0
H Space -2 2 78 93 125 47
Space B 1 -1 93 78 1076 983
B E 2 2 78 109 109 31
E Space -3 -1 109 125 109 0
Space T 3 -1 125 110 234 109
T O 0 -4 110 78 125 15
O L -1 0 78 93 172 94
L D 0 6 93 78 140 47
D Oemcomma -1 -5 78 109 125 47
Oemcomma Space -1 4 109 93 172 63
Space T 3 -1 93 109 109 16
T H -1 -1 109 63 140 31
H E 1 3 63 94 109 46
E I 0 -5 94 78 94 0
I S -1 6 78 94 140 62
S Space -2 -2 94 93 141 47
Space I 3 -4 93 47 468 375
I S -1 6 47 94 140 93
S Space -2 -2 94 78 156 62
Space T 3 -1 78 94 109 31
T H -1 -1 94 78 125 31
H E 1 3 78 109 78 0
E Space -3 -1 109 110 109 0
Space C 1 1 110 93 141 31
C L 1 -6 93 78 125 32
L O 1 0 78 78 187 109
O S -1 7 78 93 125 47
S E 1 -1 93 93 187 94
E S -1 1 93 141 296 203
S T 1 -3 141 78 250 109
T Space -3 1 78 125 140 62
Space LShiftKey 1 4 125 234 640 515
LShiftKey I 2 -8 234 78 109 -125
I Oem7 -1 -3 78 141 296 218
Oem7 V -1 7 141 110 312 171
V E 2 1 110 109 188 78
E Space -3 -1 109 109 109 0
Space E 3 1 109 94 296 187
E V -2 -1 94 93 172 78
V E 2 1 93 140 187 94
E R 0 -1 140 109 94 -46
R Space -3 0 109 109 62 -47
Space Left 0 -7 109 1513 624 515
Left Left 0 0 1513 94 1700 187
Left Right 0 -2 94 93 297 203
Right Back 4 0 93 109 312 219
Back G -2 8 109 109 3323 3214
G O 1 -4 109 109 1014 905
O T 0 4 109 94 218 109
T T 0 0 94 110 187 93
T E 0 2 110 93 219 109
E N -2 -3 93 141 140 47
N Space -1 2 141 141 156 15
Space T 3 -1 141 125 406 265
T O 0 -4 125 109 125 0
O Space -3 5 109 125 140 31
Space A 2 3 125 94 140 15
A Space -2 -3 94 93 110 16
Space C 1 1 93 109 1107 1014
C O 2 -6 109 94 109 0
O L -1 0 94 78 203 109
L L 0 0 78 93 141 63
L E 1 6 93 94 93 0
E G -1 -2 94 125 156 62
G E 1 2 125 109 156 31
E Space -3 -1 109 94 125 16
Space G 2 -1 94 125 140 46
G R 1 1 125 110 234 109
R A -1 3 110 110 156 46
A D 0 -2 110 141 156 46
D U 1 -4 141 109 172 31
U A -1 6 109 141 140 31
A T 1 -4 141 125 94 -47
T I 0 -3 125 141 140 15
I O 0 -1 141 109 125 -16
O N -2 3 109 109 78 -31
N OemPeriod 0 -3 109 110 187 78
OemPeriod Space -1 5 110 156 78 -32
Space LShiftKey 1 4 156 359 874 718
LShiftKey T 2 -5 359 141 187 -172
T O 0 -4 141 78 312 171
O D -1 6 78 109 172 94
D A 0 2 109 141 171 62
A Y 1 -5 141 109 203 62
Y Space -3 2 109 140 125 16
Space LShiftKey 1 4 140 234 359 219
LShiftKey I 2 -8 234 110 93 -141
I Space -3 4 110 125 125 15
Space W 3 2 125 94 187 62
W A -1 1 94 109 172 78
A N -1 -5 109 78 125 16
N T 2 1 78 125 140 62
T Space -3 1 125 94 187 62
Space T 3 -1 94 124 188 94
T O 0 -4 124 78 124 0
O Space -3 5 78 140 141 63
Space T 3 -1 140 109 234 94
T E 0 2 109 78 187 78
E L -1 -6 78 78 140 62
L L 0 0 78 94 172 94
L Space -2 5 94 109 156 62
Space Y 3 -2 109 94 452 343
Y O 0 -3 94 78 203 109
O U 0 2 78 140 63 -15
U Space -3 3 140 140 156 16
Space T 3 -1 140 125 889 749
T H -1 -1 125 94 187 62
H R 1 2 94 125 156 62
R E 0 1 125 94 218 93
E E 0 0 94 94 172 78
E Space -3 -1 94 125 156 62
Space S 2 2 125 125 265 140
S T 1 -3 125 141 156 31
T O 0 -4 141 94 156 15
O R 0 5 94 125 125 31
R E 0 1 125 140 125 0
E I 0 -5 140 93 234 94
I S -1 6 93 93 234 141
S Space -2 -2 93 109 281 188
Space F 2 0 109 93 234 125
F R 1 0 93 125 187 94
R O 0 -5 125 78 78 -47
O M -2 2 78 78 187 109
M Space -1 3 78 93 125 47
Space M 1 -3 93 63 920 827
M Y 2 1 63 93 172 109
Y Space -3 2 93 94 140 47
Space L 2 -5 94 93 172 78
L I 1 1 93 78 156 63
I F -1 4 78 109 140 62
F E 1 1 109 78 141 32
E OemPeriod -2 -6 78 93 109 31
OemPeriod Space -1 5 93 78 125 32
Space RShiftKey 1 -7 78 172 202 124
RShiftKey T 2 6 172 140 110 -62
T H -1 -1 140 78 202 62
H A 0 5 78 140 110 32
A T 1 -4 140 140 62 -78
T Oem7 -1 -6 140 93 562 422
Oem7 S 0 9 93 78 140 47
S Space -2 -2 78 125 62 -16
Space I 3 -4 125 78 188 63
I T 0 3 78 109 62 -16
T Space -3 1 109 93 94 -15
Space Back 4 -9 93 94 826 733
Back OemPeriod -3 4 94 109 297 203
OemPeriod Space -1 5 109 109 109 0
Space LShiftKey 1 4 109 250 218 109
LShiftKey N 0 -6 250 94 94 -156
N O 2 -3 94 78 265 171
O Space -3 5 78 109 125 47
Space B 1 -1 109 94 421 312
B I 2 -3 94 62 219 125
I G -1 3 62 141 171 109
G Space -2 1 141 125 156 15
Space D 2 1 125 110 577 452
D E 1 0 110 94 203 93
E A -1 2 94 78 156 62
A L 0 -8 78 94 125 47
L OemPeriod -1 0 94 94 234 140
OemPeriod Space -1 5 94 94 109 15
Space LShiftKey 1 4 94 249 328 234
LShiftKey J 1 -7 249 94 109 -140
J U 1 0 94 78 296 202
U S -1 5 78 140 94 16
S T 1 -3 140 109 109 -31
T Space -3 1 109 78 141 32
Space LShiftKey 1 4 78 218 187 109
LShiftKey T 2 -5 218 156 359 141
T H -1 -1 156 94 124 -32
H R 1 2 94 110 156 62
R E 0 1 110 93 219 109
E E 0 0 93 94 171 78
E Space -3 -1 94 109 141 47
Space S 2 2 109 110 327 218
S T 1 -3 110 141 156 46
T O 0 -4 141 94 172 31
O R 0 5 94 109 125 31
R I 0 -4 109 63 140 31
I E 0 5 63 109 78 15
E S -1 1 109 62 203 94
S OemPeriod -1 -7 62 62 78 16
OemPeriod Space -1 5 62 94 78 16
Space Return 2 -8 94 78 1248 1154
Return Return 0 0 78 109 156 78
Return RShiftKey -1 1 109 483 281 172
RShiftKey T 2 6 483 140 359 -124
T H -1 -1 140 47 358 218
H E 1 3 47 125 94 47
E Space -3 -1 125 141 1513 1388
Space F 2 0 141 125 234 93
F I 1 -4 125 94 156 31
I R 0 4 94 125 78 -16
R S -1 2 125 125 203 78
S T 1 -3 125 140 94 -31
T Space -3 1 140 125 218 78
Space S 2 2 125 93 250 125
S T 1 -3 93 124 78 -15
T R 0 1 124 140 218 94
R O 0 -5 140 94 140 0
O Y 0 3 94 94 234 140
Y Space -3 2 94 140 141 47
Space I 3 -4 140 78 1544 1404
I S -1 6 78 78 94 16
S Space -2 -2 78 94 93 15
Space A 2 3 94 140 110 16
A B -1 -4 140 78 109 -31
B O 2 -4 78 78 171 93
O U 0 2 78 78 63 -15
U T 0 2 78 109 109 31
T Space -3 1 109 78 109 0
Space C 1 1 78 125 234 156
C O 2 -6 125 63 109 -16
O N -2 3 63 62 172 109
N N 0 0 62 94 140 78
N E 2 3 94 94 78 -16
E C -2 0 94 94 172 78
C T 2 -2 94 110 218 124
T I 0 -3 110 141 78 -32
I O 0 -1 141 124 110 -31
O N -2 3 124 141 124 0
N Space -1 2 141 109 125 -16
Space T 3 -1 109 125 172 63
T H -1 -1 125 78 125 0
H Back 2 -7 78 78 1248 1170
Back Back 0 0 78 78 171 93
Back Back 0 0 78 62 172 94
Back Back 0 0 62 94 265 203
Back Back 0 0 94 94 187 93
Back N -3 7 94 93 562 468
N G 1 1 93 109 156 63
G Space -2 1 109 94 109 0
Space T 3 -1 94 78 484 390
T H -1 -1 78 78 124 46
H E 1 3 78 62 110 32
E Space -3 -1 62 109 62 0
Space D 2 1 109 93 172 63
D O 1 -6 93 63 124 31
O T 0 4 63 109 63 0
T S -1 3 109 78 156 47
S OemPeriod -1 -7 78 78 140 62
OemPeriod Space -1 5 78 94 78 0
Space Return 2 -8 94 78 359 265
Return LShiftKey -1 12 78 328 1903 1825
LShiftKey Return 1 -12 328 110 499 171
Return LShiftKey -1 12 110 437 156 46
LShiftKey I 2 -8 437 94 250 -187
I Space -3 4 94 125 281 187
Space D 2 1 125 78 140 15
D R 1 -1 78 110 187 109
R O 0 -5 110 93 110 0
O P 0 -1 93 78 171 78
P E 0 7 78 78 265 187
E E 0 0 78 93 141 63
E D -1 0 93 78 203 110
D Space -2 -1 78 109 93 15
Space O 3 -5 109 124 687 578
O U 0 2 124 109 140 16
U T 0 2 109 140 172 63
T Space -3 1 140 93 156 16
Space O 3 -5 93 78 171 78
O F -1 5 78 125 109 31
F Space -2 0 125 109 110 -15
Space R 3 0 109 78 405 296
R Back 1 -9 78 94 281 203
Back RShiftKey -3 2 94 203 265 171
RShiftKey R 2 7 203 110 109 -94
R Back 1 -9 110 172 593 483
Back Back 0 0 172 733 312 140
Back Back 0 0 733 62 874 141
Back Back 0 0 62 78 156 94
Back Back 0 0 78 62 156 78
Back Back 0 0 62 47 156 94
Back Back 0 0 47 63 140 93
Back Back 0 0 63 63 156 93
Back Back 0 0 63 31 172 109
Back P -1 3 31 109 593 562
P P 0 0 109 31 265 156
P E 0 7 31 94 530 499
E D -1 0 94 94 203 109
D Space -2 -1 94 110 140 46
Space O 3 -5 110 109 422 312
O U 0 2 109 78 93 -16
U T 0 2 78 94 109 31
T Space -3 1 94 78 110 16
Space O 3 -5 78 62 156 78
O F -1 5 62 94 62 0
F Space -2 0 94 78 109 15
Space RShiftKey 1 -7 78 265 219 141
RShiftKey R 2 7 265 140 109 -156
R E 0 1 140 93 312 172
E E 0 0 93 78 171 78
E D -1 0 78 78 188 110
D Space -2 -1 78 110 124 46
Space LShiftKey 1 4 110 406 125 15
LShiftKey C 0 -3 406 172 203 -203
C O 2 -6 172 110 296 124
O L -1 0 110 78 219 109
L E 1 6 78 110 93 15
E E 0 0 110 109 172 62
E G -1 -2 109 109 187 78
G E 1 2 109 124 141 32
E Space -3 -1 124 94 124 0
Space A 2 3 94 125 219 125
A F 0 -3 125 124 125 0
F Back 2 -9 124 63 405 281
Back Back 0 0 63 78 156 93
Back Back 0 0 78 93 141 63
Back Back 0 0 93 78 171 78
Back Back 0 0 78 78 156 78
Back Back 0 0 78 78 156 78
Back Back 0 0 78 63 156 78
Back L -2 4 63 93 531 468
L E 1 6 93 109 140 47
E G -1 -2 109 109 156 47
G E 1 2 109 125 109 0
E Space -3 -1 125 109 141 16
Space A 2 3 109 125 561 452
A F 0 -3 125 125 109 -16
F T 1 -1 125 94 250 125
T E 0 2 94 140 172 78
E R 0 -1 140 124 78 -62
R Space -3 0 124 94 93 -31
Space F 2 0 94 109 172 78
F I 1 -4 109 78 109 0
I R 0 4 78 109 94 16
R S -1 2 109 125 187 78
S T 1 -3 125 125 62 -63
T Space -3 1 125 124 141 16
Space D6 4 -2 124 140 780 656
D6 Space -4 2 140 125 171 31
Space M 1 -3 125 109 172 47
M O 2 -2 109 78 171 62
O N -2 3 78 63 156 78
N T 2 1 63 109 63 0
T H -1 -1 109 63 140 31
H S 0 4 63 63 109 46
S Oemcomma -1 -6 63 78 983 920
Oemcomma Space -1 4 78 140 94 16
Space B 1 -1 140 78 374 234
B U 2 -2 78 78 203 125
U T 0 2 78 78 172 94
T Space -3 1 78 78 93 15
Space T 3 -1 78 109 983 905
T H -1 -1 109 78 78 -31
H E 1 3 78 93 125 47
E N -2 -3 93 93 78 -15
N Space -1 2 93 94 93 0
Space S 2 2 94 125 390 296
S T 1 -3 125 125 125 0
T A -1 4 125 125 187 62
A Y 1 -5 125 110 156 31
Y E 0 3 110 109 141 31
E D -1 0 109 109 203 94
D Space -2 -1 109 110 124 15
Space A 2 3 110 125 281 171
A R 1 -3 125 140 125 0
R O 0 -5 140 109 156 16
O U 0 2 109 94 78 -31
U N -2 1 94 78 203 109
N D 1 3 78 94 109 31
D Space -2 -1 94 93 94 0
Space A 2 3 93 141 202 109
A S 0 -1 141 94 203 62
S Space -2 -2 94 93 141 47
Space A 2 3 93 125 62 -31
A Space -2 -3 125 124 172 47
Space D 2 1 124 93 156 32
D R 1 -1 93 141 171 78
R O 0 -5 141 109 125 -16
O P 0 -1 109 94 187 78
P OemMinus 1 -1 94 172 265 171
OemMinus I -1 3 172 94 328 156
I N -2 2 94 78 234 140
N Space -1 2 78 109 78 0
Space F 2 0 109 109 1092 983
F O 1 -5 109 93 125 16
O R 0 5 93 125 78 -15
R Space -3 0 125 109 125 0
Space A 2 3 109 125 124 15
A N -1 -5 125 78 141 16
N O 2 -3 78 94 140 62
O T 0 4 94 140 94 0
T H -1 -1 140 78 156 16
H E 1 3 78 156 125 47
E R 0 -1 156 125 93 -63
R Space -3 0 125 141 109 -16
Space D1 4 3 141 109 266 125
D1 D8 0 -7 109 187 249 140
D8 Space -4 4 187 109 1170 983
Space M 1 -3 109 78 203 94
M O 2 -2 78 78 172 94
O N -2 3 78 109 109 31
N T 2 1 109 140 156 47
T H -1 -1 140 78 125 -15
H S 0 4 78 78 140 62
S Space -2 -2 78 110 140 62
Space O 3 -5 110 94 468 358
O R 0 5 94 125 141 47
R Space -3 0 125 109 156 31
Space S 2 2 109 109 140 31
S O 1 -7 109 78 125 16
O Space -3 5 78 94 140 62
Space B 1 -1 94 78 188 94
B E 2 2 78 94 93 15
E F -1 -1 94 94 187 93
F O 1 -5 94 78 110 16
O R 0 5 78 125 124 46
R E 0 1 125 125 78 -47
E Space -3 -1 125 93 110 -15
Space LShiftKey 1 4 93 202 156 63
LShiftKey I 2 -8 202 94 93 -109
I Space -3 4 94 125 125 31
Space R 3 0 125 140 203 78
R E 0 1 140 141 93 -47
E A -1 2 141 141 156 15
A L 0 -8 141 78 125 -16
L L 0 0 78 78 156 78
L Y 1 3 78 109 172 94
Y Space -3 2 109 109 109 0
Space Q 3 3 109 140 250 141
Q U 0 -6 140 63 124 -16
U I 0 -1 63 94 156 93
I T 0 3 94 141 156 62
T OemPeriod -2 -4 141 94 172 31
OemPeriod Space -1 5 94 93 125 31
Space RShiftKey 1 -7 93 234 312 219
RShiftKey S 1 9 234 124 125 -109
S O 1 -7 124 93 265 141
O Space -3 5 93 125 156 63
Space RShiftKey 1 -7 125 296 421 296
RShiftKey W 2 9 296 125 218 -78
W H -1 -4 125 78 250 125
H Y 1 0 78 63 218 140
Y Back 1 -7 63 78 858 795
Back Back 0 0 78 78 172 94
Back Back 0 0 78 78 172 94
Back W -1 11 78 94 452 374
W H -1 -4 94 110 140 46
H Y 1 0 110 93 297 187
Y Space -3 2 93 125 140 47
Space D 2 1 125 78 297 172
D I 1 -5 78 78 62 -16
I D -1 5 78 78 125 47
D Space -2 -1 78 94 109 31
Space LShiftKey 1 4 94 265 125 31
LShiftKey I 2 -8 265 94 93 -172
I Space -3 4 94 94 125 31
Space D 2 1 94 94 281 187
D R 1 -1 94 109 203 109
R O 0 -5 109 93 78 -31
O P 0 -1 93 94 140 47
P Space -3 6 94 47 172 78
Space O 3 -5 47 94 171 124
O U 0 2 94 78 78 -16
U T 0 2 78 94 78 0
T Space -3 1 94 109 203 109
Space RShiftKey 1 -7 109 218 16 -93
RShiftKey OemQuestion 0 1 218 124 125 -93
OemQuestion Return 1 -2 124 94 218 94
Return Back 2 -1 94 125 1903 1809
Back Back 0 0 125 109 234 109
Back Back 0 0 109 62 281 172
Back RShiftKey -3 2 62 187 437 375
RShiftKey RShiftKey 0 0 187 250 265 78
RShiftKey OemQuestion 0 1 250 140 125 -125
OemQuestion Return 1 -2 140 62 265 125
Return Return 0 0 62 94 187 125
Return RShiftKey -1 1 94 297 2137 2043
RShiftKey OemQuestion 0 1 297 172 156 -141
OemQuestion Return 1 -2 172 78 281 109
Return Return 0 0 78 94 1482 1404
Return LShiftKey -1 12 94 374 406 312
LShiftKey I 2 -8 374 94 218 -156
I T 0 3 94 140 281 187
T Space -3 1 140 125 156 16
Space S 2 2 125 94 218 93
S T 1 -3 94 140 141 47
T A -1 4 140 172 187 47
A R 1 -3 172 125 109 -63
R T 0 -1 125 109 219 94
T E 0 2 109 109 171 62
E D -1 0 109 94 203 94
D Space -2 -1 94 109 109 15
Space B 1 -1 109 78 203 94
B E 2 2 78 110 62 -16
E F -1 -1 110 109 1155 1045
F O 1 -5 109 94 140 31
O R 0 5 94 125 78 -16
R E 0 1 125 125 94 -31
E Space -3 -1 125 94 140 15
Space LShiftKey 1 4 94 218 172 78
LShiftKey I 2 -8 218 78 78 -140
I Space -3 4 78 125 140 62
Space W 3 2 125 78 187 62
W A -1 1 78 172 156 78
A S 0 -1 172 156 78 -94
S Space -2 -2 156 109 203 47
Space B 1 -1 109 78 1420 1311
B O 2 -4 78 78 203 125
O R 0 5 78 78 124 46
R N -2 -2 78 78 156 78
N OemPeriod 0 -3 78 125 281 203
OemPeriod Space -1 5 125 109 125 0
Space LShiftKey 1 4 109 280 172 63
LShiftKey M 0 -7 280 78 140 -140
M Y 2 1 78 140 250 172
Y Space -3 2 140 110 202 62
Space LShiftKey 1 4 110 125 250 140
LShiftKey B 0 -5 125 62 234 109
B I 2 -3 62 93 172 110
I O 0 -1 93 125 187 94
O L -1 0 125 78 234 109
L O 1 0 78 78 171 93
O G -1 4 78 140 484 406
G I 1 -3 140 78 187 47
I C -2 5 78 93 172 94
C A 1 2 93 125 187 94
A L 0 -8 125 109 109 -16
L Space -2 5 109 109 125 16
Space W 3 2 109 125 265 156
W Back 1 -11 125 78 406 281
Back M -3 6 78 78 234 156
M O 2 -2 78 78 171 93
O T 0 4 78 125 141 63
T H -1 -1 125 62 109 -16
H E 1 3 62 125 140 78
E R 0 -1 125 125 94 -31
R Space -3 0 125 94 109 -16
Space W 3 2 94 125 1404 1310
W A -1 1 125 125 203 78
A S 0 -1 125 141 62 -63
S Space -2 -2 141 125 125 -16
Space A 2 3 125 125 156 31
A Space -2 -3 125 109 94 -31
Space Y 3 -2 109 125 2059 1950
Y O 0 -3 125 140 234 109
O U 0 2 140 109 94 -46
U N -2 1 109 94 530 421
N G 1 1 94 109 172 78
G Oemcomma -1 -3 109 93 125 16
Oemcomma Space -1 4 93 109 93 0
Space U 3 -3 109 94 1295 1186
U N -2 1 94 78 218 124
N W 2 4 78 110 312 234
W E 0 -1 110 109 219 109
E D -1 0 109 125 218 109
D Space -2 -1 125 109 125 0
Space C 1 1 109 125 218 109
C O 2 -6 125 78 110 -15
O L -1 0 78 62 187 109
L L 0 0 62 78 156 94
L E 1 6 78 94 109 31
E G -1 -2 94 125 140 46
G E 1 2 125 109 172 47
E Space -3 -1 109 109 109 0
Space G 2 -1 109 109 203 94
G R 1 1 109 140 203 94
R A -1 3 140 140 203 63
A D 0 -2 140 109 249 109
D U 1 -4 109 93 94 -15
U A -1 6 93 125 140 47
A T 1 -4 125 141 78 -47
T E 0 2 141 141 109 -32
E Space -3 -1 141 125 125 -16
Space S 2 2 125 109 141 16
S T 1 -3 109 124 78 -31
T U 0 -2 124 109 187 63
U D -1 4 109 109 78 -31
D E 1 0 109 109 187 78
E N -2 -3 109 78 109 0
N T 2 1 78 125 109 31
T Oemcomma -2 -3 125 93 110 -15
Oemcomma Space -1 4 93 124 78 -15
Space A 2 3 124 94 1060 936
A N -1 -5 94 94 406 312
N D 1 3 94 94 140 46
D Space -2 -1 94 94 94 0
Space S 2 2 94 94 187 93
S H 0 -4 94 94 125 31
H E 1 3 94 93 125 31
E Space -3 -1 93 124 125 32
Space D 2 1 124 124 156 32
D E 1 0 124 94 218 94
E C -2 0 94 109 172 78
C I 2 -5 109 109 140 31
I D -1 5 109 110 140 31
D E 1 0 110 94 203 93
E D -1 0 94 94 203 109
D Space -2 -1 94 124 94 0
Space T 3 -1 124 124 156 32
T O 0 -4 124 109 109 -15
O Space -3 5 109 125 93 -16
Space P 3 -6 125 93 219 94
P U 0 3 93 109 109 16
U T 0 2 109 124 172 63
T Space -3 1 124 78 109 -15
Space M 1 -3 78 93 156 78
M E 2 4 93 124 125 32
E Space -3 -1 124 78 93 -31
Space U 3 -3 78 125 796 718
U P 0 -3 125 125 156 31
P Space -3 6 125 109 156 31
Space F 2 0 109 93 234 125
F O 1 -5 93 109 125 32
O R 0 5 109 110 202 93
R Space -3 0 110 109 172 62
Space A 2 3 109 125 218 109
A D 0 -2 125 93 219 94
D O 1 -6 93 124 125 32
O P 0 -1 124 125 327 203
P T 0 5 125 141 234 109
T I 0 -3 141 140 141 0
I O 0 -1 140 140 109 -31
O N -2 3 140 109 156 16
N OemPeriod 0 -3 109 109 265 156
OemPeriod Space -1 5 109 125 109 0
Space RShiftKey 1 -7 125 203 265 140
RShiftKey S 1 9 203 109 141 -62
S H 0 -4 109 78 218 109
H E 1 3 78 63 109 31
E Space -3 -1 63 78 63 0
Space F 2 0 78 94 733 655
F E 1 1 94 109 172 78
E L -1 -6 109 94 140 31
L T 1 4 94 140 156 62
T Space -3 1 140 140 125 -15
Space V 1 0 140 94 249 109
V E 2 1 94 156 203 109
E R 0 -1 156 140 94 -62
R Y 0 -2 140 124 125 -15
Y Space -3 2 124 125 140 16
Space S 2 2 125 124 172 47
S O 1 -7 124 0 546 422
O N -2 3 0 78 0 0
N G 1 1 78 124 78 0
G L 0 -4 124 78 124 0
L Y 1 3 78 109 141 63
Y Space -3 2 109 109 109 0
Space T 3 -1 109 125 437 328
T H -1 -1 125 78 109 -16
H A 0 5 78 109 94 16
A T 1 -4 109 125 62 -47
T Space -3 1 125 109 94 -31
Space LShiftKey 1 4 109 171 187 78
LShiftKey I 2 -8 171 125 62 -109
I Space -3 4 125 125 94 -31
Space S 2 2 125 78 249 124
S H 0 -4 78 94 94 16
H O 1 -3 94 109 125 31
O U 0 2 109 109 78 -31
U L -1 -2 109 93 156 47
L D 0 6 93 110 795 702
D Space -2 -1 110 110 156 46
Space B 1 -1 110 78 219 109
B E 2 2 78 125 109 31
E Space -3 -1 125 109 94 -31
Space A 2 3 109 156 202 93
A P 1 -9 156 93 141 -15
P Back 1 -3 93 78 390 297
Back D -2 10 78 110 171 93
D O 1 -6 110 141 156 46
O P 0 -1 141 93 266 125
P E 0 7 93 78 343 250
E Back 1 -10 78 94 374 296
Back T -1 8 94 141 109 15
T E 0 2 141 125 156 15
E D -1 0 125 125 234 109
D Space -2 -1 125 109 94 -31
