D0 D5 0 5 94 124 796 702
E G -1 -2 93 78 171 78
G E 1 2 78 109 63 -15
E Space -3 -1 109 62 218 109
Space Back 4 -9 62 47 1357 1295
Back OemPeriod -3 4 47 78 312 265
OemPeriod Space -1 5 78 62 375 297
Space Capital 2 4 62 109 546 484
Capital T 1 -5 109 62 109 0
T Capital -1 5 62 62 125 63
Capital R 1 -4 62 78 93 31
R U 0 -3 78 78 531 453
U T 0 2 78 94 140 62
T H -1 -1 94 78 109 15
H Space -2 2 78 78 250 172
Space T 3 -1 78 109 156 78
T O 0 -4 109 63 187 78
O Space -3 5 63 94 234 171
Space B 1 -1 94 62 219 125
B E 2 2 62 110 124 62
E Space -3 -1 110 93 110 0
Space T 3 -1 93 125 187 94
T O 0 -4 125 78 93 -32
O L -1 0 78 78 219 141
L D 0 6 78 94 171 93
D Space -2 -1 94 94 94 0
Space Back 4 -9 94 63 1669 1575
Back Oemcomma -3 5 63 78 983 920
Oemcomma Space -1 4 78 78 952 874
Space T 3 -1 78 125 452 374
T H -1 -1 125 63 109 -16
H I 1 -2 63 93 297 234
I S -1 6 93 94 202 109
S Space -2 -2 94 93 63 -31
Space I 3 -4 93 63 218 125
I S -1 6 63 94 125 62
S Space -2 -2 94 62 125 31
Space T 3 -1 62 94 249 187
T H -1 -1 94 78 219 125
H E 1 3 78 93 125 47
E Space -3 -1 93 78 124 31
Space C 1 1 78 109 172 94
C L 1 -6 109 78 125 16
L O 1 0 78 78 171 93
O D -1 6 78 156 141 63
D Back 2 -10 156 78 639 483
Back S -2 11 78 93 141 63
S E 1 -1 93 109 218 125
E T 0 -2 109 62 141 32
T S -1 3 62 78 140 78
S Back 2 -11 78 78 1591 1513
Back Back 0 0 78 93 796 718
Back S -2 11 93 94 998 905
S T 1 -3 94 78 109 15
T Space -3 1 78 93 297 219
Space Capital 2 4 93 125 2917 2824
Capital I 1 -8 125 93 94 -31
I Capital -1 8 93 47 140 47
Capital Oem7 0 -11 47 62 546 499
Oem7 Capital 0 11 62 109 421 359
Capital V -1 -4 109 93 375 266
V Capital 1 4 93 94 140 47
Capital E 1 -3 94 109 328 234
E Space -3 -1 109 78 312 203
Space Space 0 0 78 109 8049 7971
Space E 3 1 109 94 468 359
E V -2 -1 94 78 78 -16
V E 2 1 78 94 109 31
E R 0 -1 94 78 203 109
R Space -3 0 78 78 172 94
Space G 2 -1 78 93 1014 936
G O 1 -4 93 63 62 -31
O T 0 4 63 63 265 202
T T 0 0 63 78 156 93
T E 0 2 78 124 266 188
E N -2 -3 124 78 93 -31
N Space -1 2 78 78 203 125
Space T 3 -1 78 93 172 94
T O 0 -4 93 93 78 -15
O Space -3 5 93 78 280 187
Space A 2 3 78 109 734 656
A Space -2 -3 109 78 124 15
Space C 1 1 78 109 328 250
C O 2 -6 109 93 125 16
O L -1 0 93 78 218 125
L L 0 0 78 78 141 63
L E 1 6 78 110 124 46
E G -1 -2 110 78 172 62
G E 1 2 78 78 125 47
E Space -3 -1 78 94 1263 1185
Space G 2 -1 94 78 281 187
G R 1 1 78 78 203 125
R A -1 3 78 94 140 62
A D 0 -2 94 109 250 156
D U 1 -4 109 78 140 31
U A -1 6 78 109 172 94
A T 1 -4 109 62 125 16
T I 0 -3 62 78 343 281
I O 0 -1 78 94 156 78
O N -2 3 94 78 203 109
N OemPeriod 0 -3 78 78 733 655
OemPeriod Space -1 5 78 62 234 156
Space Capital 2 4 62 125 343 281
Capital T 1 -5 125 94 437 312
T Capital -1 5 94 109 125 31
Capital O 1 -9 109 94 265 156
O D -1 6 94 78 328 234
D A 0 2 78 78 187 109
A Y 1 -5 78 78 78 0
Y Space -3 2 78 78 343 265
Space Capital 2 4 78 109 172 94
Capital I 1 -8 109 78 171 62
I Capital -1 8 78 94 125 47
Capital Space -2 -4 94 78 156 62
Space W 3 2 78 110 140 62
W A -1 1 110 94 234 124
A N -1 -5 94 78 94 0
N T 2 1 78 93 281 203
T Space -3 1 93 78 93 0
Space T 3 -1 78 140 188 110
T O 0 -4 140 93 967 827
O Space -3 5 93 47 249 156
Space M 1 -3 47 32 0 -47
M T 2 2 32 63 281 249
T E 0 2 63 78 172 109
E L -1 -6 78 62 265 187
L L 0 0 62 63 140 78
L Back 2 -4 63 109 578 515
Back Back 0 0 109 62 218 109
Back Back 0 0 62 78 156 94
Back Back 0 0 78 94 156 78
Back Back 0 0 94 93 203 109
Back T -1 8 93 78 717 624
T E 0 2 78 78 110 32
E L -1 -6 78 78 296 218
L L 0 0 78 46 172 94
L Space -2 5 46 78 187 141
Space Y 3 -2 78 109 187 109
Y O 0 -3 109 78 125 16
O U 0 2 78 78 125 47
U Space -3 3 78 78 171 93
Space T 3 -1 78 78 1045 967
T H -1 -1 78 93 188 110
H R 1 2 93 94 140 47
R E 0 1 94 125 546 452
E E 0 0 125 93 203 78
E Space -3 -1 93 94 171 78
Space S 2 2 94 125 406 312
S T 1 -3 125 63 109 -16
T R 0 1 63 125 203 140
R O 0 -5 125 78 218 93
O R 0 5 78 78 546 468
R I 0 -4 78 62 94 16
I E 0 5 62 62 234 172
E S -1 1 62 78 203 141
S Space -2 -2 78 78 156 78
Space F 2 0 78 94 1825 1747
F R 1 0 94 109 234 140
R O 0 -5 109 94 78 -31
O M -2 2 94 62 250 156
M Space -1 3 62 78 171 109
Space M 1 -3 78 63 156 78
M Space -1 3 63 63 0 -63
Space Y 3 -2 63 63 234 171
Y Space -3 2 63 78 234 171
Space L 2 -5 78 94 203 125
L I 1 1 94 78 218 124
I F -1 4 78 62 266 188
F E 1 1 62 78 46 -16
E Back 1 -10 78 63 827 749
Back Back 0 0 63 78 156 93
Back Back 0 0 78 63 156 78
Back Back 0 0 63 63 156 93
Back Back 0 0 63 62 141 78
Back Back 0 0 62 78 140 78
Back Back 0 0 78 78 343 265
Back Y -1 7 78 78 687 609
Y Space -3 2 78 78 265 187
Space L 2 -5 78 78 234 156
L I 1 1 78 78 203 125
I O 0 -1 78 47 15 -63
O F -1 5 47 78 297 250
F E 1 1 78 78 78 0
E Back 1 -10 78 93 577 499
Back Back 0 0 93 63 171 78
Back Back 0 0 63 47 156 93
Back F -2 9 47 94 827 780
F E 1 1 94 94 359 265
E OemPeriod -2 -6 94 78 1342 1248
OemPeriod Space -1 5 78 78 514 436
Space Capital 2 4 78 109 172 94
Capital T 1 -5 109 78 156 47
T Capital -1 5 78 110 140 62
Capital H 0 -6 110 94 78 -32
H A 0 5 94 94 172 78
A T 1 -4 94 63 109 15
T Oem7 -1 -6 63 62 921 858
Oem7 S 0 9 62 94 124 62
S Space -2 -2 94 78 188 94
Space I 3 -4 78 78 390 312
I T 0 3 78 63 171 93
T OemPeriod -2 -4 63 78 1123 1060
OemPeriod Space -1 5 78 78 281 203
Space Capital 2 4 78 156 203 125
Capital N -1 -6 156 62 172 16
N Capital 1 6 62 93 109 47
Capital O 1 -9 93 78 125 32
O Space -3 5 78 78 280 202
Space B 1 -1 78 78 281 203
B I 2 -3 78 63 109 31
I G -1 3 63 78 375 312
G Space -2 1 78 63 93 15
Space D 2 1 63 109 250 187
D E 1 0 109 94 234 125
E A -1 2 94 125 452 358
A L 0 -8 125 62 172 47
L OemPeriod -1 0 62 78 718 656
OemPeriod Space -1 5 78 94 218 140
Space Capital 2 4 94 109 156 62
Capital J 0 -7 109 93 125 16
J Capital 0 7 93 94 93 0
Capital U 1 -7 94 93 110 16
U S -1 5 93 94 202 109
S T 1 -3 94 63 125 31
T Space -3 1 63 94 265 202
Space T 3 -1 94 78 609 515
T H -1 -1 78 94 187 109
H R 1 2 94 94 109 15
R E 0 1 94 109 234 140
E E 0 0 109 94 187 78
E Space -3 -1 94 78 203 109
Space S 2 2 78 109 858 780
S T 1 -3 109 94 125 16
T O 0 -4 94 78 593 499
O R 0 5 78 110 171 93
R I 0 -4 110 78 141 31
I E 0 5 78 94 171 93
E S -1 1 94 78 219 125
S OemPeriod -1 -7 78 78 1107 1029
OemPeriod Return 1 -3 78 78 874 796
Return Capital 0 12 78 125 1139 1061
Capital T 1 -5 125 78 156 31
T Capital -1 5 78 78 125 47
Capital H 0 -6 78 78 93 15
H E 1 3 78 78 718 640
E Space -3 -1 78 46 125 47
Space F 2 0 46 93 312 266
F I 1 -4 93 78 171 78
I R 0 4 78 109 141 63
R S -1 2 109 78 327 218
S T 1 -3 78 78 63 -15
T Space -3 1 78 78 265 187
Space S 2 2 78 78 187 109
S T 1 -3 78 78 140 62
T O 0 -4 78 78 468 390
O R 0 5 78 93 188 110
R Y 0 -2 93 62 140 47
Y Space -3 2 62 78 608 546
Space I 3 -4 78 78 453 375
I S -1 6 78 109 156 78
S Space -2 -2 109 63 140 31
Space A 2 3 63 94 156 93
A B -1 -4 94 78 172 78
B O 2 -4 78 93 390 312
O U 0 2 93 78 265 172
U T 0 2 78 78 172 94
T Space -3 1 78 78 93 15
Space C 1 1 78 124 375 297
C O 2 -6 124 78 124 0
O N -2 3 78 62 266 188
N N 0 0 62 78 140 78
N E 2 3 78 93 94 16
E C -2 0 93 125 249 156
C T 2 -2 125 94 390 265
T I 0 -3 94 78 47 -47
I N -2 2 78 78 250 172
N G 1 1 78 94 140 62
G Space -2 1 94 78 94 0
Space D 2 1 78 94 530 452
D O 1 -6 94 78 62 -32
O T 0 4 78 78 359 281
T S -1 3 78 46 141 63
S OemPeriod -1 -7 46 78 904 858
OemPeriod Return 1 -3 78 16 1108 1030
Return Back 2 -1 16 62 671 655
Back Back 0 0 62 78 203 141
Back Back 0 0 78 78 187 109
Back Back 0 0 78 78 218 140
Back Back 0 0 78 78 156 78
Back Back 0 0 78 63 156 78
Back Back 0 0 63 62 141 78
Back Space -4 9 62 94 530 468
Space T 3 -1 94 78 250 156
T H -1 -1 78 78 171 93
H E 1 3 78 94 78 0
E Space -3 -1 94 78 141 47
Space D 2 1 78 78 140 62
D O 1 -6 78 78 109 31
O T 0 4 78 78 265 187
T S -1 3 78 78 156 78
S OemPeriod -1 -7 78 62 422 344
OemPeriod Return 1 -3 62 63 358 296
Return Capital 0 12 63 124 968 905
Capital I 1 -8 124 78 140 16
I Capital -1 8 78 78 109 31
Capital Space -2 -4 78 94 125 47
Space D 2 1 94 109 172 78
D R 1 -1 109 78 249 140
R O 0 -5 78 78 109 31
O P 0 -1 78 63 203 125
P P 0 0 63 78 141 78
P E 0 7 78 78 93 15
E D -1 0 78 94 203 125
D Space -2 -1 94 62 125 31
Space O 3 -5 62 78 827 765
O U 0 2 78 78 265 187
U T 0 2 78 78 218 140
T Space -3 1 78 78 31 -47
Space O 3 -5 78 78 312 234
O F -1 5 78 93 266 188
F Space -2 0 93 78 62 -31
Space R 3 0 78 125 203 125
R E 0 1 125 63 374 249
E E 0 0 63 78 172 109
E D -1 0 78 94 218 140
D Space -2 -1 94 78 172 78
Space C 1 1 78 109 577 499
C O 2 -6 109 62 125 16
O L -1 0 62 62 203 141
L L 0 0 62 94 124 62
L E 1 6 94 109 125 31
E G -1 -2 109 78 156 47
G E 1 2 78 94 78 0
E Space -3 -1 94 93 172 78
Space F 2 0 93 63 1388 1295
F Back 2 -9 63 78 983 920
Back A -2 12 78 109 437 359
A F 0 -3 109 78 62 -47
F T 1 -1 78 78 203 125
T E 0 2 78 93 94 16
E R 0 -1 93 62 109 16
R Space -3 0 62 78 483 421
Space F 2 0 78 94 1888 1810
F I 1 -4 94 78 78 -16
I R 0 4 78 109 172 94
R S -1 2 109 125 358 249
S T 1 -3 125 62 250 125
T Space -3 1 62 93 281 219
Space D6 4 -2 93 94 1856 1763
D6 Space -4 2 94 93 328 234
Space M 1 -3 93 62 187 94
M O 2 -2 62 63 187 125
O N -2 3 63 94 187 124
N T 2 1 94 78 219 125
T H -1 -1 78 78 187 109
H S 0 4 78 78 265 187
S Space -2 -2 78 46 110 32
Space Back 4 -9 46 109 717 671
Back Oemcomma -3 5 109 47 484 375
Oemcomma Space -1 4 47 110 1029 982
Space B 1 -1 110 109 344 234
B U 2 -2 109 78 124 15
U T 0 2 78 109 375 297
T Space -3 1 109 78 93 -16
Space T 3 -1 78 62 250 172
T H -1 -1 62 78 187 125
H E 1 3 78 63 156 78
E N -2 -3 63 78 78 15
N Space -1 2 78 78 1311 1233
Space S 2 2 78 110 358 280
S T 1 -3 110 110 156 46
T A -1 4 110 94 156 46
A Y 1 -5 94 78 281 187
Y E 0 3 78 78 141 63
E D -1 0 78 109 218 140
D Space -2 -1 109 78 109 0
Space A 2 3 78 125 234 156
A R 1 -3 125 109 359 234
R O 0 -5 109 78 109 0
O U 0 2 78 78 219 141
U N -2 1 78 78 218 140
N D 1 3 78 93 281 203
D Space -2 -1 93 47 109 16
Space A 2 3 47 109 1295 1248
A S 0 -1 109 78 234 125
S Space -2 -2 78 94 93 15
Space A 2 3 94 94 203 109
A Space -2 -3 94 63 109 15
Space D 2 1 63 94 593 530
D R 1 -1 94 93 297 203
R O 0 -5 93 78 124 31
O P 0 -1 78 62 219 141
P OemMinus 1 -1 62 63 1107 1045
OemMinus I -1 3 63 78 312 249
I N -2 2 78 78 281 203
N Space -1 2 78 78 780 702
Space F 2 0 78 94 203 125
F O 1 -5 94 93 94 0
O R 0 5 93 109 156 63
R Space -3 0 109 94 124 15
Space A 2 3 94 110 468 374
A N -1 -5 110 62 94 -16
N O 2 -3 62 94 265 203
O T 0 4 94 94 343 249
T H -1 -1 94 78 219 125
H E 1 3 78 94 109 31
E R 0 -1 94 63 140 46
R E 0 1 63 63 0 -63
E Back 1 -10 63 78 1638 1575
Back Space -4 9 78 78 812 734
Space D1 4 3 78 94 686 608
D1 D8 0 -7 94 78 78 -16
D8 Space -4 4 78 78 296 218
Space M 1 -3 78 78 172 94
M O 2 -2 78 78 203 125
O N -2 3 78 78 234 156
N T 2 1 78 93 234 156
T H -1 -1 93 93 203 110
H S 0 4 93 78 171 78
S Space -2 -2 78 93 640 562
Space O 3 -5 93 78 717 624
O R 0 5 78 94 125 47
R Space -3 0 94 78 172 78
Space S 2 2 78 47 187 109
S O 1 -7 47 63 109 62
O Space -3 5 63 78 1014 951
Space B 1 -1 78 78 265 187
B E 2 2 78 93 141 63
E F -1 -1 93 93 281 188
F O 1 -5 93 78 78 -15
O R 0 5 78 94 171 93
R E 0 1 94 125 234 140
E Space -3 -1 125 78 109 -16
Space Capital 2 4 78 141 983 905
Capital I 1 -8 141 78 141 0
I Capital -1 8 78 94 124 46
Capital Space -2 -4 94 78 172 78
Space R 3 0 78 109 203 125
R E 0 1 109 109 187 78
E A -1 2 109 93 281 172
A L 0 -8 93 63 140 47
L L 0 0 63 78 141 78
L Y 1 3 78 78 234 156
Y Space -3 2 78 93 265 187
Space Q 3 3 93 109 546 453
Q U 0 -6 109 63 93 -16
U I 0 -1 63 62 172 109
I T 0 3 62 109 234 172
T OemPeriod -2 -4 109 78 1638 1529
OemPeriod Space -1 5 78 78 328 250
Space Capital 2 4 78 109 171 93
Capital S 0 -2 109 94 343 234
S O 1 -7 94 94 328 234
O Capital -1 9 94 93 125 31
Capital Space -2 -4 93 78 624 531
Space Back 4 -9 78 93 5070 4992
Back Capital -2 13 93 109 187 94
Capital R 1 -4 109 94 234 125
R Capital -1 4 94 78 78 -16
Capital Back 2 -13 78 62 2496 2418
Back Back 0 0 62 78 125 63
Back Back 0 0 78 78 468 390
Back Capital -2 13 78 94 1029 951
Capital Capital 0 0 94 109 406 312
Capital O 1 -9 109 78 312 203
O Space -3 5 78 94 343 265
Space W 3 2 94 78 250 156
W H -1 -4 78 78 93 15
H Y 1 0 78 78 250 172
Y Space -3 2 78 78 328 250
Space D 2 1 78 94 998 920
D I 1 -5 94 62 94 0
I D -1 5 62 78 93 31
D Space -2 -1 78 78 172 94
Space Capital 2 4 78 141 218 140
Capital I 1 -8 141 62 141 0
I Capital -1 8 62 109 93 31
Capital Space -2 -4 109 78 156 47
Space D 2 1 78 109 172 94
D R 1 -1 109 125 265 156
R O 0 -5 125 78 78 -47
O P 0 -1 78 94 187 109
P Space -3 6 94 62 359 265
Space O 3 -5 62 78 484 422
O U 0 2 78 78 280 202
U T 0 2 78 109 141 63
T RShiftKey -2 -6 109 140 312 203
RShiftKey OemQuestion 0 1 140 156 93 -47
OemQuestion Return 1 -2 156 109 172 16
Return Capital 0 12 109 109 1591 1482
Capital I 1 -8 109 78 63 -46
I Capital -1 8 78 94 171 93
Capital T 1 -5 94 78 94 0
T Space -3 1 78 94 249 171
Space S 2 2 94 110 156 62
S T 1 -3 110 78 78 -32
T A -1 4 78 93 188 110
A R 1 -3 93 78 62 -31
R T 0 -1 78 93 203 125
T E 0 2 93 62 265 172
E D -1 0 62 110 218 156
D Space -2 -1 110 78 110 0
Space B 1 -1 78 78 1388 1310
B E 2 2 78 94 156 78
E F -1 -1 94 125 203 109
F O 1 -5 125 93 125 0
O R 0 5 93 94 140 47
R E 0 1 94 125 203 109
E Space -3 -1 125 78 125 0
Space Capital 2 4 78 109 312 234
Capital I 1 -8 109 94 93 -16
I Capital -1 8 94 125 172 78
Capital Space -2 -4 125 62 203 78
Space W 3 2 62 78 124 62
W A -1 1 78 110 234 156
A S 0 -1 110 78 219 109
S Space -2 -2 78 78 62 -16
Space B 1 -1 78 94 515 437
B O 2 -4 94 78 374 280
O R 0 5 78 78 125 47
R N -2 -2 78 78 141 63
N OemPeriod 0 -3 78 93 2137 2059
OemPeriod Space -1 5 93 78 312 219
Space Capital 2 4 78 109 156 78
Capital M -1 -7 109 78 93 -16
M Capital 1 7 78 94 125 47
Capital Y 1 -6 94 63 187 93
Y Space -3 2 63 78 250 187
Space B 1 -1 78 93 250 172
B I 2 -3 93 94 124 31
I L -1 -1 94 93 266 172
L O 1 0 93 78 218 125
O Back 1 -4 78 109 874 796
Back Back 0 0 109 93 187 78
Back O -1 4 93 62 702 609
O L -1 0 62 78 203 141
L O 1 0 78 78 187 109
O G -1 4 78 78 281 203
G Back 2 -8 78 78 858 780
Back G -2 8 78 93 1092 1014
G I 1 -3 93 93 78 -15
I C -2 5 93 78 374 281
C A 1 2 78 93 203 125
A L 0 -8 93 62 312 219
L Space -2 5 62 63 296 234
Space M 1 -3 63 93 4275 4212
M O 2 -2 93 78 218 125
O T 0 4 78 93 250 172
T H -1 -1 93 78 78 -15
H E 1 3 78 94 218 140
E R 0 -1 94 78 203 109
R Space -3 0 78 78 109 31
Space W 3 2 78 93 515 437
W A -1 1 93 78 218 125
A S 0 -1 78 78 187 109
S Space -2 -2 78 78 141 63
Space Y 3 -2 78 125 421 343
Y O 0 -3 125 94 140 15
O U 0 2 94 93 297 203
U N -2 1 93 62 281 188
N G 1 1 62 109 140 78
G Space -2 1 109 78 78 -31
Space Back 4 -9 78 78 2075 1997
Back Oemcomma -3 5 78 78 437 359
Oemcomma Space -1 4 78 78 265 187
Space U 3 -3 78 78 234 156
U N -2 1 78 94 218 140
N W 2 4 94 47 328 234
W E 0 -1 47 63 171 124
E D -1 0 63 78 172 109
D Space -2 -1 78 31 156 78
Space C 1 1 31 93 1841 1810
C O 2 -6 93 62 78 -15
O L -1 0 62 62 265 203
L L 0 0 62 62 156 94
L E 1 6 62 93 484 422
E G -1 -2 93 93 109 16
G E 1 2 93 110 93 0
E Space -3 -1 110 78 219 109
Space G 2 -1 78 93 234 156
G R 1 1 93 78 234 141
R A -1 3 78 109 125 47
A D 0 -2 109 125 249 140
D U 1 -4 125 94 109 -16
U A -1 6 94 94 234 140
A T 1 -4 94 78 110 16
T E 0 2 78 93 187 109
E Space -3 -1 93 78 156 63
Space S 2 2 78 109 1513 1435
S T 1 -3 109 78 78 -31
T U 0 -2 78 93 250 172
U D -1 4 93 78 124 31
D E 1 0 78 125 234 156
E N -2 -3 125 78 78 -47
N T 2 1 78 93 609 531
T Oemcomma -2 -3 93 78 842 749
Oemcomma Space -1 4 78 78 312 234
Space A 2 3 78 109 156 78
A N -1 -5 109 78 172 63
N D 1 3 78 78 156 78
D Space -2 -1 78 78 109 31
Space S 2 2 78 94 1123 1045
S H 0 -4 94 62 94 0
H E 1 3 62 94 187 125
E Space -3 -1 94 78 109 15
Space D 2 1 78 93 141 63
D E 1 0 93 93 187 94
E C -2 0 93 78 249 156
C I 2 -5 78 78 110 32
I D -1 5 78 125 187 109
D E 1 0 125 63 218 93
E D -1 0 63 78 172 109
D Space -2 -1 78 78 140 62
Space T 3 -1 78 94 499 421
T O 0 -4 94 78 94 0
O Space -3 5 78 78 218 140
Space P 3 -6 78 109 266 188
P U 0 3 109 78 312 203
U T 0 2 78 78 124 46
T Space -3 1 78 63 125 47
Space M 1 -3 63 78 468 405
M Space -1 3 78 78 265 187
Space Back 4 -9 78 62 687 609
Back E -1 10 62 78 93 31
E Space -3 -1 78 94 1529 1451
Space U 3 -3 94 78 406 312
U P 0 -3 78 78 296 218
P Space -3 6 78 78 250 172
Space F 2 0 78 94 140 62
F O 1 -5 94 78 109 15
O R 0 5 78 109 141 63
R Space -3 0 109 78 140 31
Space A 2 3 78 125 281 203
A D 0 -2 125 93 281 156
D O 1 -6 93 78 109 16
O P 0 -1 78 78 203 125
P T 0 5 78 109 203 125
T I 0 -3 109 78 109 0
I O 0 -1 78 78 171 93
O N -2 3 78 63 203 125
N OemPeriod 0 -3 63 63 1357 1294
OemPeriod Space -1 5 63 94 328 265
Space Capital 2 4 94 109 203 109
Capital S 0 -2 109 78 140 31
S Capital 0 2 78 109 94 16
Capital H 0 -6 109 78 405 296
H E 1 3 78 109 141 63
E Space -3 -1 109 78 125 16
Space F 2 0 78 109 140 62
F E 1 1 109 125 281 172
E L -1 -6 125 78 93 -32
L T 1 4 78 109 250 172
T Space -3 1 109 62 125 16
Space V 1 0 62 78 1092 1030
V E 2 1 78 78 140 62
E R 0 -1 78 109 234 156
R Y 0 -2 109 62 125 16
Y Space -3 2 62 93 250 188
Space S 2 2 93 141 202 109
S T 1 -3 141 78 156 15
T R 0 1 78 109 188 110
R O 0 -5 109 94 171 62
O N -2 3 94 78 265 171
N G 1 1 78 78 359 281
G L 0 -4 78 78 94 16
L Y 1 3 78 63 374 296
Y Space -3 2 63 78 390 327
Space T 3 -1 78 78 874 796
T H -1 -1 78 93 203 125
H A 0 5 93 110 124 31
A T 1 -4 110 78 110 0
T Space -3 1 78 94 249 171
Space Capital 2 4 94 156 203 109
Capital I 1 -8 156 63 140 -16
I Capital -1 8 63 94 125 62
Capital Space -2 -4 94 78 125 31
Space S 2 2 78 109 187 109
S H 0 -4 109 78 94 -15
H O 1 -3 78 94 249 171
O U 0 2 94 78 234 140
U L -1 -2 78 78 250 172
L D 0 6 78 78 172 94
D Space -2 -1 78 63 202 124
Space B 1 -1 63 78 1997 1934
B E 2 2 78 78 125 47
E Space -3 -1 78 78 109 31
Space A 2 3 78 109 671 593
A D 0 -2 109 78 328 219
