D4 D2 0 2 110 109 188 78
H S 0 4 124 141 202 78
S Oemcomma -1 -6 141 110 1014 873
Oemcomma B 0 3 110 110 390 280
B U 2 -2 110 78 219 109
U T 0 2 78 78 249 171
T Space -3 1 78 94 234 156
Space T 3 -1 94 62 250 156
T H -1 -1 62 94 218 156
H E 1 3 94 140 94 0
E N -2 -3 140 94 343 203
N Space -1 2 94 109 156 62
Space S 2 2 109 93 219 110
S T 1 -3 93 78 124 31
T A -1 4 78 109 110 32
A Y 1 -5 109 78 78 -31
Y E 0 3 78 93 234 156
E D -1 0 93 78 343 250
D Space -2 -1 78 93 312 234
Space A 2 3 93 140 265 172
A R 1 -3 140 78 328 188
R O 0 -5 78 94 327 249
O U 0 2 94 78 250 156
U N -2 1 78 109 359 281
N D 1 3 109 156 187 78
D Space -2 -1 156 110 249 93
Space A 2 3 110 94 234 124
A S 0 -1 94 93 188 94
S Space -2 -2 93 109 156 63
Space A 2 3 109 124 156 47
A Space -2 -3 124 125 187 63
Space D 2 1 125 62 671 546
D R 1 -1 62 125 249 187
R O 0 -5 125 78 297 172
O P 0 -1 78 93 187 109
P OemMinus 1 -1 93 63 374 281
OemMinus I -1 3 63 93 250 187
I N -2 2 93 109 281 188
N Space -1 2 109 110 202 93
Space F 2 0 110 93 656 546
F O 1 -5 93 78 171 78
O R 0 5 78 125 125 47
R Space -3 0 125 110 140 15
Space A 2 3 110 172 203 93
A N -1 -5 172 78 47 -125
N O 2 -3 78 78 250 172
O T 0 4 78 78 296 218
T H -1 -1 78 109 234 156
H E 1 3 109 109 109 0
E R 0 -1 109 140 250 141
R Space -3 0 140 156 405 265
Space D1 4 3 156 156 1404 1248
D1 D8 0 -7 156 62 484 328
D8 Space -4 4 62 46 250 188
Space M 1 -3 46 94 140 94
M O 2 -2 94 109 312 218
O N -2 3 109 62 250 141
N T 2 1 62 78 249 187
T H -1 -1 78 109 281 203
H S 0 4 109 125 218 109
S Space -2 -2 125 125 1451 1326
Space O 3 -5 125 109 609 484
O R 0 5 109 125 171 62
R Space -3 0 125 109 141 16
Space S 2 2 109 156 234 125
S O 1 -7 156 94 140 -16
O Space -3 5 94 125 343 249
Space B 1 -1 125 125 936 811
B E 2 2 125 156 156 31
E F -1 -1 156 78 219 63
F O 1 -5 78 93 312 234
O R 0 5 93 93 187 94
R E 0 1 93 109 234 141
E Space -3 -1 109 109 125 16
Space LShiftKey 1 4 109 266 280 171
LShiftKey I 2 -8 266 78 141 -125
I Space -3 4 78 109 452 374
Space R 3 0 109 125 562 453
R E 0 1 125 156 296 171
E A -1 2 156 140 796 640
A L 0 -8 140 93 281 141
L L 0 0 93 78 140 47
L Y 1 3 78 94 312 234
Y Space -3 2 94 109 250 156
Space Q 3 3 109 140 187 78
Q U 0 -6 140 78 109 -31
U I 0 -1 78 78 203 125
I T 0 3 78 63 327 249
T OemPeriod -2 -4 63 140 406 343
OemPeriod LShiftKey 0 9 140 374 983 843
LShiftKey S 1 -2 374 125 265 -109
S O 1 -7 125 78 172 47
O Space -3 5 78 124 234 156
Space W 3 2 124 109 795 671
W H -1 -4 109 94 125 16
H Y 1 0 94 78 218 124
Y Space -3 2 78 94 250 172
Space D 2 1 94 125 187 93
D I 1 -5 125 78 172 47
I D -1 5 78 124 125 47
D Space -2 -1 124 93 187 63
Space LShiftKey 1 4 93 187 546 453
LShiftKey I 2 -8 187 78 93 -94
I Space -3 4 78 93 266 188
Space D 2 1 93 124 156 63
D R 1 -1 124 141 327 203
R O 0 -5 141 78 234 93
O P 0 -1 78 140 250 172
P RShiftKey -2 -1 140 281 795 655
RShiftKey OemQuestion 0 1 281 124 188 -93
OemQuestion Return 1 -2 124 109 405 281
Return Return 0 0 109 125 9329 9220
Return LShiftKey -1 12 125 327 1498 1373
LShiftKey I 2 -8 327 94 218 -109
I Space -3 4 94 125 343 249
Space Back 4 -9 125 110 889 764
Back T -1 8 110 62 562 452
T Space -3 1 62 94 234 172
Space S 2 2 94 93 172 78
S T 1 -3 93 78 156 63
T A -1 4 78 140 78 0
A R 1 -3 140 78 156 16
R T 0 -1 78 78 202 124
T E 0 2 78 109 110 32
E D -1 0 109 125 249 140
D Space -2 -1 125 93 141 16
Space B 1 -1 93 124 15132 15039
B E 2 2 124 109 452 328
E F -1 -1 109 78 140 31
F O 1 -5 78 141 281 203
O E 0 6 141 156 421 280
E Space -3 -1 156 109 250 94
Space LShiftKey 1 4 109 203 265 156
LShiftKey I 2 -8 203 94 78 -125
I Space -3 4 94 63 265 171
Space W 3 2 63 94 125 62
W A -1 1 94 78 250 156
A S 0 -1 78 94 187 109
S Space -2 -2 94 109 125 31
Space B 1 -1 109 78 234 125
B O 2 -4 78 125 312 234
O R 0 5 125 110 249 124
R N -2 -2 110 78 234 124
N OemPeriod 0 -3 78 109 609 531
OemPeriod LShiftKey 0 9 109 234 686 577
LShiftKey M 0 -7 234 94 156 -78
M Y 2 1 94 78 343 249
Y Space -3 2 78 94 250 172
Space B 1 -1 94 63 218 124
B I 2 -3 63 78 281 218
I O 0 -1 78 78 203 125
O L -1 0 78 63 1466 1388
L O 1 0 63 78 203 140
O G -1 4 78 110 265 187
G I 1 -3 110 94 172 62
I C -2 5 94 93 203 109
C A 1 2 93 156 234 141
A L 0 -8 156 94 109 -47
L Space -2 5 94 78 281 187
Space M 1 -3 78 78 421 343
M O 2 -2 78 78 218 140
O T 0 4 78 78 312 234
T H -1 -1 78 94 234 156
H E 1 3 94 94 1217 1123
E R 0 -1 94 78 203 109
R Space -3 0 78 109 172 94
Space W 3 2 109 94 218 109
W A -1 1 94 109 234 140
A S 0 -1 109 93 203 94
S Space -2 -2 93 109 125 32
Space Y 3 -2 109 94 280 171
Y O 0 -3 94 94 250 156
O I 0 1 94 78 218 124
I N -2 2 78 125 749 671
N G 1 1 125 110 187 62
G Oemcomma -1 -3 110 94 1295 1185
Oemcomma U 2 1 94 78 328 234
U N -2 1 78 93 203 125
N W 2 4 93 110 249 156
W E 0 -1 110 109 266 156
E D -1 0 109 78 390 281
D Space -2 -1 78 125 218 140
Space C 1 1 125 156 499 374
C O 2 -6 156 62 172 16
O L -1 0 62 78 203 141
L L 0 0 78 78 140 62
L E 1 6 78 93 94 16
E G -1 -2 93 124 234 141
G E 1 2 124 125 140 16
E Space -3 -1 125 109 187 62
Space G 2 -1 109 94 827 718
G R 1 1 94 78 452 358
R D -1 1 78 78 219 141
D A 0 2 78 125 109 31
A U 1 -6 125 78 218 93
U A -1 6 78 124 110 32
A T 1 -4 124 94 171 47
T E 0 2 94 109 141 47
E Space -3 -1 109 109 156 47
Space S 2 2 109 124 156 47
S T 1 -3 124 78 187 63
T U 0 -2 78 93 234 156
U D -1 4 93 94 171 78
D E 1 0 94 109 203 109
E N -2 -3 109 94 109 0
N T 2 1 94 109 328 234
T Oemcomma -2 -3 109 109 1170 1061
Oemcomma A 1 7 109 124 172 63
A N -1 -5 124 93 234 110
N D 1 3 93 94 124 31
D Space -2 -1 94 109 110 16
Space S 2 2 109 94 140 31
S H 0 -4 94 93 203 109
H E 1 3 93 110 93 0
E Space -3 -1 110 93 141 31
Space D 2 1 93 78 125 32
D E 1 0 78 93 187 109
E C -2 0 93 94 265 172
C I 2 -5 94 94 109 15
I D -1 5 94 109 141 47
D E 1 0 109 78 265 156
E D -1 0 78 125 296 218
D Space -2 -1 125 94 203 78
Space T 3 -1 94 93 515 421
T O 0 -4 93 63 171 78
O Space -3 5 63 93 219 156
Space P 3 -6 93 63 249 156
P U 0 3 63 125 281 218
U T 0 2 125 94 234 109
T Space -3 1 94 94 125 31
Space M 1 -3 94 109 172 78
M E 2 4 109 109 109 0
E Space -3 -1 109 125 109 0
Space F 2 0 125 109 172 47
F O 1 -5 109 78 171 62
O R 0 5 78 94 125 47
R Space -3 0 94 94 187 93
Space A 2 3 94 93 172 78
A D 0 -2 93 140 234 141
D O 1 -6 140 78 218 78
O P 0 -1 78 78 234 156
P T 0 5 78 125 328 250
T I 0 -3 125 78 156 31
I O 0 -1 78 93 203 125
O N -2 3 93 78 296 203
N OemPeriod 0 -3 78 94 889 811
OemPeriod LShiftKey 0 9 94 234 234 140
LShiftKey S 1 -2 234 109 156 -78
S H 0 -4 109 94 187 78
H E 1 3 94 109 110 16
E Space -3 -1 109 94 140 31
Space F 2 0 94 78 187 93
F E 1 1 78 141 234 156
E L -1 -6 141 94 156 15
L T 1 4 94 94 499 405
T Space -3 1 94 109 921 827
Space V 1 0 109 94 530 421
V E 2 1 94 124 141 47
E R 0 -1 124 63 670 546
R Y 0 -2 63 93 219 156
Y Space -3 2 93 109 234 141
Space S 2 2 109 125 171 62
S T 1 -3 125 62 110 -15
T R 0 1 62 93 187 125
R O 0 -5 93 78 327 234
O N -2 3 78 94 281 203
N G 1 1 94 125 203 109
G Space -2 1 125 109 125 0
Space T 3 -1 109 94 296 187
T H -1 -1 94 109 234 140
H A 0 5 109 156 141 32
A T 1 -4 156 94 171 15
T Space -3 1 94 94 312 218
Space LShiftKey 1 4 94 234 468 374
LShiftKey I 2 -8 234 78 156 -78
I Space -3 4 78 109 234 156
Space S 2 2 109 140 125 16
S H 0 -4 140 78 125 -15
H O 1 -3 78 78 265 187
O U 0 2 78 94 218 140
U L -1 -2 94 109 266 172
L D 0 6 109 93 78 -31
D Space -2 -1 93 31 218 125
Space E 3 1 31 156 452 421
E Space -3 -1 156 124 188 32
Space A 2 3 124 109 312 188
A D 0 -2 109 125 265 156
D O 1 -6 125 94 374 249
O P 0 -1 94 94 203 109
P T 0 5 94 94 343 249
T E 0 2 94 94 109 15
E D -1 0 94 110 234 140
D Space -2 -1 110 94 125 15
Space B 1 -1 94 94 203 109
B Y 2 -1 94 78 281 187
Y Space -3 2 78 78 281 203
Space C 1 1 78 172 280 202
C O 2 -6 172 78 188 16
O L -1 0 78 78 218 140
L L 0 0 78 78 156 78
L E 1 6 78 94 109 31
E G -1 -2 94 109 203 109
G E 1 2 109 78 140 31
E Space -3 -1 78 125 234 156
Space G 2 -1 125 93 734 609
G R 1 1 93 78 296 203
R A -1 3 78 125 125 47
A D 0 -2 125 62 109 -16
D U 1 -4 62 78 343 281
U A -1 6 78 109 125 47
A T 1 -4 109 109 156 47
T E 0 2 109 109 234 125
E S -1 1 109 109 733 624
S Back 2 -11 109 140 7239 7130
Back U -1 6 140 141 280 140
U B -2 2 141 156 10546 10405
B Oemcomma 0 -3 156 156 5148 4992
Oemcomma S 1 6 156 156 1856 1700
S O 1 -7 156 63 125 -31
O Space -3 5 63 124 219 156
Space E 3 1 124 94 280 156
E V -2 -1 94 93 32 -62
V R 2 0 93 78 312 219
R Y 0 -2 78 94 218 140
Y T 0 1 94 78 250 156
T H -1 -1 78 94 202 124
H I 1 -2 94 62 266 172
I N -2 2 62 62 234 172
N G 1 1 62 78 62 0
G Space -2 1 78 78 125 47
Space W 3 2 78 94 296 218
W A -1 1 94 140 437 343
A S 0 -1 140 140 328 188
S Space -2 -2 140 93 234 94
Space A 2 3 93 124 234 141
A L 0 -8 124 93 187 63
L L 0 0 93 78 140 47
L Space -2 5 78 109 219 141
Space S 2 2 109 78 62 -47
S E 1 -1 78 110 218 140
E T 0 -2 110 47 125 15
T Space -3 1 47 109 203 156
Space F 2 0 109 109 156 47
F O 1 -5 109 109 125 16
O R 0 5 109 125 171 62
R Space -3 0 125 94 156 31
Space M 1 -3 94 109 718 624
M E 2 4 109 78 172 63
E Space -3 -1 78 109 93 15
Space T 3 -1 109 109 219 110
T O 0 -4 109 63 124 15
O Space -3 5 63 93 219 156
Space B 1 -1 93 109 218 125
B E 2 2 109 93 94 -15
E Space -3 -1 93 124 47 -46
Space A 2 3 124 94 530 406
A D 0 -2 94 124 250 156
D O 1 -6 124 62 374 250
O P 0 -1 62 78 172 110
P T 0 5 78 78 358 280
T E 0 2 78 78 110 32
E D -1 0 78 110 202 124
D Space -2 -1 110 94 94 -16
Space B 1 -1 94 78 203 109
B Y 2 -1 78 78 312 234
Y Space -3 2 78 110 483 405
Space Back 4 -9 110 31 3136 3026
Back Back 0 0 31 78 234 203
Back Back 0 0 78 63 187 109
Back Back 0 0 63 110 187 124
Back Space -4 9 110 125 640 530
Space A 2 3 125 125 187 62
A T 1 -4 125 62 141 16
T Space -3 1 62 109 218 156
Space B 1 -1 109 94 156 47
B I 2 -3 94 94 234 140
I R 0 4 94 78 343 249
R T 0 -1 78 94 203 125
T H -1 -1 94 94 234 140
H Space -2 2 94 109 265 171
Space B 1 -1 109 94 733 624
B Y 2 -1 94 93 266 172
Y Space -3 2 93 93 234 141
Space A 2 3 93 156 93 0
A Space -2 -3 156 109 94 -62
Space L 2 -5 109 78 218 109
L A 0 8 78 109 328 250
A E 1 -2 109 125 1170 1061
E Y 0 -3 125 109 203 78
Y R 0 2 109 140 421 312
R Space -3 0 140 125 265 125
Space A 2 3 125 125 218 93
A N -1 -5 125 109 203 78
N D 1 3 109 109 141 32
D Space -2 -1 109 94 62 -47
Space H 2 -2 94 63 218 124
H I 1 -2 63 94 234 171
I S -1 6 94 94 47 -47
S Space -2 -2 94 110 187 93
Space W 3 2 110 124 110 0
W I 0 -6 124 94 140 16
I F -1 4 94 93 281 187
F E 1 1 93 140 515 422
E OemPeriod -2 -6 140 78 171 31
OemPeriod W 2 7 78 140 3214 3136
W Right -3 -11 140 94 343 203
Right Right 0 0 94 78 203 109
Right Back 4 0 78 78 1482 1404
Back Back 0 0 78 125 686 608
Back Y -1 7 125 93 874 749
Y E 0 3 93 125 296 203
E LShiftKey -2 3 125 437 3229 3104
LShiftKey E 2 -3 437 109 344 -93
E X -2 1 109 93 343 234
X C 0 -1 93 78 437 344
C E 2 0 78 109 218 140
E P 0 -7 109 125 234 125
P T 0 5 125 110 296 171
T Space -3 1 110 109 172 62
Space T 3 -1 109 93 281 172
T H -1 -1 93 94 249 156
H A 0 5 94 125 156 62
A T 1 -4 125 94 125 0
T Space -3 1 94 124 297 203
Space W 3 2 124 125 2932 2808
W H -1 -4 125 62 172 47
H E 1 3 62 109 172 110
E N -2 -3 109 188 46 -63
N Space -1 2 188 109 172 -16
Space LShiftKey 1 4 109 219 374 265
LShiftKey I 2 -8 219 78 94 -125
I Space -3 4 78 94 234 156
Space P 3 -6 94 78 265 171
P O 0 1 78 78 203 125
O P 0 -1 78 78 250 172
P P 0 0 78 94 140 62
