D8 D1 0 7 93 110 124 31
Back E -1 10 110 94 94 -16
E Space -3 -1 94 156 936 842
Space W 3 2 156 109 250 94
W O 0 -7 109 78 124 15
O R 0 5 78 93 141 63
R L -1 -5 93 109 109 16
L D 0 6 109 109 109 0
D OemPeriod -1 -6 109 78 655 546
OemPeriod Space -1 5 78 94 546 468
Space Space 0 0 94 94 125 31
Space LShiftKey 1 4 94 219 156 62
LShiftKey I 2 -8 219 94 109 -110
I Space -3 4 94 125 219 125
Space N 1 -2 125 94 374 249
N E 2 3 94 125 156 62
E V -2 -1 125 93 328 203
V E 2 1 93 156 125 32
E R 0 -1 156 109 93 -63
R Space -3 0 109 125 1295 1186
Space G 2 -1 125 140 156 31
G R 1 1 140 125 78 -62
R A -1 3 125 156 265 140
A D 0 -2 156 141 109 -47
D U 1 -4 141 78 156 15
U A -1 6 78 78 94 16
A T 1 -4 78 109 187 109
T E 0 2 109 203 125 16
E D -1 0 203 156 172 -31
D Space -2 -1 156 140 218 62
Space F 2 0 140 78 125 -15
F R 1 0 78 93 125 47
R O 0 -5 93 218 78 -15
O M -2 2 218 172 124 -94
M Space -1 3 172 156 110 -62
Space C 1 1 156 109 499 343
C O 2 -6 109 78 109 0
O L -1 0 78 94 187 109
L L 0 0 94 94 125 31
L E 1 6 94 93 125 31
E G -1 -2 93 156 187 94
G E 1 2 156 109 125 -31
E OemPeriod -2 -6 109 109 842 733
OemPeriod Space -1 5 109 78 250 141
Space Space 0 0 78 93 125 47
Space LShiftKey 1 4 93 203 46 -47
LShiftKey T 2 -5 203 94 125 -78
T R 0 1 94 78 250 156
R U 0 -3 78 78 140 62
U T 0 2 78 93 406 328
T H -1 -1 93 94 171 78
H Space -2 2 94 125 624 530
Space B 1 -1 125 78 390 265
B E 2 2 78 109 125 47
E Space -3 -1 109 93 141 32
Space T 3 -1 93 78 140 47
T O 0 -4 78 78 94 16
O L -1 0 78 94 171 93
L D 0 6 94 93 141 47
D Oemcomma -1 -5 93 156 842 749
Oemcomma Space -1 4 156 109 109 -47
Space T 3 -1 109 94 156 47
T H -1 -1 94 78 109 15
H I 1 -2 78 94 156 78
I S -1 6 94 94 125 31
S Space -2 -2 94 110 109 15
Space I 3 -4 110 109 125 15
I S -1 6 109 94 156 47
S Space -2 -2 94 78 156 62
Space C 1 1 78 93 172 94
C L 1 -6 93 94 140 47
L O 1 0 94 78 203 109
O Back 1 -4 78 94 468 390
Back Back 0 0 94 94 156 62
Back Back 0 0 94 125 593 499
Back T -1 8 125 94 452 327
T H -1 -1 94 78 109 15
H E 1 3 78 94 94 16
E Space -3 -1 94 125 140 46
Space C 1 1 125 94 203 78
C L 1 -6 94 93 141 47
L O 1 0 93 62 187 94
O S -1 7 62 94 187 125
S E 1 -1 94 109 265 171
E S -1 1 109 125 203 94
S T 1 -3 125 109 203 78
T Space -3 1 109 109 281 172
Space LShiftKey 1 4 109 249 468 359
LShiftKey I 2 -8 249 94 124 -125
I Oem7 -1 -3 94 109 484 390
Oem7 V -1 7 109 202 172 63
V E 2 1 202 141 124 -78
E Space -3 -1 141 140 1576 1435
Space E 3 1 140 187 1264 1124
E V -2 -1 187 110 124 -63
V E 2 1 110 203 250 140
E R 0 -1 203 141 140 -63
R Space -3 0 141 141 281 140
Space G 2 -1 141 94 187 46
G O 1 -4 94 94 125 31
O T 0 4 94 78 156 62
T T 0 0 78 78 156 78
T E 0 2 78 124 141 63
E N -2 -3 124 125 202 78
N Space -1 2 125 93 375 250
Space T 3 -1 93 78 156 63
T O 0 -4 78 109 312 234
O Space -3 5 109 141 218 109
Space A 2 3 141 94 359 218
A Space -2 -3 94 125 140 46
Space C 1 1 125 93 188 63
C O 2 -6 93 93 78 -15
O L -1 0 93 78 218 125
L L 0 0 78 78 125 47
L E 1 6 78 78 109 31
E G -1 -2 78 125 218 140
G E 1 2 125 124 110 -15
E Space -3 -1 124 156 577 453
Space G 2 -1 156 109 437 281
G R 1 1 109 93 156 47
R A -1 3 93 125 249 156
A D 0 -2 125 124 141 16
D U 1 -4 124 78 202 78
U A -1 6 78 94 468 390
A T 1 -4 94 78 234 140
T I 0 -3 78 140 110 32
I O 0 -1 140 109 109 -31
O N -2 3 109 78 109 0
N OemPeriod 0 -3 78 78 702 624
OemPeriod Space -1 5 78 94 468 390
Space Space 0 0 94 110 140 46
Space LShiftKey 1 4 110 280 890 780
LShiftKey T 2 -5 280 109 187 -93
T O 0 -4 109 93 156 47
O D -1 6 93 141 140 47
D A 0 2 141 125 94 -47
A Y 1 -5 125 109 109 -16
Y Space -3 2 109 125 1279 1170
Space LShiftKey 1 4 125 219 234 109
LShiftKey I 2 -8 219 94 109 -110
I Space -3 4 94 109 250 156
Space W 3 2 109 171 125 16
W A -1 1 171 124 125 -46
A N -1 -5 124 93 187 63
N T 2 1 93 94 109 16
T Space -3 1 94 125 203 109
Space T 3 -1 125 109 827 702
T O 0 -4 109 109 140 31
O Space -3 5 109 140 125 16
Space T 3 -1 140 93 125 -15
T E 0 2 93 109 171 78
E L -1 -6 109 78 156 47
L L 0 0 78 93 141 63
L Space -2 5 93 109 140 47
Space Y 3 -2 109 93 515 406
Y O 0 -3 93 141 140 47
O U 0 2 141 125 109 -32
U Space -3 3 125 140 172 47
Space T 3 -1 140 94 452 312
T H -1 -1 94 63 156 62
H R 1 2 63 93 110 47
R E 0 1 93 78 202 109
E E 0 0 78 78 156 78
E Space -3 -1 78 109 172 94
Space S 2 2 109 109 187 78
S T 1 -3 109 94 203 94
T O 0 -4 94 125 203 109
O R 0 5 125 109 140 15
R I 0 -4 109 94 187 78
I E 0 5 94 203 141 47
E S -1 1 203 140 156 -47
S Space -2 -2 140 125 312 172
Space F 2 0 125 172 265 140
F R 1 0 172 94 156 -16
R O 0 -5 94 234 78 -16
O M -2 2 234 171 125 -109
M Space -1 3 171 156 140 -31
Space M 1 -3 156 109 281 125
M Y 2 1 109 93 125 16
Y Space -3 2 93 109 203 110
Space L 2 -5 109 124 468 359
L I 1 1 124 78 218 94
I F -1 4 78 203 265 187
F E 1 1 203 140 125 -78
E OemPeriod -2 -6 140 78 718 578
OemPeriod Space -1 5 78 94 202 124
Space Space 0 0 94 94 125 31
Space LShiftKey 1 4 94 203 47 -47
LShiftKey T 2 -5 203 109 125 -78
T H -1 -1 109 63 140 31
H A 0 5 63 172 125 62
A T 1 -4 172 109 125 -47
T S -1 3 109 109 234 125
S Back 2 -11 109 110 873 764
Back Oem7 -2 2 110 125 453 343
Oem7 S 0 9 125 93 78 -47
S Space -2 -2 93 94 374 281
Space I 3 -4 94 78 733 639
I T 0 3 78 94 94 16
T OemPeriod -2 -4 94 109 671 577
OemPeriod Space -1 5 109 78 312 203
Space Space 0 0 78 109 125 47
Space LShiftKey 1 4 109 468 124 15
LShiftKey N 0 -6 468 63 359 -109
N O 2 -3 63 46 297 234
O OemPeriod -2 0 46 125 483 437
OemPeriod Back 3 -4 125 78 421 296
Back Space -4 9 78 109 203 125
Space B 1 -1 109 78 1123 1014
B I 2 -3 78 125 94 16
I G -1 3 125 93 172 47
G Space -2 1 93 94 124 31
Space D 2 1 94 125 141 47
D E 1 0 125 125 171 46
E A -1 2 125 109 172 47
A L 0 -8 109 109 156 47
L OemPeriod -1 0 109 94 655 546
OemPeriod Space -1 5 94 94 499 405
Space Space 0 0 94 93 141 47
Space LShiftKey 1 4 93 234 109 16
LShiftKey J 1 -7 234 78 109 -125
J U 1 0 78 63 187 109
U S -1 5 63 172 125 62
S T 1 -3 172 94 156 -16
T Space -3 1 94 109 234 140
Space T 3 -1 109 94 546 437
T H -1 -1 94 78 141 47
H R 1 2 78 94 124 46
R E 0 1 94 78 203 109
E E 0 0 78 78 172 94
E Space -3 -1 78 110 171 93
Space S 2 2 110 109 203 93
S T 1 -3 109 94 234 125
T O 0 -4 94 78 609 515
O R 0 5 78 93 109 31
R I 0 -4 93 78 125 32
I E 0 5 78 202 156 78
E S -1 1 202 156 140 -62
S OemPeriod -1 -7 156 109 780 624
OemPeriod Return 1 -3 109 141 1591 1482
Return Return 0 0 141 109 156 15
Return Back 2 -1 109 31 1170 1061
Back Back 0 0 31 94 936 905
Back Return -2 1 94 109 702 608
Return Return 0 0 109 78 343 234
Return LShiftKey -1 12 78 265 344 266
LShiftKey T 2 -5 265 140 140 -125
T H -1 -1 140 78 187 47
H E 1 3 78 94 109 31
E Space -3 -1 94 141 1139 1045
Space F 2 0 141 94 187 46
F I 1 -4 94 78 110 16
I R 0 4 78 93 109 31
R S -1 2 93 203 140 47
S T 1 -3 203 94 187 -16
T Space -3 1 94 109 203 109
Space S 2 2 109 156 343 234
S T 1 -3 156 109 172 16
T O 0 -4 109 109 546 437
O R 0 5 109 187 187 78
R Y 0 -2 187 125 125 -62
Y Space -3 2 125 141 733 608
Space I 3 -4 141 109 281 140
I S -1 6 109 78 94 -15
S Space -2 -2 78 125 124 46
Space A 2 3 125 78 110 -15
A B -1 -4 78 109 156 78
B O 2 -4 109 172 140 31
O U 0 2 172 109 125 -47
U T 0 2 109 94 171 62
T Space -3 1 94 141 203 109
Space C 1 1 141 109 765 624
C O 2 -6 109 78 156 47
O N -2 3 78 62 234 156
N N 0 0 62 78 124 62
N E 2 3 78 78 94 16
E C -2 0 78 94 140 62
C T 2 -2 94 78 219 125
T I 0 -3 78 172 93 15
I N -2 2 172 140 94 -78
N G 1 1 140 78 172 32
G Space -2 1 78 109 93 15
Space T 3 -1 109 78 125 16
T H -1 -1 78 62 94 16
H E 1 3 62 93 109 47
E Space -3 -1 93 94 109 16
Space D 2 1 94 94 109 15
D O 1 -6 94 94 125 31
O T 0 4 94 78 172 78
T S -1 3 78 125 140 62
S OemPeriod -1 -7 125 78 359 234
OemPeriod Return 1 -3 78 78 312 234
Return Return 0 0 78 94 140 62
Return LShiftKey -1 12 94 265 1482 1388
LShiftKey I 2 -8 265 78 141 -124
I Space -3 4 78 124 234 156
Space D 2 1 124 78 218 94
D R 1 -1 78 94 187 109
R O 0 -5 94 93 141 47
O P 0 -1 93 78 234 141
P P 0 0 78 78 140 62
P E 0 7 78 156 94 16
E D -1 0 156 140 109 -47
D Space -2 -1 140 125 218 78
Space O 3 -5 125 109 390 265
O U 0 2 109 62 219 110
U T 0 2 62 93 156 94
T Space -3 1 93 109 109 16
Space O 3 -5 109 78 171 62
O F -1 5 78 78 141 63
F Space -2 0 78 94 93 15
Space LShiftKey 1 4 94 234 624 530
LShiftKey R 2 -4 234 141 125 -109
R E 0 1 141 94 265 124
E E 0 0 94 78 344 250
E D -1 0 78 125 124 46
D Space -2 -1 125 109 219 94
Space LShiftKey 1 4 109 171 156 47
LShiftKey C 0 -3 171 78 140 -31
C O 2 -6 78 93 63 -15
O L -1 0 93 78 234 141
L L 0 0 78 94 124 46
L E 1 6 94 94 78 -16
E G -1 -2 94 140 141 47
G E 1 2 140 78 109 -31
E Space -3 -1 78 125 1794 1716
Space A 2 3 125 125 140 15
A F 0 -3 125 93 110 -15
F T 1 -1 93 94 218 125
T E 0 2 94 171 172 78
E R 0 -1 171 141 124 -47
R Space -3 0 141 125 468 327
Space T 3 -1 125 94 172 47
T H -1 -1 94 94 109 15
H E 1 3 94 78 109 15
E Space -3 -1 78 93 141 63
Space F 2 0 93 78 109 16
F I 1 -4 78 94 109 31
I R 0 4 94 78 109 15
R S -1 2 78 188 156 78
S T 1 -3 188 110 156 -32
T Space -3 1 110 125 219 109
Space D6 4 -2 125 94 639 514
D6 Space -4 2 94 141 546 452
Space M 1 -3 141 172 234 93
M O 2 -2 172 156 125 -47
O N -2 3 156 124 219 63
N T 2 1 124 109 187 63
T H -1 -1 109 78 218 109
H S 0 4 78 109 156 78
S Oemcomma -1 -6 109 156 780 671
Oemcomma Space -1 4 156 141 109 -47
Space B 1 -1 141 93 219 78
B U 2 -2 93 78 125 32
U T 0 2 78 125 140 62
T Space -3 1 125 110 218 93
Space T 3 -1 110 109 609 499
T H -1 -1 109 78 93 -16
H E 1 3 78 93 141 63
E Space -3 -1 93 109 109 16
Space S 2 2 109 172 156 47
S T 1 -3 172 94 156 -16
T A -1 4 94 141 187 93
A Y 1 -5 141 94 156 15
Y E 0 3 94 156 203 109
E D -1 0 156 156 125 -31
D Space -2 -1 156 125 452 296
Space A 2 3 125 124 219 94
A R 1 -3 124 110 202 78
R U 0 -3 110 94 125 15
U O 0 -2 94 31 281 187
O Back 1 -4 31 94 265 234
Back Back 0 0 94 78 125 31
Back O -1 4 78 140 203 125
O U 0 2 140 109 109 -31
U D -1 4 109 109 156 47
D Back 2 -10 109 78 593 484
Back N -3 7 78 93 234 156
N D 1 3 93 93 78 -15
D Space -2 -1 93 125 1872 1779
Space A 2 3 125 171 234 109
A S 0 -1 171 156 93 -78
S Space -2 -2 156 109 219 63
Space A 2 3 109 78 125 16
A Space -2 -3 78 109 93 15
Space D 2 1 109 93 297 188
D R 1 -1 93 94 218 125
R O 0 -5 94 172 156 62
O P 0 -1 172 141 109 -63
P OemMinus 1 -1 141 78 780 639
OemMinus I -1 3 78 93 297 219
I N -2 2 93 62 218 125
N Space -1 2 62 94 593 531
Space F 2 0 94 94 234 140
F O 1 -5 94 78 109 15
O R 0 5 78 94 125 47
R Space -3 0 94 125 156 62
Space A 2 3 125 93 359 234
A N -1 -5 93 78 187 94
N O 2 -3 78 78 218 140
O T 0 4 78 93 141 63
T H -1 -1 93 78 109 16
H E 1 3 78 187 125 47
E R 0 -1 187 109 125 -62
R Space -3 0 109 109 312 203
Space D1 4 3 109 78 655 546
D1 D8 0 -7 78 94 171 93
D8 Space -4 4 94 140 219 125
Space M 1 -3 140 125 234 94
M O 2 -2 125 109 156 31
O N -2 3 109 94 187 78
N T 2 1 94 94 156 62
T H -1 -1 94 63 140 46
H S 0 4 63 110 156 93
S Space -2 -2 110 109 656 546
Space O 3 -5 109 94 249 140
O R 0 5 94 78 125 31
R Space -3 0 78 109 125 47
Space S 2 2 109 94 171 62
S O 1 -7 94 78 125 31
O Space -3 5 78 109 780 702
Space B 1 -1 109 78 234 125
B E 2 2 78 94 125 47
E F -1 -1 94 109 156 62
F O 1 -5 109 93 125 16
O R 0 5 93 156 156 63
R E 0 1 156 125 109 -47
E Space -3 -1 125 110 296 171
Space LShiftKey 1 4 110 656 234 124
LShiftKey I 2 -8 656 78 546 -110
I Space -3 4 78 93 266 188
Space R 3 0 93 156 140 47
R E 0 1 156 109 109 -47
E A -1 2 109 94 187 78
A L 0 -8 94 78 141 47
L L 0 0 78 78 140 62
L Y 1 3 78 93 141 63
Y Space -3 2 93 109 187 94
Space Q 3 3 109 109 1139 1030
Q U 0 -6 109 140 156 47
U I 0 -1 140 141 93 -47
I T 0 3 141 109 156 15
T OemPeriod -2 -4 109 94 827 718
OemPeriod Space -1 5 94 94 374 280
Space Space 0 0 94 109 125 31
Space LShiftKey 1 4 109 171 94 -15
LShiftKey S 1 -2 171 109 109 -62
S O 1 -7 109 78 187 78
O Space -3 5 78 141 858 780
Space W 3 2 141 94 343 202
W H -1 -4 94 78 156 62
H Y 1 0 78 62 188 110
Y Space -3 2 62 109 187 125
Space D 2 1 109 78 593 484
D I 1 -5 78 109 93 15
I D -1 5 109 93 94 -15
D Space -2 -1 93 140 125 32
Space LShiftKey 1 4 140 234 265 125
LShiftKey I 2 -8 234 78 125 -109
I Space -3 4 78 109 234 156
Space D 2 1 109 78 124 15
D R 1 -1 78 78 188 110
R O 0 -5 78 172 93 15
O P 0 -1 172 140 94 -78
P Space -3 6 140 141 171 31
Space O 3 -5 141 125 172 31
O U 0 2 125 93 172 47
U T 0 2 93 94 140 47
T LShiftKey -2 5 94 358 562 468
LShiftKey OemQuestion 0 -10 358 94 249 -109
OemQuestion Return 1 -2 94 109 250 156
Return Return 0 0 109 78 171 62
Return LShiftKey -1 12 78 328 2886 2808
LShiftKey I 2 -8 328 63 234 -94
I T 0 3 63 109 219 156
T Space -3 1 109 93 125 16
Space S 2 2 93 187 109 16
S T 1 -3 187 109 140 -47
T A -1 4 109 187 172 63
A R 1 -3 187 109 140 -47
R T 0 -1 109 94 187 78
T E 0 2 94 156 141 47
E D -1 0 156 125 109 -47
D Space -2 -1 125 141 1232 1107
Space B 1 -1 141 78 359 218
B E 2 2 78 110 109 31
E F -1 -1 110 110 156 46
F O 1 -5 110 94 156 46
O R 0 5 94 203 125 31
R E 0 1 203 140 141 -62
E Space -3 -1 140 140 1154 1014
Space LShiftKey 1 4 140 406 265 125
LShiftKey I 2 -8 406 109 281 -125
I Space -3 4 109 125 265 156
Space W 3 2 125 156 156 31
W A -1 1 156 140 172 16
A S 0 -1 140 140 78 -62
S Space -2 -2 140 140 156 16
Space B 1 -1 140 94 187 47
B O 2 -4 94 109 187 93
O R 0 5 109 94 125 16
R N -2 -2 94 93 172 78
N OemPeriod 0 -3 93 78 1388 1295
OemPeriod Space -1 5 78 94 187 109
Space Space 0 0 94 109 125 31
Space LShiftKey 1 4 109 234 125 16
LShiftKey M 0 -7 234 63 140 -94
M Y 2 1 63 94 234 171
Y Space -3 2 94 94 156 62
Space B 1 -1 94 78 172 78
B I 2 -3 78 78 140 62
I O 0 -1 78 109 172 94
O L -1 0 109 93 234 125
L O 1 0 93 78 203 110
O C -2 6 78 125 421 343
C I 2 -5 125 94 140 15
I G -1 3 94 93 141 47
G A 0 4 93 78 202 109
A Back 2 -12 78 78 281 203
Back Back 0 0 78 94 156 78
Back Back 0 0 94 93 172 78
Back Back 0 0 93 78 203 110
Back G -2 8 78 78 499 421
G I 1 -3 78 94 109 31
I C -2 5 94 188 140 46
C A 1 2 188 140 110 -78
A L 0 -8 140 93 156 16
L Space -2 5 93 140 1716 1623
Space M 1 -3 140 140 234 94
M O 2 -2 140 125 109 -31
O T 0 4 125 78 156 31
T H -1 -1 78 94 109 31
H E 1 3 94 171 125 31
E R 0 -1 171 124 125 -46
R Space -3 0 124 140 234 110
Space W 3 2 140 125 421 281
W A -1 1 125 187 265 140
A S 0 -1 187 156 125 -62
S Space -2 -2 156 141 249 93
Space V 1 0 141 94 593 452
V E 2 1 94 156 219 125
E R 0 -1 156 141 93 -63
R Y 0 -2 141 125 156 15
Y Space -3 2 125 171 141 16
Space Y 3 -2 171 93 702 531
Y O 0 -3 93 203 171 78
O U 0 2 203 140 125 -78
U N -2 1 140 93 281 141
N G 1 1 93 78 109 16
G Oemcomma -1 -3 78 140 1264 1186
Oemcomma Space -1 4 140 109 109 -31
Space U 3 -3 109 109 312 203
U N -2 1 109 94 218 109
N W 2 4 94 187 234 140
W E 0 -1 187 125 125 -62
E D -1 0 125 109 265 140
D Space -2 -1 109 125 2917 2808
Space C 1 1 125 141 203 78
C O 2 -6 141 94 156 15
O L -1 0 94 78 203 109
L L 0 0 78 78 125 47
L E 1 6 78 110 93 15
E G -1 -2 110 156 125 15
G E 1 2 156 109 125 -31
E Space -3 -1 109 109 156 47
Space G 2 -1 109 78 374 265
G R 1 1 78 109 125 47
R A -1 3 109 156 219 110
A D 0 -2 156 141 93 -63
D Y 1 -3 141 62 203 62
Y Back 1 -7 62 109 328 266
Back U -1 6 109 62 234 125
U A -1 6 62 125 109 47
A T 1 -4 125 172 140 15
T E 0 2 172 140 125 -47
E Space -3 -1 140 125 1295 1155
Space S 2 2 125 125 140 15
S T 1 -3 125 109 141 16
T A -1 4 109 171 187 78
A T 1 -4 171 156 109 -62
T U 0 -2 156 94 187 31
U F -1 3 94 124 375 281
F Back 2 -9 124 93 265 141
Back Back 0 0 93 93 156 63
Back Back 0 0 93 94 171 78
Back Back 0 0 94 94 172 78
Back U -1 6 94 78 1014 920
U D -1 4 78 172 109 31
D E 1 0 172 125 109 -63
E N -2 -3 125 62 141 16
N T 2 1 62 94 93 31
T Oemcomma -2 -3 94 171 2325 2231
Oemcomma Space -1 4 171 140 109 -62
Space A 2 3 140 156 203 63
A N -1 -5 156 94 140 -16
N D 1 3 94 124 141 47
D Space -2 -1 124 110 202 78
Space S 2 2 110 110 546 436
S H 0 -4 110 93 141 31
H E 1 3 93 109 109 16
E Space -3 -1 109 110 140 31
Space D 2 1 110 172 156 46
D E 1 0 172 94 125 -47
E C -2 0 94 94 234 140
C I 2 -5 94 94 109 15
I D -1 5 94 203 234 140
D E 1 0 203 172 156 -47
E D -1 0 172 141 156 -16
D Space -2 -1 141 141 312 171
Space T 3 -1 141 78 281 140
T O 0 -4 78 110 109 31
O Space -3 5 110 141 125 15
Space P 3 -6 141 140 219 78
P U 0 3 140 109 156 16
U T 0 2 109 125 187 78
T Space -3 1 125 141 218 93
Space M 1 -3 141 109 1233 1092
M E 2 4 109 94 93 -16
E Space -3 -1 94 140 172 78
Space U 3 -3 140 171 749 609
U P 0 -3 171 156 109 -62
P Space -3 6 156 109 156 0
Space F 2 0 109 109 125 16
F O 1 -5 109 94 124 15
O R 0 5 94 78 110 16
R Space -3 0 78 140 109 31
Space A 2 3 140 109 281 141
A D 0 -2 109 109 312 203
D O 1 -6 109 109 187 78
O P 0 -1 109 141 296 187
P T 0 5 141 78 265 124
T I 0 -3 78 124 266 188
I O 0 -1 124 156 249 125
O N -2 3 156 156 125 -31
N OemPeriod 0 -3 156 94 2184 2028
OemPeriod Space -1 5 94 109 187 93
Space Space 0 0 109 78 156 47
Space LShiftKey 1 4 78 202 63 -15
LShiftKey S 1 -2 202 125 109 -93
S H 0 -4 125 78 140 15
H E 1 3 78 109 156 78
E Space -3 -1 109 125 172 63
Space F 2 0 125 156 811 686
F E 1 1 156 109 109 -47
E L -1 -6 109 125 172 63
L T 1 4 125 94 171 46
T Space -3 1 94 156 687 593
Space V 1 0 156 93 234 78
V E 2 1 93 156 218 125
E R 0 -1 156 110 109 -47
R Y 0 -2 110 125 125 15
Y Space -3 2 125 125 94 -31
Space S 2 2 125 171 234 109
S T 1 -3 171 125 140 -31
T O 0 -4 125 125 265 140
O N -2 3 125 94 624 499
N G 1 1 94 78 110 16
G L 0 -4 78 125 171 93
L Y 1 3 125 78 109 -16
Y Left -3 -5 78 640 1217 1139
Left Left 0 0 640 94 827 187
Left Right 0 -2 94 124 328 234
Right Right 0 0 124 94 202 78
Right R 3 9 94 93 141 47
R Back 1 -9 93 94 1279 1186
Back Space -4 9 94 141 3260 3166
Space T 3 -1 141 63 156 15
T H -1 -1 63 78 94 31
H A 0 5 78 171 94 16
A T 1 -4 171 94 124 -47
T Space -3 1 94 125 156 62
Space LShiftKey 1 4 125 265 250 125
LShiftKey I 2 -8 265 78 172 -93
I Space -3 4 78 125 171 93
Space S 2 2 125 93 141 16
S H 0 -4 93 78 93 0
H O 1 -3 78 109 172 94
O U 0 2 109 78 156 47
U L -1 -2 78 94 218 140
L D 0 6 94 47 156 62
D Space -2 -1 47 109 1966 1919
Space B 1 -1 109 78 249 140
B E 2 2 78 78 125 47
E Space -3 -1 78 141 1638 1560
Space A 2 3 141 171 172 31
A D 0 -2 171 124 125 -46
D O 1 -6 124 125 171 47
O P 0 -1 125 125 546 421
P T 0 5 125 93 141 16
T E 0 2 93 156 374 281
E D -1 0 156 171 94 -62
D Space -2 -1 171 125 1466 1295
Space B 1 -1 125 78 281 156
B Y 2 -1 78 62 109 31
Y Space -3 2 62 109 172 110
Space C 1 1 109 110 1918 1809
C O 2 -6 110 78 125 15
O L -1 0 78 62 203 125
L L 0 0 62 78 125 63
L E 1 6 78 141 62 -16
E G -1 -2 141 140 141 0
G E 1 2 140 110 124 -16
E Space -3 -1 110 109 203 93
Space G 2 -1 109 125 515 406
G R 1 1 125 125 109 -16
R A -1 3 125 156 281 156
A D 0 -2 156 109 125 -31
D U 1 -4 109 78 187 78
U A -1 6 78 78 94 16
A T 1 -4 78 93 156 78
T E 0 2 93 171 156 63
E D -1 0 171 110 124 -47
D Back 2 -10 110 110 390 280
Back S -2 11 110 94 125 15
S Oemcomma -1 -6 94 125 3931 3837
Oemcomma Space -1 4 125 125 78 -47
Space S 2 2 125 125 156 31
S O 1 -7 125 125 125 0
O Space -3 5 125 125 109 -16
Space E 3 1 125 93 141 16
E V -2 -1 93 109 156 63
V E 2 1 109 156 171 62
E R 0 -1 156 124 110 -46
