D9 D0 0 -1 100 120 220 120
S T 1 -3 140 120 320 180
T Space -3 1 120 140 310 190
Space T 3 -1 140 150 280 140
T H -1 -1 150 120 170 20
H R 1 2 120 150 360 240
R E 0 1 150 100 260 110
E E 0 0 100 100 200 100
E Space -3 -1 100 112 180 80
Space S 2 2 112 150 232 120
S Y 1 -4 150 80 260 110
Y Back 1 -7 80 150 650 570
Back T -1 8 150 130 220 70
T O 0 -4 130 140 220 90
O R 0 5 140 120 500 360
R I 0 -4 120 120 220 100
I E 0 5 120 110 240 120
E S -1 1 110 140 320 210
S OemPeriod -1 -7 140 80 330 190
OemPeriod Return 1 -3 80 150 5001 4921
Return Return 0 0 150 140 1220 1070
Return LShiftKey -1 12 140 280 870 730
LShiftKey T 2 -5 280 120 160 -120
T H -1 -1 120 130 270 150
H E 1 3 130 120 270 140
E Space -3 -1 120 110 170 50
Space F 2 0 110 110 390 280
F I 1 -4 110 120 230 120
I R 0 4 120 140 250 130
R S -1 2 140 120 330 190
S T 1 -3 120 130 200 80
T Space -3 1 130 100 330 200
Space S 2 2 100 140 1290 1190
S T 1 -3 140 140 610 470
T O 0 -4 140 130 440 300
O R 0 5 130 120 240 110
R Y 0 -2 120 110 220 100
Y Space -3 2 110 100 300 190
Space I 3 -4 100 120 570 470
I S -1 6 120 140 170 50
S Space -2 -2 140 120 190 50
Space A 2 3 120 180 140 20
A B -1 -4 180 110 210 30
B O 2 -4 110 120 330 220
O U 0 2 120 110 290 170
U T 0 2 110 120 220 110
T Space -3 1 120 100 170 50
Space C 1 1 100 100 1190 1090
C O 2 -6 100 110 210 110
O N -2 3 110 80 310 200
N N 0 0 80 110 170 90
N E 2 3 110 120 200 90
E C -2 0 120 120 310 190
C T 2 -2 120 130 360 240
T I 0 -3 130 120 170 40
I N -2 2 120 110 250 130
N G 1 1 110 100 170 60
G Space -2 1 100 120 120 20
Space D 2 1 120 120 520 400
D O 1 -6 120 142 180 60
O T 0 4 142 110 462 320
T S -1 3 110 150 170 60
S Back 2 -11 150 100 1390 1240
Back Back 0 0 100 100 200 100
Back Back 0 0 100 90 210 110
Back Back 0 0 90 100 430 340
Back T -1 8 100 120 690 590
T H -1 -1 120 140 150 30
H E 1 3 140 140 170 30
E Space -3 -1 140 100 180 40
Space D 2 1 100 120 350 250
D O 1 -6 120 120 210 90
O T 0 4 120 120 410 290
T S -1 3 120 150 230 110
S OemPeriod -1 -7 150 90 470 320
OemPeriod Return 1 -3 90 140 340 250
Return Return 0 0 140 140 1200 1060
Return LShiftKey -1 12 140 550 320 180
LShiftKey I 2 -8 550 110 460 -90
I Space -3 4 110 110 310 200
Space D 2 1 110 130 280 170
D R 1 -1 130 150 270 140
R O 0 -5 150 100 540 390
O P 0 -1 100 80 260 160
P P 0 0 80 100 170 90
P E 0 7 100 130 180 80
E D -1 0 130 100 310 180
D Space -2 -1 100 90 210 110
Space O 3 -5 90 140 420 330
O U 0 2 140 120 360 220
U T 0 2 120 120 300 180
T Space -3 1 120 100 170 50
Space O 3 -5 100 150 290 190
O F -1 5 150 100 190 40
F Space -2 0 100 110 200 100
Space R 3 0 110 200 240 130
R Back 1 -9 200 170 550 350
Back LShiftKey -3 13 170 1410 290 120
LShiftKey R 2 -4 1410 130 600 -810
R E 0 1 130 130 350 220
E Back 1 -10 130 220 600 470
Back E -1 10 220 150 330 110
E E 0 0 150 130 340 190
E D -1 0 130 120 300 170
D Space -2 -1 120 120 200 80
Space LShiftKey 1 4 120 770 440 320
LShiftKey LShiftKey 0 0 770 570 2130 1360
LShiftKey C 0 -3 570 160 350 -220
C O 2 -6 160 120 380 220
O L -1 0 120 90 270 150
L L 0 0 90 90 190 100
L E 1 6 90 130 1400 1310
E G -1 -2 130 120 180 50
G E 1 2 120 130 160 40
E Space -3 -1 130 100 210 80
Space A 2 3 100 150 1720 1620
A F 0 -3 150 130 210 60
F T 1 -1 130 130 250 120
T E 0 2 130 120 170 40
E R 0 -1 120 102 150 30
R Space -3 0 102 120 312 210
Space T 3 -1 120 130 240 120
T H -1 -1 130 130 170 40
H E 1 3 130 120 200 70
E Space -3 -1 120 120 150 30
Space F 2 0 120 130 290 170
F I 1 -4 130 120 260 130
I R 0 4 120 120 210 90
R S -1 2 120 130 310 190
S T 1 -3 130 100 190 60
T Space -3 1 100 122 290 190
Space D6 4 -2 122 130 292 170
D6 Space -4 2 130 120 220 90
Space M 1 -3 120 100 860 740
M O 2 -2 100 120 260 160
O N -2 3 120 100 280 160
N T 2 1 100 120 440 340
T H -1 -1 120 110 160 40
H S 0 4 110 130 370 260
S Oemcomma -1 -6 130 90 460 330
Oemcomma Space -1 4 90 180 360 270
Space LShiftKey 1 4 180 790 480 300
LShiftKey B 0 -5 790 110 910 120
B U 2 -2 110 130 300 190
U T 0 2 130 130 230 100
T Space -3 1 130 100 160 30
Space T 3 -1 100 110 160 60
T H -1 -1 110 140 180 70
H E 1 3 140 90 720 580
E N -2 -3 90 120 190 100
N Space -1 2 120 110 220 100
Space S 2 2 110 130 260 150
S T 1 -3 130 122 160 30
T A -1 4 122 140 182 60
A Y 1 -5 140 130 190 50
Y E 0 3 130 110 270 140
E D -1 0 110 110 260 150
D Space -2 -1 110 110 170 60
Space A 2 3 110 200 700 590
A R 1 -3 200 120 730 530
R O 0 -5 120 110 210 90
O U 0 2 110 120 290 180
U N -2 1 120 90 350 230
N D 1 3 90 100 530 440
D Space -2 -1 100 120 190 90
Space A 2 3 120 210 850 730
A S 0 -1 210 140 280 70
S Space -2 -2 140 120 230 90
Space A 2 3 120 150 240 120
A Space -2 -3 150 120 190 40
Space D 2 1 120 120 1050 930
D R 1 -1 120 120 680 560
R O 0 -5 120 110 180 60
O P 0 -1 110 110 250 140
P OemMinus 1 -1 110 120 270 160
OemMinus I -1 3 120 130 460 340
I N -2 2 130 100 290 160
N Space -1 2 100 110 190 90
Space F 2 0 110 100 1300 1190
F O 1 -5 100 170 130 30
O R 0 5 170 130 220 50
R Space -3 0 130 120 170 40
Space A 2 3 120 160 220 100
A N -1 -5 160 90 210 50
N O 2 -3 90 130 270 180
O T 0 4 130 100 270 140
T H -1 -1 100 130 160 60
H E 1 3 130 150 220 90
E R 0 -1 150 102 290 140
R Space -3 0 102 120 182 80
Space D1 4 3 120 180 830 710
D1 D8 0 -7 180 120 370 190
D8 Space -4 4 120 110 320 200
Space M 1 -3 110 100 260 150
M O 2 -2 100 100 250 150
O N -2 3 100 100 290 190
N T 2 1 100 120 350 250
T H -1 -1 120 110 160 40
H S 0 4 110 150 340 230
S Space -2 -2 150 150 260 110
Space O 3 -5 150 110 1530 1380
O R 0 5 110 130 190 80
R Space -3 0 130 110 210 80
Space S 2 2 110 120 270 160
S O 1 -7 120 100 170 50
O Space -3 5 100 90 310 210
Space B 1 -1 90 110 1630 1540
B E 2 2 110 130 230 120
E F -1 -1 130 100 290 160
F O 1 -5 100 130 190 90
O R 0 5 130 132 150 20
R E 0 1 132 110 292 160
E Space -3 -1 110 100 150 40
Space LShiftKey 1 4 100 270 300 200
LShiftKey I 2 -8 270 100 180 -90
I Space -3 4 100 120 270 170
Space R 3 0 120 150 150 30
R E 0 1 150 120 260 110
E A -1 2 120 160 230 110
A L 0 -8 160 110 240 80
L L 0 0 110 110 200 90
L Y 1 3 110 150 270 160
Y Space -3 2 150 100 220 70
Space Q 3 3 100 180 540 440
Q U 0 -6 180 90 350 170
U I 0 -1 90 90 240 150
I T 0 3 90 130 440 350
T OemPeriod -2 -4 130 90 490 360
OemPeriod Space -1 5 90 150 1640 1550
Space LShiftKey 1 4 150 690 280 130
LShiftKey S 1 -2 690 150 500 -190
S O 1 -7 150 130 400 250
O Space -3 5 130 100 320 190
Space W 3 2 100 140 540 440
W H -1 -4 140 110 170 30
H Y 1 0 110 130 270 160
Y Space -3 2 130 120 290 160
Space F 2 0 120 140 300 180
F Back 2 -9 140 170 450 310
Back D -2 10 170 100 300 130
D I 1 -5 100 140 270 170
I D -1 5 140 90 190 50
D Space -2 -1 90 100 160 70
Space I 3 -4 100 120 300 200
I Space -3 4 120 100 270 150
Space D 2 1 100 140 290 190
D O 1 -6 140 120 210 70
O Back 1 -4 120 160 990 870
Back R -1 9 160 130 1030 870
R O 0 -5 130 130 180 50
O P 0 -1 130 110 260 130
P Space -3 6 110 110 260 150
Space LShiftKey 1 4 110 260 230 120
LShiftKey O 2 -9 260 120 170 -90
O U 0 2 120 110 310 190
U T 0 2 110 50 290 180
T Back 1 -8 50 90 380 330
Back Back 0 0 90 70 200 110
Back Back 0 0 70 90 160 90
Back O -1 4 90 120 720 630
O U 0 2 120 120 510 390
U T 0 2 120 130 160 40
T RShiftKey -2 -6 130 310 540 410
RShiftKey OemQuestion 0 1 310 160 180 -130
OemQuestion Return 1 -2 160 180 290 130
Return Return 0 0 180 160 780 600
Return LShiftKey -1 12 160 830 21530 21370
LShiftKey O 2 -9 830 100 520 -310
O Back 1 -4 100 130 600 500
Back LShiftKey -3 13 130 330 160 30
LShiftKey I 2 -8 330 120 250 -80
I T 0 3 120 120 350 230
T Space -3 1 120 100 160 40
Space S 2 2 100 150 330 230
S T 1 -3 150 110 240 90
T A -1 4 110 160 130 20
A R 1 -3 160 100 230 70
R T 0 -1 100 120 230 130
T E 0 2 120 130 470 350
E D -1 0 130 110 270 140
D Space -2 -1 110 110 180 70
Space B 1 -1 110 90 950 840
B E 2 2 90 140 230 140
E F -1 -1 140 120 310 170
F O 1 -5 120 130 190 70
O R 0 5 130 140 160 30
R E 0 1 140 100 260 120
E Space -3 -1 100 100 150 50
Space LShiftKey 1 4 100 230 370 270
LShiftKey I 2 -8 230 100 190 -40
I Space -3 4 100 110 270 170
Space W 3 2 110 150 170 60
W A -1 1 150 180 230 80
A S 0 -1 180 110 220 40
S Space -2 -2 110 120 150 40
Space B 1 -1 120 100 350 230
B O 2 -4 100 110 320 220
O R 0 5 110 120 180 70
R N -2 -2 120 100 190 70
N OemPeriod 0 -3 100 102 1840 1740
OemPeriod Space -1 5 102 100 292 190
Space LShiftKey 1 4 100 280 170 70
LShiftKey M 0 -7 280 90 200 -80
M Y 2 1 90 130 750 660
Y Space -3 2 130 130 210 80
Space B 1 -1 130 120 290 160
B I 2 -3 120 90 430 310
I O 0 -1 90 110 240 150
O L -1 0 110 90 230 120
L O 1 0 90 100 230 140
O G -1 4 100 120 1270 1170
G I 1 -3 120 100 190 70
I C -2 5 100 100 250 150
C A 1 2 100 160 260 160
A L 0 -8 160 110 180 20
L Space -2 5 110 110 240 130
Space M 1 -3 110 100 230 120
M O 2 -2 100 110 670 570
O T 0 4 110 130 320 210
T H -1 -1 130 110 200 70
H E 1 3 110 130 170 60
E R 0 -1 130 90 240 110
R Space -3 0 90 100 140 50
Space W 3 2 100 140 180 80
W A -1 1 140 240 240 100
A S 0 -1 240 120 280 40
S Space -2 -2 120 100 160 40
Space Y 3 -2 100 130 720 620
Y O 0 -3 130 90 190 60
O U 0 2 90 110 290 200
U N -2 1 110 90 290 180
N G 1 1 90 120 680 590
G Space -2 1 120 120 190 70
Space Oemcomma 1 -4 120 90 1600 1480
Oemcomma Space -1 4 90 100 210 120
Space U 3 -3 100 120 750 650
U N -2 1 120 100 300 180
N W 2 4 100 90 470 370
W E 0 -1 90 90 220 130
E D -1 0 90 110 270 180
D Space -2 -1 110 120 190 80
Space A 2 3 120 160 240 120
A Back 2 -12 160 170 510 350
Back C -3 10 170 150 610 440
C O 2 -6 150 110 240 90
O L -1 0 110 80 260 150
L L 0 0 80 100 160 80
L E 1 6 100 100 170 70
E G -1 -2 100 110 180 80
G E 1 2 110 120 150 40
E Space -3 -1 120 110 200 80
Space G 2 -1 110 150 440 330
G R 1 1 150 160 410 260
R A -1 3 160 170 340 180
A D 0 -2 170 140 430 260
D U 1 -4 140 120 410 270
U A -1 6 120 120 220 100
A T 1 -4 120 110 190 70
T E 0 2 110 120 190 80
E Space -3 -1 120 110 200 80
Space S 2 2 110 130 240 130
S T 1 -3 130 120 1000 870
T U 0 -2 120 100 320 200
U D -1 4 100 100 522 422
D E 1 0 100 90 220 120
E N -2 -3 90 120 170 80
N T 2 1 120 120 280 160
T Space -3 1 120 112 170 50
Space Back 4 -9 112 160 442 330
Back Oemcomma -3 5 160 120 770 610
Oemcomma Space -1 4 120 110 240 120
Space A 2 3 110 160 160 50
A M -1 -6 160 110 170 10
M Back 3 -6 110 160 520 410
Back N -3 7 160 120 380 220
N D 1 3 120 120 180 60
D Space -2 -1 120 110 150 30
Space S 2 2 110 120 1470 1360
S H 0 -4 120 110 370 250
H E 1 3 110 100 200 90
E Space -3 -1 100 90 170 70
Space D 2 1 90 90 170 80
D E 1 0 90 100 230 140
E C -2 0 100 140 270 170
C I 2 -5 140 100 230 90
I D -1 5 100 130 170 70
D E 1 0 130 110 250 120
E D -1 0 110 120 280 170
D Space -2 -1 120 90 200 80
Space T 3 -1 90 140 1580 1490
T O 0 -4 140 120 180 40
O Space -3 5 120 100 310 190
Space P 3 -6 100 120 490 390
P U 0 3 120 110 400 280
U T 0 2 110 102 170 60
T Space -3 1 102 110 192 90
Space M 1 -3 110 110 230 120
M E 2 4 110 160 200 90
E Space -3 -1 160 110 210 50
Space U 3 -3 110 90 580 470
U P 0 -3 90 100 300 210
P Space -3 6 100 100 310 210
Space F 2 0 100 120 270 170
F O 1 -5 120 110 170 50
O R 0 5 110 110 170 60
R Space -3 0 110 80 200 90
Space A 2 3 80 160 280 200
A D 0 -2 160 110 350 190
D O 1 -6 110 100 380 270
O P 0 -1 100 100 250 150
P T 0 5 100 110 460 360
T I 0 -3 110 90 180 70
I O 0 -1 90 100 230 140
O N -2 3 100 80 270 170
N OemPeriod 0 -3 80 100 2540 2460
OemPeriod Space -1 5 100 80 280 180
Space LShiftKey 1 4 80 460 210 130
LShiftKey S 1 -2 460 160 300 -160
S H 0 -4 160 130 340 180
H E 1 3 130 120 230 100
E Space -3 -1 120 120 180 60
Space F 2 0 120 120 200 80
F E 1 1 120 130 270 150
E L -1 -6 130 110 180 50
L T 1 4 110 160 260 150
T Space -3 1 160 100 210 50
Space V 1 0 100 110 620 520
V E 2 1 110 142 270 160
E R 0 -1 142 130 362 220
R Y 0 -2 130 100 180 50
Y Space -3 2 100 110 350 250
Space S 2 2 110 140 1980 1870
S T 1 -3 140 130 422 282
T R 0 1 130 160 790 660
R O 0 -5 160 110 240 80
O N -2 3 110 90 310 200
N G 1 1 90 100 560 470
G L 0 -4 100 120 140 40
L Y 1 3 120 120 500 380
Y Space -3 2 120 100 310 190
Space T 3 -1 100 110 300 200
T H -1 -1 110 120 150 40
H A 0 5 120 160 210 90
A T 1 -4 160 120 140 -20
T Space -3 1 120 100 320 200
Space LShiftKey 1 4 100 330 390 290
LShiftKey I 2 -8 330 120 250 -80
I Space -3 4 120 120 290 170
Space S 2 2 120 130 200 80
S H 0 -4 130 120 210 80
H O 1 -3 120 110 370 250
O U 0 2 110 110 280 170
U L -1 -2 110 120 290 180
L D 0 6 120 120 180 60
D Space -2 -1 120 90 200 80
Space B 1 -1 90 110 1600 1510
B E 2 2 110 120 180 70
E Space -3 -1 120 100 200 80
Space A 2 3 100 150 300 200
A D 0 -2 150 150 290 140
D O 1 -6 150 120 240 90
O P 0 -1 120 130 540 420
P T 0 5 130 120 510 380
T E 0 2 120 120 180 60
E D -1 0 120 130 280 160
D Space -2 -1 130 100 180 50
Space B 1 -1 100 100 320 220
B Y 2 -1 100 110 290 190
Y Space -3 2 110 120 310 200
Space C 1 1 120 110 230 110
C O 2 -6 110 110 200 90
O L -1 0 110 90 250 140
L L 0 0 90 100 180 90
L E 1 6 100 130 160 60
E G -1 -2 130 110 210 80
G E 1 2 110 90 140 30
E Space -3 -1 90 110 210 120
Space G 2 -1 110 110 2440 2330
G R 1 1 110 150 200 90
R A -1 3 150 150 290 140
A D 0 -2 150 140 330 180
D U 1 -4 140 100 400 260
U A -1 6 100 190 220 120
A T 1 -4 190 100 240 50
T E 0 2 100 120 200 100
E S -1 1 120 210 400 280
S Oemcomma -1 -6 210 90 1480 1270
Oemcomma Space -1 4 90 90 270 180
Space S 2 2 90 120 1210 1120
S O 1 -7 120 110 200 80
O Space -3 5 110 120 320 210
Space E 3 1 120 140 2920 2800
E V -2 -1 140 110 170 30
V E 2 1 110 130 150 40
E R 0 -1 130 120 280 150
R Y 0 -2 120 120 200 80
Y T 0 1 120 100 260 140
T H -1 -1 100 100 170 70
H I 1 -2 100 100 270 170
I N -2 2 100 90 250 150
N G 1 1 90 130 280 190
G Space -2 1 130 110 170 40
Space W 3 2 110 130 240 130
W A -1 1 130 170 250 120
A S 0 -1 170 110 190 20
