D9 D0 0 -1 109 109 187 78
C H 1 -3 109 109 187 78
H Space -2 2 109 94 343 234
Space A 2 3 94 156 874 780
A T 1 -4 156 78 234 78
T Space -3 1 78 93 546 468
Space Capital 2 4 93 172 982 889
Capital S 0 -2 172 93 266 94
S Capital 0 2 93 140 156 63
Capital T 1 -5 140 94 202 62
T A -1 4 94 156 234 140
A N -1 -5 156 78 359 203
N F 1 2 78 125 499 421
F O 1 -5 125 109 219 94
O R 0 5 109 110 327 218
R D -1 1 110 125 234 124
D Space -2 -1 125 94 203 78
Space Capital 2 4 94 141 702 608
Capital U 1 -7 141 93 250 109
U Capital -1 7 93 141 140 47
Capital N -1 -6 141 93 172 31
N I 2 -2 93 109 203 110
I V -2 4 109 93 265 156
V E 2 1 93 109 218 125
E R 0 -1 109 109 219 110
R S -1 2 109 156 249 140
S I 1 -6 156 94 187 31
I T 0 3 94 94 624 530
T Y 0 -1 94 78 219 125
Y Space -3 2 78 2605 7675 7597
Space Space 0 0 2605 234 2808 203
Space Space 0 0 234 141 624 390
Space Return 2 -8 141 109 6786 6645
Return Capital 0 12 109 172 2449 2340
Capital I 1 -8 172 94 203 31
I Capital -1 8 94 156 219 125
Capital Space -2 -4 156 125 530 374
Space A 2 3 125 125 936 811
A M -1 -6 125 78 234 109
M Space -1 3 78 124 172 94
Space H 2 -2 124 78 312 188
H O 1 -3 78 94 249 171
O N -2 3 94 78 359 265
N O 2 -3 78 78 250 172
O R 0 5 78 110 436 358
R E 0 1 110 93 188 78
E D -1 0 93 78 218 125
D Space -2 -1 78 93 328 250
Space T 3 -1 93 140 686 593
T O 0 -4 140 94 187 47
O Space -3 5 94 109 234 140
Space B 1 -1 109 93 219 110
B E 2 2 93 125 218 125
E Space -3 -1 125 94 187 62
Space W 3 2 94 125 359 265
W I 0 -6 125 78 187 62
I T 0 3 78 94 390 312
T H -1 -1 94 78 219 125
H Space -2 2 78 94 202 124
Space Y 3 -2 94 93 266 172
Y O 0 -3 93 109 296 203
O U 0 2 109 78 234 125
U Space -3 3 78 93 250 172
Space T 3 -1 93 125 1419 1326
T O 0 -4 125 109 234 109
O D -1 6 109 109 359 250
D A 0 2 109 141 296 187
A Y 1 -5 141 94 203 62
Y Space -3 2 94 94 265 171
Space A 2 3 94 140 406 312
A T 1 -4 140 78 250 110
T Space -3 1 78 124 234 156
Space Y 3 -2 124 94 296 172
Y O 0 -3 94 94 265 171
O U 0 2 94 94 234 140
U R 0 3 94 109 219 125
R Space -3 0 109 78 218 109
Space C 1 1 78 109 1248 1170
C O 2 -6 109 109 203 94
O M -2 2 109 78 249 140
M M 0 0 78 78 156 78
M E 2 4 78 125 172 94
E N -2 -3 125 93 203 78
N C 0 3 93 78 296 203
C E 2 0 78 110 187 109
E M -2 -4 110 109 250 140
M E 2 4 109 124 172 63
E N -2 -3 124 94 171 47
N T 2 1 94 94 281 187
T Space -3 1 94 94 530 436
Space F 2 0 94 94 562 468
F R 1 0 94 141 218 124
R O 0 -5 141 93 219 78
O M -2 2 93 78 296 203
M Space -1 3 78 78 234 156
Space O 3 -5 78 109 765 687
O N -2 3 109 94 296 187
N E 2 3 94 124 250 156
E Space -3 -1 124 94 202 78
Space O 3 -5 94 109 281 187
O F -1 5 109 125 328 219
F Space -2 0 125 109 187 62
Space T 3 -1 109 94 312 203
T H -1 -1 94 93 203 109
H E 1 3 93 124 203 110
E Space -3 -1 124 93 234 110
Space F 2 0 93 124 780 687
F I 1 -4 124 94 202 78
I N -2 2 94 109 250 156
N E 2 3 109 125 140 31
E S -1 1 125 124 266 141
S T 1 -3 124 93 187 63
T Space -3 1 93 93 312 219
Space U 3 -3 93 78 967 874
U N -2 1 78 94 218 140
N I 2 -2 94 93 219 125
I V -2 4 93 94 265 172
V E 2 1 94 109 172 78
E R 0 -1 109 94 218 109
R S -1 2 94 94 312 218
S I 1 -6 94 78 187 93
I T 0 3 78 93 250 172
T I 0 -3 93 110 249 156
I E 0 5 110 125 172 62
E S -1 1 125 109 281 156
S Space -2 -2 109 78 249 140
Space I 3 -4 78 94 1061 983
I N -2 2 94 93 250 156
N Space -1 2 93 93 203 110
Space T 3 -1 93 93 265 172
T H -1 -1 93 109 203 110
H E 1 3 109 140 187 78
E Space -3 -1 140 93 234 94
Space W 3 2 93 125 249 156
W O 0 -7 125 93 188 63
O R 0 5 93 94 280 187
R L -1 -5 94 94 203 109
L S 0 7 94 93 328 234
S OemPeriod -1 -7 93 78 1373 1280
OemPeriod Capital 1 9 78 141 795 717
Capital I 1 -8 141 93 219 78
I Capital -1 8 93 125 171 78
Capital Space -2 -4 125 93 297 172
Space Left 0 -7 93 140 2012 1919
Left Left 0 0 140 141 577 437
Left Space 0 7 141 140 281 140
Space Right 0 -9 140 125 1139 999
Right Back 4 0 125 94 1778 1653
Back Back 0 0 94 78 187 93
Back Back 0 0 78 78 172 94
Back Back 0 0 78 94 156 78
Back Back 0 0 94 63 265 171
Back L -2 4 63 109 1030 967
L D 0 6 109 125 343 234
D OemPeriod -1 -6 125 78 484 359
OemPeriod Space -1 5 78 78 234 156
Space Capital 2 4 78 156 936 858
Capital I 1 -8 156 110 202 46
I Capital -1 8 110 125 250 140
Capital Space -2 -4 125 94 218 93
Space N 1 -2 94 109 1982 1888
N E 2 3 109 140 265 156
E V -2 -1 140 93 234 94
V E 2 1 93 125 156 63
E R 0 -1 125 93 203 78
R Space -3 0 93 109 374 281
Space G 2 -1 109 94 1154 1045
G R 1 1 94 94 234 140
R A -1 3 94 124 1358 1264
A D 0 -2 124 125 436 312
D U 1 -4 125 109 203 78
U A -1 6 109 140 219 110
A T 1 -4 140 109 546 406
T E 0 2 109 78 234 125
E D -1 0 78 78 171 93
D Space -2 -1 78 78 359 281
Space F 2 0 78 109 811 733
F R 1 0 109 109 250 141
R O 0 -5 109 93 203 94
O M -2 2 93 78 265 172
M Space -1 3 78 78 203 125
Space C 1 1 78 140 842 764
C O 2 -6 140 93 203 63
O L -1 0 93 93 203 110
L L 0 0 93 62 156 63
L E 1 6 62 124 156 94
E G -1 -2 124 94 296 172
G E 1 2 94 109 187 93
E OemPeriod -2 -6 109 62 1810 1701
OemPeriod Space -1 5 62 78 218 156
Space Capital 2 4 78 156 250 172
Capital T 1 -5 156 78 203 47
T Capital -1 5 78 124 156 78
Capital R 1 -4 124 62 156 32
R U 0 -3 62 78 374 312
U T 0 2 78 94 296 218
T H -1 -1 94 78 219 125
H Space -2 2 78 109 203 125
Space B 1 -1 109 93 468 359
B E 2 2 93 141 171 78
E Space -3 -1 141 78 203 62
Space T 3 -1 78 78 640 562
T O 0 -4 78 93 390 312
O L -1 0 93 78 234 141
L D 0 6 78 124 390 312
D Oemcomma -1 -5 124 94 608 484
Oemcomma Space -1 4 94 93 281 187
Space T 3 -1 93 94 639 546
T H -1 -1 94 94 203 109
H I 1 -2 94 78 234 140
I S -1 6 78 124 375 297
S Space -2 -2 124 78 187 63
Space I 3 -4 78 94 327 249
I S -1 6 94 110 468 374
S Space -2 -2 110 94 156 46
Space T 3 -1 94 94 281 187
T H -1 -1 94 94 203 109
H E 1 3 94 124 172 78
E Space -3 -1 124 94 202 78
Space C 1 1 94 125 359 265
C L 1 -6 125 94 234 109
L O 1 0 94 78 203 109
O S -1 7 78 109 203 125
S E 1 -1 109 109 218 109
E S -1 1 109 124 219 110
S T 1 -3 124 109 218 94
T Space -3 1 109 93 562 453
Space Capital 2 4 93 141 1341 1248
Capital I 1 -8 141 78 281 140
I Capital -1 8 78 156 140 62
Capital Oem7 0 -11 156 94 390 234
Oem7 V -1 7 94 78 484 390
V E 2 1 78 125 187 109
E Space -3 -1 125 93 219 94
Space E 3 1 93 110 1060 967
E V -2 -1 110 109 188 78
V E 2 1 109 124 156 47
E R 0 -1 124 110 202 78
R Space -3 0 110 93 453 343
Space G 2 -1 93 78 1341 1248
G O 1 -4 78 94 359 281
O T 0 4 94 93 328 234
T T 0 0 93 78 156 63
T E 0 2 78 125 187 109
E N -2 -3 125 78 281 156
N Space -1 2 78 78 218 140
Space T 3 -1 78 156 1201 1123
T O 0 -4 156 93 266 110
O Space -3 5 93 93 312 219
Space A 2 3 93 109 795 702
A Space -2 -3 109 94 187 78
Space C 1 1 94 110 546 452
C O 2 -6 110 94 203 93
O L -1 0 94 94 203 109
L L 0 0 94 78 156 62
L E 1 6 78 124 172 94
E G -1 -2 124 93 234 110
G E 1 2 93 125 187 94
E Space -3 -1 125 93 749 624
Space G 2 -1 93 94 639 546
G R 1 1 94 93 219 125
R A -1 3 93 124 234 141
A D 0 -2 124 125 296 172
D U 1 -4 125 78 203 78
U A -1 6 78 125 187 109
A T 1 -4 125 78 234 109
T I 0 -3 78 94 343 265
I O 0 -1 94 94 203 109
O N -2 3 94 78 281 187
N OemPeriod 0 -3 78 78 1217 1139
OemPeriod Space -1 5 78 93 234 156
Space Capital 2 4 93 140 296 203
Capital T 1 -5 140 93 281 141
T Capital -1 5 93 141 171 78
Capital O 1 -9 141 93 188 47
O D -1 6 93 94 358 265
D A 0 2 94 125 203 109
A Y 1 -5 125 78 156 31
Y Space -3 2 78 94 265 187
Space Capital 2 4 94 141 359 265
Capital I 1 -8 141 93 765 624
I Capital -1 8 93 125 218 125
Capital Space -2 -4 125 109 234 109
Space W 3 2 109 78 468 359
W A -1 1 78 124 250 172
A N -1 -5 124 78 249 125
N T 2 1 78 78 265 187
T Space -3 1 78 78 328 250
Space T 3 -1 78 78 608 530
T O 0 -4 78 78 375 297
O Space -3 5 78 94 218 140
Space T 3 -1 94 94 312 218
T E 0 2 94 141 234 140
E L -1 -6 141 78 250 109
L L 0 0 78 78 156 78
L Space -2 5 78 94 234 156
Space Y 3 -2 94 93 359 265
Y O 0 -3 93 93 359 266
O U 0 2 93 78 234 141
U Space -3 3 78 93 733 655
Space T 3 -1 93 94 483 390
T H -1 -1 94 109 188 94
H R 1 2 109 94 280 171
R E 0 1 94 78 219 125
E E 0 0 78 78 140 62
E Space -3 -1 78 109 406 328
Space S 2 2 109 124 749 640
S T 1 -3 124 93 234 110
T O 0 -4 93 94 608 515
O R 0 5 94 94 343 249
R I 0 -4 94 110 343 249
I E 0 5 110 109 188 78
E S -1 1 109 109 249 140
S Space -2 -2 109 78 250 141
Space F 2 0 78 109 1388 1310
F R 1 0 109 109 250 141
R O 0 -5 109 93 234 125
O M -2 2 93 93 281 188
M Space -1 3 93 94 218 125
Space M 1 -3 94 93 671 577
M Y 2 1 93 78 359 266
Y Space -3 2 78 93 265 187
Space L 2 -5 93 78 281 188
L I 1 1 78 63 249 171
I F -1 4 63 78 359 296
F E 1 1 78 124 172 94
E OemPeriod -2 -6 124 78 2262 2138
OemPeriod Space -1 5 78 94 249 171
Space Capital 2 4 94 156 421 327
Capital T 1 -5 156 78 234 78
T Capital -1 5 78 125 234 156
Capital H 0 -6 125 78 156 31
H A 0 5 78 125 219 141
A T 1 -4 125 78 249 124
T Oem7 -1 -6 78 78 2325 2247
Oem7 S 0 9 78 109 343 265
S Space -2 -2 109 78 203 94
Space I 3 -4 78 94 483 405
I T 0 3 94 78 281 187
T OemPeriod -2 -4 78 78 1591 1513
OemPeriod Space -1 5 78 78 266 188
Space Capital 2 4 78 140 265 187
Capital N -1 -6 140 78 343 203
N Capital 1 6 78 94 218 140
Capital O 1 -9 94 78 172 78
O Space -3 5 78 109 328 250
Space B 1 -1 109 78 374 265
B I 2 -3 78 78 281 203
I G -1 3 78 63 327 249
G Space -2 1 63 93 219 156
Space D 2 1 93 78 468 375
D E 1 0 78 94 187 109
E A -1 2 94 140 234 140
A L 0 -8 140 78 296 156
L OemPeriod -1 0 78 93 968 890
OemPeriod Space -1 5 93 94 218 125
Space Capital 2 4 94 140 250 156
Capital J 0 -7 140 78 249 109
J Capital 0 7 78 125 203 125
Capital U 1 -7 125 78 125 0
U S -1 5 78 140 281 203
S T 1 -3 140 93 187 47
T Space -3 1 93 94 1076 983
Space T 3 -1 94 78 671 577
T H -1 -1 78 94 187 109
H R 1 2 94 78 265 171
R E 0 1 78 78 203 125
E E 0 0 78 78 141 63
E Space -3 -1 78 110 358 280
Space S 2 2 110 125 312 202
S T 1 -3 125 94 827 702
T O 0 -4 94 78 375 281
O R 0 5 78 140 265 187
R I 0 -4 140 94 218 78
I E 0 5 94 109 250 156
E S -1 1 109 125 234 125
S OemPeriod -1 -7 125 78 1310 1185
OemPeriod Return 1 -3 78 140 1311 1233
Return Return 0 0 140 125 530 390
Return Capital 0 12 125 156 1903 1778
Capital T 1 -5 156 125 312 156
T Capital -1 5 125 141 234 109
Capital H 0 -6 141 94 203 62
H E 1 3 94 140 281 187
E Space -3 -1 140 94 218 78
Space F 2 0 94 140 328 234
F O 1 -5 140 63 249 109
O Back 1 -4 63 109 968 905
Back I -1 5 109 94 842 733
I R 0 4 94 93 328 234
R D -1 1 93 62 234 141
D Back 2 -10 62 78 561 499
Back S -2 11 78 109 312 234
S T 1 -3 109 94 203 94
T Space -3 1 94 110 296 202
Space S 2 2 110 125 749 639
S T 1 -3 125 109 250 125
T O 0 -4 109 94 483 374
O R 0 5 94 125 375 281
R Y 0 -2 125 94 187 62
Y Space -3 2 94 94 296 202
Space I 3 -4 94 93 578 484
I S -1 6 93 141 202 109
S Space -2 -2 141 78 219 78
Space A 2 3 78 140 203 125
A B -1 -4 140 110 202 62
B O 2 -4 110 94 281 171
O U 0 2 94 78 234 140
U T 0 2 78 62 297 219
T Space -3 1 62 78 312 250
Space C 1 1 78 140 1014 936
C O 2 -6 140 94 218 78
O N -2 3 94 93 250 156
N N 0 0 93 78 156 63
N E 2 3 78 109 156 78
E C -2 0 109 78 202 93
C T 2 -2 78 78 250 172
T I 0 -3 78 78 312 234
I N -2 2 78 78 234 156
N G 1 1 78 125 593 515
G Space -2 1 125 94 171 46
Space T 3 -1 94 93 266 172
T H -1 -1 93 94 218 125
H E 1 3 94 109 203 109
E Space -3 -1 109 94 218 109
Space D 2 1 94 109 250 156
D O 1 -6 109 94 218 109
O T 0 4 94 94 359 265
T S -1 3 94 141 265 171
S OemPeriod -1 -7 141 94 390 249
OemPeriod Return 1 -3 94 156 577 483
Return Return 0 0 156 109 422 266
Return Capital 0 12 109 156 1606 1497
Capital I 1 -8 156 93 453 297
I Capital -1 8 93 140 203 110
Capital Space -2 -4 140 109 218 78
Space D 2 1 109 125 343 234
D R 1 -1 125 78 515 390
R O 0 -5 78 94 374 296
O P 0 -1 94 93 219 125
P P 0 0 93 78 156 63
P E 0 7 78 109 187 109
E D -1 0 109 125 203 94
D Space -2 -1 125 94 218 93
Space O 3 -5 94 110 1669 1575
O U 0 2 110 78 266 156
U T 0 2 78 78 265 187
T Space -3 1 78 78 265 187
Space O 3 -5 78 78 296 218
O F -1 5 78 78 468 390
F Space -2 0 78 109 250 172
Space Capital 2 4 109 156 281 172
Capital R 1 -4 156 94 187 31
R Capital -1 4 94 141 218 124
Capital E 1 -3 141 78 219 78
E E 0 0 78 78 530 452
E D -1 0 78 63 234 156
D Space -2 -1 63 94 468 405
Space Capital 2 4 94 156 343 249
Capital C -1 -3 156 94 250 94
C Capital 1 3 94 124 172 78
Capital O 1 -9 124 109 218 94
O L -1 0 109 110 296 187
L L 0 0 110 63 203 93
L E 1 6 63 125 250 187
E G -1 -2 125 93 312 187
G E 1 2 93 125 187 94
E Space -3 -1 125 109 265 140
Space A 2 3 109 141 1435 1326
A F 0 -3 141 110 468 327
F T 1 -1 110 93 219 109
T E 0 2 93 94 218 125
E R 0 -1 94 109 156 62
R Space -3 0 109 109 250 141
Space T 3 -1 109 94 265 156
T H -1 -1 94 94 218 124
H E 1 3 94 141 203 109
E Space -3 -1 141 94 203 62
Space F 2 0 94 140 546 452
F I 1 -4 140 78 172 32
I R 0 4 78 78 296 218
R S -1 2 78 93 203 125
S T 1 -3 93 110 249 156
T Space -3 1 110 94 281 171
Space D6 4 -2 94 78 531 437
D6 Space -4 2 78 93 265 187
Space M 1 -3 93 78 265 172
M O 2 -2 78 94 218 140
O N -2 3 94 94 250 156
N T 2 1 94 109 265 171
T H -1 -1 109 110 187 78
H S 0 4 110 109 250 140
S Oemcomma -1 -6 109 93 1732 1623
Oemcomma Space -1 4 93 78 234 141
Space B 1 -1 78 93 1825 1747
B U 2 -2 93 94 265 172
U T 0 2 94 94 218 124
T Space -3 1 94 94 234 140
Space R 3 0 94 78 297 203
R Back 1 -9 78 78 1747 1669
Back T -1 8 78 94 546 468
T H -1 -1 94 94 234 140
H E 1 3 94 125 234 140
E N -2 -3 125 78 234 109
N Space -1 2 78 109 187 109
Space S 2 2 109 125 312 203
S T 1 -3 125 94 156 31
T A -1 4 94 124 219 125
A Y 1 -5 124 78 171 47
Y E 0 3 78 93 250 172
E D -1 0 93 94 187 94
D Space -2 -1 94 109 250 156
Space A 2 3 109 124 234 125
A R 1 -3 124 94 140 16
R O 0 -5 94 94 421 327
O U 0 2 94 93 219 125
U N -2 1 93 94 249 156
N D 1 3 94 125 359 265
D Space -2 -1 125 94 187 62
Space A 2 3 94 109 250 156
A S 0 -1 109 94 187 78
S Space -2 -2 94 109 265 171
Space A 2 3 109 109 219 110
A Space -2 -3 109 78 1528 1419
Space D 2 1 78 140 2590 2512
D R 1 -1 140 140 281 141
R O 0 -5 140 94 249 109
O P 0 -1 94 78 188 94
P OemMinus 1 -1 78 94 436 358
OemMinus I -1 3 94 94 359 265
I N -2 2 94 78 250 156
N Space -1 2 78 78 203 125
Space F 2 0 78 94 998 920
F O 1 -5 94 94 312 218
O R 0 5 94 124 484 390
R Space -3 0 124 78 187 63
Space A 2 3 78 140 203 125
A N -1 -5 140 78 218 78
N O 2 -3 78 94 265 187
O T 0 4 94 94 312 218
T H -1 -1 94 93 219 125
H E 1 3 93 125 187 94
E R 0 -1 125 125 234 109
R Space -3 0 125 110 405 280
Space D1 4 3 110 109 687 577
D1 D8 0 -7 109 78 452 343
D8 Space -4 4 78 109 234 156
Space M 1 -3 109 110 499 390
M O 2 -2 110 94 250 140
O N -2 3 94 78 484 390
N T 2 1 78 78 343 265
T H -1 -1 78 94 187 109
H S 0 4 94 109 203 109
S Space -2 -2 109 78 234 125
Space O 3 -5 78 94 1045 967
O R 0 5 94 125 343 249
R Space -3 0 125 78 187 62
Space S 2 2 78 109 266 188
S O 1 -7 109 93 187 78
O Space -3 5 93 94 296 203
Space B 1 -1 94 78 1420 1326
B E 2 2 78 78 499 421
E F -1 -1 78 109 390 312
F O 1 -5 109 93 203 94
O R 0 5 93 109 234 141
R E 0 1 109 78 265 156
E Space -3 -1 78 94 296 218
Space Capital 2 4 94 156 406 312
Capital I 1 -8 156 94 842 686
I Capital -1 8 94 125 172 78
Capital Space -2 -4 125 94 234 109
Space R 3 0 94 94 374 280
R E 0 1 94 93 188 94
E A -1 2 93 125 202 109
A L 0 -8 125 78 328 203
L L 0 0 78 78 156 78
L Y 1 3 78 93 281 203
Y Space -3 2 93 94 265 172
Space Q 3 3 94 125 359 265
Q U 0 -6 125 78 577 452
U I 0 -1 78 78 187 109
I T 0 3 78 62 281 203
T OemPeriod -2 -4 62 78 1232 1170
OemPeriod Space -1 5 78 63 281 203
Space Capital 2 4 63 140 453 390
Capital S 0 -2 140 94 343 203
S Capital 0 2 94 141 218 124
Capital O 1 -9 141 94 468 327
O Space -3 5 94 94 874 780
Space W 3 2 94 125 374 280
W H -1 -4 125 78 531 406
H Y 1 0 78 78 218 140
Y Space -3 2 78 94 234 156
Space D 2 1 94 125 718 624
D U 1 -4 125 78 203 78
U Back 1 -6 78 110 592 514
Back I -1 5 110 78 562 452
I D -1 5 78 109 312 234
D Space -2 -1 109 109 967 858
Space Capital 2 4 109 156 999 890
Capital I 1 -8 156 93 265 109
I Capital -1 8 93 140 125 32
Capital Space -2 -4 140 94 218 78
Space D 2 1 94 109 437 343
D R 1 -1 109 125 296 187
R O 0 -5 125 94 187 62
O P 0 -1 94 93 188 94
P Space -3 6 93 94 280 187
Space O 3 -5 94 94 515 421
O U 0 2 94 78 250 156
U T 0 2 78 62 265 187
T RShiftKey -2 -6 62 390 764 702
RShiftKey OemQuestion 0 1 390 156 219 -171
OemQuestion Return 1 -2 156 172 686 530
Return Return 0 0 172 109 1248 1076
Return Capital 0 12 109 171 3058 2949
Capital I 1 -8 171 93 359 188
I Capital -1 8 93 156 187 94
Capital T 1 -5 156 94 1123 967
T Space -3 1 94 93 250 156
Space S 2 2 93 124 234 141
S T 1 -3 124 78 436 312
T A -1 4 78 125 219 141
A R 1 -3 125 93 515 390
R T 0 -1 93 109 187 94
T E 0 2 109 78 249 140
E D -1 0 78 78 203 125
D Space -2 -1 78 94 265 187
Space B 1 -1 94 94 671 577
B E 2 2 94 125 250 156
E F -1 -1 125 125 452 327
F O 1 -5 125 94 234 109
O R 0 5 94 93 375 281
R E 0 1 93 125 187 94
E Space -3 -1 125 93 312 187
Space Capital 2 4 93 141 405 312
Capital I 1 -8 141 93 500 359
I Capital -1 8 93 124 234 141
Capital Space -2 -4 124 94 218 94
Space W 3 2 94 94 390 296
W A -1 1 94 125 203 109
A S 0 -1 125 94 187 62
S Space -2 -2 94 110 374 280
Space B 1 -1 110 140 1311 1201
B O 2 -4 140 125 187 47
O R 0 5 125 140 328 203
R N -2 -2 140 94 218 78
N OemPeriod 0 -3 94 78 1310 1216
OemPeriod Space -1 5 78 78 219 141
Space Capital 2 4 78 140 265 187
Capital M -1 -7 140 94 187 47
M Capital 1 7 94 125 203 109
Capital Y 1 -6 125 31 187 62
Y Space -3 2 31 94 281 250
Space B 1 -1 94 78 406 312
B I 2 -3 78 78 280 202
I O 0 -1 78 78 234 156
O L -1 0 78 94 281 203
L O 1 0 94 94 281 187
O G -1 4 94 94 686 592
G I 1 -3 94 78 359 265
I C -2 5 78 94 359 281
C A 1 2 94 141 187 93
A L 0 -8 141 78 265 124
L Space -2 5 78 78 250 172
Space M 1 -3 78 94 967 889
M O 2 -2 94 78 250 156
O T 0 4 78 78 390 312
T H -1 -1 78 94 187 109
H E 1 3 94 125 156 62
E R 0 -1 125 94 187 62
R Space -3 0 94 94 281 187
Space W 3 2 94 110 140 46
W A -1 1 110 125 234 124
A S 0 -1 125 93 219 94
S Space -2 -2 93 93 281 188
Space A 2 3 93 140 218 125
A Space -2 -3 140 93 437 297
Space Y 3 -2 93 109 2090 1997
Y O 0 -3 109 93 297 188
O U 0 2 93 94 202 109
U N -2 1 94 78 266 172
N G 1 1 78 109 374 296
G Oemcomma -1 -3 109 94 1357 1248
Oemcomma Space -1 4 94 94 1373 1279
Space U 3 -3 94 93 1451 1357
U N -2 1 93 94 218 125
N W 2 4 94 125 421 327
W E 0 -1 125 94 234 109
E D -1 0 94 125 203 109
D Space -2 -1 125 94 265 140
Space C 1 1 94 125 983 889
C O 2 -6 125 109 203 78
O L -1 0 109 78 203 94
L L 0 0 78 78 156 78
L E 1 6 78 125 171 93
E G -1 -2 125 94 312 187
G E 1 2 94 109 219 125
E Space -3 -1 109 93 437 328
Space G 2 -1 93 94 842 749
G R 1 1 94 94 234 140
R A -1 3 94 140 203 109
A D 0 -2 140 78 2121 1981
D U 1 -4 78 94 437 359
U A -1 6 94 140 219 125
A T 1 -4 140 109 390 250
T E 0 2 109 156 156 47
E Space -3 -1 156 109 421 265
Space S 2 2 109 109 546 437
S T 1 -3 109 93 203 94
T U 0 -2 93 78 265 172
U D -1 4 78 125 187 109
D E 1 0 125 140 234 109
E N -2 -3 140 109 172 32
N T 2 1 109 109 249 140
T Oemcomma -2 -3 109 78 1201 1092
Oemcomma Space -1 4 78 94 203 125
Space A 2 3 94 125 406 312
A N -1 -5 125 78 234 109
N D 1 3 78 125 312 234
D Space -2 -1 125 94 187 62
Space S 2 2 94 140 1498 1404
S H 0 -4 140 94 327 187
H E 1 3 94 125 172 78
E Space -3 -1 125 93 203 78
Space D 2 1 93 125 140 47
D E 1 0 125 125 234 109
E C -2 0 125 125 296 171
C I 2 -5 125 93 219 94
I D -1 5 93 125 265 172
D E 1 0 125 94 234 109
E D -1 0 94 109 203 109
D Space -2 -1 109 109 203 94
Space T 3 -1 109 94 530 421
T O 0 -4 94 93 359 265
O Space -3 5 93 94 3135 3042
Space P 3 -6 94 109 656 562
P U 0 3 109 93 312 203
U T 0 2 93 141 514 421
T Space -3 1 141 109 219 78
Space M 1 -3 109 93 234 125
M E 2 4 93 125 187 94
E Space -3 -1 125 78 203 78
Space U 3 -3 78 93 281 203
U P 0 -3 93 94 280 187
P Space -3 6 94 94 234 140
Space F 2 0 94 140 640 546
F O 1 -5 140 93 250 110
O R 0 5 93 110 358 265
R Space -3 0 110 94 203 93
Space A 2 3 94 109 234 140
A D 0 -2 109 93 297 188
D O 1 -6 93 94 327 234
O P 0 -1 94 78 203 109
P T 0 5 78 109 437 359
T I 0 -3 109 94 171 62
I O 0 -1 94 94 203 109
O N -2 3 94 94 234 140
N OemPeriod 0 -3 94 78 1248 1154
OemPeriod Space -1 5 78 93 219 141
Space Capital 2 4 93 140 702 609
Capital S 0 -2 140 78 218 78
S Capital 0 2 78 140 172 94
Capital H 0 -6 140 94 249 109
H E 1 3 94 156 219 125
E Space -3 -1 156 93 234 78
Space F 2 0 93 94 296 203
F E 1 1 94 125 234 140
E L -1 -6 125 109 203 78
L T 1 4 109 78 468 359
T Space -3 1 78 110 249 171
Space V 1 0 110 94 468 358
V E 2 1 94 140 188 94
E R 0 -1 140 94 202 62
