D9 D7 0 2 109 110 218 109
Space D1 4 3 156 140 905 749
D1 D8 0 -7 140 109 468 328
D8 Space -4 4 109 187 234 125
Space M 1 -3 187 93 234 47
M O 2 -2 93 94 296 203
O N -2 3 94 125 296 202
N T 2 1 125 140 500 375
T H -1 -1 140 110 202 62
H S 0 4 110 141 203 93
S Space -2 -2 141 156 1295 1154
Space O 3 -5 156 125 889 733
O R 0 5 125 125 234 109
R Space -3 0 125 140 203 78
Space S 2 2 140 125 187 47
S O 1 -7 125 141 187 62
O Space -3 5 141 156 312 171
Space B 1 -1 156 93 1311 1155
B V 0 1 93 93 0 -93
V Back 3 -9 93 94 1201 1108
Back E -1 10 94 109 671 577
E F -1 -1 109 109 218 109
F O 1 -5 109 78 234 125
O R 0 5 78 140 203 125
R E 0 1 140 141 296 156
E Space -3 -1 141 141 281 140
Space I 3 -4 141 94 577 436
I Space -3 4 94 141 234 140
Space R 3 0 141 109 203 62
R E 0 1 109 94 187 78
E A -1 2 94 93 266 172
A L 0 -8 93 94 202 109
L L 0 0 94 109 172 78
L Y 1 3 109 93 359 250
Y Space -3 2 93 109 265 172
Space Q 3 3 109 110 218 109
Q U 0 -6 110 94 203 93
U I 0 -1 94 125 203 109
I T 0 3 125 141 296 171
T OemPeriod -2 -4 141 110 1716 1575
OemPeriod Space -1 5 110 110 390 280
Space S 2 2 110 125 297 187
S Capital 0 2 125 141 218 93
Capital O 1 -9 141 109 328 187
O Space -3 5 109 140 312 203
Space Capital 2 4 140 0 15 -125
Capital Back 2 -13 0 110 905 905
Back Back 0 0 110 94 203 93
Back Back 0 0 94 78 234 140
Back Capital -2 13 78 156 999 921
Capital S 0 -2 156 140 265 109
S Capital 0 2 140 140 203 63
Capital O 1 -9 140 94 608 468
O Space -3 5 94 156 312 218
Space W 3 2 156 156 874 718
W H -1 -4 156 110 436 280
H Y 1 0 110 125 640 530
Y Space -3 2 125 125 265 140
Space D 2 1 125 171 219 94
D I 1 -5 171 94 171 0
I D -1 5 94 140 203 109
D Space -2 -1 140 171 250 110
Space I 3 -4 171 125 327 156
I Space -3 4 125 156 250 125
Space D 2 1 156 141 249 93
D R 1 -1 141 125 312 171
R O 0 -5 125 109 734 609
O P 0 -1 109 94 218 109
P Space -3 6 94 156 265 171
Space O 3 -5 156 109 234 78
O U 0 2 109 78 281 172
U T 0 2 78 109 203 125
T RShiftKey -2 -6 109 281 390 281
RShiftKey OemQuestion 0 1 281 156 93 -188
OemQuestion Return 1 -2 156 109 1607 1451
Return Capital 0 12 109 156 1857 1748
Capital I 1 -8 156 125 343 187
I Capital -1 8 125 156 125 0
Capital T 1 -5 156 109 577 421
T Space -3 1 109 156 218 109
Space S 2 2 156 124 219 63
S T 1 -3 124 94 327 203
T A -1 4 94 125 156 62
A R 1 -3 125 94 203 78
R T 0 -1 94 109 250 156
T E 0 2 109 94 249 140
E D -1 0 94 110 187 93
D Space -2 -1 110 171 219 109
Space B 1 -1 171 94 343 172
B E 2 2 94 156 250 156
E F -1 -1 156 78 405 249
F O 1 -5 78 109 687 609
O R 0 5 109 125 187 78
R E 0 1 125 109 218 93
E Space -3 -1 109 125 203 94
Space I 3 -4 125 125 265 140
I Space -3 4 125 109 312 187
Space W 3 2 109 124 219 110
W A -1 1 124 109 234 110
A S 0 -1 109 156 202 93
S Space -2 -2 156 187 250 94
Space B 1 -1 187 140 203 16
B O 2 -4 140 109 281 141
O R 0 5 109 156 280 171
R Oemcomma -2 -4 156 78 328 172
Oemcomma Back 3 -5 78 109 468 390
Back N -3 7 109 110 374 265
N OemPeriod 0 -3 110 93 1857 1747
OemPeriod Space -1 5 93 156 608 515
Space Capital 2 4 156 172 234 78
Capital M -1 -7 172 156 437 265
M Capital 1 7 156 188 296 140
Capital Y 1 -6 188 109 1592 1404
Y Space -3 2 109 125 249 140
Space B 1 -1 125 125 468 343
B I 2 -3 125 124 219 94
I O 0 -1 124 109 234 110
O L -1 0 109 109 218 109
L O 1 0 109 125 218 109
O G -1 4 125 94 468 343
G I 1 -3 94 110 234 140
I C -2 5 110 109 359 249
C A 1 2 109 93 219 110
A L 0 -8 93 110 202 109
L Space -2 5 110 109 250 140
Space M 1 -3 109 109 250 141
M O 2 -2 109 109 249 140
O T 0 4 109 140 437 328
T H -1 -1 140 109 234 94
H E 1 3 109 109 172 63
E R 0 -1 109 109 218 109
R Space -3 0 109 109 250 141
Space W 3 2 109 109 187 78
W A -1 1 109 94 218 109
A S 0 -1 94 125 203 109
S Space -2 -2 125 109 234 109
Space A 2 3 109 109 234 125
A Space -2 -3 109 125 187 78
Space Y 3 -2 125 94 390 265
Y O 0 -3 94 78 312 218
O U 0 2 78 94 265 187
U N -2 1 94 109 484 390
N G 1 1 109 140 1576 1467
G Oemcomma -1 -3 140 125 670 530
Oemcomma Space -1 4 125 171 453 328
Space U 3 -3 171 109 265 94
U N -2 1 109 109 281 172
N W 2 4 109 125 234 125
W E 0 -1 125 125 234 109
E D -1 0 125 171 234 109
D Space -2 -1 171 125 296 125
Space C 1 1 125 125 468 343
C O 2 -6 125 109 281 156
O L -1 0 109 125 265 156
L L 0 0 125 109 203 78
L E 1 6 109 140 562 453
E G -1 -2 140 125 343 203
G E 1 2 125 109 203 78
E Space -3 -1 109 156 218 109
Space G 2 -1 156 109 1451 1295
G R 1 1 109 124 281 172
R A -1 3 124 109 234 110
A D 0 -2 109 125 249 140
D U 1 -4 125 109 484 359
U A -1 6 109 109 203 94
A T 1 -4 109 93 234 125
T E 0 2 93 93 187 94
E Space -3 -1 93 140 187 94
Space S 2 2 140 124 172 32
S T 1 -3 124 93 265 141
T U 0 -2 93 78 327 234
U D -1 4 78 94 281 203
D E 1 0 94 124 219 125
E N -2 -3 124 93 343 219
N T 2 1 93 156 218 125
T Oemcomma -2 -3 156 109 1311 1155
Oemcomma Space -1 4 109 125 265 156
Space A 2 3 125 140 187 62
A N -1 -5 140 109 250 110
N D 1 3 109 110 280 171
D Space -2 -1 110 156 546 436
Space S 2 2 156 140 656 500
S H 0 -4 140 93 733 593
H E 1 3 93 140 187 94
E Space -3 -1 140 156 250 110
Space D 2 1 156 140 218 62
D E 1 0 140 141 296 156
E C -2 0 141 140 1670 1529
C I 2 -5 140 93 265 125
I D -1 5 93 141 171 78
D E 1 0 141 110 312 171
E D -1 0 110 141 203 93
D Space -2 -1 141 124 219 78
Space T 3 -1 124 156 234 110
T O 0 -4 156 125 249 93
O Space -3 5 125 156 297 172
Space P 3 -6 156 94 530 374
P U 0 3 94 94 343 249
U T 0 2 94 109 250 156
T Space -3 1 109 109 187 78
Space M 1 -3 109 125 203 94
M E 2 4 125 109 156 31
E Space -3 -1 109 140 156 47
Space U 3 -3 140 109 234 94
U P 0 -3 109 109 281 172
P Space -3 6 109 125 249 140
Space F 2 0 125 109 219 94
F O 1 -5 109 109 171 62
O R 0 5 109 109 156 47
R Space -3 0 109 125 156 47
Space A 2 3 125 93 250 125
A D 0 -2 93 140 187 94
D O 1 -6 140 109 312 172
O P 0 -1 109 93 250 141
P T 0 5 93 124 546 453
T I 0 -3 124 109 234 110
I O 0 -1 109 125 202 93
O N -2 3 125 78 297 172
N OemPeriod 0 -3 78 93 281 203
OemPeriod Space -1 5 93 140 624 531
Space Capital 2 4 140 109 312 172
Capital S 0 -2 109 141 249 140
S Capital 0 2 141 172 187 46
Capital H 0 -6 172 109 640 468
H E 1 3 109 203 296 187
E Space -3 -1 203 141 390 187
Space F 2 0 141 94 983 842
F E 1 1 94 125 203 109
E L -1 -6 125 109 328 203
L T 1 4 109 109 639 530
T Space -3 1 109 125 312 203
Space V 1 0 125 156 702 577
V E 2 1 156 125 250 94
E R 0 -1 125 171 234 109
R Y 0 -2 171 125 296 125
Y Space -3 2 125 140 297 172
Space S 2 2 140 109 764 624
S T 1 -3 109 110 296 187
T R 0 1 110 110 234 124
R O 0 -5 110 124 266 156
O N -2 3 124 141 358 234
N G 1 1 141 109 500 359
G L 0 -4 109 110 202 93
L Y 1 3 110 156 515 405
Y Space -3 2 156 156 499 343
Space T 3 -1 156 109 1186 1030
T H -1 -1 109 125 187 78
H A 0 5 125 140 250 125
A T 1 -4 140 94 218 78
T Space -3 1 94 125 265 171
Space I 3 -4 125 125 250 125
I Space -3 4 125 125 296 171
Space S 2 2 125 109 983 858
S H 0 -4 109 110 967 858
H O 1 -3 110 109 328 218
O U 0 2 109 110 296 187
U L -1 -2 110 109 281 171
L D 0 6 109 109 203 94
D Space -2 -1 109 156 140 31
Space B 1 -1 156 124 656 500
B E 2 2 124 124 234 110
E Space -3 -1 124 110 358 234
Space A 2 3 110 110 1014 904
A D 0 -2 110 110 234 124
D O 1 -6 110 109 422 312
O P 0 -1 109 109 218 109
P T 0 5 109 156 359 250
T E 0 2 156 94 249 93
E D -1 0 94 140 219 125
D Space -2 -1 140 171 593 453
Space B 1 -1 171 125 1450 1279
B Y 2 -1 125 94 624 499
Y Space -3 2 94 109 250 156
Space C 1 1 109 125 187 78
C O 2 -6 125 94 203 78
O L -1 0 94 78 234 140
L L 0 0 78 94 156 78
L E 1 6 94 110 140 46
E G -1 -2 110 93 297 187
G E 1 2 93 141 171 78
E Space -3 -1 141 156 1529 1388
Space G 2 -1 156 94 468 312
G R 1 1 94 124 219 125
R A -1 3 124 124 234 110
A D 0 -2 124 124 234 110
D U 1 -4 124 93 343 219
U A -1 6 93 140 187 94
A T 1 -4 140 109 234 94
T E 0 2 109 218 250 141
E S -1 1 218 125 374 156
S Oemcomma -1 -6 125 109 2309 2184
Oemcomma S 1 6 109 219 405 296
S Back 2 -11 219 78 796 577
Back Space -4 9 78 140 203 125
Space S 2 2 140 125 187 47
S O 1 -7 125 125 437 312
O Space -3 5 125 141 452 327
Space E 3 1 141 109 1373 1232
E V -2 -1 109 78 218 109
V E 2 1 78 125 141 63
E R 0 -1 125 156 249 124
R Y 0 -2 156 109 297 141
Y T 0 1 109 140 203 94
T H -1 -1 140 109 218 78
H I 1 -2 109 125 312 203
I N -2 2 125 109 437 312
N G 1 1 109 110 405 296
G Space -2 1 110 140 250 140
Space W 3 2 140 109 967 827
W A -1 1 109 125 187 78
A S 0 -1 125 156 203 78
S Space -2 -2 156 141 187 31
Space A 2 3 141 141 156 15
A L 0 -8 141 109 203 62
L L 0 0 109 141 187 78
L Space -2 5 141 156 219 78
Space S 2 2 156 156 203 47
S E 1 -1 156 109 265 109
E T 0 -2 109 93 234 125
T Space -3 1 93 125 171 78
Space F 2 0 125 94 234 109
F O 1 -5 94 110 234 140
O R 0 5 110 93 188 78
R Space -3 0 93 125 171 78
Space M 1 -3 125 93 219 94
M E 2 4 93 109 109 16
E T 0 -2 109 110 3759 3650
T O 0 -4 110 94 172 62
O Space -3 5 94 109 234 140
Space B 1 -1 109 93 515 406
B E 2 2 93 109 203 110
E Space -3 -1 109 140 156 47
Space A 2 3 140 140 187 47
A D 0 -2 140 140 234 94
D O 1 -6 140 94 249 109
O P 0 -1 94 109 203 109
P T 0 5 109 125 359 250
T E 0 2 125 93 281 156
E D -1 0 93 124 203 110
D Space -2 -1 124 141 171 47
