D9 D3 0 6 234 265 842 608
L D 0 6 109 125 468 359
D Oemcomma -1 -5 125 110 577 452
Oemcomma Space -1 4 110 109 266 156
Space T 3 -1 109 109 1513 1404
T H -1 -1 109 109 125 16
H I 1 -2 109 94 218 109
I S -1 6 94 141 187 93
S Space -2 -2 141 125 109 -32
Space I 3 -4 125 109 406 281
I S -1 6 109 140 1217 1108
S Space -2 -2 140 125 187 47
Space T 3 -1 125 140 172 47
T H -1 -1 140 93 156 16
H E 1 3 93 265 187 94
E Space -3 -1 265 62 265 0
Space C 1 1 62 140 671 609
C L 1 -6 140 109 265 125
L O 1 0 109 93 172 63
O S -1 7 93 141 249 156
S E 1 -1 141 93 219 78
E S -1 1 93 125 218 125
S T 1 -3 125 109 187 62
T Space -3 1 109 156 297 188
Space I 3 -4 156 109 1856 1700
I Oemcomma -2 0 109 94 1170 1061
Oemcomma V 0 4 94 140 671 577
V E 2 1 140 109 218 78
E Space -3 -1 109 156 250 141
Space Back 4 -9 156 156 1466 1310
Back Back 0 0 156 94 203 47
Back Back 0 0 94 109 203 109
Back Back 0 0 109 109 312 203
Back Oem7 -2 2 109 109 1373 1264
Oem7 V -1 7 109 125 592 483
V E 2 1 125 125 219 94
E Space -3 -1 125 140 265 140
Space G 2 -1 140 187 1529 1389
G O 1 -4 187 109 312 125
O T 0 4 109 78 296 187
T T 0 0 78 94 109 31
T E 0 2 94 125 141 47
E N -2 -3 125 93 390 265
N Space -1 2 93 156 265 172
Space T 3 -1 156 110 1310 1154
T O 0 -4 110 110 234 124
O Space -3 5 110 93 266 156
Space A 2 3 93 140 234 141
A Space -2 -3 140 156 124 -16
Space C 1 1 156 156 266 110
C O 2 -6 156 109 187 31
O L -1 0 109 78 187 78
L L 0 0 78 94 109 31
L E 1 6 94 140 141 47
E G -1 -2 140 78 156 16
G E 1 2 78 125 171 93
E Space -3 -1 125 125 1794 1669
Space G 2 -1 125 94 359 234
G R 1 1 94 109 172 78
R A -1 3 109 125 249 140
A D 0 -2 125 109 250 125
D U 1 -4 109 93 125 16
U A -1 6 93 125 140 47
A T 1 -4 125 78 312 187
T I 0 -3 78 234 265 187
I O 0 -1 234 156 125 -109
O N -2 3 156 94 296 140
N OemPeriod 0 -3 94 93 1904 1810
OemPeriod Space -1 5 93 125 265 172
Space LShiftKey 1 4 125 265 374 249
LShiftKey T 2 -5 265 218 172 -93
T O 0 -4 218 156 405 187
O D -1 6 156 140 718 562
D A 0 2 140 187 156 16
A Y 1 -5 187 109 1170 983
Y Space -3 2 109 125 1139 1030
Space Back 4 -9 125 172 717 592
Back Space -4 9 172 156 1467 1295
Space I 3 -4 156 109 390 234
I Space -3 4 109 125 265 156
Space W 3 2 125 94 187 62
W A -1 1 94 109 203 109
A N -1 -5 109 94 140 31
N T 2 1 94 109 188 94
T Space -3 1 109 110 124 15
Space T 3 -1 110 93 1467 1357
T O 0 -4 93 109 218 125
O Space -3 5 109 125 250 141
Space T 3 -1 125 93 203 78
T E 0 2 93 124 234 141
E L -1 -6 124 93 390 266
L L 0 0 93 94 140 47
L Space -2 5 94 125 281 187
Space Y 3 -2 125 109 577 452
Y O 0 -3 109 218 281 172
O U 0 2 218 172 109 -109
U Space -3 3 172 140 1373 1201
Space T 3 -1 140 124 827 687
T H -1 -1 124 93 156 32
H R 1 2 93 125 249 156
R E 0 1 125 109 234 109
E E 0 0 109 109 156 47
E Space -3 -1 109 171 219 110
Space S 2 2 171 125 764 593
S T 1 -3 125 109 328 203
T P 0 -5 109 141 483 374
P R 0 6 141 109 297 156
R I 0 -4 109 94 218 109
I E 0 5 94 94 156 62
E S -1 1 94 140 203 109
S Space -2 -2 140 140 156 16
Space Back 4 -9 140 93 749 609
Back Back 0 0 93 78 140 47
Back Back 0 0 78 93 125 47
Back Back 0 0 93 94 140 47
Back Back 0 0 94 141 109 15
Back Back 0 0 141 109 531 390
Back O -1 4 109 109 686 577
O R 0 5 109 109 250 141
R I 0 -4 109 94 218 109
I E 0 5 94 94 156 62
E S -1 1 94 78 219 125
S Space -2 -2 78 140 140 62
Space F 2 0 140 203 1435 1295
F R 1 0 203 172 109 -94
R O 0 -5 172 140 141 -31
O M -2 2 140 78 265 125
M Space -1 3 78 94 156 78
Space M 1 -3 94 78 203 109
M Oemcomma 0 -1 78 62 0 -78
Oemcomma Y 2 2 62 94 483 421
Y Back 1 -7 94 125 796 702
Back Back 0 0 125 125 187 62
Back Y -1 7 125 110 733 608
Y Space -3 2 110 109 203 93
Space L 2 -5 109 125 281 172
L I 1 1 125 93 250 125
I F -1 4 93 203 265 172
F E 1 1 203 219 93 -110
E OemPeriod -2 -6 219 94 2418 2199
OemPeriod Space -1 5 94 109 297 203
Space T 3 -1 109 109 1201 1092
T H -1 -1 109 78 858 749
H A 0 5 78 203 234 156
A T 1 -4 203 109 172 -31
T Space -3 1 109 171 343 234
Space Back 4 -9 171 125 2355 2184
Back Oemcomma -3 5 125 94 1560 1435
Oemcomma S 1 6 94 140 375 281
S Space -2 -2 140 171 125 -15
Space Back 4 -9 171 125 904 733
Back Back 0 0 125 109 203 78
Back Back 0 0 109 140 328 219
Back Oem7 -2 2 140 78 2324 2184
Oem7 S 0 9 78 187 936 858
S Space -2 -2 187 125 156 -31
Space I 3 -4 125 109 484 359
I T 0 3 109 140 234 125
T OemPeriod -2 -4 140 78 2106 1966
OemPeriod Space -1 5 78 156 234 156
Space N 1 -2 156 94 452 296
N O 2 -3 94 109 234 140
O Space -3 5 109 125 281 172
Space B 1 -1 125 156 780 655
B I 2 -3 156 93 203 47
I G -1 3 93 125 312 219
G Space -2 1 125 203 109 -16
Space D 2 1 203 265 827 624
D E 1 0 265 218 203 -62
E A -1 2 218 187 405 187
A L 0 -8 187 171 141 -46
L OemPeriod -1 0 171 78 1840 1669
OemPeriod Space -1 5 78 110 234 156
Space J 2 -3 110 93 375 265
J U 1 0 93 94 171 78
U S -1 5 94 172 250 156
S T 1 -3 172 125 140 -32
T Space -3 1 125 125 219 94
Space T 3 -1 125 140 156 31
T H -1 -1 140 109 140 0
H R 1 2 109 188 187 78
R E 0 1 188 171 110 -78
E E 0 0 171 109 234 63
E Space -3 -1 109 156 312 203
Space S 2 2 156 109 374 218
S T 1 -3 109 94 265 156
T O 0 -4 94 156 265 171
O R 0 5 156 156 422 266
R I 0 -4 156 93 187 31
I E 0 5 93 109 187 94
E S -1 1 109 156 218 109
S OemPeriod -1 -7 156 125 2715 2559
OemPeriod Return 1 -3 125 203 1076 951
Return T 1 7 203 94 3947 3744
T H -1 -1 94 78 125 31
H T 1 1 78 78 1248 1170
T Back 1 -8 78 172 483 405
Back E -1 10 172 124 500 328
E Space -3 -1 124 125 124 0
Space F 2 0 125 140 219 94
F I 1 -4 140 93 281 141
I R 0 4 93 78 140 47
R S -1 2 78 140 624 546
S T 1 -3 140 140 125 -15
T Space -3 1 140 141 405 265
Space S 2 2 141 125 780 639
S T 1 -3 125 109 281 156
T O 0 -4 109 124 375 266
O R 0 5 124 141 249 125
R Y 0 -2 141 94 312 171
Y Space -3 2 94 156 297 203
Space I 3 -4 156 110 592 436
I S -1 6 110 156 266 156
S Space -2 -2 156 140 140 -16
Space A 2 3 140 187 1092 952
A B -1 -4 187 94 218 31
B O 2 -4 94 171 344 250
O U 0 2 171 141 93 -78
U T 0 2 141 125 234 93
T Space -3 1 125 156 141 16
Space C 1 1 156 172 405 249
C O 2 -6 172 125 156 -16
O N -2 3 125 63 265 140
N N 0 0 63 78 94 31
N E 2 3 78 125 156 78
E C -2 0 125 109 250 125
C T 2 -2 109 78 203 94
T I 0 -3 78 124 312 234
I N -2 2 124 62 889 765
N G 1 1 62 109 1154 1092
G Space -2 1 109 187 156 47
Space T 3 -1 187 93 1311 1124
T H -1 -1 93 94 140 47
H E 1 3 94 156 203 109
E Space -3 -1 156 156 140 -16
Space D 2 1 156 125 234 78
D O 1 -6 125 93 172 47
O T 0 4 93 78 296 203
T S -1 3 78 171 141 63
S Oemcomma -1 -6 171 94 1419 1248
Oemcomma Back 3 -5 94 125 577 483
Back OemPeriod -3 4 125 110 1014 889
OemPeriod Return 1 -3 110 109 219 109
Return I 1 4 109 124 2231 2122
I Space -3 4 124 109 265 141
Space D 2 1 109 125 140 31
D R 1 -1 125 93 219 94
R O 0 -5 93 109 218 125
O P 0 -1 109 78 203 94
P P 0 0 78 94 109 31
P E 0 7 94 125 156 62
E D -1 0 125 94 234 109
D Space -2 -1 94 140 172 78
Space O 3 -5 140 125 1497 1357
O U 0 2 125 93 219 94
U T 0 2 93 94 202 109
T Space -3 1 94 156 156 62
Space O 3 -5 156 93 1280 1124
O F -1 5 93 125 343 250
F Space -2 0 125 140 156 31
Space R 3 0 140 187 608 468
R E 0 1 187 94 312 125
E E 0 0 94 156 172 78
E D -1 0 156 125 374 218
D Space -2 -1 125 125 187 62
Space Left 0 -7 125 93 1592 1467
Left Left 0 0 93 78 156 63
Left Left 0 0 78 94 140 62
Left Left 0 0 94 94 374 280
Left Back 4 -2 94 93 500 406
Back LShiftKey -3 13 93 203 499 406
LShiftKey R 2 -4 203 172 109 -94
R Right -3 -9 172 78 936 764
Right Right 0 0 78 94 140 62
Right Right 0 0 94 78 250 156
Right Right 0 0 78 110 296 218
Right Space 0 9 110 140 484 374
Space LShiftKey 1 4 140 452 2122 1982
LShiftKey C 0 -3 452 234 296 -156
C O 2 -6 234 125 281 47
O L -1 0 125 62 234 109
L L 0 0 62 94 93 31
L E 1 6 94 156 172 78
E G -1 -2 156 93 172 16
G E 1 2 93 140 140 47
E Space -3 -1 140 140 2106 1966
Space A 2 3 140 156 452 312
A F 0 -3 156 94 172 16
F T 1 -1 94 109 203 109
T E 0 2 109 125 156 47
E R 0 -1 125 125 109 -16
R Space -3 0 125 141 920 795
Space T 3 -1 141 109 531 390
T H -1 -1 109 93 125 16
H E 1 3 93 109 296 203
E Space -3 -1 109 156 140 31
Space F 2 0 156 140 1342 1186
F I 1 -4 140 94 265 125
I R 0 4 94 93 375 281
R S -1 2 93 109 312 219
S T 1 -3 109 141 93 -16
T Space -3 1 141 172 1248 1107
Space D6 4 -2 172 109 1326 1154
D6 Space -4 2 109 124 141 32
Space M 1 -3 124 110 280 156
M O 2 -2 110 125 203 93
O N -2 3 125 94 234 109
N T 2 1 94 141 421 327
T H -1 -1 141 109 125 -16
H S 0 4 109 171 328 219
S Oemcomma -1 -6 171 93 2730 2559
Oemcomma Space -1 4 93 140 655 562
Space B 1 -1 140 156 655 515
B U 2 -2 156 94 125 -31
U T 0 2 94 140 172 78
T Space -3 1 140 125 171 31
Space T 3 -1 125 125 1342 1217
T H -1 -1 125 78 125 0
H E 1 3 78 203 296 218
E N -2 -3 203 94 187 -16
N Space -1 2 94 141 234 140
Space S 2 2 141 203 1794 1653
S T 1 -3 203 93 250 47
T A -1 4 93 218 187 94
A Y 1 -5 218 78 390 172
Y E 0 3 78 94 140 62
E D -1 0 94 93 188 94
D Space -2 -1 93 172 982 889
Space A 2 3 172 141 468 296
A R 1 -3 141 171 266 125
R O 0 -5 171 109 296 125
O U 0 2 109 124 484 375
U N -2 1 124 78 265 141
N D 1 3 78 172 1123 1045
D Space -2 -1 172 234 1248 1076
Space A 2 3 234 265 390 156
A S 0 -1 265 234 62 -203
S Space -2 -2 234 156 1170 936
Space A 2 3 156 140 562 406
A Space -2 -3 140 156 187 47
Space D 2 1 156 94 515 359
D R 1 -1 94 171 359 265
R O 0 -5 171 187 593 422
O P 0 -1 187 156 109 -78
P OemMinus 1 -1 156 93 468 312
OemMinus I -1 3 93 110 483 390
I N -2 2 110 78 234 124
N Space -1 2 78 140 1155 1077
Space F 2 0 140 140 780 640
F O 1 -5 140 78 249 109
O R 0 5 78 141 125 47
R Space -3 0 141 125 187 46
Space A 2 3 125 188 1716 1591
A N -1 -5 188 94 328 140
N O 2 -3 94 125 234 140
O T 0 4 125 109 390 265
T H -1 -1 109 78 125 16
H E 1 3 78 172 327 249
E R 0 -1 172 219 78 -94
R Space -3 0 219 125 1779 1560
Space D1 4 3 125 172 421 296
D1 D8 0 -7 172 93 562 390
D8 Space -4 4 93 125 249 156
Space M 1 -3 125 141 312 187
M O 2 -2 141 125 203 62
O N -2 3 125 109 250 125
N T 2 1 109 109 717 608
T H -1 -1 109 94 109 0
H S 0 4 94 141 1014 920
S Space -2 -2 141 187 1654 1513
Space D0 4 -6 187 109 499 312
D0 Back 0 -3 109 125 936 827
Back O -1 4 125 110 1045 920
O R 0 5 110 125 297 187
R Space -3 0 125 125 140 15
Space S 2 2 125 125 250 125
S O 1 -7 125 94 140 15
O Space -3 5 94 156 1170 1076
Space B 1 -1 156 124 1311 1155
B E 2 2 124 109 265 141
E F -1 -1 109 156 249 140
F O 1 -5 156 109 203 47
O R 0 5 109 187 203 94
R E 0 1 187 187 125 -62
E Space -3 -1 187 140 1373 1186
Space I 3 -4 140 109 811 671
I Space -3 4 109 156 343 234
Space Back 4 -9 156 125 920 764
Back Back 0 0 125 93 188 63
Back LShiftKey -3 13 93 234 1294 1201
LShiftKey I 2 -8 234 140 141 -93
I Space -3 4 140 125 374 234
Space R 3 0 125 218 359 234
R E 0 1 218 187 94 -124
E A -1 2 187 156 280 93
A L 0 -8 156 78 188 32
L L 0 0 78 78 140 62
L Y 1 3 78 94 468 390
Y Space -3 2 94 156 125 31
Space Q 3 3 156 94 499 343
Q U 0 -6 94 187 312 218
U I 0 -1 187 187 109 -78
I T 0 3 187 94 390 203
T OemPeriod -2 -4 94 78 2075 1981
OemPeriod Space -1 5 78 124 1342 1264
Space S 2 2 124 156 889 765
S O 1 -7 156 109 140 -16
O Space -3 5 109 140 1451 1342
Space W 3 2 140 172 546 406
W H -1 -4 172 93 250 78
H Y 1 0 93 109 156 63
Y Space -3 2 109 156 327 218
Space D 2 1 156 140 1077 921
D I 1 -5 140 94 1419 1279
I D -1 5 94 187 156 62
D Space -2 -1 187 93 172 -15
Space I 3 -4 93 109 296 203
I Space -3 4 109 140 515 406
Space F 2 0 140 234 421 281
F R 1 0 234 203 109 -125
R O 0 -5 203 203 468 265
O P 0 -1 203 187 94 -109
P Back 1 -3 187 94 686 499
Back Back 0 0 94 93 141 47
Back Back 0 0 93 78 140 47
Back Back 0 0 78 93 141 63
Back Back 0 0 93 93 390 297
Back D -2 10 93 110 280 187
D Back 2 -10 110 140 843 733
Back Space -4 9 140 172 374 234
Space D 2 1 172 125 265 93
D R 1 -1 125 125 234 109
R O 0 -5 125 187 203 78
O P 0 -1 187 156 94 -93
P Space -3 6 156 109 265 109
Space O 3 -5 109 202 250 141
O U 0 2 202 188 124 -78
U T 0 2 188 141 234 46
T RShiftKey -2 -6 141 281 1654 1513
RShiftKey OemQuestion 0 1 281 156 156 -125
OemQuestion Return 1 -2 156 187 328 172
Return Right -2 -1 187 733 4820 4633
Right Right 0 0 733 94 889 156
Right Right 0 0 94 62 172 78
Right Right 0 0 62 78 125 63
Right Right 0 0 78 687 124 46
Right Right 0 0 687 78 858 171
Right Right 0 0 78 78 141 63
Right Right 0 0 78 78 125 47
Right Right 0 0 78 109 140 62
Right Back 4 0 109 156 905 796
Back Back 0 0 156 188 1232 1076
Back Space -4 9 188 219 936 748
Space RShiftKey 1 -7 219 110 6708 6489
RShiftKey RShiftKey 0 0 110 187 765 655
RShiftKey Return 1 -1 187 203 1341 1154
Return I 1 4 203 110 2184 1981
I T 0 3 110 109 188 78
T Space -3 1 109 109 156 47
Space S 2 2 109 156 234 125
S T 1 -3 156 78 171 15
T A -1 4 78 124 141 63
A R 1 -3 124 171 156 32
R T 0 -1 171 109 109 -62
T E 0 2 109 109 125 16
E D -1 0 109 94 218 109
D Space -2 -1 94 171 281 187
Space B 1 -1 171 109 1919 1748
B E 2 2 109 94 249 140
E F -1 -1 94 156 234 140
F O 1 -5 156 109 172 16
O R 0 5 109 172 187 78
R E 0 1 172 156 109 -63
E Space -3 -1 156 156 203 47
Space I 3 -4 156 93 1529 1373
I Back 1 -5 93 140 546 453
Back LShiftKey -3 13 140 203 655 515
LShiftKey I 2 -8 203 156 140 -63
I Space -3 4 156 109 281 125
Space W 3 2 109 93 141 32
W A -1 1 93 94 202 109
A S 0 -1 94 94 172 78
S Space -2 -2 94 125 140 46
Space B 1 -1 125 125 250 125
B O 2 -4 125 110 218 93
O R 0 5 110 93 219 109
R N -2 -2 93 78 156 63
N OemPeriod 0 -3 78 109 1934 1856
OemPeriod Space -1 5 109 109 219 110
Space LShiftKey 1 4 109 203 280 171
LShiftKey M 0 -7 203 187 110 -93
M Y 2 1 187 109 655 468
Y Space -3 2 109 140 359 250
Space B 1 -1 140 94 873 733
B I 2 -3 94 203 421 327
I O 0 -1 203 156 110 -93
O L -1 0 156 110 280 124
L O 1 0 110 109 172 62
O G -1 4 109 93 328 219
G I 1 -3 93 94 374 281
I C -2 5 94 93 593 499
C A 1 2 93 187 140 47
A K 0 -7 187 140 219 32
K Space -2 4 140 171 343 203
Space M 1 -3 171 140 936 765
M O 2 -2 140 109 187 47
O Y 0 3 109 125 218 109
Y J -1 -1 125 140 110 -15
J E 1 4 140 266 514 374
E R 0 -1 266 203 172 -94
R Space -3 0 203 156 296 93
Space W 3 2 156 78 422 266
W A -1 1 78 109 312 234
A S 0 -1 109 94 202 93
S Space -2 -2 94 125 156 62
Space A 2 3 125 109 172 47
A Space -2 -3 109 110 140 31
Space Y 3 -2 110 93 765 655
Y O 0 -3 93 203 234 141
O U 0 2 203 156 109 -94
U N -2 1 156 94 265 109
N G 1 1 94 78 328 234
G Oemcomma -1 -3 78 110 2277 2199
Oemcomma Space -1 4 110 110 468 358
Space U 3 -3 110 125 281 171
U N -2 1 125 109 219 94
N W 2 4 109 187 343 234
W E 0 -1 187 156 109 -78
E D -1 0 156 109 265 109
D Space -2 -1 109 140 531 422
Space C 1 1 140 171 546 406
C O 2 -6 171 94 218 47
O L -1 0 94 78 218 124
L L 0 0 78 78 125 47
L E 1 6 78 110 265 187
E G -1 -2 110 125 780 670
G E 1 2 125 125 203 78
E Space -3 -1 125 140 874 749
Space G 2 -1 140 109 733 593
G R 1 1 109 94 343 234
R A -1 3 94 124 297 203
A D 0 -2 124 124 390 266
D U 1 -4 124 94 202 78
U A -1 6 94 156 125 31
A T 1 -4 156 78 203 47
T E 0 2 78 93 125 47
E Left -3 -8 93 1622 1872 1779
Left Left 0 0 1622 31 1794 172
Left Left 0 0 31 78 93 62
Left Left 0 0 78 110 156 78
Left Right 0 -2 110 94 905 795
Right Back 4 0 94 78 343 249
Back Back 0 0 78 94 125 47
Back T -1 8 94 93 874 780
T H -1 -1 93 78 125 32
H Left -2 -5 78 78 780 702
Left Left 0 0 78 78 156 78
Left Left 0 0 78 546 109 31
Left Left 0 0 546 62 655 109
Left Right 0 -2 62 94 655 593
Right Back 4 0 94 78 312 218
Back Right -4 0 78 421 905 827
Right Back 4 0 421 124 2122 1701
Back L -2 4 124 78 998 874
L Space -2 5 78 234 203 125
Space Space 0 0 234 140 3869 3635
Space S 2 2 140 141 280 140
S T 1 -3 141 78 141 0
T U 0 -2 78 109 296 218
U D -1 4 109 172 421 312
D E 1 0 172 203 78 -94
E N -2 -3 203 109 188 -15
N T 2 1 109 109 187 78
T Oemcomma -2 -3 109 109 1763 1654
Oemcomma Space -1 4 109 156 327 218
Space A 2 3 156 156 453 297
A N -1 -5 156 94 249 93
N D 1 3 94 94 281 187
D Space -2 -1 94 125 593 499
Space S 2 2 125 140 577 452
S H 0 -4 140 94 187 47
H E 1 3 94 94 203 109
E Space -3 -1 94 125 140 46
Space D 2 1 125 110 156 31
D E 1 0 110 93 188 78
E C -2 0 93 125 218 125
C I 2 -5 125 109 234 109
I D -1 5 109 172 218 109
D E 1 0 172 265 110 -62
E D -1 0 265 203 171 -94
D Space -2 -1 203 202 375 172
Space T 3 -1 202 93 1591 1389
T P 0 -5 93 47 249 156
P O 0 1 47 94 250 203
O Back 1 -4 94 93 1030 936
Back Back 0 0 93 109 140 47
Back O -1 4 109 94 624 515
O Space -3 5 94 109 967 873
Space P 3 -6 109 203 328 219
P U 0 3 203 187 125 -78
U T 0 2 187 109 312 125
T Space -3 1 109 109 78 -31
Space M 1 -3 109 109 265 156
M E 2 4 109 141 171 62
E Space -3 -1 141 109 125 -16
Space F 2 0 109 218 250 141
F O 1 -5 218 109 296 78
O R 0 5 109 110 187 78
R Space -3 0 110 110 156 46
Space A 2 3 110 125 297 187
A D 0 -2 125 109 234 109
D O 1 -6 109 219 374 265
O P 0 -1 219 140 141 -78
P T 0 5 140 94 405 265
T I 0 -3 94 203 250 156
I O 0 -1 203 140 109 -94
O N -2 3 140 78 359 219
N OemPeriod 0 -3 78 93 2543 2465
OemPeriod Space -1 5 93 109 249 156
Space Z 1 3 109 343 359 250
Z LShiftKey 0 1 343 359 671 328
LShiftKey S 1 -2 359 265 234 -125
S Back 2 -11 265 109 827 562
Back Back 0 0 109 140 187 78
Back LShiftKey -3 13 140 344 639 499
LShiftKey S 1 -2 344 249 188 -156
S J 0 -5 249 109 327 78
J Back 2 -6 109 171 453 344
Back H -2 7 171 94 639 468
H E 1 3 94 125 281 187
E Space -3 -1 125 94 156 31
Space F 2 0 94 203 203 109
F E 1 1 203 140 156 -47
E L -1 -6 140 124 125 -15
L T 1 4 124 109 1232 1108
T Space -3 1 109 172 187 78
Space V 1 0 172 78 1623 1451
V E 2 1 78 249 343 265
E R 0 -1 249 234 109 -140
R Y 0 -2 234 140 250 16
Y Space -3 2 140 172 436 296
Space S 2 2 172 156 437 265
S T 1 -3 156 140 515 359
T R 0 1 140 156 250 110
R O 0 -5 156 140 218 62
O N -2 3 140 78 484 344
N G 1 1 78 94 249 171
