D9 D1 0 8 156 140 421 265
R A -1 3 94 125 187 93
A D 0 -2 125 94 203 78
D U 1 -4 94 93 125 31
U A -1 6 93 124 125 32
A T 1 -4 124 109 249 125
T E 0 2 109 125 172 63
E D -1 0 125 110 171 46
D Space -2 -1 110 109 375 265
Space F 2 0 109 94 608 499
F R 1 0 94 124 141 47
R O 0 -5 124 62 140 16
O M -2 2 62 94 421 359
M Space -1 3 94 110 187 93
Space C 1 1 110 125 141 31
C O 2 -6 125 78 218 93
O L -1 0 78 94 156 78
L L 0 0 94 78 156 62
L E 1 6 78 109 156 78
E G -1 -2 109 94 234 125
G E 1 2 94 93 172 78
E OemPeriod -2 -6 93 94 1435 1342
OemPeriod Space -1 5 94 93 203 109
Space LShiftKey 1 4 93 375 140 47
LShiftKey T 2 -5 375 62 328 -47
T R 0 1 62 110 249 187
R U 0 -3 110 62 172 62
U T 0 2 62 93 125 63
T H -1 -1 93 78 125 32
H Space -2 2 78 94 249 171
Space B 1 -1 94 78 889 795
B E 2 2 78 93 188 110
E Space -3 -1 93 78 124 31
Space T 3 -1 78 93 141 63
T O 0 -4 93 78 156 63
O L -1 0 78 78 187 109
L D 0 6 78 93 172 94
D Oemcomma -1 -5 93 63 280 187
Oemcomma Space -1 4 63 62 188 125
Space T 3 -1 62 94 1232 1170
T H -1 -1 94 78 140 46
H I 1 -2 78 78 156 78
I S -1 6 78 78 110 32
S Space -2 -2 78 78 156 78
Space I 3 -4 78 63 202 124
I S -1 6 63 93 110 47
S Space -2 -2 93 93 156 63
Space T 3 -1 93 93 156 63
T H -1 -1 93 78 109 16
H E 1 3 78 93 125 47
E Space -3 -1 93 94 140 47
Space C 1 1 94 125 140 46
C L 1 -6 125 94 172 47
L O 1 0 94 109 172 78
O S -1 7 109 94 124 15
S E 1 -1 94 63 203 109
E S -1 1 63 125 562 499
S T 1 -3 125 93 1092 967
T Space -3 1 93 94 2402 2309
Space LShiftKey 1 4 94 250 359 265
LShiftKey I 2 -8 250 62 172 -78
I Oem7 -1 -3 62 78 390 328
Oem7 V -1 7 78 78 530 452
V E 2 1 78 78 172 94
E Space -3 -1 78 110 1528 1450
Space E 3 1 110 109 609 499
E V -2 -1 109 78 327 218
V E 2 1 78 94 94 16
E R 0 -1 94 110 140 46
R Space -3 0 110 78 141 31
Space G 2 -1 78 125 234 156
G O 1 -4 125 93 203 78
O T 0 4 93 156 124 31
T T 0 0 156 47 203 47
T E 0 2 47 109 125 78
E N -2 -3 109 78 172 63
N Space -1 2 78 78 202 124
Space T 3 -1 78 94 796 718
T O 0 -4 94 93 125 31
O Space -3 5 93 109 203 110
Space A 2 3 109 109 140 31
A Space -2 -3 109 109 172 63
Space C 1 1 109 125 592 483
C O 2 -6 125 78 110 -15
O L -1 0 78 78 187 109
L L 0 0 78 78 125 47
L E 1 6 78 94 124 46
E G -1 -2 94 110 234 140
G E 1 2 110 94 172 62
E Space -3 -1 94 94 218 124
Space G 2 -1 94 78 827 733
G R 1 1 78 109 125 47
R A -1 3 109 109 187 78
A D 0 -2 109 94 343 234
D U 1 -4 94 78 156 62
U A -1 6 78 125 375 297
A T 1 -4 125 140 265 140
T I 0 -3 140 78 234 94
I O 0 -1 78 78 156 78
O N -2 3 78 93 172 94
N OemPeriod 0 -3 93 78 3151 3058
OemPeriod Space -1 5 78 93 234 156
Space LShiftKey 1 4 93 936 827 734
LShiftKey T 2 -5 936 62 842 -94
T O 0 -4 62 94 312 250
O D -1 6 94 93 203 109
D A 0 2 93 156 109 16
A Y 1 -5 156 78 234 78
Y Space -3 2 78 94 156 78
Space LShiftKey 1 4 94 234 125 31
LShiftKey I 2 -8 234 78 140 -94
I Space -3 4 78 110 187 109
Space W 3 2 110 109 125 15
W A -1 1 109 125 156 47
A N -1 -5 125 94 156 31
N T 2 1 94 125 156 62
T Space -3 1 125 93 172 47
Space T 3 -1 93 93 858 765
T O 0 -4 93 62 125 32
O Space -3 5 62 109 171 109
Space T 3 -1 109 110 187 78
T E 0 2 110 93 188 78
E L -1 -6 93 78 187 94
L L 0 0 78 78 140 62
L Space -2 5 78 93 219 141
Space Y 3 -2 93 93 1014 921
Y O 0 -3 93 78 124 31
O U 0 2 78 78 188 110
U Space -3 3 78 93 187 109
Space T 3 -1 93 109 109 16
T H -1 -1 109 63 140 31
H R 1 2 63 125 141 78
R E 0 1 125 94 187 62
E E 0 0 94 93 172 78
E Space -3 -1 93 94 171 78
Space S 2 2 94 125 733 639
S T 1 -3 125 109 250 125
T O 0 -4 109 78 203 94
O R 0 5 78 93 312 234
R I 0 -4 93 78 281 188
I E 0 5 78 141 124 46
E S -1 1 141 93 266 125
S Space -2 -2 93 109 483 390
Space F 2 0 109 93 1498 1389
F R 1 0 93 94 140 47
R O 0 -5 94 63 109 15
O M -2 2 63 94 156 93
M Space -1 3 94 110 156 62
Space M 1 -3 110 93 219 109
M Y 2 1 93 94 109 16
Y Space -3 2 94 78 156 62
Space L 2 -5 78 78 203 125
L I 1 1 78 78 218 140
I F -1 4 78 109 125 47
F E 1 1 109 109 172 63
E OemPeriod -2 -6 109 94 405 296
OemPeriod Space -1 5 94 109 687 593
Space LShiftKey 1 4 109 468 187 78
LShiftKey T 2 -5 468 78 405 -63
T H -1 -1 78 78 188 110
H A 0 5 78 109 140 62
A T 1 -4 109 93 250 141
T Oem7 -1 -6 93 78 202 109
Oem7 S 0 9 78 94 203 125
S Space -2 -2 94 78 156 62
Space I 3 -4 78 78 468 390
I T 0 3 78 125 655 577
T Space -3 1 125 109 640 515
Space Back 4 -9 109 31 1326 1217
Back OemPeriod -3 4 31 78 390 359
OemPeriod Space -1 5 78 78 187 109
Space LShiftKey 1 4 78 202 141 63
LShiftKey N 0 -6 202 94 124 -78
N O 2 -3 94 78 188 94
O Space -3 5 78 93 187 109
Space B 1 -1 93 125 218 125
B I 2 -3 125 78 172 47
I G -1 3 78 94 374 296
G Space -2 1 94 94 125 31
Space D 2 1 94 110 218 124
D E 1 0 110 94 156 46
E A -1 2 94 125 172 78
A L 0 -8 125 94 140 15
L OemPeriod -1 0 94 78 1155 1061
OemPeriod Space -1 5 78 78 203 125
Space LShiftKey 1 4 78 234 93 15
LShiftKey J 1 -7 234 78 172 -62
J U 1 0 78 110 171 93
U S -1 5 110 125 141 31
S T 1 -3 125 109 265 140
T Space -3 1 109 110 140 31
Space T 3 -1 110 94 203 93
T H -1 -1 94 63 78 -16
H R 1 2 63 94 187 124
R E 0 1 94 94 156 62
E E 0 0 94 78 172 78
E Space -3 -1 78 94 187 109
Space S 2 2 94 94 749 655
S T 1 -3 94 109 281 187
T O 0 -4 109 78 171 62
O R 0 5 78 109 172 94
R I 0 -4 109 93 203 94
I E 0 5 93 93 125 32
E S -1 1 93 156 140 47
S OemPeriod -1 -7 156 78 780 624
OemPeriod Return 1 -3 78 78 265 187
Return Return 0 0 78 62 141 63
Return LShiftKey -1 12 62 796 951 889
LShiftKey T 2 -5 796 93 687 -109
T H -1 -1 93 78 218 125
H E 1 3 78 109 94 16
E Space -3 -1 109 78 187 78
Space F 2 0 78 110 171 93
F I 1 -4 110 93 219 109
I R 0 4 93 94 218 125
R S -1 2 94 109 156 62
S T 1 -3 109 125 172 63
T Space -3 1 125 94 249 124
Space S 2 2 94 94 702 608
S T 1 -3 94 109 266 172
T I 0 -3 109 94 218 109
I Back 1 -5 94 62 437 343
Back O -1 4 62 78 203 141
O R 0 5 78 109 156 78
R Y 0 -2 109 78 296 187
Y Space -3 2 78 109 172 94
Space I 3 -4 109 78 187 78
I S -1 6 78 125 93 15
S Space -2 -2 125 93 188 63
Space A 2 3 93 94 2402 2309
A B -1 -4 94 78 78 -16
B O 2 -4 78 78 250 172
O U 0 2 78 93 156 78
U T 0 2 93 109 156 63
T Space -3 1 109 93 187 78
Space C 1 1 93 110 1107 1014
C O 2 -6 110 78 172 62
O N -2 3 78 78 203 125
N N 0 0 78 78 156 78
N E 2 3 78 93 47 -31
E C -2 0 93 140 187 94
C T 2 -2 140 94 249 109
T I 0 -3 94 109 125 31
I N -2 2 109 93 250 141
N G 1 1 93 94 171 78
G Space -2 1 94 78 110 16
Space T 3 -1 78 94 124 46
T H -1 -1 94 78 110 16
H E 1 3 78 109 140 62
E Space -3 -1 109 78 156 47
Space D 2 1 78 140 156 78
D O 1 -6 140 78 187 47
O T 0 4 78 93 219 141
T S -1 3 93 140 187 94
S OemPeriod -1 -7 140 78 234 94
OemPeriod Return 1 -3 78 78 889 811
Return Return 0 0 78 62 172 94
Return LShiftKey -1 12 62 390 530 468
LShiftKey I 2 -8 390 62 312 -78
I Space -3 4 62 109 203 141
Space D 2 1 109 109 234 125
D R 1 -1 109 109 203 94
R O 0 -5 109 78 140 31
O P 0 -1 78 187 156 78
P E 0 7 187 140 203 16
E Back 1 -10 140 109 936 796
Back OemOpenBrackets -1 2 109 93 359 250
OemOpenBrackets Back 1 -2 93 93 624 531
Back P -1 3 93 94 358 265
P E 0 7 94 94 234 140
E D -1 0 94 78 188 94
D Space -2 -1 78 78 140 62
Space O 3 -5 78 93 1997 1919
O U 0 2 93 109 281 188
U T 0 2 109 94 218 109
T Space -3 1 94 94 109 15
Space O 3 -5 94 78 234 140
O F -1 5 78 93 219 141
F Space -2 0 93 93 156 63
Space LShiftKey 1 4 93 546 421 328
LShiftKey R 2 -4 546 78 468 -78
R E 0 1 78 94 187 109
E E 0 0 94 109 172 78
E D -1 0 109 94 202 93
D Space -2 -1 94 94 125 31
Space LShiftKey 1 4 94 343 172 78
LShiftKey C 0 -3 343 140 187 -156
C O 2 -6 140 62 156 16
O L -1 0 62 78 172 110
L L 0 0 78 94 124 46
L E 1 6 94 109 110 16
E G -1 -2 109 93 234 125
G E 1 2 93 109 140 47
E Space -3 -1 109 109 234 125
Space A 2 3 109 109 484 375
A G 0 -4 109 16 296 187
G Back 2 -8 16 62 905 889
Back F -2 9 62 109 437 375
F T 1 -1 109 62 187 78
T E 0 2 62 110 93 31
E R 0 -1 110 110 156 46
R Space -3 0 110 93 188 78
Space LShiftKey 1 4 93 390 452 359
LShiftKey T 2 -5 390 93 718 328
T H -1 -1 93 78 156 63
H E 1 3 78 93 109 31
E Space -3 -1 93 94 109 16
Space F 2 0 94 125 140 46
F I 1 -4 125 78 188 63
I R 0 4 78 94 124 46
R S -1 2 94 109 188 94
S T 1 -3 109 78 187 78
T Space -3 1 78 94 140 62
Space D6 4 -2 94 94 655 561
D6 Space -4 2 94 78 141 47
Space M 1 -3 78 94 218 140
M P 2 -3 94 78 172 78
P O 0 1 78 16 31 -47
O N -2 3 16 109 156 140
N T 2 1 109 94 156 47
T H -1 -1 94 93 125 31
H S 0 4 93 124 203 110
S Oemcomma -1 -6 124 78 982 858
Oemcomma Space -1 4 78 94 156 78
Space B 1 -1 94 94 328 234
B U 2 -2 94 94 156 62
U T 0 2 94 94 156 62
T Space -3 1 94 94 78 -16
Space T 3 -1 94 78 203 109
T H -1 -1 78 94 15 -63
H E 1 3 94 16 281 187
E E 0 0 16 63 78 62
E Right -3 -10 63 2231 3089 3026
Right Left 0 2 2231 140 2512 281
Left Left 0 0 140 93 265 125
Left Left 0 0 93 94 187 94
Left Left 0 0 94 93 172 78
Left Back 4 -2 93 78 733 640
Back Right -4 0 78 796 639 561
Right Right 0 0 796 125 921 125
Right Right 0 0 125 140 203 78
Right Right 0 0 140 125 202 62
Right Right 0 0 125 156 141 16
Right N 1 7 156 78 858 702
N Space -1 2 78 93 1404 1326
Space S 2 2 93 94 499 406
S T 1 -3 94 78 109 15
T Capital -1 5 78 62 172 94
Capital Y 1 -6 62 78 109 47
Y Back 1 -7 78 124 1233 1155
Back A -2 12 124 109 1279 1155
A Back 2 -12 109 94 889 780
Back Capital -2 13 94 93 406 312
Capital A 0 -1 93 124 390 297
A Y 1 -5 124 63 280 156
Y Right -3 -7 63 219 827 764
Right D 2 10 219 47 749 530
D Space -2 -1 47 93 718 671
Space A 2 3 93 124 312 219
A R 1 -3 124 94 405 281
R O 0 -5 94 78 203 109
O U 0 2 78 78 203 125
U N -2 1 78 94 187 109
N D 1 3 94 94 265 171
D Space -2 -1 94 110 187 93
Space A 2 3 110 124 422 312
A S 0 -1 124 94 218 94
S Space -2 -2 94 109 125 31
Space A 2 3 109 109 187 78
A Space -2 -3 109 93 172 63
Space D 2 1 93 93 889 796
D R 1 -1 93 93 281 188
R O 0 -5 93 78 234 141
O P 0 -1 78 78 187 109
P OemMinus 1 -1 78 94 561 483
OemMinus I -1 3 94 93 344 250
I N -2 2 93 124 156 63
N Space -1 2 124 110 592 468
Space F 2 0 110 109 500 390
F O 1 -5 109 78 187 78
O R 0 5 78 94 93 15
R Space -3 0 94 109 172 78
Space A 2 3 109 125 187 78
A N -1 -5 125 62 406 281
N O 2 -3 62 78 249 187
O T 0 4 78 124 188 110
T H -1 -1 124 78 124 0
H E 1 3 78 109 125 47
E R 0 -1 109 78 156 47
R Space -3 0 78 94 499 421
Space D1 4 3 94 125 562 468
D1 D8 0 -7 125 62 234 109
D8 Space -4 4 62 94 218 156
Space M 1 -3 94 78 234 140
M O 2 -2 78 94 172 94
O N -2 3 94 93 172 78
N T 2 1 93 94 124 31
T H -1 -1 94 78 141 47
H S 0 4 78 110 171 93
S Space -2 -2 110 94 983 873
Space O 3 -5 94 93 250 156
O R 0 5 93 78 265 172
R Space -3 0 78 93 125 47
Space S 2 2 93 125 140 47
S O 1 -7 125 94 156 31
O Space -3 5 94 109 718 624
Space B 1 -1 109 94 967 858
B E 2 2 94 125 187 93
E F -1 -1 125 125 187 62
F O 1 -5 125 78 125 0
O R 0 5 78 125 125 47
R E 0 1 125 94 156 31
E Space -3 -1 94 78 172 78
Space LShiftKey 1 4 78 749 202 124
LShiftKey I 2 -8 749 94 640 -109
I Space -3 4 94 109 187 93
Space R 3 0 109 94 187 78
R E 0 1 94 124 110 16
E A -1 2 124 109 312 188
A L 0 -8 109 78 218 109
L L 0 0 78 62 203 125
L Y 1 3 62 94 655 593
Y Space -3 2 94 94 218 124
Space Q 3 3 94 124 422 328
Q U 0 -6 124 78 187 63
U I 0 -1 78 78 203 125
I T 0 3 78 125 218 140
T OemPeriod -2 -4 125 78 1154 1029
OemPeriod Space -1 5 78 94 203 125
Space LShiftKey 1 4 94 312 109 15
LShiftKey S 1 -2 312 109 203 -109
S O 1 -7 109 62 125 16
O Space -3 5 62 94 218 156
Space W 3 2 94 93 188 94
W H -1 -4 93 93 234 141
H Y 1 0 93 78 187 94
Y Space -3 2 78 78 171 93
Space D 2 1 78 110 156 78
D I 1 -5 110 78 172 62
I D -1 5 78 94 140 62
D Space -2 -1 94 93 141 47
Space LShiftKey 1 4 93 219 296 203
LShiftKey I 2 -8 219 78 125 -94
I Space -3 4 78 125 187 109
Space D 2 1 125 109 312 187
D R 1 -1 109 110 187 78
R O 0 -5 110 78 172 62
O P 0 -1 78 78 156 78
P Space -3 6 78 93 250 172
Space O 3 -5 93 78 421 328
O U 0 2 78 78 187 109
U T 0 2 78 125 281 203
T LShiftKey -2 5 125 312 296 171
LShiftKey OemQuestion 0 -10 312 78 172 -140
OemQuestion Return 1 -2 78 109 1373 1295
Return LShiftKey -1 12 109 140 499 390
LShiftKey Return 1 -12 140 109 437 297
Return Back 2 -1 109 78 1560 1451
Back LShiftKey -3 13 78 561 421 343
LShiftKey I 2 -8 561 78 452 -109
I Space -3 4 78 94 546 468
Space S 2 2 94 124 453 359
S T 1 -3 124 62 187 63
T A -1 4 62 125 156 94
A R 1 -3 125 62 203 78
R T 0 -1 62 78 171 109
T E 0 2 78 93 297 219
E D -1 0 93 78 187 94
D Space -2 -1 78 93 3120 3042
Space Back 4 -9 93 125 1263 1170
Back Back 0 0 125 94 203 78
Back Back 0 0 94 78 187 93
Back Back 0 0 78 78 172 94
Back Back 0 0 78 78 172 94
Back Back 0 0 78 78 171 93
Back Back 0 0 78 78 172 94
Back Back 0 0 78 78 171 93
Back Back 0 0 78 62 172 94
Back Back 0 0 62 62 281 219
Back Return -2 1 62 78 343 281
Return LShiftKey -1 12 78 218 468 390
LShiftKey I 2 -8 218 62 125 -93
I T 0 3 62 62 281 219
T Space -3 1 62 78 312 250
Space S 2 2 78 78 1029 951
S T 1 -3 78 62 141 63
T A -1 4 62 109 156 94
A R 1 -3 109 78 140 31
R T 0 -1 78 78 172 94
T E 0 2 78 94 171 93
E D -1 0 94 93 172 78
D Space -2 -1 93 94 140 47
Space B 1 -1 94 93 1467 1373
B E 2 2 93 109 156 63
E F -1 -1 109 94 358 249
F O 1 -5 94 78 468 374
O R 0 5 78 78 156 78
R E 0 1 78 109 125 47
E Space -3 -1 109 94 203 94
Space LShiftKey 1 4 94 483 328 234
LShiftKey I 2 -8 483 78 358 -125
I Space -3 4 78 94 203 125
Space W 3 2 94 110 109 15
W A -1 1 110 156 125 15
A S 0 -1 156 94 187 31
S Space -2 -2 94 124 110 16
Space B 1 -1 124 93 390 266
B O 2 -4 93 109 218 125
O R 0 5 109 78 125 16
R N -2 -2 78 78 156 78
N OemPeriod 0 -3 78 78 1513 1435
OemPeriod Space -1 5 78 94 187 109
Space LShiftKey 1 4 94 468 203 109
LShiftKey M 0 -7 468 94 140 -328
M Y 2 1 94 93 219 125
Y Space -3 2 93 78 218 125
Space Back 4 -9 78 78 609 531
Back Back 0 0 78 78 140 62
Back Y -1 7 78 62 702 624
Y Space -3 2 62 78 156 94
Space B 1 -1 78 78 281 203
B I 2 -3 78 78 218 140
I O 0 -1 78 78 156 78
O L -1 0 78 78 125 47
L O 1 0 78 78 172 94
O G -1 4 78 93 546 468
G I 1 -3 93 78 124 31
I C -2 5 78 140 110 32
C A 1 2 140 125 202 62
A L 0 -8 125 78 141 16
L Space -2 5 78 93 390 312
Space M 1 -3 93 94 483 390
M O 2 -2 94 109 188 94
O T 0 4 109 109 296 187
T H -1 -1 109 109 47 -62
H E 1 3 109 125 218 109
E R 0 -1 125 78 203 78
R Space -3 0 78 94 140 62
Space W 3 2 94 94 250 156
W A -1 1 94 125 140 46
A S 0 -1 125 94 156 31
S Space -2 -2 94 94 172 78
Space Y 3 -2 94 62 515 421
Y O 0 -3 62 78 109 47
O U 0 2 78 78 218 140
U N -2 1 78 78 188 110
N G 1 1 78 94 171 93
G Oemcomma -1 -3 94 93 1108 1014
Oemcomma Space -1 4 93 109 187 94
Space U 3 -3 109 78 406 297
U N -2 1 78 109 156 78
N W 2 4 109 94 530 421
W E 0 -1 94 109 156 62
E D -1 0 109 93 203 94
D Space -2 -1 93 93 1092 999
Space C 1 1 93 94 265 172
C O 2 -6 94 78 156 62
O L -1 0 78 93 172 94
L L 0 0 93 78 140 47
L E 1 6 78 109 187 109
E G -1 -2 109 109 219 110
G E 1 2 109 93 156 47
E Space -3 -1 93 94 296 203
Space G 2 -1 94 78 718 624
G R 1 1 78 78 249 171
R A -1 3 78 109 125 47
A D 0 -2 109 109 172 63
D U 1 -4 109 63 124 15
U A -1 6 63 125 94 31
A T 1 -4 125 78 218 93
T E 0 2 78 93 188 110
E Space -3 -1 93 78 873 780
Space S 2 2 78 93 250 172
S T 1 -3 93 78 281 188
T U 0 -2 78 78 327 249
U D -1 4 78 63 234 156
D E 1 0 63 109 250 187
E N -2 -3 109 78 187 78
N T 2 1 78 109 125 47
T Oemcomma -2 -3 109 78 1466 1357
Oemcomma Space -1 4 78 94 546 468
Space A 2 3 94 125 265 171
A N -1 -5 125 94 234 109
N D 1 3 94 93 219 125
D Space -2 -1 93 78 234 141
Space S 2 2 78 109 2137 2059
S H 0 -4 109 78 187 78
H E 1 3 78 109 125 47
E Space -3 -1 109 78 187 78
Space D 2 1 78 93 328 250
D E 1 0 93 94 140 47
E C -2 0 94 156 172 78
C I 2 -5 156 94 93 -63
I D -1 5 94 110 234 140
D E 1 0 110 94 156 46
E D -1 0 94 93 110 16
D Space -2 -1 93 94 296 203
Space T 3 -1 94 94 1778 1684
T O 0 -4 94 78 110 16
O Space -3 5 78 125 171 93
Space P 3 -6 125 78 468 343
P U 0 3 78 93 250 172
U T 0 2 93 78 171 78
T Space -3 1 78 94 125 47
Space M 1 -3 94 63 187 93
M E 2 4 63 78 125 62
E Space -3 -1 78 78 125 47
Space U 3 -3 78 62 234 156
U P 0 -3 62 78 218 156
P Space -3 6 78 109 266 188
Space F 2 0 109 125 826 717
F O 1 -5 125 78 156 31
O R 0 5 78 94 94 16
R Space -3 0 94 109 187 93
Space A 2 3 109 125 172 63
A D 0 -2 125 109 187 62
D O 1 -6 109 62 172 63
O P 0 -1 62 78 171 109
P T 0 5 78 109 234 156
T I 0 -3 109 63 156 47
I O 0 -1 63 78 141 78
O N -2 3 78 78 156 78
N OemPeriod 0 -3 78 78 795 717
OemPeriod Space -1 5 78 94 234 156
Space LShiftKey 1 4 94 327 94 0
LShiftKey S 1 -2 327 156 218 -109
S H 0 -4 156 62 141 -15
H E 1 3 62 94 202 140
E Space -3 -1 94 93 141 47
Space F 2 0 93 94 889 796
F E 1 1 94 93 125 31
E L -1 -6 93 93 156 63
L T 1 4 93 94 140 47
T Space -3 1 94 94 156 62
Space V 1 0 94 94 343 249
V E 2 1 94 94 125 31
E R 0 -1 94 94 156 62
R Y 0 -2 94 78 141 47
Y Space -3 2 78 110 202 124
Space S 2 2 110 94 718 608
S T 1 -3 94 94 234 140
T R 0 1 94 78 140 46
R O 0 -5 78 78 156 78
O N -2 3 78 94 203 125
N G 1 1 94 94 156 62
G L 0 -4 94 78 125 31
L Y 1 3 78 125 140 62
Y Space -3 2 125 125 281 156
Space T 3 -1 125 94 546 421
T H -1 -1 94 78 125 31
H A 0 5 78 109 125 47
A T 1 -4 109 93 203 94
T Space -3 1 93 109 156 63
Space LShiftKey 1 4 109 234 171 62
LShiftKey I 2 -8 234 62 141 -93
I Space -3 4 62 93 187 125
Space S 2 2 93 125 187 94
S H 0 -4 125 93 203 78
H O 1 -3 93 109 187 94
O U 0 2 109 94 156 47
U L -1 -2 94 32 296 202
L D 0 6 32 93 63 31
D Space -2 -1 93 78 249 156
Space B 1 -1 78 78 1202 1124
B E 2 2 78 109 140 62
E Space -3 -1 109 78 156 47
Space A 2 3 78 94 187 109
A D 0 -2 94 78 172 78
D O 1 -6 78 78 156 78
O P 0 -1 78 78 171 93
P T 0 5 78 125 156 78
T E 0 2 125 109 203 78
E D -1 0 109 109 593 484
D Space -2 -1 109 78 296 187
Space B 1 -1 78 93 921 843
B Y 2 -1 93 93 156 63
Y Space -3 2 93 78 187 94
Space C 1 1 78 109 187 109
C O 2 -6 109 47 125 16
O L -1 0 47 78 172 125
L L 0 0 78 78 124 46
L E 1 6 78 109 110 32
E G -1 -2 109 93 187 78
G E 1 2 93 94 171 78
E Space -3 -1 94 78 406 312
Space G 2 -1 78 93 827 749
G R 1 1 93 109 827 734
R A -1 3 109 125 187 78
A D 0 -2 125 94 608 483
D U 1 -4 94 78 141 47
U A -1 6 78 125 109 31
A T 1 -4 125 93 281 156
T E 0 2 93 93 109 16
E S -1 1 93 125 171 78
S Oemcomma -1 -6 125 78 328 203
Oemcomma Space -1 4 78 93 874 796
Space S 2 2 93 94 405 312
S O 1 -7 94 94 109 15
O Space -3 5 94 93 219 125
Space E 3 1 93 31 421 328
E E 0 0 31 63 62 31
E V -2 -1 63 94 359 296
V E 2 1 94 125 125 31
E R 0 -1 125 93 172 47
R Y 0 -2 93 78 234 141
Y T 0 1 78 94 202 124
T H -1 -1 94 63 125 31
H I 1 -2 63 109 156 93
I N -2 2 109 93 219 110
N G 1 1 93 93 156 63
G Space -2 1 93 78 218 125
Space W 3 2 78 62 1170 1092
W A -1 1 62 140 125 63
A S 0 -1 140 78 203 63
