D4 D6 0 -2 141 93 375 234
U Space -3 3 93 93 78 -15
Space L 2 -5 93 78 171 78
L I 1 1 78 109 63 -15
I V -2 4 109 32 202 93
V E 2 1 32 124 110 78
E Space -3 -1 124 78 109 -15
Space E 3 1 78 78 140 62
E A -1 2 78 125 125 47
A C -1 -2 125 93 172 47
C H 1 -3 93 78 187 94
H Space -2 2 78 109 109 31
Space D 2 1 109 78 156 47
D A 0 2 78 110 140 62
A Y 1 -5 110 63 125 15
Y Space -3 2 63 93 250 187
Space A 2 3 93 171 125 32
A S 0 -1 171 125 140 -31
S Space -2 -2 125 94 109 -16
Space I 3 -4 94 62 203 109
I F -1 4 62 94 140 78
F Space -2 0 94 62 110 16
Space I 3 -4 62 78 171 109
I T 0 3 78 110 109 31
T Space -3 1 110 93 266 156
Space W 3 2 93 78 483 390
W A -1 1 78 141 187 109
A S 0 -1 141 140 94 -47
S Space -2 -2 140 78 140 0
Space Y 3 -2 78 78 203 125
Y O 0 -3 78 78 172 94
O U 0 2 78 78 47 -31
U R 0 3 78 93 156 78
R Space -3 0 93 78 171 78
Space L 2 -5 78 78 172 94
L A 0 8 78 172 109 31
A S 0 -1 172 94 156 -16
S T 1 -3 94 93 125 31
T Oemcomma -2 -3 93 125 140 47
Oemcomma Space -1 4 125 94 109 -16
Space S 2 2 94 125 250 156
S O 1 -7 125 78 109 -16
O M -2 2 78 78 172 94
M E 2 4 78 94 109 31
E D -1 0 94 78 218 124
D A 0 2 78 78 156 78
A Y 1 -5 78 63 156 78
Y Space -3 2 63 93 110 47
Space Y 3 -2 93 78 202 109
Y O 0 -3 78 125 141 63
O U 0 2 125 62 109 -16
U Oem7 -1 -4 62 140 546 484
Oem7 L 0 2 140 78 374 234
L L 0 0 78 62 188 110
L Space -2 5 62 94 140 78
Space M 1 -3 94 109 172 78
M O 2 -2 109 78 187 78
O S -1 7 78 93 156 78
S T 1 -3 93 93 78 -15
T Space -3 1 93 78 93 0
Space C 1 1 78 141 1295 1217
C E 2 0 141 141 187 46
E R 0 -1 141 109 125 -16
R T 0 -1 109 125 203 94
T A -1 4 125 94 187 62
A I 1 -7 94 78 156 62
I N -2 2 78 78 203 125
N L 1 -3 78 78 406 328
L Y 1 3 78 94 140 62
Y Space -3 2 94 93 172 78
Space B 1 -1 93 62 218 125
B E 2 2 62 109 94 32
E Space -3 -1 109 78 140 31
Space R 3 0 78 93 172 94
R I 0 -4 93 78 93 0
I G -1 3 78 93 141 63
G H 0 -1 93 78 109 16
H T 1 1 78 78 140 62
T OemPeriod -2 -4 78 78 156 78
OemPeriod LShiftKey 0 9 78 546 562 484
LShiftKey Oem7 1 -11 546 62 125 -421
Oem7 Space -2 7 62 94 842 780
Space LShiftKey 1 4 94 375 452 358
LShiftKey I 2 -8 375 78 203 -172
I T 0 3 78 78 702 624
T Space -3 1 78 78 109 31
Space M 1 -3 78 78 188 110
M A 1 6 78 78 62 -16
A D 0 -2 78 94 187 109
D Space -2 -1 94 47 156 62
Space E 3 1 47 62 63 16
E Back 1 -10 62 47 483 421
Back Back 0 0 47 62 125 78
Back E -1 10 62 63 109 47
E Space -3 -1 63 78 125 62
Space A 2 3 78 94 5881 5803
A Space -2 -3 94 94 265 171
Space Back 4 -9 94 78 1077 983
Back N -3 7 78 124 281 203
N Space -1 2 124 78 171 47
Space I 3 -4 78 62 687 609
I M -2 1 62 78 187 125
M P 2 -3 78 109 156 78
P R 0 6 109 109 203 94
R E 0 1 109 125 62 -47
E S -1 1 125 63 218 93
S S 0 0 63 78 156 93
S I 1 -6 78 109 110 32
I O 0 -1 109 124 78 -31
O N -2 3 124 125 124 0
N Space -1 2 125 78 125 0
Space O 3 -5 78 78 172 94
O N -2 3 78 124 125 47
N Space -1 2 124 94 93 -31
Space M 1 -3 94 93 141 47
M E 2 4 93 93 343 250
E Oemcomma -2 -5 93 125 156 63
Oemcomma Space -1 4 125 109 156 31
Space A 2 3 109 110 327 218
A N -1 -5 110 78 344 234
N D 1 3 78 94 140 62
D Space -2 -1 94 63 109 15
Space S 2 2 63 109 141 78
S I 1 -6 109 62 78 -31
I N -2 2 62 93 156 94
N C 0 3 93 110 124 31
C E 2 0 110 141 78 -32
E Space -3 -1 141 78 172 31
Space T 3 -1 78 62 172 94
T H -1 -1 62 94 62 0
H E 1 3 94 94 156 62
E N -2 -3 94 78 187 93
N Oemcomma 0 -2 78 110 187 109
Oemcomma Space -1 4 110 94 156 46
Space F 2 0 94 78 203 109
F O 1 -5 78 62 125 47
O R 0 5 62 78 78 16
R Space -3 0 78 63 109 31
Space T 3 -1 63 94 78 15
T H -1 -1 94 62 125 31
H E 1 3 62 93 94 32
E Space -3 -1 93 78 109 16
Space P 3 -6 78 78 156 78
P A -1 9 78 140 125 47
A S 0 -1 140 125 109 -31
S T 1 -3 125 156 281 156
T Space -3 1 156 140 764 608
Space D3 4 1 140 78 234 94
D3 D3 0 0 78 94 156 78
D3 Space -4 -1 94 94 140 46
Space Y 3 -2 94 109 4353 4259
Y E 0 3 109 140 156 47
E A -1 2 140 94 265 125
A R 1 -3 94 156 31 -63
R S -1 2 156 94 889 733
S Oemcomma -1 -6 94 109 219 125
Oemcomma Space -1 4 109 78 125 16
Space LShiftKey 1 4 78 171 2886 2808
LShiftKey I 2 -8 171 93 31 -140
I Space -3 4 93 78 140 47
Space H 2 -2 78 78 156 78
H A 0 5 78 125 94 16
A V -1 -3 125 94 109 -16
V E 2 1 94 93 172 78
E Space -3 -1 93 94 124 31
Space L 2 -5 94 78 609 515
L O 1 0 78 31 234 156
O O 0 0 31 63 140 109
O K -1 1 63 78 219 156
K E 1 5 78 94 124 46
E D -1 0 94 109 203 109
D Space -2 -1 109 93 94 -15
Space I 3 -4 93 62 125 32
I N -2 2 62 125 140 78
N Space -1 2 125 78 140 15
Space T 3 -1 78 109 63 -15
T H -1 -1 109 94 109 0
H E 1 3 94 109 94 0
E Space -3 -1 109 78 93 -16
Space M 1 -3 78 78 172 94
M I 2 -1 78 109 187 109
I R 0 4 109 62 203 94
R R 0 0 62 93 156 94
R O 0 -5 93 62 125 32
O R 0 5 62 94 93 31
R Space -3 0 94 78 125 31
Space E 3 1 78 109 343 265
E E 0 0 109 47 328 219
E Back 1 -10 47 93 390 343
Back V -3 9 93 93 125 32
V E 2 1 93 172 202 109
E R 0 -1 172 109 110 -62
R Y 0 -2 109 109 109 0
Y Space -3 2 109 93 156 47
Space M 1 -3 93 94 1076 983
M O 2 -2 94 93 172 78
O R 0 5 93 93 125 32
R N -2 -2 93 140 109 16
N I 2 -2 140 78 171 31
I N -2 2 78 94 125 47
N G 1 1 94 109 94 0
G Space -2 1 109 63 140 31
Space A 2 3 63 78 94 31
A N -1 -5 78 78 125 47
N D 1 3 78 109 140 62
D Space -2 -1 109 78 125 16
Space A 2 3 78 94 218 140
A S 0 -1 94 110 187 93
S K 0 -6 110 78 156 46
K E 1 5 78 78 125 47
E D -1 0 78 78 187 109
D Space -2 -1 78 78 94 16
Space M 1 -3 78 78 172 94
M Y 2 1 78 63 280 202
Y S -1 4 63 78 156 93
S E 1 -1 78 93 141 63
E L -1 -6 93 78 125 32
L F 0 5 78 94 124 46
F LShiftKey -1 4 94 234 266 172
LShiftKey Oem1 1 -10 234 94 93 -141
Oem1 Space -2 6 94 94 109 15
Space LShiftKey 1 4 94 265 188 94
LShiftKey Oem7 1 -11 265 109 78 -187
Oem7 LShiftKey -1 11 109 437 358 249
LShiftKey I 2 -8 437 93 219 -218
I F -1 4 93 110 405 312
F Space -2 0 110 94 125 15
Space T 3 -1 94 94 515 421
T O 0 -4 94 78 156 62
O D -1 6 78 93 125 47
D A 0 2 93 109 140 47
A Y 1 -5 109 63 109 0
Y Space -3 2 63 78 125 62
Space W 3 2 78 93 172 94
W A -1 1 93 172 171 78
A S 0 -1 172 140 94 -78
S Back 2 -11 140 93 796 656
Back Back 0 0 93 62 187 94
Back E -1 10 62 109 265 203
E R 0 -1 109 125 218 109
R E 0 1 125 125 78 -47
E Space -3 -1 125 78 156 31
Space T 3 -1 78 110 858 780
T H -1 -1 110 78 141 31
H E 1 3 78 109 78 0
E Space -3 -1 109 78 109 0
Space L 2 -5 78 93 172 94
L A 0 8 93 219 202 109
A S 0 -1 219 109 188 -31
S T 1 -3 109 94 171 62
T Space -3 1 94 47 156 62
Space D 2 1 47 94 187 140
D A 0 2 94 125 141 47
A Y 1 -5 125 94 140 15
Y Space -3 2 94 94 156 62
Space O 3 -5 94 62 250 156
O F -1 5 62 78 109 47
F Space -2 0 78 63 109 31
Space M 1 -3 63 63 156 93
M Y 2 1 63 78 172 109
Y Space -3 2 78 94 171 93
Space L 2 -5 94 110 156 62
L I 1 1 110 94 203 93
I F -1 4 94 110 1201 1107
F E 1 1 110 78 219 109
E Oemcomma -2 -5 78 125 109 31
Oemcomma Space -1 4 125 125 140 15
Space W 3 2 125 109 765 640
W O 0 -7 109 93 125 16
O U 0 2 93 63 93 0
U L -1 -2 63 78 141 78
L D 0 6 78 78 109 31
D Space -2 -1 78 78 109 31
Space LShiftKey 1 4 78 140 125 47
LShiftKey I 2 -8 140 94 62 -78
I Space -3 4 94 78 125 31
Space W 3 2 78 94 234 156
W A -1 1 94 124 172 78
A N -1 -5 124 78 140 16
N T 2 1 78 125 218 140
T Space -3 1 125 109 141 16
Space T 3 -1 109 109 187 78
T O 0 -4 109 78 94 -15
O Space -3 5 78 78 140 62
Space D 2 1 78 125 140 62
D O 1 -6 125 78 125 0
O Space -3 5 78 62 125 47
Space W 3 2 62 94 390 328
W H -1 -4 94 78 140 46
H A 0 5 78 140 63 -15
A T 1 -4 140 109 78 -62
T Space -3 1 109 63 93 -16
Space LShiftKey 1 4 63 187 219 156
LShiftKey I 2 -8 187 109 78 -109
I Space -3 4 109 63 140 31
Space A 2 3 63 172 125 62
A M -1 -6 172 94 109 -63
M Space -1 3 94 109 78 -16
Space A 2 3 109 125 250 141
A B -1 -4 125 78 125 0
B O 2 -4 78 94 171 93
O U 0 2 94 93 63 -31
U T 0 2 93 141 202 109
T Space -3 1 141 109 188 47
Space T 3 -1 109 124 234 125
T O 0 -4 124 78 109 -15
O Space -3 5 78 94 140 62
Space D 2 1 94 93 172 78
D O 1 -6 93 94 109 16
O Space -3 5 94 78 109 15
Space T 3 -1 78 109 546 468
T O 0 -4 109 78 187 78
O D -1 6 78 94 156 78
D A 0 2 94 124 188 94
A Y 1 -5 124 78 109 -15
Y RShiftKey -2 -5 78 281 468 390
RShiftKey OemQuestion 0 1 281 296 0 -281
OemQuestion LShiftKey 0 10 296 234 998 702
LShiftKey Oem7 1 -11 234 93 94 -140
Oem7 Space -2 7 93 125 1248 1155
Space RShiftKey 1 -7 125 109 265 140
RShiftKey A 1 10 109 94 62 -47
A N -1 -5 94 93 188 94
N D 1 3 93 78 124 31
D Space -2 -1 78 94 78 0
Space W 3 2 94 94 156 62
W H -1 -4 94 62 94 0
H E 1 3 62 93 125 63
E N -2 -3 93 94 93 0
N E 2 3 94 93 110 16
E V -2 -1 93 93 187 94
V E 2 1 93 156 140 47
E R 0 -1 156 125 390 234
R Space -3 0 125 78 203 78
Space T 3 -1 78 93 125 47
T H -1 -1 93 78 93 0
H E 1 3 78 109 94 16
E Space -3 -1 109 78 78 -31
Space A 2 3 78 78 1108 1030
A N -1 -5 78 63 93 15
N S 1 4 63 62 125 62
S W 1 0 62 140 172 110
W E 0 -1 140 171 109 -31
E R 0 -1 171 125 109 -62
R Space -3 0 125 109 78 -47
Space H 2 -2 109 78 281 172
H A 0 5 78 141 93 15
A S 0 -1 141 124 110 -31
S Space -2 -2 124 47 140 16
Space B 1 -1 47 78 125 78
B E 2 2 78 78 78 0
E E 0 0 78 109 156 78
E N -2 -3 109 109 109 0
N Space -1 2 109 78 140 31
Space LShiftKey 1 4 78 296 141 63
LShiftKey Oem7 1 -11 296 125 93 -203
Oem7 LShiftKey -1 11 125 265 328 203
LShiftKey N 0 -6 265 78 94 -171
N O 2 -3 78 62 187 109
O LShiftKey -2 9 62 218 359 297
LShiftKey Oem7 1 -11 218 94 93 -125
Oem7 Space -2 7 94 93 188 94
Space F 2 0 93 93 234 141
F O 1 -5 93 78 93 0
O R 0 5 78 109 94 16
R Space -3 0 109 78 125 16
Space T 3 -1 78 94 171 93
T O 0 -4 94 47 172 78
O O 0 0 47 63 140 93
O Space -3 5 63 78 187 124
Space M 1 -3 78 94 156 78
M A 1 6 94 78 156 62
A N -1 -5 78 47 125 47
N Y 2 0 47 78 250 203
Y Space -3 2 78 78 156 78
Space D 2 1 78 94 187 109
D A 0 2 94 124 172 78
A Y 1 -5 124 63 124 0
Y S -1 4 63 94 156 93
S Space -2 -2 94 78 141 47
Space I 3 -4 78 62 203 125
I N -2 2 62 93 156 94
N Space -1 2 93 109 62 -31
Space A 2 3 109 109 125 16
A Space -2 -3 109 93 125 16
Space R 3 0 93 93 156 63
R O 0 -5 93 78 140 47
O W 0 7 78 93 562 484
W Oemcomma -2 -6 93 93 187 94
Oemcomma Space -1 4 93 94 93 0
Space LShiftKey 1 4 94 156 188 94
LShiftKey I 2 -8 156 78 93 -63
I Space -3 4 78 110 109 31
Space K 2 -4 110 93 344 234
K N -1 2 93 125 140 47
N O 2 -3 125 94 109 -16
O W 0 7 94 109 375 281
W Space -3 -2 109 94 124 15
Space LShiftKey 1 4 94 343 219 125
LShiftKey I 2 -8 343 125 156 -187
I Space -3 4 125 109 234 109
Space N 1 -2 109 110 171 62
N E 2 3 110 63 125 15
E E 0 0 63 93 141 78
E D -1 0 93 78 249 156
D E 1 0 78 78 187 109
E D -1 0 78 47 219 141
D Space -2 -1 47 94 171 124
Space Back 4 -9 94 63 515 421
Back Back 0 0 63 47 172 109
Back Back 0 0 47 94 140 93
Back Back 0 0 94 46 297 203
Back D -2 10 46 125 561 515
D Space -2 -1 125 94 125 0
Space T 3 -1 94 94 702 608
T O 0 -4 94 63 109 15
O Space -3 5 63 109 78 15
Space C 1 1 109 109 375 266
C H 1 -3 109 62 140 31
H A 0 5 62 94 109 47
A N -1 -5 94 78 109 15
N G 1 1 78 63 125 47
G E 1 2 63 124 141 78
E Space -3 -1 124 93 109 -15
Space S 2 2 93 109 140 47
S O 1 -7 109 62 141 32
O M -2 2 62 62 187 125
M E 2 4 62 78 156 94
E T 0 -2 78 31 281 203
T H -1 -1 31 78 93 62
H I 1 -2 78 94 281 203
I N -2 2 94 93 172 78
N G 1 1 93 78 93 0
G OemPeriod -1 -4 78 93 141 63
OemPeriod Return 1 -3 93 78 733 640
Return RShiftKey -1 1 78 203 702 624
RShiftKey R 2 7 203 140 125 -78
R E 0 1 140 110 124 -16
E M -2 -4 110 62 172 62
M E 2 4 62 94 109 47
E M -2 -4 94 78 437 343
M B 0 2 78 78 203 125
B E 2 2 78 140 733 655
E R 0 -1 140 125 109 -31
R I 0 -4 125 78 187 62
I N -2 2 78 78 141 63
N G 1 1 78 110 93 15
G Space -2 1 110 62 344 234
Space T 3 -1 62 187 109 47
T H -1 -1 187 94 93 -94
H A 0 5 94 109 125 31
A T 1 -4 109 109 63 -46
T Space -3 1 109 78 78 -31
Space LShiftKey 1 4 78 171 343 265
LShiftKey I 2 -8 171 78 47 -124
I Oem7 -1 -3 78 93 234 156
Oem7 L 0 2 93 78 249 156
L L 0 0 78 78 156 78
L Space -2 5 78 78 125 47
Space B 1 -1 78 94 156 78
B E 2 2 94 93 125 31
E Space -3 -1 93 78 93 0
Space D 2 1 78 78 250 172
D E 1 0 78 109 172 94
E A -1 2 109 140 140 31
A D 0 -2 140 125 156 16
D Space -2 -1 125 94 109 -16
Space S 2 2 94 78 515 421
S O 1 -7 78 63 109 31
O O 0 0 63 63 156 93
O N -2 3 63 140 141 78
N Space -1 2 140 62 140 0
Space I 3 -4 62 78 234 172
I N -2 2 78 109 172 94
N Back 3 -7 109 78 514 405
Back S -2 11 78 63 156 78
S Space -2 -2 63 78 110 47
Space T 3 -1 78 94 171 93
T H -1 -1 94 62 125 31
H E 1 3 62 93 125 63
E Space -3 -1 93 78 78 -15
Space M 1 -3 78 78 390 312
M O 2 -2 78 78 187 109
O S -1 7 78 109 109 31
S T 1 -3 109 109 141 32
T Space -3 1 109 78 171 62
Space I 3 -4 78 62 203 125
I M -2 1 62 78 187 125
M P 2 -3 78 110 187 109
P O 0 1 110 94 156 46
O R 0 5 94 93 110 16
R T 0 -1 93 78 171 78
T A -1 4 78 125 78 0
A N -1 -5 125 78 125 0
N T 2 1 78 124 94 16
T Space -3 1 124 93 78 -46
Space T 3 -1 93 94 171 78
T O 0 -4 94 62 94 0
O O 0 0 62 78 156 94
O L -1 0 78 78 203 125
L Space -2 5 78 125 93 15
Space LShiftKey 1 4 125 140 297 172
LShiftKey I 2 -8 140 78 62 -78
I Oem7 -1 -3 78 94 296 218
Oem7 V -1 7 94 94 671 577
V E 2 1 94 94 187 93
E Space -3 -1 94 78 125 31
Space E 3 1 78 94 203 125
E V -2 -1 94 93 172 78
V E 2 1 93 156 171 78
E R 0 -1 156 125 94 -62
R Space -3 0 125 94 296 171
Space E 3 1 94 124 1077 983
E N -2 -3 124 78 124 0
N C 0 3 78 93 219 141
C O 2 -6 93 109 218 125
O U 0 2 109 124 63 -46
U N -2 1 124 93 265 141
N T 2 1 93 78 125 32
T E 0 2 78 125 202 124
E R 0 -1 125 125 203 78
R E 0 1 125 93 94 -31
E D -1 0 93 109 218 125
D Space -2 -1 109 78 125 16
Space T 3 -1 78 109 125 47
T O 0 -4 109 78 109 0
O Space -3 5 78 78 109 31
Space H 2 -2 78 78 156 78
H E 1 3 78 110 109 31
E L -1 -6 110 93 141 31
L P 1 -1 93 94 187 94
P Space -3 6 94 78 109 15
Space M 1 -3 78 94 156 78
M E 2 4 94 109 141 47
E Space -3 -1 109 63 124 15
Space M 1 -3 63 78 203 140
M A 1 6 78 110 109 31
A K 0 -7 110 78 110 0
K E 1 5 78 93 109 31
E Space -3 -1 93 62 109 16
Space T 3 -1 62 93 94 32
T H -1 -1 93 62 109 16
H E 1 3 62 110 93 31
E Space -3 -1 110 78 94 -16
Space B 1 -1 78 78 172 94
B I 2 -3 78 78 171 93
I G -1 3 78 109 141 63
G Space -2 1 109 78 156 47
Space C 1 1 78 109 249 171
C O 2 -6 109 140 125 16
O I 0 1 140 63 109 -31
I Back 1 -5 63 62 375 312
Back H -2 7 62 78 234 172
H Back 2 -7 78 47 405 327
Back Back 0 0 47 78 141 94
Back H -2 7 78 93 234 156
H O 1 -3 93 125 140 47
O I 0 1 125 125 78 -47
I C -2 5 125 141 187 62
C E 2 0 141 94 109 -32
E S -1 1 94 94 858 764
S Space -2 -2 94 109 266 172
Space I 3 -4 109 62 764 655
I N -2 2 62 125 187 125
N Space -1 2 125 125 109 -16
Space L 2 -5 125 63 359 234
L I 1 1 63 62 172 109
I F -1 4 62 109 140 78
F E 1 1 109 125 109 0
E OemPeriod -2 -6 125 63 203 78
OemPeriod Space -1 5 63 110 31 -32
Space LShiftKey 1 4 110 156 266 156
LShiftKey B 0 -5 156 78 93 -63
B E 2 2 78 62 203 125
E C -2 0 62 94 156 94
C A 1 2 94 140 125 31
A S 0 -1 140 125 249 109
S E 1 -1 125 125 234 109
E Space -3 -1 125 93 141 16
Space Back 4 -9 93 47 608 515
Back Back 0 0 47 46 141 94
Back Back 0 0 46 110 124 78
Back U -1 6 110 62 578 468
U S -1 5 62 141 124 62
S E 1 -1 141 141 78 -63
E Space -3 -1 141 93 110 -31
Space A 2 3 93 140 702 609
A L 0 -8 140 47 140 0
L M -1 2 47 78 172 125
M O 2 -2 78 78 436 358
O S -1 7 78 156 172 94
S T 1 -3 156 94 140 -16
T Space -3 1 94 93 63 -31
Space E 3 1 93 93 234 141
E V -2 -1 93 140 577 484
V E 2 1 140 187 203 63
E R 0 -1 187 125 93 -94
R Y 0 -2 125 78 156 31
Y T 0 1 78 109 250 172
T H -1 -1 109 93 94 -15
H I 1 -2 93 93 109 16
I N -2 2 93 124 125 32
N G 1 1 124 140 858 734
G Space -2 1 140 94 202 62
Space Back 4 -9 94 94 484 390
Back Space -4 9 94 93 1732 1638
Space OemMinus 4 -7 93 93 156 63
OemMinus Space -4 7 93 94 124 31
Space A 2 3 94 94 562 468
A L 0 -8 94 78 156 62
L L 0 0 78 78 172 94
L Space -2 5 78 94 124 46
Space E 3 1 94 94 983 889
E X -2 1 94 141 234 140
X T 2 -3 141 110 265 124
T E 0 2 110 109 172 62
E R 0 -1 109 125 62 -47
R N -2 -2 125 93 141 16
N A 1 5 93 109 109 16
A L 0 -8 109 78 125 16
L Space -2 5 78 110 93 15
Space E 3 1 110 109 281 171
E X -2 1 109 62 281 172
X C 0 -1 62 140 172 110
C E 2 0 140 78 156 16
E Back 1 -10 78 78 390 312
Back Back 0 0 78 93 156 78
Back P -1 3 93 94 280 187
P E 0 7 94 124 188 94
E C -2 0 124 62 218 94
C T 2 -2 62 125 218 156
T I 0 -3 125 110 156 31
I A -1 7 110 156 203 93
A T 1 -4 156 156 63 -93
T I 0 -3 156 125 109 -47
I O 0 -1 125 125 140 15
O N -2 3 125 125 78 -47
N S 1 4 125 78 390 265
S Oemcomma -1 -6 78 94 109 31
Oemcomma Space -1 4 94 125 125 31
Space A 2 3 125 124 141 16
A L 0 -8 124 63 124 0
L L 0 0 63 63 156 93
L Space -2 5 63 93 141 78
Space P 3 -6 93 94 343 250
P R 0 6 94 109 172 78
R I 0 -4 109 78 156 47
I D -1 5 78 109 140 62
D E 1 0 109 94 218 109
E Oemcomma -2 -5 94 94 156 62
Oemcomma Space -1 4 94 109 125 31
Space A 2 3 109 125 499 390
A L 0 -8 125 62 141 16
L L 0 0 62 78 156 94
L Space -2 5 78 109 78 0
Space F 2 0 109 110 6333 6224
F E 1 1 110 125 203 93
E A -1 2 125 125 390 265
A R 1 -3 125 140 297 172
R Space -3 0 140 140 156 16
Space O 3 -5 140 78 1996 1856
O F -1 5 78 78 110 32
F Space -2 0 78 109 93 15
Space E 3 1 109 110 187 78
E M -2 -4 110 94 172 62
M B 0 2 94 94 218 124
B A 1 4 94 156 640 546
A R 1 -3 156 109 437 281
R A -1 3 109 125 156 47
A S 0 -1 125 63 327 202
S Back 2 -11 63 94 749 686
Back Back 0 0 94 94 655 561
Back R -1 9 94 94 156 62
R A -1 3 94 109 141 47
A S 0 -1 109 78 249 140
S S 0 0 78 93 734 656
S M -1 -5 93 109 234 141
M E 2 4 109 109 156 47
E N -2 -3 109 78 140 31
N T 2 1 78 109 94 16
T Space -3 1 109 78 124 15
Space O 3 -5 78 78 156 78
O R 0 5 78 109 328 250
R Space -3 0 109 78 172 63
Space F 2 0 78 110 202 124
F A 0 3 110 124 188 78
