D4 D8 0 -4 78 63 265 187
Space M 1 -3 78 109 203 125
M O 2 -2 109 141 46 -63
O S -1 7 141 94 203 62
S T 1 -3 94 78 141 47
T Space -3 1 78 94 249 171
Space C 1 1 94 94 1326 1232
C E 2 0 94 78 109 15
E R 0 -1 78 78 125 47
R T 0 -1 78 47 234 156
T A -1 4 47 94 265 218
A I 1 -7 94 109 141 47
I N -2 2 109 94 93 -16
N L 1 -3 94 93 219 125
L Y 1 3 93 78 265 172
Y Space -3 2 78 94 187 109
Space B 1 -1 94 78 203 109
B E 2 2 78 78 109 31
E Space -3 -1 78 63 156 78
Space R 3 0 63 94 2028 1965
R I 0 -4 94 94 125 31
I G -1 3 94 94 234 140
G H 0 -1 94 63 218 124
H T 1 1 63 78 63 0
T OemPeriod -2 -4 78 78 1045 967
OemPeriod Space -1 5 78 78 218 140
Space RShiftKey 1 -7 78 171 656 578
RShiftKey Oem7 1 0 171 124 78 -93
Oem7 Back 2 -2 124 94 2043 1919
Back Back 0 0 94 93 406 312
Back RShiftKey -3 2 93 171 1061 968
RShiftKey Oem7 1 0 171 93 78 -93
Oem7 Space -2 7 93 109 327 234
Space LShiftKey 1 4 109 281 2356 2247
LShiftKey I 2 -8 281 141 140 -141
I T 0 3 141 78 343 202
T Space -3 1 78 63 203 125
Space M 1 -3 63 78 250 187
M A 1 6 78 110 93 15
A D 0 -2 110 94 234 124
D E 1 0 94 78 188 94
E Space -3 -1 78 78 156 78
Space A 2 3 78 125 811 733
A N -1 -5 125 78 140 15
N Space -1 2 78 78 187 109
Space I 3 -4 78 124 188 110
I M -2 1 124 109 78 -46
M P 2 -3 109 125 202 93
P R 0 6 125 109 188 63
R E 0 1 109 109 187 78
E S -1 1 109 93 234 125
S S 0 0 93 78 187 94
S I 1 -6 78 125 109 31
I O 0 -1 125 94 78 -47
O N -2 3 94 62 219 125
N Space -1 2 62 78 202 140
Space O 3 -5 78 156 515 437
O N -2 3 156 109 94 -62
N Space -1 2 109 63 218 109
Space M 1 -3 63 78 172 109
M E 2 4 78 93 78 0
E Oemcomma -2 -5 93 110 951 858
Oemcomma Space -1 4 110 125 63 -47
Space A 2 3 125 125 156 31
A N -1 -5 125 78 171 46
N D 1 3 78 94 156 78
D Space -2 -1 94 78 125 31
Space S 2 2 78 78 141 63
S I 1 -6 78 124 78 0
I N -2 2 124 124 78 -46
N C 0 3 124 156 187 63
C E 2 0 156 140 125 -31
E Space -3 -1 140 93 187 47
Space T 3 -1 93 62 203 110
T H -1 -1 62 78 156 94
H E 1 3 78 78 124 46
E N -2 -3 78 93 110 32
N Space -1 2 93 46 234 141
Space Back 4 -9 46 109 343 297
Back Oemcomma -3 5 109 124 359 250
Oemcomma Space -1 4 124 94 93 -31
Space F 2 0 94 78 546 452
F O 1 -5 78 78 109 31
O R 0 5 78 78 110 32
R Space -3 0 78 94 124 46
Space T 3 -1 94 78 188 94
T H -1 -1 78 78 187 109
H E 1 3 78 62 125 47
E Space -3 -1 62 78 78 16
Space P 3 -6 78 94 405 327
P A -1 9 94 62 141 47
A S 0 -1 62 78 171 109
S T 1 -3 78 78 390 312
T Space -3 1 78 78 234 156
Space D3 4 1 78 109 156 78
D3 D3 0 0 109 78 187 78
D3 Space -4 -1 78 78 203 125
Space Y 3 -2 78 78 671 593
Y A -1 5 78 62 156 78
A E 1 -2 62 47 109 47
E R 0 -1 47 78 141 94
R S -1 2 78 78 140 62
S Oemcomma -1 -6 78 140 515 437
Oemcomma Space -1 4 140 156 78 -62
Space LShiftKey 1 4 156 188 873 717
LShiftKey I 2 -8 188 78 110 -78
I Space -3 4 78 94 202 124
Space H 2 -2 94 93 141 47
H A 0 5 93 109 140 47
A V -1 -3 109 78 63 -46
V E 2 1 78 78 187 109
E Space -3 -1 78 63 171 93
Space L 2 -5 63 62 1186 1123
L O 1 0 62 62 203 141
O O 0 0 62 62 156 94
O K -1 1 62 78 156 94
K E 1 5 78 78 93 15
E D -1 0 78 78 188 110
D Space -2 -1 78 78 140 62
Space I 3 -4 78 78 172 94
I N -2 2 78 110 46 -32
N T 2 1 110 78 203 93
T O 0 -4 78 78 109 31
O Space -3 5 78 94 172 94
Space T 3 -1 94 63 187 93
T H -1 -1 63 93 141 78
H E 1 3 93 63 124 31
E Space -3 -1 63 78 78 15
Space M 1 -3 78 124 188 110
M I 2 -1 124 109 78 -46
I R 0 4 109 63 171 62
R R 0 0 63 78 187 124
R O 0 -5 78 94 156 78
O R 0 5 94 62 219 125
R Space -3 0 62 94 93 31
Space E 3 1 94 78 687 593
E V -2 -1 78 94 140 62
V E 2 1 94 78 94 0
E R 0 -1 78 78 608 530
R Y 0 -2 78 62 219 141
Y Space -3 2 62 93 156 94
Space M 1 -3 93 140 234 141
M O 2 -2 140 156 62 -78
O R 0 5 156 63 265 109
R N -2 -2 63 78 125 62
N I 2 -2 78 172 62 -16
I N -2 2 172 109 110 -62
N G 1 1 109 78 109 0
G Space -2 1 78 62 156 78
Space A 2 3 62 109 1466 1404
A N -1 -5 109 78 141 32
N D 1 3 78 78 124 46
D Space -2 -1 78 62 94 16
Space A 2 3 62 109 172 110
A S 0 -1 109 78 202 93
S K 0 -6 78 78 94 16
K E 1 5 78 78 125 47
E D -1 0 78 94 187 109
D Space -2 -1 94 47 109 15
Space M 1 -3 47 78 172 125
M Y 2 1 78 78 187 109
Y E 0 3 78 78 281 203
E Oemplus 1 -9 78 78 671 593
Oemplus Back 0 -1 78 62 733 655
Back Back 0 0 62 63 171 109
Back S -2 11 63 78 468 405
S E 1 -1 78 78 203 125
E L -1 -6 78 93 94 16
L F 0 5 93 78 156 63
F RShiftKey -1 -7 78 171 1170 1092
RShiftKey Oem1 1 1 171 94 93 -78
Oem1 Space -2 6 94 94 312 218
Space RShiftKey 1 -7 94 156 344 250
RShiftKey Oem7 1 0 156 124 78 -78
Oem7 RShiftKey -1 0 124 312 2636 2512
RShiftKey Oem7 1 0 312 187 125 -187
Oem7 RShiftKey -1 0 187 172 2948 2761
RShiftKey Oem7 1 0 172 141 78 -94
Oem7 LShiftKey -1 11 141 172 8455 8314
LShiftKey I 2 -8 172 78 110 -62
I Space -3 4 78 62 452 374
Space Back 4 -9 62 78 421 359
Back F -2 9 78 78 203 125
F Space -2 0 78 78 312 234
Space T 3 -1 78 78 234 156
T O 0 -4 78 78 140 62
O D -1 6 78 78 359 281
D A 0 2 78 62 125 47
A Y 1 -5 62 94 109 47
Y Space -3 2 94 94 187 93
Space W 3 2 94 78 1014 920
W R 0 -2 78 47 172 94
R E 0 1 47 94 62 15
E Back 1 -10 94 94 874 780
Back Back 0 0 94 62 172 78
Back E -1 10 62 125 140 78
E R 0 -1 125 219 62 -63
R E 0 1 219 141 203 -16
E Space -3 -1 141 109 484 343
Space T 3 -1 109 62 265 156
T H -1 -1 62 78 187 125
H E 1 3 78 62 94 16
E Space -3 -1 62 63 171 109
Space L 2 -5 63 94 671 608
L A 0 8 94 78 125 31
A S 0 -1 78 78 172 94
S T 1 -3 78 63 93 15
T Space -3 1 63 93 172 109
Space D 2 1 93 63 171 78
D A 0 2 63 78 110 47
A Y 1 -5 78 78 140 62
Y Space -3 2 78 78 718 640
Space O 3 -5 78 63 358 280
O F -1 5 63 78 219 156
F Space -2 0 78 78 125 47
Space M 1 -3 78 109 686 608
M Y 2 1 109 94 218 109
Y Space -3 2 94 93 188 94
Space L 2 -5 93 93 702 609
L I 1 1 93 62 234 141
I F -1 4 62 156 93 31
F E 1 1 156 94 125 -31
E Space -3 -1 94 31 265 171
Space Back 4 -9 31 93 2044 2013
Back Oemcomma -3 5 93 141 2558 2465
Oemcomma Space -1 4 141 94 109 -32
Space W 3 2 94 93 219 125
W O 0 -7 93 109 156 63
O U 0 2 109 78 62 -47
U L -1 -2 78 94 203 125
L D 0 6 94 94 140 46
D Space -2 -1 94 93 110 16
Space LShiftKey 1 4 93 234 577 484
LShiftKey I 2 -8 234 78 140 -94
I Space -3 4 78 62 250 172
Space W 3 2 62 78 1279 1217
W A -1 1 78 125 218 140
A N -1 -5 125 78 141 16
N T 2 1 78 94 218 140
T Space -3 1 94 78 78 -16
Space T 3 -1 78 78 141 63
T O 0 -4 78 78 109 31
O Space -3 5 78 78 187 109
Space D 2 1 78 94 156 78
D O 1 -6 94 62 94 0
O Space -3 5 62 63 202 140
Space W 3 2 63 78 1420 1357
W H -1 -4 78 93 125 47
H A 0 5 93 78 125 32
A T 1 -4 78 78 109 31
T Space -3 1 78 94 249 171
Space LShiftKey 1 4 94 202 188 94
LShiftKey I 2 -8 202 78 109 -93
I Space -3 4 78 78 187 109
Space A 2 3 78 78 141 63
A M -1 -6 78 78 109 31
M Space -1 3 78 78 218 140
Space A 2 3 78 78 1888 1810
A B -1 -4 78 78 156 78
B O 2 -4 78 140 234 156
O U 0 2 140 78 93 -47
U T 0 2 78 78 141 63
T Space -3 1 78 94 140 62
Space T 3 -1 94 62 125 31
T O 0 -4 62 94 109 47
O Space -3 5 94 93 219 125
Space D 2 1 93 63 171 78
D O 1 -6 63 78 78 15
O Space -3 5 78 94 187 109
Space T 3 -1 94 94 359 265
T O 0 -4 94 78 141 47
O D -1 6 78 78 358 280
D A 0 2 78 78 2247 2169
A Y 1 -5 78 78 171 93
Y RShiftKey -2 -5 78 249 5180 5102
RShiftKey OemQuestion 0 1 249 140 109 -140
OemQuestion RShiftKey 0 -1 140 125 624 484
RShiftKey Oem7 1 0 125 140 47 -78
Oem7 Space -2 7 140 93 312 172
Space LShiftKey 1 4 93 156 171 78
LShiftKey A 1 -1 156 141 109 -47
A N -1 -5 141 78 172 31
N D 1 3 78 94 140 62
D Space -2 -1 94 109 94 0
Space W 3 2 109 110 218 109
W H -1 -4 110 78 125 15
H E 1 3 78 63 156 78
E N -2 -3 63 78 141 78
N E 2 3 78 78 109 31
E E 0 0 78 109 203 125
E V -2 -1 109 78 109 0
V R 2 0 78 140 109 31
R Back 1 -9 140 109 1747 1607
Back Back 0 0 109 78 187 78
Back Back 0 0 78 47 156 78
Back V -3 9 47 63 780 733
V E 2 1 63 94 94 31
E R 0 -1 94 62 203 109
R Space -3 0 62 78 109 47
Space T 3 -1 78 63 2168 2090
T H -1 -1 63 78 188 125
H E 1 3 78 78 109 31
E Space -3 -1 78 94 93 15
Space A 2 3 94 93 219 125
A N -1 -5 93 93 156 63
N S 1 4 93 78 109 16
S W 1 0 78 109 172 94
W E 0 -1 109 78 234 125
E R 0 -1 78 156 577 499
R Space -3 0 156 93 281 125
Space H 2 -2 93 78 280 187
H A 0 5 78 93 110 32
A S 0 -1 93 93 187 94
S Space -2 -2 93 78 125 32
Space B 1 -1 78 63 202 124
B E 2 2 63 78 156 93
E E 0 0 78 78 188 110
E N -2 -3 78 78 140 62
N Space -1 2 78 78 234 156
Space RShiftKey 1 -7 78 125 1841 1763
RShiftKey Oem7 1 0 125 124 47 -78
Oem7 LShiftKey -1 11 124 359 639 515
LShiftKey N 0 -6 359 62 250 -109
N O 2 -3 62 109 187 125
O RShiftKey -2 -2 109 203 437 328
RShiftKey Oem7 1 0 203 125 93 -110
Oem7 Space -2 7 125 78 1217 1092
Space F 2 0 78 94 905 827
F O 1 -5 94 78 94 0
O R 0 5 78 110 124 46
R Space -3 0 110 78 141 31
Space T 3 -1 78 62 109 31
T O 0 -4 62 93 125 63
O O 0 0 93 62 187 94
O Space -3 5 62 78 218 156
Space M 1 -3 78 94 203 125
M A 1 6 94 63 187 93
A N -1 -5 63 93 141 78
N Y 2 0 93 78 234 141
Y Space -3 2 78 94 171 93
Space D 2 1 94 94 78 -16
D A 0 2 94 78 250 156
A Y 1 -5 78 78 94 16
Y S -1 4 78 78 93 15
S Space -2 -2 78 78 125 47
Space I 3 -4 78 125 187 109
I N -2 2 125 109 78 -47
N Space -1 2 109 78 203 94
Space A 2 3 78 94 109 31
A Space -2 -3 94 109 765 671
Space R 3 0 109 93 577 468
R O 0 -5 93 93 125 32
O W 0 7 93 78 202 109
W Oemcomma -2 -6 78 156 312 234
Oemcomma Space -1 4 156 109 94 -62
Space LShiftKey 1 4 109 515 530 421
LShiftKey I 2 -8 515 62 422 -93
I Space -3 4 62 78 171 109
Space K 2 -4 78 125 156 78
K N -1 2 125 124 63 -62
N O 2 -3 124 109 171 47
O W 0 7 109 78 172 63
W Space -3 -2 78 78 140 62
Space LShiftKey 1 4 78 187 687 609
LShiftKey I 2 -8 187 63 171 -16
I Space -3 4 63 94 265 202
Space N 1 -2 94 78 188 94
N E 2 3 78 78 109 31
E E 0 0 78 94 140 62
E D -1 0 94 109 219 125
D Space -2 -1 109 93 109 0
Space T 3 -1 93 93 203 110
T O 0 -4 93 78 78 -15
O Space -3 5 78 78 218 140
Space C 1 1 78 93 1373 1295
C H 1 -3 93 78 109 16
H N -1 0 78 109 250 172
N Back 3 -7 109 125 514 405
Back A -2 12 125 109 609 484
A N -1 -5 109 78 171 62
N G 1 1 78 78 234 156
G E 1 2 78 78 110 32
E Space -3 -1 78 94 140 62
Space S 2 2 94 110 140 46
S O 1 -7 110 109 94 -16
O M -2 2 109 109 94 -15
M E 2 4 109 78 109 0
E T 0 -2 78 78 218 140
T H -1 -1 78 78 187 109
H I 1 -2 78 141 203 125
I N -2 2 141 125 78 -63
N G 1 1 125 63 109 -16
G OemPeriod -1 -4 63 62 1436 1373
OemPeriod Return 1 -3 62 78 1107 1045
Return LShiftKey -1 12 78 281 1030 952
LShiftKey R 2 -4 281 93 203 -78
R E 0 1 93 94 280 187
E M -2 -4 94 62 172 78
M M 0 0 62 78 156 94
M E 2 4 78 94 156 78
E Back 1 -10 94 78 530 436
Back Back 0 0 78 63 156 78
Back E -1 10 63 93 375 312
E M -2 -4 93 78 156 63
M B 0 2 78 78 234 156
B E 2 2 78 124 47 -31
E R 0 -1 124 62 234 110
R I 0 -4 62 124 156 94
I N -2 2 124 93 78 -46
N G 1 1 93 78 78 -15
G Space -2 1 78 78 156 78
Space T 3 -1 78 62 1310 1232
T H -1 -1 62 78 187 125
H A 0 5 78 78 109 31
A T 1 -4 78 62 110 32
T Space -3 1 62 109 187 125
Space LShiftKey 1 4 109 187 156 47
LShiftKey I 2 -8 187 62 125 -62
I Oem7 -1 -3 62 62 546 484
Oem7 L 0 2 62 78 234 172
L L 0 0 78 78 156 78
L Space -2 5 78 78 249 171
Space B 1 -1 78 62 905 827
B E 2 2 62 78 140 78
E Space -3 -1 78 94 78 0
Space D 2 1 94 78 266 172
D E 1 0 78 78 171 93
E A -1 2 78 109 219 141
A D 0 -2 109 94 218 109
D Space -2 -1 94 62 156 62
Space S 2 2 62 78 109 47
S O 1 -7 78 94 109 31
O O 0 0 94 156 141 47
O N -2 3 156 125 109 -47
N Space -1 2 125 62 312 187
Space I 3 -4 62 78 1154 1092
I S -1 6 78 94 156 78
S Space -2 -2 94 94 94 0
Space T 3 -1 94 31 265 171
T H -1 -1 31 94 187 156
H E 1 3 94 78 156 62
E Space -3 -1 78 78 203 125
Space M 1 -3 78 109 718 640
M O 2 -2 109 109 62 -47
O S -1 7 109 78 172 63
S T 1 -3 78 63 171 93
T Space -3 1 63 110 156 93
Space I 3 -4 110 94 250 140
I M -2 1 94 109 78 -16
M P 2 -3 109 109 187 78
P O 0 1 109 94 187 78
O R 0 5 94 78 110 16
R T 0 -1 78 63 202 124
T A -1 4 63 94 156 93
A N -1 -5 94 94 250 156
N T 2 1 94 78 172 78
T Space -3 1 78 94 140 62
Space T 3 -1 94 93 905 811
T O 0 -4 93 62 156 63
O O 0 0 62 78 125 63
O L -1 0 78 78 187 109
L Space -2 5 78 78 203 125
Space LShiftKey 1 4 78 202 234 156
LShiftKey LShiftKey 0 0 202 249 624 422
LShiftKey I 2 -8 249 78 156 -93
I Oem7 -1 -3 78 78 436 358
Oem7 V -1 7 78 78 437 359
V E 2 1 78 109 156 78
E Space -3 -1 109 62 94 -15
Space E 3 1 62 78 171 109
E V -2 -1 78 78 94 16
V E 2 1 78 93 94 16
E R 0 -1 93 78 187 94
R Space -3 0 78 78 171 93
Space E 3 1 78 63 905 827
E N -2 -3 63 94 125 62
N C 0 3 94 78 406 312
C O 2 -6 78 109 187 109
O U 0 2 109 109 47 -62
U N -2 1 109 93 234 125
N T 2 1 93 47 265 172
T E 0 2 47 78 93 46
E R 0 -1 78 78 203 125
R E 0 1 78 109 156 78
E D -1 0 109 78 343 234
D OemPeriod -1 -6 78 78 1950 1872
OemPeriod Space -1 5 78 78 203 125
Space Back 4 -9 78 94 1981 1903
Back Back 0 0 94 46 188 94
Back Space -4 9 46 94 374 328
Space O 3 -5 94 94 390 296
O Back 1 -4 94 78 390 296
Back T -1 8 78 78 187 109
T O 0 -4 78 78 109 31
O Space -3 5 78 78 172 94
Space H 2 -2 78 78 125 47
H E 1 3 78 94 109 31
E L -1 -6 94 94 187 93
L P 1 -1 94 78 78 -16
P Space -3 6 78 78 172 94
Space M 1 -3 78 78 171 93
M E 2 4 78 78 94 16
E Space -3 -1 78 78 78 0
Space M 1 -3 78 78 749 671
M A 1 6 78 78 125 47
A K 0 -7 78 78 140 62
K E 1 5 78 78 156 78
E Space -3 -1 78 93 125 47
Space T 3 -1 93 63 249 156
T H -1 -1 63 78 156 93
H E 1 3 78 63 125 47
E Space -3 -1 63 94 78 15
Space B 1 -1 94 78 203 109
B I 2 -3 78 110 140 62
I G -1 3 110 78 188 78
G Space -2 1 78 78 109 31
Space C 1 1 78 78 1373 1295
C H 1 -3 78 63 124 46
H O 1 -3 63 93 188 125
O I 0 1 93 94 46 -47
I C -2 5 94 78 281 187
C E 2 0 78 78 94 16
E S -1 1 78 78 655 577
S Space -2 -2 78 78 218 140
Space I 3 -4 78 141 359 281
I N -2 2 141 93 94 -47
N Space -1 2 93 78 203 110
Space I 3 -4 78 78 546 468
I F -1 4 78 78 124 46
F OemPeriod -1 -5 78 31 375 297
OemPeriod E 2 6 31 93 203 172
E Back 1 -10 93 78 358 265
Back Back 0 0 78 78 172 94
Back Back 0 0 78 78 156 78
Back Back 0 0 78 78 156 78
Back L -2 4 78 78 499 421
L I 1 1 78 78 187 109
I F -1 4 78 141 234 156
F E 1 1 141 156 94 -47
E OemPeriod -2 -6 156 78 187 31
OemPeriod Space -1 5 78 94 187 109
Space LShiftKey 1 4 94 234 2933 2839
LShiftKey B 0 -5 234 78 141 -93
B E 2 2 78 78 265 187
E A -1 2 78 94 140 62
A C -1 -2 94 78 109 15
C U 2 -4 78 78 250 172
U S -1 5 78 78 94 16
S E 1 -1 78 62 187 109
E Space -3 -1 62 78 156 94
Space A 2 3 78 78 140 62
A L 0 -8 78 78 203 125
L M -1 2 78 156 140 62
M O 2 -2 156 109 141 -15
O S -1 7 109 78 203 94
S T 1 -3 78 62 156 78
T Space -3 1 62 93 156 94
Space E 3 1 93 78 124 31
E V -2 -1 78 78 110 32
V E 2 1 78 94 93 15
E R 0 -1 94 78 109 15
R Y 0 -2 78 78 593 515
Y T 0 1 78 62 172 94
T H -1 -1 62 94 171 109
H I 1 -2 94 203 219 125
I N -2 2 203 109 140 -63
N G 1 1 109 78 640 531
G Space -2 1 78 78 577 499
Space OemMinus 4 -7 78 78 203 125
OemMinus Space -4 7 78 63 218 140
Space L 2 -5 63 47 250 187
L Back 2 -4 47 94 452 405
Back A -2 12 94 93 219 125
A L 0 -8 93 78 234 141
L L 0 0 78 62 156 78
L Space -2 5 62 94 140 78
Space E 3 1 94 78 140 46
E X -2 1 78 78 266 188
X T 2 -3 78 109 171 93
T E 0 2 109 78 156 47
E R 0 -1 78 63 78 0
R N -2 -2 63 78 312 249
N A 1 5 78 109 156 78
A L 0 -8 109 93 141 32
L Space -2 5 93 78 202 109
Space E 3 1 78 94 1404 1326
E C -2 0 94 93 188 94
C P 2 -7 93 63 358 265
P E 0 7 63 78 188 125
E C -2 0 78 78 249 171
C T 2 -2 78 78 234 156
T A -1 4 78 78 156 78
A T 1 -4 78 78 63 -15
T I 0 -3 78 110 280 202
I O 0 -1 110 109 47 -63
O N -2 3 109 109 203 94
N S 1 4 109 62 156 47
S Oemcomma -1 -6 62 125 593 531
Oemcomma Space -1 4 125 125 78 -47
Space A 2 3 125 94 140 15
A L 0 -8 94 78 156 62
L L 0 0 78 94 125 47
L Space -2 5 94 94 156 62
Space P 3 -6 94 78 187 93
P R 0 6 78 94 109 31
R I 0 -4 94 109 172 78
I D -1 5 109 78 343 234
D E 1 0 78 78 141 63
E Oemcomma -2 -5 78 125 826 748
Oemcomma Space -1 4 125 125 47 -78
Space A 2 3 125 109 141 16
A L 0 -8 109 78 109 0
L L 0 0 78 78 140 62
L Space -2 5 78 94 187 109
Space D 2 1 94 78 687 593
D E 1 0 78 63 218 140
E Back 1 -10 63 109 515 452
Back Back 0 0 109 78 172 63
Back F -2 9 78 78 327 249
F E 1 1 78 62 203 125
E A -1 2 62 93 94 32
A R 1 -3 93 62 109 16
R Space -3 0 62 78 265 203
Space O 3 -5 78 78 2122 2044
O F -1 5 78 62 374 296
F Space -2 0 62 62 156 94
Space A 2 3 62 94 187 125
A M -1 -6 94 94 156 62
M B 0 2 94 94 281 187
B A 1 4 94 94 156 62
A R 1 -3 94 78 172 78
R A -1 3 78 93 390 312
A S 0 -1 93 78 312 219
S S 0 0 78 78 187 109
S M -1 -5 78 78 281 203
M E 2 4 78 78 124 46
E N -2 -3 78 93 110 32
N T 2 1 93 78 187 94
T Space -3 1 78 78 93 15
Space O 3 -5 78 78 2497 2419
O R 0 5 78 78 124 46
R Space -3 0 78 93 141 63
Space F 2 0 93 78 125 32
F A 0 3 78 109 249 171
A I 1 -7 109 78 141 32
I L -1 -1 78 78 202 124
L U 1 2 78 78 219 141
U R 0 3 78 62 234 156
R E 0 1 62 93 78 16
E Space -3 -1 93 78 3338 3245
Space OemMinus 4 -7 78 93 219 141
OemMinus Space -4 7 93 93 234 141
Space T 3 -1 93 62 218 125
T H -1 -1 62 93 172 110
H E 1 3 93 62 109 16
E S -1 1 62 94 187 125
S E 1 -1 94 62 203 109
E Space -3 -1 62 78 249 187
Space T 3 -1 78 78 593 515
T H -1 -1 78 93 172 94
H I 1 -2 93 125 218 125
I N -2 2 125 109 78 -47
N G 1 1 109 78 234 125
G S 0 3 78 94 109 31
S Space -2 -2 94 78 234 140
