D0 D5 0 5 78 109 281 203
Space O 3 -5 93 62 218 125
O N -2 3 62 63 187 125
N Space -1 2 63 62 172 109
Space M 1 -3 62 46 172 110
M E 2 4 46 63 93 47
E Space -3 -1 63 46 141 78
Space Back 4 -9 46 78 2823 2777
Back Oemcomma -3 5 78 94 468 390
Oemcomma Space -1 4 94 63 234 140
Space A 2 3 63 125 2075 2012
A N -1 -5 125 62 156 31
N D 1 3 62 78 156 94
D Space -2 -1 78 78 94 16
Space S 2 2 78 94 764 686
S I 1 -6 94 78 406 312
I N -2 2 78 78 358 280
N C 0 3 78 78 266 188
C E 2 0 78 93 109 31
E Space -3 -1 93 94 109 16
Space T 3 -1 94 78 250 156
T H -1 -1 78 78 187 109
H E 1 3 78 78 140 62
E N -2 -3 78 93 63 -15
N Oemcomma 0 -2 93 93 1045 952
Oemcomma Space -1 4 93 78 296 203
Space F 2 0 78 78 6100 6022
F O 1 -5 78 93 47 -31
O R 0 5 93 94 202 109
R Space -3 0 94 78 78 -16
Space T 3 -1 78 78 250 172
T H -1 -1 78 78 187 109
H E 1 3 78 78 125 47
E Space -3 -1 78 78 109 31
Space P 3 -6 78 94 312 234
P A -1 9 94 93 141 47
A S 0 -1 93 78 218 125
S T 1 -3 78 78 94 16
T Space -3 1 78 94 249 171
Space D3 4 1 94 78 203 109
D3 D3 0 0 78 62 172 94
D3 Space -4 -1 62 78 62 0
Space Y 3 -2 78 78 296 218
Y E 0 3 78 94 593 515
E A -1 2 94 78 141 47
A R 1 -3 78 78 93 15
R S -1 2 78 93 219 141
S Oemcomma -1 -6 93 94 5038 4945
Oemcomma Space -1 4 94 94 234 140
Space Capital 2 4 94 140 578 484
Capital I 1 -8 140 78 109 -31
I Capital -1 8 78 109 125 47
Capital Space -2 -4 109 94 93 -16
Space H 2 -2 94 78 203 109
H Y 1 0 78 15 16 -62
Y A -1 5 15 109 93 78
A V -1 -3 109 62 172 63
V E 2 1 62 109 109 47
E Space -3 -1 109 78 109 0
Space Back 4 -9 78 62 796 718
Back Back 0 0 62 78 171 109
Back Back 0 0 78 62 172 94
Back Back 0 0 62 62 156 94
Back Back 0 0 62 62 172 110
Back A -2 12 62 109 405 343
A V -1 -3 109 78 312 203
V E 2 1 78 93 172 94
E Space -3 -1 93 62 78 -15
Space L 2 -5 62 93 624 562
L O 1 0 93 62 203 110
O O 0 0 62 78 124 62
O K -1 1 78 94 172 94
K E 1 5 94 109 125 31
E D -1 0 109 93 203 94
D Space -2 -1 93 63 93 0
Space I 3 -4 63 94 203 140
I N -2 2 94 63 218 124
N Space -1 2 63 78 172 109
Space T 3 -1 78 93 125 47
T H -1 -1 93 78 125 32
H E 1 3 78 94 202 124
E Space -3 -1 94 78 78 -16
Space M 1 -3 78 78 188 110
M O 2 -2 78 78 202 124
O Back 1 -4 78 110 858 780
Back I -1 5 110 78 656 546
I R 0 4 78 62 156 78
R R 0 0 62 94 171 109
R O 0 -5 94 78 187 93
O R 0 5 78 94 125 47
R Space -3 0 94 63 187 93
Space E 3 1 63 109 593 530
E V -2 -1 109 78 63 -46
V E 2 1 78 78 124 46
E R 0 -1 78 93 188 110
R Y 0 -2 93 78 62 -31
Y Space -3 2 78 109 265 187
Space M 1 -3 109 78 234 125
M Back 3 -6 78 141 624 546
Back M -3 6 141 78 640 499
M O 2 -2 78 62 234 156
O R 0 5 62 78 171 109
R N -2 -2 78 63 156 78
N I 2 -2 63 78 203 140
I N -2 2 78 78 203 125
N G 1 1 78 94 156 78
G Space -2 1 94 62 78 -16
Space Back 4 -9 62 78 3962 3900
Back Space -4 9 78 94 858 780
Space A 2 3 94 109 141 47
A N -1 -5 109 62 125 16
N D 1 3 62 93 156 94
D Space -2 -1 93 78 124 31
Space A 2 3 78 109 203 125
A S 0 -1 109 93 219 110
S K 0 -6 93 93 109 16
K E 1 5 93 94 140 47
E D -1 0 94 78 203 109
D Space -2 -1 78 78 109 31
Space M 1 -3 78 78 172 94
M Y 2 1 78 78 234 156
Y S -1 4 78 109 140 62
S E 1 -1 109 94 234 125
E L -1 -6 94 62 125 31
L F 0 5 62 78 203 141
F RShiftKey -1 -7 78 187 655 577
RShiftKey Oem1 1 1 187 125 140 -47
Oem1 Space -2 6 125 78 297 172
Space RShiftKey 1 -7 78 187 3104 3026
RShiftKey Oem7 1 0 187 140 125 -62
Oem7 Capital 0 11 140 140 671 531
Capital I 1 -8 140 93 281 141
I Capital -1 8 93 93 156 63
Capital F 0 -4 93 110 748 655
F Space -2 0 110 78 110 0
Space T 3 -1 78 94 358 280
T O 0 -4 94 78 78 -16
O D -1 6 78 78 359 281
D A 0 2 78 109 219 141
A Y 1 -5 109 78 62 -47
Y Space -3 2 78 109 265 187
Space W 3 2 109 78 172 63
W E 0 -1 78 109 187 109
E R 0 -1 109 78 172 63
R E 0 1 78 94 93 15
E Space -3 -1 94 109 172 78
Space T 3 -1 109 78 749 640
T H -1 -1 78 94 218 140
H E 1 3 94 94 140 46
E Space -3 -1 94 62 172 78
Space L 2 -5 62 93 562 500
L A 0 8 93 94 140 47
A S 0 -1 94 78 234 140
S T 1 -3 78 63 62 -16
T Space -3 1 63 78 266 203
Space D 2 1 78 78 265 187
D A 0 2 78 109 156 78
A Y 1 -5 109 78 109 0
Y Space -3 2 78 93 250 172
Space O 3 -5 93 78 280 187
O F -1 5 78 93 141 63
F Space -2 0 93 78 109 16
Space M 1 -3 78 78 172 94
M Y 2 1 78 78 234 156
Y Space -3 2 78 78 218 140
Space L 2 -5 78 109 203 125
L I 1 1 109 93 234 125
I F -1 4 93 78 281 188
F E 1 1 78 63 93 15
E Oemcomma -2 -5 63 78 1919 1856
Oemcomma Space -1 4 78 93 203 125
Space W 3 2 93 94 3884 3791
W O 0 -7 94 93 63 -31
O U 0 2 93 78 280 187
U L -1 -2 78 78 328 250
L D 0 6 78 109 172 94
D Space -2 -1 109 78 93 -16
Space Capital 2 4 78 140 437 359
Capital I 1 -8 140 63 140 0
I Capital -1 8 63 78 125 62
Capital Space -2 -4 78 78 141 63
Space W 3 2 78 94 374 296
W A -1 1 94 94 234 140
A N -1 -5 94 78 62 -32
N T 2 1 78 78 234 156
T Space -3 1 78 94 234 156
Space T 3 -1 94 94 156 62
T O 0 -4 94 78 94 0
O Space -3 5 78 78 234 156
Space D 2 1 78 109 156 78
D O 1 -6 109 63 109 0
O Space -3 5 63 94 234 171
Space W 3 2 94 125 265 171
W H -1 -4 125 78 94 -31
H A 0 5 78 110 218 140
A T 1 -4 110 62 94 -16
T Space -3 1 62 78 265 203
Space Capital 2 4 78 141 312 234
Capital I 1 -8 141 78 94 -47
I Capital -1 8 78 110 171 93
Capital Space -2 -4 110 62 94 -16
Space A 2 3 62 109 187 125
A M -1 -6 109 63 31 -78
M Space -1 3 63 78 219 156
Space A 2 3 78 125 390 312
A B -1 -4 125 62 125 0
B O 2 -4 62 94 280 218
O U 0 2 94 78 234 140
U T 0 2 78 125 172 94
T Space -3 1 125 78 94 -31
Space T 3 -1 78 124 156 78
T O 0 -4 124 78 78 -46
O Space -3 5 78 78 234 156
Space D 2 1 78 110 202 124
D O 1 -6 110 78 110 0
O Space -3 5 78 78 218 140
Space T 3 -1 78 93 172 94
T O 0 -4 93 78 249 156
O D -1 6 78 62 375 297
D A 0 2 62 140 109 47
A Y 1 -5 140 78 203 63
Y RShiftKey -2 -5 78 140 1981 1903
RShiftKey OemQuestion 0 1 140 156 93 -47
OemQuestion RShiftKey 0 -1 156 187 219 63
RShiftKey Oem7 1 0 187 141 140 -47
Oem7 Space -2 7 141 78 1248 1107
Space Capital 2 4 78 125 2153 2075
Capital A 0 -1 125 78 281 156
A Capital 0 1 78 78 234 156
Capital N -1 -6 78 78 187 109
N D 1 3 78 109 203 125
D Space -2 -1 109 78 125 16
Space W 3 2 78 125 280 202
W H -1 -4 125 78 156 31
H E 1 3 78 78 219 141
E N -2 -3 78 78 109 31
N E 2 3 78 94 109 31
E V -2 -1 94 63 499 405
V E 2 1 63 94 94 31
E R 0 -1 94 78 218 124
R Space -3 0 78 94 94 16
Space T 3 -1 94 78 250 156
T H -1 -1 78 93 187 109
H E 1 3 93 78 125 32
E Space -3 -1 78 78 140 62
Space A 2 3 78 141 265 187
A N -1 -5 141 78 109 -32
N S 1 4 78 94 234 156
S W 1 0 94 110 234 140
W E 0 -1 110 109 203 93
E R 0 -1 109 109 219 110
R Space -3 0 109 93 156 47
Space H 2 -2 93 78 234 141
H A 0 5 78 109 156 78
A S 0 -1 109 94 202 93
S Space -2 -2 94 78 94 0
Space B 1 -1 78 78 187 109
B E 2 2 78 109 94 16
E E 0 0 109 78 203 94
E N -2 -3 78 78 62 -16
N Space -1 2 78 78 218 140
Space RShiftKey 1 -7 78 156 1295 1217
RShiftKey Oem7 1 0 156 125 109 -47
Oem7 Capital 0 11 125 187 203 78
Capital N -1 -6 187 78 172 -15
N O 2 -3 78 78 249 171
O Capital -1 9 78 78 141 63
Capital RShiftKey -1 -11 78 140 577 499
RShiftKey Oem7 1 0 140 141 62 -78
Oem7 Space -2 7 141 124 734 593
Space F 2 0 124 78 2152 2028
F O 1 -5 78 78 63 -15
O R 0 5 78 94 171 93
R Space -3 0 94 78 125 31
Space T 3 -1 78 78 749 671
T W 0 3 78 109 203 125
W Back 1 -11 109 156 967 858
Back O -1 4 156 63 2090 1934
O O 0 0 63 78 141 78
O Space -3 5 78 78 234 156
Space M 1 -3 78 62 187 109
M A 1 6 62 109 187 125
A N -1 -5 109 78 63 -46
N Y 2 0 78 78 249 171
Y Space -3 2 78 93 250 172
Space D 2 1 93 78 421 328
D A 0 2 78 94 156 78
A T 1 -4 94 46 172 78
T Back 1 -8 46 125 421 375
Back Y -1 7 125 78 608 483
Y S -1 4 78 93 141 63
S Space -2 -2 93 78 140 47
Space I 3 -4 78 94 920 842
I N -2 2 94 62 250 156
N Space -1 2 62 62 203 141
Space A 2 3 62 110 1419 1357
A Space -2 -3 110 78 125 15
Space R 3 0 78 109 297 219
R O 0 -5 109 78 93 -16
O W 0 7 78 78 297 219
W Oemcomma -2 -6 78 78 1918 1840
Oemcomma Space -1 4 78 63 234 156
Space Capital 2 4 63 125 1264 1201
Capital I 1 -8 125 78 125 0
I Capital -1 8 78 78 109 31
Capital Space -2 -4 78 78 125 47
Space K 2 -4 78 78 187 109
K N -1 2 78 78 172 94
N O 2 -3 78 78 218 140
O W 0 7 78 93 172 94
W Space -3 -2 93 62 78 -15
Space Capital 2 4 62 171 390 328
Capital I 1 -8 171 78 140 -31
I Capital -1 8 78 124 172 94
Capital Space -2 -4 124 63 124 0
Space B 1 -1 63 78 328 265
B Back 3 -8 78 94 468 390
Back N -3 7 94 94 608 514
N E 2 3 94 78 156 62
E E 0 0 78 78 172 94
E D -1 0 78 109 156 78
D Space -2 -1 109 62 125 16
Space T 3 -1 62 125 218 156
T O 0 -4 125 63 109 -16
O Space -3 5 63 78 266 203
Space C 1 1 78 125 140 62
C H 1 -3 125 62 156 31
H A 0 5 62 156 187 125
A N -1 -5 156 78 109 -47
N G 1 1 78 78 219 141
G E 1 2 78 93 78 0
E Space -3 -1 93 78 156 63
Space S 2 2 78 109 546 468
S O 1 -7 109 63 109 0
O M -2 2 63 78 219 156
M E 2 4 78 93 187 109
E T 0 -2 93 125 936 843
T H -1 -1 125 47 62 -63
H I 1 -2 47 78 234 187
I N -2 2 78 109 203 125
N G 1 1 109 78 125 16
G OemPeriod -1 -4 78 93 1404 1326
OemPeriod Return 1 -3 93 78 327 234
Return Capital 0 12 78 156 4914 4836
Capital R 1 -4 156 78 110 -46
R Capital -1 4 78 109 140 62
Capital E 1 -3 109 78 47 -62
E M -2 -4 78 78 639 561
M E 2 4 78 78 141 63
E M -2 -4 78 78 109 31
M N 0 1 78 78 296 218
N Back 3 -7 78 93 422 344
Back B -3 8 93 78 998 905
B E 2 2 78 109 94 16
E R 0 -1 109 78 187 78
R I 0 -4 78 94 374 296
I N -2 2 94 78 250 156
N G 1 1 78 125 156 78
G Space -2 1 125 62 109 -16
Space T 3 -1 62 78 250 188
T H -1 -1 78 93 187 109
H A 0 5 93 124 125 32
A T 1 -4 124 62 109 -15
T Space -3 1 62 94 249 187
Space Capital 2 4 94 140 250 156
Capital I 1 -8 140 78 94 -46
I Capital -1 8 78 93 156 78
Capital Space -2 -4 93 78 93 0
Space I 3 -4 78 93 297 219
I Back 1 -5 93 93 421 328
Back Back 0 0 93 125 624 531
Back Oem7 -2 2 125 94 889 764
Oem7 L 0 2 94 62 624 530
L L 0 0 62 78 125 63
L Space -2 5 78 78 203 125
Space B 1 -1 78 78 234 156
B E 2 2 78 78 171 93
E Space -3 -1 78 78 63 -15
Space D 2 1 78 125 171 93
D E 1 0 125 109 234 109
E A -1 2 109 94 281 172
A D 0 -2 94 94 218 124
D Space -2 -1 94 62 110 16
Space S 2 2 62 125 171 109
S O 1 -7 125 63 187 62
O O 0 0 63 94 437 374
O N -2 3 94 78 499 405
N Space -1 2 78 94 203 125
Space I 3 -4 94 62 10000 9906
I S -1 6 62 124 125 63
S Space -2 -2 124 78 156 32
Space T 3 -1 78 109 265 187
T H -1 -1 109 62 156 47
H E 1 3 62 140 156 94
E Space -3 -1 140 78 109 -31
Space M 1 -3 78 63 187 109
M O 2 -2 63 78 187 124
O S -1 7 78 109 125 47
S T 1 -3 109 63 156 47
T Space -3 1 63 94 234 171
Space I 3 -4 94 78 234 140
I M -2 1 78 78 187 109
M P 2 -3 78 93 219 141
P O 0 1 93 94 171 78
O R 0 5 94 94 390 296
R T 0 -1 94 78 110 16
T A -1 4 78 125 249 171
A N -1 -5 125 78 94 -31
N T 2 1 78 124 281 203
T Space -3 1 124 62 109 -15
Space T 3 -1 62 109 203 141
T O 0 -4 109 93 156 47
O O 0 0 93 78 171 78
O L -1 0 78 78 172 94
L Space -2 5 78 94 218 140
Space Capital 2 4 94 156 421 327
Capital I 1 -8 156 78 125 -31
I Capital -1 8 78 94 156 78
Capital Space -2 -4 94 62 125 31
Space H 2 -2 62 94 468 406
H A 0 5 94 109 125 31
A V -1 -3 109 62 187 78
V E 2 1 62 109 156 94
E Space -3 -1 109 78 109 0
Space E 3 1 78 125 281 203
E N -2 -3 125 63 109 -16
N C 0 3 63 110 265 202
C O 2 -6 110 78 156 46
O U 0 2 78 78 234 156
U N -2 1 78 78 203 125
N T 2 1 78 94 234 156
T E 0 2 94 78 172 78
E R 0 -1 78 78 93 15
R E 0 1 78 109 125 47
E D -1 0 109 94 187 78
D Space -2 -1 94 62 3074 2980
Space T 3 -1 62 110 3478 3416
T O 0 -4 110 62 94 -16
O Space -3 5 62 78 265 203
Space H 2 -2 78 62 250 172
H E 1 3 62 109 125 63
E L -1 -6 109 78 234 125
L P 1 -1 78 78 187 109
P Space -3 6 78 78 203 125
Space M 1 -3 78 63 171 93
M E 2 4 63 124 141 78
E Space -3 -1 124 62 62 -62
Space M 1 -3 62 78 172 110
M A 1 6 78 172 280 202
A K 0 -7 172 62 172 0
K E 1 5 62 93 172 110
E Space -3 -1 93 62 78 -15
Space T 3 -1 62 78 655 593
T H -1 -1 78 78 187 109
H Y 1 0 78 31 16 -62
Y E 0 3 31 93 109 78
E Space -3 -1 93 78 125 32
Space B 1 -1 78 78 327 249
B I 2 -3 78 78 265 187
I G -1 3 78 78 266 188
G Space -2 1 78 78 218 140
Space Back 4 -9 78 94 608 530
Back Back 0 0 94 78 172 78
Back Back 0 0 78 46 172 94
Back Back 0 0 46 62 140 94
Back Back 0 0 62 78 156 94
Back Back 0 0 78 62 172 94
Back Back 0 0 62 78 156 94
Back E -1 10 78 125 733 655
E Space -3 -1 125 62 109 -16
Space B 1 -1 62 78 328 266
B I 2 -3 78 78 296 218
I G -1 3 78 94 296 218
G Space -2 1 94 62 94 0
Space C 1 1 62 125 499 437
C H 1 -3 125 63 109 -16
H O 1 -3 63 109 297 234
O I 0 1 109 78 249 140
I C -2 5 78 78 500 422
C E 2 0 78 109 93 15
E S -1 1 109 125 234 125
S Space -2 -2 125 62 125 0
Space I 3 -4 62 78 218 156
I N -2 2 78 93 188 110
N Space -1 2 93 94 171 78
Space L 2 -5 94 94 203 109
L I 1 1 94 94 187 93
I F -1 4 94 63 265 171
F E 1 1 63 62 32 -31
E OemPeriod -2 -6 62 78 811 749
OemPeriod Space -1 5 78 78 1263 1185
Space Capital 2 4 78 109 2403 2325
Capital B -1 -5 109 62 109 0
B Capital 1 5 62 93 94 32
Capital E 1 -3 93 94 483 390
E C -2 0 94 78 234 140
C A 1 2 78 109 141 63
A U 1 -6 109 78 249 140
U S -1 5 78 125 78 0
S E 1 -1 125 110 265 140
E Space -3 -1 110 78 110 0
Space A 2 3 78 110 202 124
A L 0 -8 110 62 110 0
L M -1 2 62 78 187 125
M O 2 -2 78 94 187 109
O S -1 7 94 109 156 62
S T 1 -3 109 94 140 31
T Space -3 1 94 94 250 156
Space E 3 1 94 109 156 62
E V -2 -1 109 63 109 0
V E 2 1 63 94 78 15
E R 0 -1 94 109 203 109
R Y 0 -2 109 78 172 63
Y T 0 1 78 109 156 78
T H -1 -1 109 78 140 31
H I 1 -2 78 78 250 172
I N -2 2 78 78 218 140
N G 1 1 78 78 140 62
G OemMinus 2 -6 78 47 4462 4384
OemMinus Space -4 7 47 78 936 889
Space A 2 3 78 93 562 484
A L 0 -8 93 62 343 250
L L 0 0 62 78 140 78
L Space -2 5 78 78 328 250
Space E 3 1 78 78 639 561
E X -2 1 78 94 281 203
X P 2 -8 94 93 172 78
P E 0 7 93 109 156 63
E C -2 0 109 124 281 172
C T 2 -2 124 124 312 188
T A -1 4 124 109 452 328
A T 1 -4 109 109 733 624
T I 0 -3 109 63 78 -31
I O 0 -1 63 78 172 109
O N -2 3 78 62 203 125
N S 1 4 62 109 187 125
S Oemcomma -1 -6 109 78 2387 2278
Oemcomma Space -1 4 78 62 218 140
Space A 2 3 62 125 218 156
A L 0 -8 125 62 141 16
L L 0 0 62 63 140 78
L Space -2 5 63 47 203 140
Space M 1 -3 47 31 0 -47
M P 2 -3 31 93 250 219
P R 0 6 93 78 187 94
R I 0 -4 78 125 140 62
I D -1 5 125 94 265 140
D E 1 0 94 78 188 94
E Back 1 -10 78 78 624 546
Back Back 0 0 78 63 171 93
Back Back 0 0 63 63 156 93
Back Back 0 0 63 78 141 78
Back Back 0 0 78 62 156 78
Back Back 0 0 62 78 140 78
Back Back 0 0 78 62 172 94
Back Space -4 9 62 94 592 530
Space P 3 -6 94 62 609 515
P R 0 6 62 93 234 172
R I 0 -4 93 93 125 32
I D -1 5 93 94 327 234
D E 1 0 94 78 203 109
E Oemcomma -2 -5 78 109 796 718
Oemcomma Space -1 4 109 109 3588 3479
Space A 2 3 109 94 670 561
A L 0 -8 94 62 172 78
L L 0 0 62 78 140 78
L Space -2 5 78 78 234 156
Space F 2 0 78 78 687 609
F E 1 1 78 93 156 78
E A -1 2 93 109 281 188
A R 1 -3 109 78 78 -31
R Space -3 0 78 94 296 218
Space O 3 -5 94 94 733 639
O F -1 5 94 93 172 78
F Space -2 0 93 78 140 47
Space E 3 1 78 93 250 172
E M -2 -4 93 78 109 16
M B 0 2 78 78 281 203
B A 1 4 78 125 156 78
A R 1 -3 125 78 156 31
R A -1 3 78 109 140 62
A Back 2 -12 109 109 1763 1654
Back R -1 9 109 93 1217 1108
R A -1 3 93 94 218 125
