D2 D6 0 -4 109 109 374 265
I K -1 0 125 156 1904 1779
K E 1 5 156 109 140 -16
E RShiftKey -2 -8 109 343 796 687
RShiftKey Oem1 1 1 343 171 156 -187
Oem1 Space -2 6 171 124 780 609
Space RShiftKey 1 -7 124 920 156 32
RShiftKey Oem7 1 0 920 125 764 -156
Oem7 LShiftKey -1 11 125 296 312 187
LShiftKey I 2 -8 296 63 187 -109
I F -1 4 63 94 265 202
F Space -2 0 94 140 188 94
Space Y 3 -2 140 109 936 796
Y O 0 -3 109 172 124 15
O U 0 2 172 109 110 -62
U Space -3 3 109 140 187 78
Space L 2 -5 140 218 234 94
L I 1 1 218 124 125 -93
I V -2 4 124 172 202 78
V E 2 1 172 125 78 -94
E Space -3 -1 125 109 188 63
Space E 3 1 109 203 187 78
E A -1 2 203 172 187 -16
A C -1 -2 172 140 156 -16
C H 1 -3 140 125 125 -15
H Space -2 2 125 124 203 78
Space D 2 1 124 250 93 -31
D A 0 2 250 172 203 -47
A Y 1 -5 172 109 359 187
Y Space -3 2 109 156 2387 2278
Space A 2 3 156 202 234 78
A S 0 -1 202 125 124 -78
S Space -2 -2 125 141 203 78
Space I 3 -4 141 110 1201 1060
I F -1 4 110 125 156 46
F Space -2 0 125 140 188 63
Space I 3 -4 140 125 280 140
I T 0 3 125 140 172 47
T Space -3 1 140 156 312 172
Space W 3 2 156 156 577 421
W A -1 1 156 203 172 16
A S 0 -1 203 141 483 280
S Space -2 -2 141 124 344 203
Space Y 3 -2 124 109 1154 1030
Y O 0 -3 109 172 109 0
O U 0 2 172 125 125 -47
U R 0 3 125 125 156 31
R Space -3 0 125 109 187 62
Space L 2 -5 109 125 203 94
L A 0 8 125 234 140 15
A S 0 -1 234 203 156 -78
S T 1 -3 203 140 250 47
T Oemcomma -2 -3 140 125 343 203
Oemcomma Space -1 4 125 188 1123 998
Space S 2 2 188 140 250 62
S O 1 -7 140 156 109 -31
O M -2 2 156 125 125 -31
M E 2 4 125 93 125 0
E D -1 0 93 234 218 125
D A 0 2 234 187 203 -31
A Y 1 -5 187 93 281 94
Y Space -3 2 93 140 234 141
Space Y 3 -2 140 78 686 546
Y O 0 -3 78 156 234 156
O U 0 2 156 110 109 -47
U Oem7 -1 -4 110 94 952 842
Oem7 L 0 2 94 31 484 390
L L 0 0 31 78 109 78
L Space -2 5 78 140 1919 1841
Space M 1 -3 140 234 296 156
M O 2 -2 234 156 125 -109
O S -1 7 156 171 203 47
S T 1 -3 171 141 124 -47
T Space -3 1 141 124 188 47
Space C 1 1 124 187 327 203
C E 2 0 187 250 156 -31
E R 0 -1 250 141 265 15
R T 0 -1 141 172 546 405
T A -1 4 172 140 141 -31
A I 1 -7 140 109 203 63
I N -2 2 109 109 234 125
N L 1 -3 109 125 1201 1092
L Y 1 3 125 125 530 405
Y Space -3 2 125 125 203 78
Space B 1 -1 125 140 624 499
B E 2 2 140 125 109 -31
E Space -3 -1 125 125 156 31
Space R 3 0 125 125 234 109
R I 0 -4 125 109 141 16
I G -1 3 109 125 140 31
G H 0 -1 125 125 109 -16
H T 1 1 125 109 141 16
T OemPeriod -2 -4 109 93 1747 1638
OemPeriod RShiftKey 0 -2 93 296 7410 7317
RShiftKey Oem7 1 0 296 140 125 -171
Oem7 Space -2 7 140 156 1435 1295
Space LShiftKey 1 4 156 266 171 15
LShiftKey I 2 -8 266 140 110 -156
I T 0 3 140 125 296 156
T Space -3 1 125 109 156 31
Space M 1 -3 109 124 406 297
M A 1 6 124 203 109 -15
A D 0 -2 203 124 125 -78
D E 1 0 124 140 234 110
E Space -3 -1 140 125 187 47
Space A 2 3 125 156 140 15
A N -1 -5 156 140 203 47
N Space -1 2 140 124 172 32
Space I 3 -4 124 141 171 47
I M -2 1 141 156 172 31
M P 2 -3 156 156 249 93
P R 0 6 156 140 266 110
R E 0 1 140 187 78 -62
E S -1 1 187 94 202 15
S S 0 0 94 124 188 94
S I 1 -6 124 250 140 16
I O 0 -1 250 156 172 -78
O N -2 3 156 141 171 15
N Space -1 2 141 94 234 93
Space O 3 -5 94 110 187 93
O N -2 3 110 125 78 -32
N Space -1 2 125 156 156 31
Space M 1 -3 156 140 250 94
M E 2 4 140 78 172 32
E Oemcomma -2 -5 78 125 296 218
Oemcomma Space -1 4 125 125 437 312
Space A 2 3 125 125 967 842
A N -1 -5 125 140 172 47
N D 1 3 140 109 171 31
D Space -2 -1 109 124 141 32
Space S 2 2 124 141 171 47
S I 1 -6 141 78 125 -16
I N -2 2 78 140 172 94
N C 0 3 140 171 187 47
C E 2 0 171 125 93 -78
E Space -3 -1 125 109 172 47
Space T 3 -1 109 109 156 47
T H -1 -1 109 93 94 -15
H E 1 3 93 94 124 31
E N -2 -3 94 109 172 78
N M 0 -1 109 125 515 406
M Space -1 3 125 109 390 265
Space F 2 0 109 93 203 94
F O 1 -5 93 124 78 -15
O Back 1 -4 124 94 483 359
Back Back 0 0 94 16 234 140
Back Back 0 0 16 46 141 125
Back Back 0 0 46 78 218 172
Back Oemcomma -3 5 78 94 780 702
Oemcomma Space -1 4 94 125 203 109
Space F 2 0 125 109 187 62
F O 1 -5 109 94 140 31
O R 0 5 94 141 125 31
R Space -3 0 141 140 141 0
Space T 3 -1 140 141 171 31
T H -1 -1 141 109 125 -16
H E 1 3 109 125 203 94
E Space -3 -1 125 63 62 -63
Space P 3 -6 63 109 297 234
P A -1 9 109 203 93 -16
A S 0 -1 203 187 94 -109
S T 1 -3 187 125 312 125
T Space -3 1 125 140 203 78
Space D3 4 1 140 110 670 530
D3 D3 0 0 110 93 188 78
D3 Space -4 -1 93 140 187 94
Space Y 3 -2 140 125 1263 1123
Y E 0 3 125 234 141 16
E A -1 2 234 234 203 -31
A R 1 -3 234 187 327 93
R S -1 2 187 171 250 63
S Oemcomma -1 -6 171 125 686 515
Oemcomma Back 3 -5 125 125 811 686
Back Oemcomma -3 5 125 110 1404 1279
Oemcomma Space -1 4 110 140 1186 1076
Space LShiftKey 1 4 140 219 187 47
LShiftKey I 2 -8 219 109 94 -125
I Space -3 4 109 109 156 47
Space H 2 -2 109 125 156 47
H A 0 5 125 171 78 -47
A V -1 -3 171 218 109 -62
V E 2 1 218 140 125 -93
E Space -3 -1 140 110 171 31
Space L 2 -5 110 109 172 62
L O 1 0 109 94 218 109
O O 0 0 94 78 188 94
O K -1 1 78 140 187 109
K E 1 5 140 109 140 0
E D -1 0 109 124 219 110
D Space -2 -1 124 125 140 16
Space I 3 -4 125 109 187 62
I N -2 2 109 141 78 -31
N Space -1 2 141 109 203 62
Space T 3 -1 109 125 140 31
T H -1 -1 125 124 110 -15
H E 1 3 124 109 93 -31
E Space -3 -1 109 172 156 47
Space M 1 -3 172 218 141 -31
M O 2 -2 218 110 202 -16
O R 0 5 110 125 172 62
R R 0 0 125 109 234 109
R Back 1 -9 109 93 718 609
Back Back 0 0 93 63 202 109
Back Back 0 0 63 93 141 78
Back I -1 5 93 109 421 328
I R 0 4 109 78 187 78
R R 0 0 78 78 234 156
R O 0 -5 78 109 94 16
O R 0 5 109 93 156 47
R Space -3 0 93 94 187 94
Space E 3 1 94 141 1232 1138
E V -2 -1 141 172 156 15
V E 2 1 172 203 156 -16
E R 0 -1 203 140 172 -31
R Y 0 -2 140 140 94 -46
Y Space -3 2 140 78 265 125
Space M 1 -3 78 187 234 156
M O 2 -2 187 109 109 -78
O R 0 5 109 124 172 63
R N -2 -2 124 140 109 -15
N I 2 -2 140 171 125 -15
I N -2 2 171 156 93 -78
N G 1 1 156 124 141 -15
G Space -2 1 124 125 202 78
Space A 2 3 125 156 141 16
A N -1 -5 156 140 421 265
N D 1 3 140 125 187 47
D Space -2 -1 125 109 156 31
Space A 2 3 109 171 172 63
A S 0 -1 171 141 140 -31
S K 0 -6 141 110 187 46
K E 1 5 110 109 125 15
E D -1 0 109 140 203 94
D Space -2 -1 140 94 187 47
Space M 1 -3 94 140 203 109
M Y 2 1 140 124 1264 1124
Y S -1 4 124 156 296 172
S E 1 -1 156 140 78 -78
E L -1 -6 140 125 203 63
L F 0 5 125 93 203 78
F D 0 1 93 47 15 -78
D Back 2 -10 47 125 1030 983
Back RShiftKey -3 2 125 343 624 499
RShiftKey Oem1 1 1 343 141 140 -203
Oem1 Space -2 6 141 125 1591 1450
Space RShiftKey 1 -7 125 312 172 47
RShiftKey Oem7 1 0 312 141 140 -172
Oem7 LShiftKey -1 11 141 249 500 359
LShiftKey I 2 -8 249 94 62 -187
I F -1 4 94 141 374 280
F Space -2 0 141 125 250 109
Space T 3 -1 125 110 218 93
T O 0 -4 110 94 78 -32
O D -1 6 94 156 250 156
D A 0 2 156 187 172 16
A Y 1 -5 187 110 171 -16
Y Space -3 2 110 109 250 140
Space W 3 2 109 156 203 94
W E 0 -1 156 156 109 -47
E R 0 -1 156 188 296 140
R E 0 1 188 140 110 -78
E Space -3 -1 140 125 187 47
Space T 3 -1 125 125 265 140
T E 0 2 125 250 156 31
E H -1 -3 250 141 343 93
H Back 2 -7 141 109 749 608
Back Back 0 0 109 47 218 109
Back E -1 10 47 78 437 390
E Back 1 -10 78 94 437 359
Back H -2 7 94 109 343 249
H E 1 3 109 140 141 32
E Space -3 -1 140 109 156 16
Space L 2 -5 109 109 234 125
L A 0 8 109 218 62 -47
A S 0 -1 218 203 109 -109
S T 1 -3 203 124 219 16
T Space -3 1 124 109 140 16
Space D 2 1 109 219 187 78
D A 0 2 219 171 141 -78
A Y 1 -5 171 140 156 -15
Y Space -3 2 140 140 1388 1248
Space O 3 -5 140 94 452 312
O F -1 5 94 140 141 47
F Space -2 0 140 94 140 0
Space M 1 -3 94 141 312 218
M Y 2 1 141 63 31 -110
Y Space -3 2 63 125 1155 1092
Space L 2 -5 125 109 296 171
L I 1 1 109 125 31 -78
I F -1 4 125 172 203 78
F E 1 1 172 125 125 -47
E Oemcomma -2 -5 125 93 1763 1638
Oemcomma Space -1 4 93 124 983 890
Space W 3 2 124 156 234 110
W O 0 -7 156 109 187 31
O U 0 2 109 125 78 -31
U L -1 -2 125 187 265 140
L D 0 6 187 141 1544 1357
D Space -2 -1 141 124 344 203
Space LShiftKey 1 4 124 297 280 156
LShiftKey I 2 -8 297 94 203 -94
I Space -3 4 94 109 203 109
Space W 3 2 109 218 234 125
W A -1 1 218 172 109 -109
A N -1 -5 172 125 328 156
N T 2 1 125 109 187 62
T Space -3 1 109 93 203 94
Space T 3 -1 93 125 140 47
T O 0 -4 125 109 141 16
O Space -3 5 109 109 171 62
Space D 2 1 109 140 141 32
D O 1 -6 140 93 156 16
O Space -3 5 93 109 171 78
Space W 3 2 109 140 1139 1030
W H -1 -4 140 109 125 -15
H A 0 5 109 172 140 31
A T 1 -4 172 156 141 -31
T Space -3 1 156 109 218 62
Space LShiftKey 1 4 109 234 140 31
LShiftKey I 2 -8 234 94 125 -109
I Space -3 4 94 110 187 93
Space A 2 3 110 156 156 46
A M -1 -6 156 156 110 -46
M Space -1 3 156 125 171 15
Space A 2 3 125 172 1217 1092
A B -1 -4 172 156 312 140
B O 2 -4 156 141 187 31
O U 0 2 141 125 109 -32
U T 0 2 125 125 234 109
T Space -3 1 125 110 156 31
Space T 3 -1 110 140 172 62
T O 0 -4 140 109 78 -62
O Space -3 5 109 125 187 78
Space D 2 1 125 109 281 156
D O 1 -6 109 94 156 47
O Space -3 5 94 109 156 62
Space T 3 -1 109 140 359 250
T O 0 -4 140 78 156 16
O F -1 5 78 109 265 187
F D 0 1 109 94 0 -109
D A 0 2 94 62 47 -47
A Back 2 -12 62 62 499 437
Back Back 0 0 62 62 156 94
Back Back 0 0 62 78 156 94
Back D -2 10 78 187 203 125
D A 0 2 187 140 156 -31
A Y 1 -5 140 93 125 -15
Y RShiftKey -2 -5 93 266 670 577
RShiftKey OemQuestion 0 1 266 140 141 -125
OemQuestion RShiftKey 0 -1 140 375 218 78
RShiftKey Oem7 1 0 375 156 203 -172
Oem7 LShiftKey -1 11 156 78 1997 1841
LShiftKey Space -1 -4 78 140 31 -47
Space LShiftKey 1 4 140 655 328 188
LShiftKey N 0 -6 655 78 312 -343
N A 1 5 78 109 93 15
A Back 2 -12 109 109 531 422
Back Back 0 0 109 93 187 78
Back LShiftKey -3 13 93 327 156 63
LShiftKey A 1 -1 327 141 171 -156
A N -1 -5 141 125 219 78
N D 1 3 125 140 156 31
D Space -2 -1 140 125 156 16
Space W 3 2 125 110 405 280
W H -1 -4 110 94 125 15
H E 1 3 94 124 141 47
E N -2 -3 124 125 171 47
N V 0 2 125 125 343 218
V Back 3 -9 125 110 702 577
Back E -1 10 110 124 188 78
E V -2 -1 124 140 733 609
V E 2 1 140 218 187 47
E R 0 -1 218 140 172 -46
R Space -3 0 140 110 202 62
Space T 3 -1 110 109 1529 1419
T H -1 -1 109 125 78 -31
H E 1 3 125 109 156 31
E Space -3 -1 109 78 141 32
Space A 2 3 78 156 109 31
A N -1 -5 156 110 171 15
N S 1 4 110 218 141 31
S E 1 -1 218 156 156 -62
E Back 1 -10 156 125 1185 1029
Back W -1 11 125 140 562 437
W E 0 -1 140 265 78 -62
E R 0 -1 265 156 203 -62
R Space -3 0 156 125 312 156
Space H 2 -2 125 109 1123 998
H A 0 5 109 219 109 0
A S 0 -1 219 124 141 -78
S Space -2 -2 124 78 171 47
Space B 1 -1 78 93 219 141
B E 2 2 93 125 124 31
E E 0 0 125 109 250 125
E N -2 -3 109 124 172 63
N Space -1 2 124 124 234 110
Space LShiftKey 1 4 124 1670 280 156
LShiftKey Oem7 1 -11 1670 94 796 -874
Oem7 N -1 5 94 110 686 592
N O 2 -3 110 94 702 592
O LShiftKey -2 9 94 702 250 156
LShiftKey Oem7 1 -11 702 109 515 -187
Oem7 Space -2 7 109 125 795 686
Space F 2 0 125 110 702 577
F O 1 -5 110 110 156 46
O R 0 5 110 125 125 15
R Space -3 0 125 109 125 0
Space T 3 -1 109 93 328 219
T O 0 -4 93 94 124 31
O O 0 0 94 93 188 94
O Space -3 5 93 78 280 187
Space M 1 -3 78 140 172 94
M A 1 6 140 156 172 32
A N -1 -5 156 109 171 15
N Y 2 0 109 109 1248 1139
Y Space -3 2 109 109 484 375
Space D 2 1 109 202 203 94
D A 0 2 202 202 156 -46
A T 1 -4 202 78 421 219
T Back 1 -8 78 124 593 515
Back Y -1 7 124 109 140 16
Y S -1 4 109 141 109 0
S Space -2 -2 141 172 1279 1138
Space I 3 -4 172 188 312 140
I N -2 2 188 172 125 -63
N Space -1 2 172 125 234 62
Space A 2 3 125 172 125 0
A Space -2 -3 172 140 156 -16
Space R 3 0 140 156 250 110
R O 0 -5 156 94 171 15
O W 0 7 94 125 172 78
W Oemcomma -2 -6 125 94 577 452
Oemcomma Space -1 4 94 140 702 608
Space LShiftKey 1 4 140 249 250 110
LShiftKey I 2 -8 249 94 62 -187
I Space -3 4 94 109 203 109
Space K 2 -4 109 156 171 62
K N -1 2 156 187 125 -31
N O 2 -3 187 125 172 -15
O W 0 7 125 124 125 0
W Space -3 -2 124 140 218 94
Space LShiftKey 1 4 140 312 671 531
LShiftKey I 2 -8 312 78 140 -172
I Space -3 4 78 93 219 141
Space N 1 -2 93 94 218 125
N E 2 3 94 140 515 421
E D -1 0 140 109 468 328
D Back 2 -10 109 140 749 640
Back E -1 10 140 140 218 78
E D -1 0 140 140 359 219
D Space -2 -1 140 141 296 156
Space T 3 -1 141 109 1326 1185
T O 0 -4 109 93 250 141
O Space -3 5 93 125 249 156
Space C 1 1 125 124 188 63
C H 1 -3 124 109 93 -31
H A 0 5 109 141 109 0
A N -1 -5 141 125 156 15
N G 1 1 125 156 141 16
G E 1 2 156 125 109 -47
E Space -3 -1 125 109 172 47
Space S 2 2 109 156 187 78
S O 1 -7 156 172 93 -63
O M -2 2 172 125 125 -47
M E 2 4 125 140 141 16
E T 0 -2 140 156 218 78
T H -1 -1 156 156 187 31
H I 1 -2 156 172 858 702
I N -2 2 172 156 94 -78
N G 1 1 156 110 171 15
G OemPeriod -1 -4 110 93 734 624
OemPeriod Return 1 -3 93 125 764 671
Return LShiftKey -1 12 125 390 8065 7940
LShiftKey R 2 -4 390 125 265 -125
R E 0 1 125 156 203 78
E M -2 -4 156 125 234 78
M E 2 4 125 125 203 78
E M -2 -4 125 94 296 171
M B 0 2 94 156 531 437
B E 2 2 156 234 249 93
E R 0 -1 234 140 172 -62
R I 0 -4 140 172 140 0
I N -2 2 172 172 78 -94
N G 1 1 172 141 156 -16
G Space -2 1 141 125 203 62
Space T 3 -1 125 140 1451 1326
T H -1 -1 140 94 140 0
H A 0 5 94 171 141 47
A T 1 -4 171 125 109 -62
T Space -3 1 125 109 187 62
Space LShiftKey 1 4 109 609 187 78
LShiftKey I 2 -8 609 109 437 -172
I Oem7 -1 -3 109 156 780 671
Oem7 L 0 2 156 109 1170 1014
L L 0 0 109 124 219 110
L Space -2 5 124 125 1279 1155
Space B 1 -1 125 156 249 124
B E 2 2 156 125 141 -15
E Space -3 -1 125 109 156 31
Space D 2 1 109 141 140 31
D E 1 0 141 171 250 109
E A -1 2 171 187 187 16
A D 0 -2 187 156 140 -47
D Space -2 -1 156 109 219 63
Space S 2 2 109 125 140 31
S O 1 -7 125 94 125 0
O O 0 0 94 94 187 93
O N -2 3 94 140 203 109
N Space -1 2 140 141 265 125
Space I 3 -4 141 109 312 171
I S -1 6 109 156 156 47
S Space -2 -2 156 93 141 -15
Space T 3 -1 93 140 156 63
T H -1 -1 140 109 109 -31
H E 1 3 109 109 140 31
E Space -3 -1 109 78 125 16
Space M 1 -3 78 187 203 125
M O 2 -2 187 140 125 -62
O S -1 7 140 218 156 16
S T 1 -3 218 109 156 -62
T Space -3 1 109 141 171 62
Space I 3 -4 141 140 1451 1310
I M -2 1 140 187 187 47
M P 2 -3 187 218 281 94
P O 0 1 218 141 140 -78
O R 0 5 141 109 203 62
R T 0 -1 109 172 203 94
T A -1 4 172 156 140 -32
A N -1 -5 156 140 172 16
N T 2 1 140 156 125 -15
T Space -3 1 156 125 156 0
Space T 3 -1 125 109 343 218
T O 0 -4 109 94 140 31
O O 0 0 94 93 188 94
O L -1 0 93 124 234 141
L Space -2 5 124 110 280 156
Space LShiftKey 1 4 110 483 297 187
LShiftKey LShiftKey 0 0 483 1295 733 250
LShiftKey L 1 -9 1295 94 842 -453
L Back 2 -4 94 109 718 624
Back LShiftKey -3 13 109 577 343 234
LShiftKey I 2 -8 577 94 359 -218
I Oem7 -1 -3 94 125 1154 1060
Oem7 V -1 7 125 203 250 125
V E 2 1 203 109 125 -78
E Space -3 -1 109 124 1763 1654
Space E 3 1 124 141 202 78
E V -2 -1 141 78 203 62
V E 2 1 78 218 94 16
E R 0 -1 218 141 218 0
R Space -3 0 141 109 172 31
Space E 3 1 109 140 187 78
E N -2 -3 140 125 203 63
N V 0 2 125 141 1388 1263
V O 2 -5 141 187 172 31
O U 0 2 187 125 93 -94
U Back 1 -6 125 93 422 297
Back Back 0 0 93 94 202 109
Back Back 0 0 94 78 203 109
Back C -3 10 78 141 187 109
C O 2 -6 141 172 203 62
O N -2 3 172 125 406 234
N Back 3 -7 125 110 1029 904
Back U -1 6 110 78 1155 1045
U N -2 1 78 93 234 156
N T 2 1 93 124 125 32
T E 0 2 124 78 218 94
E R 0 -1 78 141 140 62
R E 0 1 141 125 78 -63
E D -1 0 125 125 281 156
D Space -2 -1 125 156 2465 2340
Space T 3 -1 156 156 281 125
T O 0 -4 156 156 125 -31
O Space -3 5 156 110 202 46
Space H 2 -2 110 109 219 109
H E 1 3 109 141 140 31
E L -1 -6 141 78 109 -32
L P 1 -1 78 109 203 125
P Space -3 6 109 94 187 78
Space M 1 -3 94 188 156 62
M E 2 4 188 109 110 -78
E Space -3 -1 109 94 140 31
Space M 1 -3 94 156 1170 1076
M A 1 6 156 140 125 -31
A K 0 -7 140 93 125 -15
K E 1 5 93 156 140 47
E Space -3 -1 156 125 234 78
Space T 3 -1 125 110 530 405
T H -1 -1 110 93 110 0
H E 1 3 93 110 93 0
E Space -3 -1 110 109 141 31
Space B 1 -1 109 140 343 234
B I 2 -3 140 109 156 16
I G -1 3 109 156 218 109
G Space -2 1 156 94 281 125
Space C 1 1 94 125 187 93
C H 1 -3 125 109 125 0
H O 1 -3 109 219 546 437
O I 0 1 219 141 187 -32
I C -2 5 141 203 281 140
C E 2 0 203 140 141 -62
E S -1 1 140 156 1419 1279
S Space -2 -2 156 110 265 109
Space I 3 -4 110 172 172 62
I N -2 2 172 187 109 -63
N Space -1 2 187 125 125 -62
Space L 2 -5 125 156 203 78
L I 1 1 156 156 78 -78
I F -1 4 156 172 187 31
F E 1 1 172 156 94 -78
E OemPeriod -2 -6 156 109 156 0
OemPeriod Space -1 5 109 78 218 109
Space LShiftKey 1 4 78 718 390 312
LShiftKey B 0 -5 718 140 562 -156
B E 2 2 140 172 452 312
E C -2 0 172 187 546 374
C A 1 2 187 188 140 -47
A U 1 -6 188 93 297 109
U S -1 5 93 125 171 78
S E 1 -1 125 140 63 -62
E Space -3 -1 140 125 951 811
Space A 2 3 125 172 250 125
A L 0 -8 172 109 156 -16
L M -1 2 109 187 250 141
M O 2 -2 187 124 156 -31
O S -1 7 124 188 202 78
S T 1 -3 188 156 94 -94
T Space -3 1 156 109 203 47
Space E 3 1 109 140 156 47
E V -2 -1 140 63 249 109
V E 2 1 63 265 63 0
E R 0 -1 265 125 234 -31
R Y 0 -2 125 125 405 280
Y T 0 1 125 109 344 219
T H -1 -1 109 125 109 0
H I 1 -2 125 187 109 -16
I N -2 2 187 94 187 0
N G 1 1 94 125 125 31
G Space -2 1 125 94 312 187
Space OemMinus 4 -7 94 125 2059 1965
OemMinus Space -4 7 125 109 234 109
Space A 2 3 109 156 187 78
A L 0 -8 156 78 219 63
L L 0 0 78 94 187 109
L Space -2 5 94 141 218 124
Space E 3 1 141 125 219 78
E X -2 1 125 141 452 327
X T 2 -3 141 125 390 249
T E 0 2 125 78 265 140
E R 0 -1 78 156 32 -46
R N -2 -2 156 125 218 62
N A 1 5 125 156 156 31
A L 0 -8 156 125 156 0
L Space -2 5 125 141 218 93
Space E 3 1 141 109 250 109
E X -2 1 109 140 281 172
X P 2 -8 140 109 218 78
P E 0 7 109 125 187 78
E C -2 0 125 172 203 78
C T 2 -2 172 203 328 156
T A -1 4 203 203 187 -16
A T 1 -4 203 140 156 -47
T I 0 -3 140 171 172 32
I O 0 -1 171 156 93 -78
O N -2 3 156 156 234 78
N S 1 4 156 156 219 63
S Space -2 -2 156 109 265 109
Space Back 4 -9 109 109 811 702
Back Oemcomma -3 5 109 125 296 187
Oemcomma Space -1 4 125 109 219 94
Space A 2 3 109 141 140 31
A L 0 -8 141 78 141 0
L L 0 0 78 94 171 93
L Space -2 5 94 109 156 62
Space P 3 -6 109 62 453 344
P P 0 0 62 125 280 218
P Back 1 -3 125 109 827 702
Back R -1 9 109 140 328 219
R I 0 -4 140 109 686 546
I D -1 5 109 187 562 453
D E 1 0 187 140 125 -62
E Oemcomma -2 -5 140 94 2558 2418
Oemcomma Space -1 4 94 124 250 156
Space A 2 3 124 156 187 63
A L 0 -8 156 78 171 15
L L 0 0 78 93 188 110
L Space -2 5 93 140 218 125
Space F 2 0 140 156 312 172
F E 1 1 156 187 312 156
E R 0 -1 187 156 0 -187
R A -1 3 156 250 156 0
A T 1 -4 250 312 312 62
T R 0 1 312 109 0 -312
R Back 1 -9 109 110 1154 1045
Back Back 0 0 110 94 250 140
Back Back 0 0 94 125 265 171
Back Back 0 0 125 156 562 437
Back Back 0 0 156 93 515 359
Back E -1 10 93 172 1076 983
E A -1 2 172 250 140 -32
A R 1 -3 250 156 172 -78
R Space -3 0 156 109 250 94
Space O 3 -5 109 124 156 47
O F -1 5 124 109 140 16
F Space -2 0 109 125 156 47
Space E 3 1 125 141 2527 2402
E M -2 -4 141 125 281 140
M B 0 2 125 125 421 296
B A 1 4 125 188 187 62
A R 1 -3 188 187 359 171
R R 0 0 187 156 359 172
R A -1 3 156 171 250 94
A S 0 -1 171 109 265 94
S S 0 0 109 156 218 109
S M -1 -5 156 156 281 125
M E 2 4 156 156 218 62
E N -2 -3 156 156 266 110
N T 2 1 156 125 171 15
