D2 D5 0 -3 109 109 640 531
K E 1 5 125 94 172 47
E RShiftKey -2 -8 94 562 1092 998
RShiftKey Oem1 1 1 562 140 406 -156
Oem1 RShiftKey -1 -1 140 421 327 187
RShiftKey Oem7 1 0 421 187 219 -202
Oem7 RShiftKey -1 0 187 437 3260 3073
RShiftKey I 2 3 437 156 265 -172
I F -1 4 156 125 203 47
F Space -2 0 125 125 109 -16
Space Y 3 -2 125 156 437 312
Y O 0 -3 156 172 140 -16
O U 0 2 172 125 94 -78
U Left -3 -4 125 93 1607 1482
Left Left 0 0 93 78 171 78
Left Left 0 0 78 78 172 94
Left Left 0 0 78 78 172 94
Left Left 0 0 78 63 171 93
Left Left 0 0 63 78 390 327
Left Left 0 0 78 125 421 343
Left Space 0 7 125 78 484 359
Space Right 0 -9 78 125 296 218
Right Right 0 0 125 94 234 109
Right Right 0 0 94 94 172 78
Right Right 0 0 94 109 172 78
Right Right 0 0 109 93 187 78
Right Right 0 0 93 109 187 94
Right Right 0 0 109 62 203 94
Right Space 0 9 62 109 421 359
Space L 2 -5 109 109 3682 3573
L I 1 1 109 110 202 93
I V -2 4 110 156 297 187
V E 2 1 156 140 156 0
E Space -3 -1 140 109 343 203
Space E 3 1 109 156 312 203
E A -1 2 156 125 218 62
A C -1 -2 125 141 156 31
C H 1 -3 141 110 156 15
H Space -2 2 110 141 546 436
Space D 2 1 141 140 1030 889
D A 0 2 140 140 156 16
A Y 1 -5 140 125 655 515
Y Space -3 2 125 109 250 125
Space A 2 3 109 109 203 94
A S 0 -1 109 109 187 78
S Space -2 -2 109 109 359 250
Space I 3 -4 109 125 842 733
I F -1 4 125 140 94 -31
F Space -2 0 140 109 156 16
Space I 3 -4 109 141 1996 1887
I T 0 3 141 93 110 -31
T Space -3 1 93 110 124 31
Space W 3 2 110 140 141 31
W A -1 1 140 93 203 63
A S 0 -1 93 171 78 -15
S Space -2 -2 171 93 889 718
Space Y 3 -2 93 110 795 702
Y O 0 -3 110 156 94 -16
O U 0 2 156 141 109 -47
U R 0 3 141 109 156 15
R Space -3 0 109 125 234 125
Space L 2 -5 125 93 328 203
L A 0 8 93 109 109 16
A S 0 -1 109 109 234 125
S T 1 -3 109 62 562 453
T Oemcomma -2 -3 62 62 2059 1997
Oemcomma Space -1 4 62 94 171 109
Space S 2 2 94 93 141 47
S O 1 -7 93 141 171 78
O M -2 2 141 125 203 62
M E 2 4 125 109 390 265
E D -1 0 109 125 468 359
D A 0 2 125 93 172 47
A Y 1 -5 93 140 78 -15
Y Space -3 2 140 94 873 733
Space Y 3 -2 94 109 921 827
Y O 0 -3 109 171 78 -31
O U 0 2 171 140 125 -46
U Oem7 -1 -4 140 63 982 842
Oem7 L 0 2 63 63 468 405
L L 0 0 63 78 141 78
L Space -2 5 78 109 218 140
Space M 1 -3 109 125 2418 2309
M O 2 -2 125 93 297 172
O S -1 7 93 125 109 16
S T 1 -3 125 125 265 140
T Space -3 1 125 109 811 686
Space C 1 1 109 109 1014 905
C E 2 0 109 124 219 110
E R 0 -1 124 125 249 125
R T 0 -1 125 109 281 156
T A -1 4 109 125 437 328
A I 1 -7 125 156 93 -32
I N -2 2 156 203 94 -62
N L 1 -3 203 125 343 140
L Y 1 3 125 141 234 109
Y Space -3 2 141 125 2761 2620
Space B 1 -1 125 140 531 406
B E 2 2 140 125 62 -78
E Space -3 -1 125 140 125 0
Space R 3 0 140 109 234 94
R I 0 -4 109 110 140 31
I G -1 3 110 124 188 78
G H 0 -1 124 141 93 -31
H T 1 1 141 125 156 15
T OemPeriod -2 -4 125 62 1888 1763
OemPeriod RShiftKey 0 -2 62 343 312 250
RShiftKey Oem7 1 0 343 141 218 -125
Oem7 Space -2 7 141 109 312 171
Space RShiftKey 1 -7 109 328 1357 1248
RShiftKey I 2 3 328 141 234 -94
I T 0 3 141 94 234 93
T Space -3 1 94 109 125 31
Space M 1 -3 109 93 952 843
M A 1 6 93 171 47 -46
A D 0 -2 171 141 249 78
D E 1 0 141 46 219 78
E Space -3 -1 46 140 2496 2450
Space A 2 3 140 109 156 16
A N -1 -5 109 140 156 47
N Space -1 2 140 140 218 78
Space I 3 -4 140 203 281 141
I M -2 1 203 156 218 15
M P 2 -3 156 109 531 375
P R 0 6 109 141 124 15
R E 0 1 141 141 125 -16
E S -1 1 141 109 281 140
S S 0 0 109 94 187 78
S I 1 -6 94 250 109 15
I O 0 -1 250 156 125 -125
O N -2 3 156 140 94 -62
N Space -1 2 140 109 546 406
Space O 3 -5 109 156 1295 1186
O N -2 3 156 171 109 -47
N Space -1 2 171 140 203 32
Space M 1 -3 140 124 156 16
M E 2 4 124 109 93 -31
E Oemcomma -2 -5 109 78 843 734
Oemcomma Space -1 4 78 93 156 78
Space A 2 3 93 156 936 843
A N -1 -5 156 156 109 -47
N D 1 3 156 109 156 0
D Space -2 -1 109 110 171 62
Space S 2 2 110 125 468 358
S I 1 -6 125 156 63 -62
I N -2 2 156 125 140 -16
N C 0 3 125 172 109 -16
C E 2 0 172 125 125 -47
E Space -3 -1 125 110 499 374
Space T 3 -1 110 141 156 46
T H -1 -1 141 125 78 -63
H E 1 3 125 93 188 63
E N -2 -3 93 156 78 -15
N Oemcomma 0 -2 156 140 624 468
Oemcomma Space -1 4 140 109 187 47
Space F 2 0 109 125 2090 1981
F O 1 -5 125 125 109 -16
O R 0 5 125 109 110 -15
R Space -3 0 109 125 93 -16
Space T 3 -1 125 125 156 31
T H -1 -1 125 140 94 -31
H E 1 3 140 109 140 0
E Space -3 -1 109 124 141 32
Space P 3 -6 124 93 421 297
P A -1 9 93 140 125 32
A S 0 -1 140 156 187 47
S T 1 -3 156 94 639 483
T Space -3 1 94 125 468 374
Space D3 4 1 125 78 671 546
D3 D3 0 0 78 63 156 78
D3 Space -4 -1 63 109 390 327
Space Y 3 -2 109 63 811 702
Y E 0 3 63 125 203 140
E A -1 2 125 249 141 16
A R 1 -3 249 141 280 31
R S -1 2 141 109 375 234
S Oemcomma -1 -6 109 109 764 655
Oemcomma Space -1 4 109 94 187 78
Space RShiftKey 1 -7 94 468 749 655
RShiftKey I 2 3 468 187 328 -140
I Space -3 4 187 140 203 16
Space H 2 -2 140 109 296 156
H A 0 5 109 156 94 -15
A V -1 -3 156 156 202 46
V E 2 1 156 140 141 -15
E Space -3 -1 140 140 265 125
Space L 2 -5 140 78 203 63
L O 1 0 78 109 234 156
O O 0 0 109 78 203 94
O K -1 1 78 109 218 140
K E 1 5 109 156 218 109
E D -1 0 156 140 172 16
D Space -2 -1 140 124 562 422
Space I 3 -4 124 172 327 203
I N -2 2 172 172 125 -47
N Space -1 2 172 140 156 -16
Space T 3 -1 140 124 94 -46
T H -1 -1 124 141 124 0
H E 1 3 141 109 94 -47
E Space -3 -1 109 94 140 31
Space M 1 -3 94 140 188 94
M I 2 -1 140 125 218 78
I R 0 4 125 78 359 234
R R 0 0 78 78 156 78
R O 0 -5 78 125 156 78
O R 0 5 125 109 359 234
R Space -3 0 109 141 1138 1029
Space E 3 1 141 140 266 125
E V -2 -1 140 125 202 62
V E 2 1 125 156 188 63
E R 0 -1 156 140 156 0
R Y 0 -2 140 140 187 47
Y Space -3 2 140 125 452 312
Space M 1 -3 125 172 234 109
M O 2 -2 172 172 109 -63
O R 0 5 172 141 203 31
R N -2 -2 141 156 546 405
N I 2 -2 156 156 156 0
I N -2 2 156 203 94 -62
N G 1 1 203 94 187 -16
G Space -2 1 94 124 1264 1170
Space A 2 3 124 156 140 16
A N -1 -5 156 156 78 -78
N D 1 3 156 140 125 -31
D Space -2 -1 140 140 577 437
Space A 2 3 140 124 484 344
A S 0 -1 124 110 202 78
S K 0 -6 110 125 156 46
K E 1 5 125 141 390 265
E D -1 0 141 140 141 0
D Space -2 -1 140 109 343 203
Space M 1 -3 109 140 1030 921
M Y 2 1 140 125 343 203
Y S -1 4 125 94 249 124
S E 1 -1 94 63 234 140
E L -1 -6 63 109 609 546
L F 0 5 109 109 125 16
F RShiftKey -1 -7 109 1232 1248 1139
RShiftKey Oem1 1 1 1232 140 1092 -140
Oem1 Space -2 6 140 78 1014 874
Space RShiftKey 1 -7 78 499 780 702
RShiftKey Oem7 1 0 499 125 374 -125
Oem7 Back 2 -2 125 78 6256 6131
Back RShiftKey -3 2 78 390 343 265
RShiftKey Oem7 1 0 390 125 234 -156
Oem7 RShiftKey -1 0 125 375 3603 3478
RShiftKey I 2 3 375 141 234 -141
I Space -3 4 141 110 234 93
Space F 2 0 110 94 78 -32
F Back 2 -9 94 93 687 593
Back Back 0 0 93 94 171 78
Back F -2 9 94 78 188 94
F Space -2 0 78 78 187 109
Space T 3 -1 78 109 858 780
T O 0 -4 109 109 109 0
O D -1 6 109 141 390 281
D A 0 2 141 125 125 -16
A Y 1 -5 125 93 94 -31
Y Space -3 2 93 125 280 187
Space W 3 2 125 202 1514 1389
W E 0 -1 202 156 234 32
E R 0 -1 156 109 452 296
R E 0 1 109 172 156 47
E Space -3 -1 172 124 562 390
Space T 3 -1 124 125 1528 1404
T H -1 -1 125 140 94 -31
H E 1 3 140 125 109 -31
E Space -3 -1 125 156 94 -31
Space L 2 -5 156 124 203 47
L A 0 8 124 109 109 -15
A S 0 -1 109 156 187 78
S T 1 -3 156 109 328 172
T Space -3 1 109 125 343 234
Space D 2 1 125 125 156 31
D A 0 2 125 94 140 15
A Y 1 -5 94 125 125 31
Y Space -3 2 125 78 936 811
Space O 3 -5 78 78 250 172
O F -1 5 78 109 62 -16
F Space -2 0 109 140 156 47
Space M 1 -3 140 156 530 390
M Y 2 1 156 124 500 344
Y Space -3 2 124 141 202 78
Space L 2 -5 141 141 156 15
L I 1 1 141 125 219 78
I G -1 3 125 187 203 78
G E 1 2 187 140 187 0
E Oemplus 1 -9 140 109 499 359
Oemplus Back 0 -1 109 94 499 390
Back Back 0 0 94 93 172 78
Back Back 0 0 93 47 187 94
Back F -2 9 47 109 827 780
F E 1 1 109 78 93 -16
E Oemcomma -2 -5 78 78 1950 1872
Oemcomma Space -1 4 78 78 172 94
Space W 3 2 78 141 1747 1669
W O 0 -7 141 110 109 -32
O U 0 2 110 125 94 -16
U L -1 -2 125 156 203 78
L D 0 6 156 94 109 -47
D Space -2 -1 94 125 577 483
Space RShiftKey 1 -7 125 452 671 546
RShiftKey I 2 3 452 125 343 -109
I Space -3 4 125 125 172 47
Space W 3 2 125 125 156 31
W A -1 1 125 141 171 46
A N -1 -5 141 141 47 -94
N T 2 1 141 109 203 62
T Space -3 1 109 125 546 437
Space T 3 -1 125 110 608 483
T O 0 -4 110 141 125 15
O Space -3 5 141 94 156 15
Space D 2 1 94 156 141 47
D O 1 -6 156 156 249 93
O Space -3 5 156 109 234 78
Space W 3 2 109 125 624 515
W H -1 -4 125 125 109 -16
H A 0 5 125 62 328 203
A A 0 0 62 31 172 110
A Back 2 -12 31 93 546 515
Back T -1 8 93 78 202 109
T Space -3 1 78 156 1358 1280
Space T 3 -1 156 94 249 93
T O 0 -4 94 141 109 15
O Space -3 5 141 141 125 -16
Space D 2 1 141 140 172 31
D O 1 -6 140 156 125 -15
O Space -3 5 156 94 218 62
Space Back 4 -9 94 125 2480 2386
Back Back 0 0 125 94 203 78
Back Back 0 0 94 93 172 78
Back Back 0 0 93 78 171 78
Back Back 0 0 78 78 188 110
Back Back 0 0 78 94 171 93
Back Return -2 1 94 141 811 717
Return Back 2 -1 141 78 1545 1404
Back RShiftKey -3 2 78 312 639 561
RShiftKey I 2 3 312 172 234 -78
I Space -3 4 172 109 219 47
Space A 2 3 109 109 156 47
A M -1 -6 109 109 109 0
M Space -1 3 109 110 1310 1201
Space A 2 3 110 156 203 93
A B -1 -4 156 187 63 -93
B O 2 -4 187 187 156 -31
O U 0 2 187 140 156 -31
U T 0 2 140 94 140 0
T Space -3 1 94 109 328 234
Space T 3 -1 109 94 249 140
T O 0 -4 94 140 94 0
O Space -3 5 140 125 109 -31
Space D 2 1 125 125 203 78
D O 1 -6 125 140 109 -16
O Space -3 5 140 125 499 359
Space T 3 -1 125 109 593 468
T O 0 -4 109 141 109 0
O D -1 6 141 140 250 109
D A 0 2 140 140 125 -15
A Y 1 -5 140 109 109 -31
Y RShiftKey -2 -5 109 406 1279 1170
RShiftKey OemQuestion 0 1 406 156 265 -141
OemQuestion RShiftKey 0 -1 156 312 297 141
RShiftKey Oem7 1 0 312 156 140 -172
Oem7 Space -2 7 156 140 1217 1061
Space RShiftKey 1 -7 140 250 374 234
RShiftKey A 1 10 250 125 109 -141
A N -1 -5 125 110 312 187
N D 1 3 110 109 94 -16
D Space -2 -1 109 109 156 47
Space W 3 2 109 140 718 609
W H -1 -4 140 110 124 -16
H E 1 3 110 125 2247 2137
E N -2 -3 125 140 125 0
N E 2 3 140 141 717 577
E V -2 -1 141 156 219 78
V E 2 1 156 172 202 46
E R 0 -1 172 156 188 16
R Space -3 0 156 125 639 483
Space T 3 -1 125 125 281 156
T H -1 -1 125 125 109 -16
H E 1 3 125 125 78 -47
E Space -3 -1 125 125 156 31
Space A 2 3 125 109 297 172
A N -1 -5 109 109 109 0
N S 1 4 109 125 296 187
S W 1 0 125 125 390 265
W E 0 -1 125 140 562 437
E R 0 -1 140 141 171 31
R Space -3 0 141 109 1420 1279
Space H 2 -2 109 109 250 141
H A 0 5 109 140 62 -47
A S 0 -1 140 156 156 16
S Space -2 -2 156 93 593 437
Space B 1 -1 93 141 171 78
B E 2 2 141 94 156 15
E E 0 0 94 62 172 78
E N -2 -3 62 125 187 125
N Space -1 2 125 109 1170 1045
Space RShiftKey 1 -7 109 624 312 203
RShiftKey Oem7 1 0 624 109 297 -327
Oem7 Oem7 0 0 109 125 171 62
Oem7 Left -2 0 125 109 749 624
Left RShiftKey 1 0 109 484 530 421
RShiftKey N 0 5 484 156 312 -172
N P 2 -4 156 78 578 422
P Back 1 -3 78 94 1419 1341
Back O -1 4 94 78 312 218
O Right -3 -4 78 109 702 624
Right Space 0 9 109 141 1201 1092
Space F 2 0 141 125 390 249
F O 1 -5 125 109 125 0
O R 0 5 109 78 172 63
R Space -3 0 78 109 140 62
Space T 3 -1 109 94 671 562
T O 0 -4 94 93 172 78
O O 0 0 93 94 171 78
O Space -3 5 94 109 250 156
Space M 1 -3 109 125 1170 1061
M A 1 6 125 140 125 0
A N -1 -5 140 125 93 -47
N Y 2 0 125 109 281 156
Y Space -3 2 109 125 281 172
Space D 2 1 125 156 203 78
D A 0 2 156 140 140 -16
A Y 1 -5 140 140 156 16
Y S -1 4 140 125 265 125
S Space -2 -2 125 140 671 546
Space I 3 -4 140 172 156 16
I N -2 2 172 172 140 -32
N Space -1 2 172 141 156 -16
Space A 2 3 141 125 219 78
A Space -2 -3 125 110 171 46
Space R 3 0 110 125 281 171
R O 0 -5 125 125 125 0
O W 0 7 125 156 172 47
W Oemcomma -2 -6 156 125 1497 1341
Oemcomma Space -1 4 125 78 219 94
Space RShiftKey 1 -7 78 374 265 187
RShiftKey I 2 3 374 156 234 -140
I Space -3 4 156 125 234 78
Space K 2 -4 125 141 452 327
K N -1 2 141 187 156 15
N O 2 -3 187 187 172 -15
O W 0 7 187 125 140 -47
W Space -3 -2 125 141 967 842
Space RShiftKey 1 -7 141 359 671 530
RShiftKey I 2 3 359 156 250 -109
I Space -3 4 156 125 234 78
Space N 1 -2 125 94 187 62
N E 2 3 94 125 125 31
E D -1 0 125 109 203 78
D D 0 0 109 109 187 78
D Back 2 -10 109 94 374 265
Back Back 0 0 94 93 172 78
Back E -1 10 93 125 218 125
E D -1 0 125 156 172 47
D Space -2 -1 156 140 390 234
Space T 3 -1 140 94 265 125
T O 0 -4 94 140 78 -16
O Space -3 5 140 124 172 32
Space C 1 1 124 156 1560 1436
C H 1 -3 156 109 93 -63
H A 0 5 109 172 109 0
A N -1 -5 172 125 125 -47
N G 1 1 125 156 203 78
G E 1 2 156 141 187 31
E Space -3 -1 141 109 375 234
Space S 2 2 109 141 171 62
S O 1 -7 141 156 125 -16
O M -2 2 156 172 109 -47
M E 2 4 172 124 141 -31
E T 0 -2 124 125 639 515
T H -1 -1 125 156 78 -47
H I 1 -2 156 187 94 -62
I N -2 2 187 172 140 -47
N G 1 1 172 125 94 -78
G OemPeriod -1 -4 125 78 998 873
OemPeriod Return 1 -3 78 109 468 390
Return RShiftKey -1 1 109 281 1685 1576
RShiftKey R 2 7 281 140 172 -109
R E 0 1 140 109 234 94
E M -2 -4 109 109 171 62
M E 2 4 109 125 343 234
E Back 1 -10 125 109 562 437
Back E -1 10 109 125 1139 1030
E M -2 -4 125 109 1092 967
M B 0 2 109 125 218 109
B E 2 2 125 172 109 -16
E R 0 -1 172 156 156 -16
R I 0 -4 156 234 250 94
I N -2 2 234 187 156 -78
N G 1 1 187 125 156 -31
G Space -2 1 125 156 546 421
Space T 3 -1 156 125 967 811
T H -1 -1 125 125 125 0
H A 0 5 125 171 94 -31
A T 1 -4 171 109 249 78
T Space -3 1 109 93 297 188
Space RShiftKey 1 -7 93 452 312 219
RShiftKey I 2 3 452 141 327 -125
I Oem7 -1 -3 141 94 624 483
Oem7 L 0 2 94 62 297 203
L L 0 0 62 78 156 94
L Space -2 5 78 109 234 156
Space B 1 -1 109 140 1591 1482
B E 2 2 140 125 93 -47
E Space -3 -1 125 110 156 31
Space D 2 1 110 156 390 280
D E 1 0 156 187 94 -62
E A -1 2 187 187 172 -15
A N -1 -5 187 93 265 78
N Space -1 2 93 140 733 640
Space Back 4 -9 140 93 406 266
Back Back 0 0 93 94 171 78
Back D -2 10 94 140 297 203
D Space -2 -1 140 109 327 187
Space S 2 2 109 124 141 32
S O 1 -7 124 93 109 -15
O O 0 0 93 125 187 94
O N -2 3 125 109 234 109
N Space -1 2 109 140 1810 1701
Space I 3 -4 140 203 171 31
I S -1 6 203 109 172 -31
S Space -2 -2 109 124 125 16
Space T 3 -1 124 78 280 156
T H -1 -1 78 141 47 -31
H E 1 3 141 109 141 0
E Space -3 -1 109 110 124 15
Space M 1 -3 110 203 203 93
M O 2 -2 203 125 156 -47
O S -1 7 125 172 187 62
S T 1 -3 172 140 297 125
T Space -3 1 140 109 1295 1155
Space I 3 -4 109 125 561 452
I M -2 1 125 172 109 -16
M P 2 -3 172 172 250 78
P O 0 1 172 109 577 405
O E 0 6 109 172 156 47
E Back 1 -10 172 140 671 499
Back R -1 9 140 109 749 609
R T 0 -1 109 109 203 94
T A -1 4 109 172 171 62
A N -1 -5 172 109 125 -47
N T 2 1 109 109 343 234
T Space -3 1 109 109 1233 1124
Space T 3 -1 109 78 998 889
T O 0 -4 78 78 281 203
O O 0 0 78 94 171 93
O L -1 0 94 94 1170 1076
L Space -2 5 94 125 172 78
Space RShiftKey 1 -7 125 562 499 374
RShiftKey I 2 3 562 140 406 -156
I Oem7 -1 -3 140 78 733 593
Oem7 V -1 7 78 124 250 172
V E 2 1 124 141 124 0
E Space -3 -1 141 140 188 47
Space B 1 -1 140 125 1778 1638
B E 2 2 125 125 250 125
E E 0 0 125 109 203 78
E N -2 -3 109 156 124 15
N Space -1 2 156 156 172 16
Space E 3 1 156 140 858 702
E N -2 -3 140 109 109 -31
N C 0 3 109 109 453 344
C O 2 -6 109 124 78 -31
O U 0 2 124 141 124 0
U N -2 1 141 125 250 109
N T 2 1 125 141 452 327
T E 0 2 141 188 156 15
E R 0 -1 188 125 156 -32
R E 0 1 125 171 344 219
E D -1 0 171 141 124 -47
D Space -2 -1 141 125 765 624
Space T 3 -1 125 109 125 0
T O 0 -4 109 140 140 31
O Space -3 5 140 125 109 -31
Space H 2 -2 125 124 297 172
H E 1 3 124 125 218 94
E L -1 -6 125 125 156 31
L P 1 -1 125 109 889 764
P Space -3 6 109 141 156 47
Space M 1 -3 141 141 1123 982
M E 2 4 141 125 78 -63
E Space -3 -1 125 109 141 16
Space M 1 -3 109 109 187 78
M A 1 6 109 109 203 94
A K 0 -7 109 125 234 125
K E 1 5 125 109 156 31
E Space -3 -1 109 125 530 421
Space T 3 -1 125 140 1607 1482
T H -1 -1 140 140 78 -62
H E 1 3 140 124 172 32
E Space -3 -1 124 109 156 32
Space B 1 -1 109 172 249 140
B I 2 -3 172 140 203 31
I G -1 3 140 125 156 16
G Space -2 1 125 141 499 374
Space C 1 1 141 125 1248 1107
C H 1 -3 125 202 63 -62
H O 1 -3 202 172 124 -78
O I 0 1 172 125 234 62
I C -2 5 125 203 203 78
C E 2 0 203 125 203 0
E S -1 1 125 109 718 593
S Space -2 -2 109 156 312 203
Space I 3 -4 156 141 951 795
I N -2 2 141 156 109 -32
N Space -1 2 156 171 141 -15
Space L 2 -5 171 156 171 0
L I 1 1 156 156 172 16
I F -1 4 156 203 265 109
F E 1 1 203 156 172 -31
E OemPeriod -2 -6 156 140 1451 1295
OemPeriod Space -1 5 140 93 265 125
Space RShiftKey 1 -7 93 421 374 281
RShiftKey B 0 6 421 109 234 -187
B E 2 2 109 109 359 250
E C -2 0 109 140 390 281
C A 1 2 140 156 203 63
A U 1 -6 156 110 249 93
U S -1 5 110 124 188 78
S E 1 -1 124 78 327 203
E Space -3 -1 78 109 1311 1233
Space A 2 3 109 125 592 483
A L 0 -8 125 141 125 0
L M -1 2 141 187 390 249
M O 2 -2 187 140 172 -15
O S -1 7 140 156 156 16
S T 1 -3 156 94 405 249
T Space -3 1 94 125 1233 1139
Space E 3 1 125 172 374 249
E V -2 -1 172 156 234 62
V E 2 1 156 156 187 31
E R 0 -1 156 156 188 32
R Y 0 -2 156 109 390 234
Y T 0 1 109 125 343 234
T H -1 -1 125 172 93 -32
H I 1 -2 172 172 125 -47
I N -2 2 172 172 125 -47
N G 1 1 172 141 140 -32
G OemMinus 2 -6 141 93 1514 1373
OemMinus A -2 10 93 109 1107 1014
A L 0 -8 109 63 156 47
L L 0 0 63 94 156 93
L Space -2 5 94 109 172 78
Space E 3 1 109 140 2075 1966
E X -2 1 140 156 405 265
X T 2 -3 156 124 375 219
T E 0 2 124 141 171 47
E R 0 -1 141 109 156 15
R N -2 -2 109 156 281 172
N A 1 5 156 109 109 -47
A L 0 -8 109 172 156 47
L Space -2 5 172 125 406 234
Space E 3 1 125 94 951 826
E X -2 1 94 124 266 172
X P 2 -8 124 94 514 390
P E 0 7 94 94 78 -16
E C -2 0 94 156 234 140
C T 2 -2 156 109 609 453
T A -1 4 109 156 203 94
A T 1 -4 156 109 265 109
T I 0 -3 109 202 125 16
I O 0 -1 202 203 140 -62
O N -2 3 203 156 78 -125
N S 1 4 156 141 296 140
S Oemcomma -1 -6 141 187 749 608
Oemcomma Space -1 4 187 124 219 32
Space A 2 3 124 93 156 32
A L 0 -8 93 110 124 31
L L 0 0 110 94 172 62
L Space -2 5 94 125 156 62
Space P 3 -6 125 93 203 78
P R 0 6 93 125 187 94
R I 0 -4 125 109 343 218
I D -1 5 109 171 94 -15
D E 1 0 171 156 125 -46
E S -1 1 156 140 296 140
S Oemcomma -1 -6 140 124 1108 968
Oemcomma Space -1 4 124 125 171 47
Space A 2 3 125 125 125 0
A L 0 -8 125 94 234 109
L L 0 0 94 109 156 62
L Space -2 5 109 109 203 94
Space F 2 0 109 78 405 296
F E 1 1 78 93 843 765
E A -1 2 93 187 140 47
A R 1 -3 187 172 203 16
R Space -3 0 172 109 1186 1014
Space O 3 -5 109 124 702 593
O F -1 5 124 93 78 -46
F Space -2 0 93 125 202 109
Space E 3 1 125 125 1545 1420
E M -2 -4 125 140 125 0
M B 0 2 140 124 312 172
B A 1 4 124 141 171 47
A R 1 -3 141 78 858 717
R R 0 0 78 93 141 63
R A -1 3 93 124 156 63
A S 0 -1 124 109 3525 3401
S S 0 0 109 93 172 63
S M -1 -5 93 124 203 110
M E 2 4 124 156 140 16
E N -2 -3 156 141 109 -47
N T 2 1 141 125 172 31
T Space -3 1 125 140 624 499
Space O 3 -5 140 125 468 328
O F -1 5 125 94 93 -32
F Back 2 -9 94 110 390 296
Back R -1 9 110 125 375 265
R Space -3 0 125 141 249 124
Space F 2 0 141 94 250 109
F A 0 3 94 140 156 62
A I 1 -7 140 93 515 375
I L -1 -1 93 109 218 125
L U 1 2 109 109 531 422
U T 0 2 109 124 156 47
T E 0 2 124 187 187 63
E Back 1 -10 187 78 530 343
Back Back 0 0 78 109 172 94
Back R -1 9 109 141 249 140
R E 0 1 141 140 94 -47
E OemMinus 1 -8 140 93 1919 1779
OemMinus Space -4 7 93 125 171 78
Space Back 4 -9 125 110 624 499
Back T -1 8 110 125 1623 1513
T H -1 -1 125 110 93 -32
H E 1 3 110 109 344 234
E S -1 1 109 141 358 249
S E 1 -1 141 125 515 374
E Space -3 -1 125 140 328 203
Space T 3 -1 140 140 499 359
T H -1 -1 140 156 109 -31
