D9 D2 0 7 30 100 210 180
Back Back 0 0 80 70 310 230
Back Space -4 9 70 112 1320 1250
Space Space 0 0 112 110 332 220
Space Space 0 0 110 100 230 120
Space Space 0 0 100 150 340 240
Space Space 0 0 150 150 180 30
Space Space 0 0 150 100 250 100
Space Space 0 0 100 120 230 130
Space Space 0 0 120 90 630 510
Space Space 0 0 90 80 170 80
Space Space 0 0 80 70 170 90
Space Space 0 0 70 130 2980 2910
Space Space 0 0 130 90 190 60
Space Space 0 0 90 110 200 110
Space Space 0 0 110 112 840 730
Space Space 0 0 112 130 372 260
Space Space 0 0 130 140 260 130
Space Return 2 -8 140 0 12650 12510
Return LShiftKey -1 12 0 120 7182 7182
LShiftKey M 0 -7 120 110 50 -70
M Y 2 1 110 100 360 250
Y Space -3 2 100 80 440 340
Space T 3 -1 80 92 1660 1580
T H -1 -1 92 70 392 300
H I 1 -2 70 90 230 160
I R 0 4 90 80 340 250
R D -1 1 80 70 190 110
D Space -2 -1 70 60 340 270
Space S 2 2 60 70 3560 3500
S T 1 -3 70 100 570 500
T O 0 -4 100 140 550 450
O R 0 5 140 90 240 100
R Y 0 -2 90 70 190 100
Y Space -3 2 70 130 1640 1570
Space I 3 -4 130 130 370 240
I S -1 6 130 100 150 20
S Space -2 -2 100 150 180 80
Space A 2 3 150 120 400 250
A B -1 -4 120 120 160 40
B O 2 -4 120 140 210 90
O U 0 2 140 100 110 -30
U T 0 2 100 90 230 130
T Space -3 1 90 100 220 130
Space D 2 1 100 110 430 330
D E 1 0 110 120 200 90
E A -1 2 120 140 312 192
A T 1 -4 140 70 290 150
T H -1 -1 70 80 182 112
H OemPeriod -1 -3 80 40 2200 2120
OemPeriod Return 1 -3 40 70 510 470
Return Capital 0 12 70 360 2390 2320
Capital LShiftKey -1 0 360 120 1390 1030
LShiftKey W 2 -2 120 110 20 -100
W Capital -1 2 110 90 1880 1770
Capital Back 2 -13 90 50 290 200
Back LShiftKey -3 13 50 110 920 870
LShiftKey W 2 -2 110 90 40 -70
W H -1 -4 90 120 650 560
H E 1 3 120 90 200 80
E N -2 -3 90 70 290 200
N LShiftKey 0 6 70 140 8670 8600
LShiftKey I 2 -8 140 100 30 -110
I Space -3 4 100 120 280 180
Space W 3 2 120 80 240 120
W A -1 1 80 80 210 130
A S 0 -1 80 50 200 120
S Left -2 -9 50 50 1830 1780
Left Left 0 0 50 50 140 90
Left Left 0 0 50 70 130 80
Left Left 0 0 70 40 150 80
Left Left 0 0 40 50 130 90
Left Space 0 7 50 80 590 540
Space Right 0 -9 80 60 1000 920
Right Right 0 0 60 60 150 90
Right Right 0 0 60 70 130 70
Right Right 0 0 70 70 150 80
Right Right 0 0 70 50 150 80
Right Right 0 0 50 40 130 80
Right Space 0 9 40 90 1760 1720
Space D1 4 3 90 120 480 390
D1 D7 0 -6 120 60 210 90
D7 Oemcomma -3 -1 60 70 1850 1790
Oemcomma Space -1 4 70 100 500 430
Space LShiftKey 1 4 100 150 670 570
LShiftKey I 2 -8 150 90 40 -110
I Space -3 4 90 110 200 110
Space R 3 0 110 90 390 280
R E 0 1 90 90 200 110
E A -1 2 90 100 260 170
A D 0 -2 100 80 230 130
D A 0 2 80 92 3480 3400
A Back 2 -12 92 20 1182 1090
Back Space -4 9 20 90 260 240
Space A 2 3 90 60 250 160
A Space -2 -3 60 80 240 180
Space Q 3 3 80 90 410 330
Q U 0 -6 90 70 270 180
U O 0 -2 70 70 320 250
O T 0 4 70 70 300 230
T E 0 2 70 70 200 130
E Space -3 -1 70 100 1930 1860
Space T 3 -1 100 90 330 230
T H -1 -1 90 150 210 120
H A 0 5 150 120 180 30
A T 1 -4 120 90 130 10
T Space -3 1 90 90 3150 3060
Space W 3 2 90 100 820 730
W E 0 -1 100 110 270 170
E N -2 -3 110 100 200 90
N T 2 1 100 70 230 130
T Space -3 1 70 132 660 590
Space S 2 2 132 90 332 200
S O 1 -7 90 110 290 200
O M -2 2 110 150 240 130
M E 2 4 150 80 190 40
E T 0 -2 80 70 362 282
T H -1 -1 70 100 200 130
H I 1 -2 100 110 200 100
I N -2 2 110 120 170 60
N G 1 1 120 60 220 100
G Space -2 1 60 120 1730 1670
Space L 2 -5 120 90 730 610
L I 1 1 90 50 250 160
I K -1 0 50 100 150 100
K E 1 5 100 60 190 90
E LShiftKey -2 3 60 100 2824 2764
LShiftKey Oem1 1 -10 100 60 20 -80
Oem1 LShiftKey -1 10 60 130 3560 3500
LShiftKey Oem7 1 -11 130 80 20 -110
Oem7 Space -2 7 80 50 2100 2020
Space LShiftKey 1 4 50 130 520 470
LShiftKey I 2 -8 130 100 50 -80
I Space -3 4 100 110 240 140
Space Back 4 -9 110 60 1412 1302
Back F -2 9 60 60 340 280
F Space -2 0 60 100 1270 1210
Space Y 3 -2 100 70 480 380
Y O 0 -3 70 140 130 60
O U 0 2 140 130 90 -50
U Space -3 3 130 130 260 130
Space L 2 -5 130 70 730 600
L I 1 1 70 100 210 140
I V -2 4 100 100 360 260
V E 2 1 100 80 240 140
E Space -3 -1 80 102 940 860
Space E 3 1 102 100 732 630
E A -1 2 100 110 230 130
A C -1 -2 110 130 370 260
C H 1 -3 130 90 200 70
H Space -2 2 90 120 882 792
Space D 2 1 120 90 280 160
D A 0 2 90 100 190 100
A Y 1 -5 100 92 290 190
Y Space -3 2 92 120 902 810
Space A 2 3 120 130 360 240
A S 0 -1 130 80 250 120
S Space -2 -2 80 102 1164 1084
Space I 3 -4 102 110 662 560
I F -1 4 110 80 270 160
F Space -2 0 80 70 1930 1850
Space I 3 -4 70 100 350 280
I T 0 3 100 80 310 210
T Space -3 1 80 120 280 200
Space W 3 2 120 70 350 230
W A -1 1 70 130 222 152
A S 0 -1 130 100 200 70
S Space -2 -2 100 120 540 440
Space Y 3 -2 120 90 1410 1290
Y O 0 -3 90 140 490 400
O U 0 2 140 90 170 30
U R 0 3 90 90 590 500
R Space -3 0 90 92 680 590
Space L 2 -5 92 120 472 380
L A 0 8 120 90 200 80
A S 0 -1 90 70 250 160
S T 1 -3 70 70 350 280
T Oemcomma -2 -3 70 40 2182 2112
Oemcomma Space -1 4 40 70 2230 2190
Space S 2 2 70 70 812 742
S O 1 -7 70 90 220 150
O M -2 2 90 150 190 100
M E 2 4 150 80 200 50
E D -1 0 80 90 510 430
D A 0 2 90 80 340 250
A Y 1 -5 80 120 260 180
Y Space -3 2 120 80 1550 1430
Space Y 3 -2 80 70 430 350
Y O 0 -3 70 80 170 100
O U 0 2 80 150 40 -40
U Oem7 -1 -4 150 40 1400 1250
Oem7 L 0 2 40 60 540 500
L L 0 0 60 80 120 60
L Space -2 5 80 120 3000 2920
Space M 1 -3 120 110 770 650
M O 2 -2 110 120 260 150
O S -1 7 120 80 240 120
S T 1 -3 80 70 210 130
T Space -3 1 70 80 1170 1100
Space C 1 1 80 120 570 490
C E 2 0 120 70 550 430
E R 0 -1 70 90 160 90
R T 0 -1 90 140 250 160
T A -1 4 140 90 270 130
A I 1 -7 90 100 300 210
I N -2 2 100 110 370 270
N L 1 -3 110 80 500 390
L Y 1 3 80 60 520 440
Y Space -3 2 60 90 2100 2040
Space B 1 -1 90 140 340 250
B E 2 2 140 80 190 50
E Space -3 -1 80 110 200 120
Space R 3 0 110 70 360 250
R I 0 -4 70 80 320 250
I G -1 3 80 150 230 150
G H 0 -1 150 110 140 -10
H T 1 1 110 120 130 20
T OemPeriod -2 -4 120 40 2600 2480
OemPeriod Oem7 1 -2 40 30 1170 1130
Oem7 Space -2 7 30 102 1570 1540
Space LShiftKey 1 4 102 130 462 360
LShiftKey I 2 -8 130 130 60 -70
I T 0 3 130 100 310 180
T Space -3 1 100 100 1120 1020
Space M 1 -3 100 90 510 410
M E 2 4 90 90 430 340
E A -1 2 90 90 620 530
A N -1 -5 90 90 490 400
N S 1 4 90 80 160 70
S Back 2 -11 80 20 20380 20300
Back Back 0 0 20 60 140 120
Back Back 0 0 60 160 2310 2250
Back Back 0 0 160 60 460 300
Back A -2 12 60 120 970 910
A D 0 -2 120 110 210 90
D E 1 0 110 100 200 90
E Space -3 -1 100 90 1670 1570
Space A 2 3 90 100 190 100
A N -1 -5 100 110 130 30
N Space -1 2 110 100 220 110
Space I 3 -4 100 100 370 270
I M -2 1 100 90 330 230
M P 2 -3 90 80 680 590
P R 0 6 80 80 620 540
R E 0 1 80 90 270 190
E S -1 1 90 60 530 440
S S 0 0 60 70 130 70
S I 1 -6 70 70 250 180
I O 0 -1 70 60 180 110
O N -2 3 60 90 170 110
N Space -1 2 90 90 3350 3260
Space O 3 -5 90 70 520 430
O N -2 3 70 90 210 140
N Space -1 2 90 90 340 250
Space M 1 -3 90 150 182 92
M E 2 4 150 90 230 80
E Oemcomma -2 -5 90 50 1730 1640
Oemcomma Space -1 4 50 90 242 192
Space A 2 3 90 80 1530 1440
A N -1 -5 80 166 210 130
N D 1 3 166 80 322 156
D Space -2 -1 80 110 200 120
Space S 2 2 110 80 300 190
S I 1 -6 80 110 190 110
I N -2 2 110 130 220 110
N C 0 3 130 90 250 120
C E 2 0 90 90 230 140
E Space -3 -1 90 70 650 560
Space T 3 -1 70 80 720 650
T H -1 -1 80 140 190 110
H E 1 3 140 90 200 60
E N -2 -3 90 100 140 50
N Oemcomma 0 -2 100 50 1640 1540
Oemcomma Space -1 4 50 100 300 250
Space F 2 0 100 120 700 600
F O 1 -5 120 110 160 40
O R 0 5 110 70 140 30
R Space -3 0 70 140 230 160
Space T 3 -1 140 50 1240 1100
T H -1 -1 50 140 150 100
H E 1 3 140 90 160 20
E Space -3 -1 90 112 170 80
Space P 3 -6 112 90 532 420
P A -1 9 90 90 200 110
A S 0 -1 90 100 260 170
S T 1 -3 100 60 240 140
T Space -3 1 60 100 1010 950
Space D3 4 1 100 80 650 550
D3 D3 0 0 80 80 190 110
D3 Space -4 -1 80 92 3710 3630
Space Y 3 -2 92 100 432 340
Y E 0 3 100 130 420 320
E A -1 2 130 130 250 120
A R 1 -3 130 120 260 130
R S -1 2 120 100 150 30
S Oemcomma -1 -6 100 50 1690 1590
Oemcomma Space -1 4 50 90 860 810
Space LShiftKey 1 4 90 130 320 230
LShiftKey I 2 -8 130 90 60 -70
I Space -3 4 90 110 210 120
Space H 2 -2 110 150 250 140
H A 0 5 150 130 130 -20
A V -1 -3 130 80 300 170
V E 2 1 80 90 310 230
E Space -3 -1 90 90 3560 3470
Space L 2 -5 90 70 660 570
L O 1 0 70 70 350 280
O O 0 0 70 70 130 60
O K -1 1 70 142 160 90
K E 1 5 142 70 282 140
E D -1 0 70 70 200 130
D Space -2 -1 70 110 2160 2090
Space I 3 -4 110 80 310 200
I N -2 2 80 120 160 80
N Space -1 2 120 100 200 80
Space T 3 -1 100 60 330 230
T H -1 -1 60 150 160 100
H E 1 3 150 90 160 10
E Space -3 -1 90 120 220 130
Space M 1 -3 120 70 1160 1040
M I 2 -1 70 80 340 270
I R 0 4 80 80 550 470
R R 0 0 80 100 150 70
R O 0 -5 100 120 210 110
O R 0 5 120 90 210 90
R Space -3 0 90 100 1190 1100
Space E 3 1 100 80 490 390
E V -2 -1 80 110 450 370
V E 2 1 110 100 250 140
E R 0 -1 100 100 210 110
R Y 0 -2 100 80 310 210
Y Space -3 2 80 80 880 800
Space M 1 -3 80 110 500 420
M O 2 -2 110 130 330 220
O R 0 5 130 80 490 360
R N -2 -2 80 110 280 200
N I 2 -2 110 140 160 50
I N -2 2 140 130 120 -20
N G 1 1 130 100 240 110
G Space -2 1 100 90 2810 2710
Space A 2 3 90 112 220 130
A N -1 -5 112 150 132 20
N D 1 3 150 100 250 100
D Space -2 -1 100 132 140 40
Space A 2 3 132 100 822 690
A S 0 -1 100 100 210 110
S K 0 -6 100 140 240 140
K E 1 5 140 70 240 100
E D -1 0 70 70 190 120
D Space -2 -1 70 30 10530 10460
Space M 1 -3 30 120 470 440
M Y 2 1 120 100 580 460
Y S -1 4 100 120 320 220
S E 1 -1 120 110 310 190
E L -1 -6 110 90 560 450
L F 0 5 90 100 160 70
F Oem1 0 -6 100 230 2912 2812
Oem1 Back 2 -3 230 90 880 650
Back LShiftKey -3 13 90 120 850 760
LShiftKey Oem1 1 -10 120 90 10 -110
Oem1 Oem7 0 -1 90 84 3660 3570
Oem7 Back 2 -2 84 60 1202 1118
Back LShiftKey -3 13 60 140 460 400
LShiftKey Oem7 1 -11 140 90 40 -100
Oem7 Space -2 7 90 110 9110 9020
Space LShiftKey 1 4 110 160 2420 2310
LShiftKey I 2 -8 160 130 40 -120
I F -1 4 130 60 1680 1550
F Space -2 0 60 110 210 150
Space T 3 -1 110 110 330 220
T O 0 -4 110 90 860 750
O D -1 6 90 92 300 210
D A 0 2 92 110 252 160
A Y 1 -5 110 70 230 120
Y Space -3 2 70 110 1270 1200
Space W 3 2 110 80 410 300
W E 0 -1 80 110 220 140
E R 0 -1 110 90 320 210
R E 0 1 90 100 180 90
E Space -3 -1 100 132 680 580
Space T 3 -1 132 60 402 270
T H -1 -1 60 150 180 120
H E 1 3 150 90 130 -20
E Space -3 -1 90 120 250 160
Space L 2 -5 120 110 520 400
L A 0 8 110 90 230 120
A S 0 -1 90 90 230 140
S T 1 -3 90 80 260 170
T Space -3 1 80 130 800 720
Space D 2 1 130 80 270 140
D A 0 2 80 100 210 130
A Y 1 -5 100 80 220 120
Y Space -3 2 80 100 210 130
Space O 3 -5 100 100 470 370
O F -1 5 100 70 250 150
F Space -2 0 70 132 180 110
Space M 1 -3 132 120 312 180
M Y 2 1 120 80 290 170
Y Space -3 2 80 110 280 200
Space L 2 -5 110 90 320 210
L I 1 1 90 100 280 190
I F -1 4 100 100 550 450
F E 1 1 100 80 180 80
E Oemcomma -2 -5 80 50 1220 1140
Oemcomma Space -1 4 50 110 1610 1560
Space W 3 2 110 80 510 400
W O 0 -7 80 130 210 130
O U 0 2 130 100 170 40
U L -1 -2 100 170 200 100
L D 0 6 170 80 150 -20
D Space -2 -1 80 140 270 190
Space LShiftKey 1 4 140 130 860 720
LShiftKey I 2 -8 130 80 70 -60
I Space -3 4 80 120 750 670
Space W 3 2 120 80 180 60
W A -1 1 80 100 230 150
A N -1 -5 100 100 320 220
N T 2 1 100 90 280 180
T Space -3 1 90 110 390 300
Space T 3 -1 110 80 920 810
T O 0 -4 80 102 350 270
O Space -3 5 102 100 222 120
Space D 2 1 100 90 340 240
D O 1 -6 90 90 160 70
O Space -3 5 90 90 1600 1510
Space W 3 2 90 90 430 340
W H -1 -4 90 130 210 120
H A 0 5 130 122 210 80
A T 1 -4 122 90 202 80
T Space -3 1 90 110 1080 990
Space LShiftKey 1 4 110 140 420 310
LShiftKey I 2 -8 140 80 80 -60
I Space -3 4 80 100 1670 1590
Space A 2 3 100 90 490 390
A M -1 -6 90 90 270 180
M Space -1 3 90 70 1320 1230
Space A 2 3 70 100 520 450
A B -1 -4 100 100 310 210
B O 2 -4 100 150 270 170
O U 0 2 150 92 130 -20
U T 0 2 92 120 252 160
T Space -3 1 120 110 2020 1900
Space T 3 -1 110 50 530 420
T O 0 -4 50 100 400 350
O Space -3 5 100 120 400 300
Space D 2 1 120 100 280 160
D O 1 -6 100 82 340 240
O Space -3 5 82 130 1732 1650
Space T 3 -1 130 80 460 330
T O 0 -4 80 100 520 440
O D -1 6 100 90 280 180
D A 0 2 90 90 200 110
A Y 1 -5 90 80 190 100
Y LShiftKey -2 6 80 132 2360 2280
LShiftKey OemQuestion 0 -10 132 112 30 -102
OemQuestion Oem7 1 -1 112 40 1472 1360
Oem7 Back 2 -2 40 52 1304 1264
Back LShiftKey -3 13 52 110 322 270
LShiftKey Oem7 1 -11 110 80 10 -100
Oem7 Space -2 7 80 60 2170 2090
Space LShiftKey 1 4 60 130 542 482
LShiftKey A 1 -1 130 70 30 -100
A N -1 -5 70 100 470 400
N D 1 3 100 90 200 100
D Space -2 -1 90 130 300 210
Space W 3 2 130 110 980 850
W H -1 -4 110 152 170 60
H E 1 3 152 120 162 10
E N -2 -3 120 100 200 80
N E 2 3 100 120 1870 1770
E V -2 -1 120 150 310 190
V E 2 1 150 102 170 20
E R 0 -1 102 80 232 130
R Space -3 0 80 100 2370 2290
Space T 3 -1 100 70 360 260
T H -1 -1 70 150 180 110
H E 1 3 150 110 140 -10
E Space -3 -1 110 150 200 90
Space A 2 3 150 120 380 230
A N -1 -5 120 90 350 230
N S 1 4 90 130 250 160
S W 1 0 130 112 330 200
W E 0 -1 112 80 182 70
E R 0 -1 80 100 180 100
R Space -3 0 100 120 3650 3550
Space H 2 -2 120 150 350 230
H A 0 5 150 140 160 10
A S 0 -1 140 110 290 150
S Space -2 -2 110 130 220 110
Space B 1 -1 130 132 240 110
B E 2 2 132 60 392 260
E E 0 0 60 80 140 80
E N -2 -3 80 100 250 170
N Space -1 2 100 100 1300 1200
Space LShiftKey 1 4 100 120 1300 1200
LShiftKey Oem7 1 -11 120 130 30 -90
Oem7 LShiftKey -1 11 130 130 800 670
LShiftKey N 0 -6 130 100 40 -90
N O 2 -3 100 100 280 180
O Oem7 -1 -2 100 60 720 620
Oem7 Back 2 -2 60 60 1100 1040
Back LShiftKey -3 13 60 110 1440 1380
LShiftKey Oem7 1 -11 110 60 10 -100
Oem7 Space -2 7 60 100 2480 2420
Space F 2 0 100 100 520 420
F O 1 -5 100 160 430 330
O R 0 5 160 100 180 20
R Space -3 0 100 160 240 140
Space T 3 -1 160 90 960 800
T O 0 -4 90 70 450 360
O O 0 0 70 90 130 60
O Space -3 5 90 110 740 650
Space M 1 -3 110 162 400 290
M A 1 6 162 110 232 70
A N -1 -5 110 130 150 40
N Y 2 0 130 80 260 130
Y Space -3 2 80 132 2030 1950
Space D 2 1 132 110 402 270
D A 0 2 110 110 250 140
A Y 1 -5 110 100 310 200
Y S -1 4 100 100 210 110
S Space -2 -2 100 180 550 450
Space I 3 -4 180 100 540 360
I N -2 2 100 140 160 60
N Space -1 2 140 110 290 150
Space A 2 3 110 100 320 210
A Space -2 -3 100 80 720 620
Space R 3 0 80 90 310 230
R O 0 -5 90 120 220 130
O W 0 7 120 90 290 170
W Oemcomma -2 -6 90 60 2450 2360
Oemcomma Space -1 4 60 100 250 190
Space LShiftKey 1 4 100 140 410 310
LShiftKey I 2 -8 140 110 40 -100
I Space -3 4 110 120 280 170
Space K 2 -4 120 120 380 260
K O 1 -1 120 150 230 110
O N -2 3 150 120 250 100
N W 2 4 120 90 370 250
W Space -3 -2 90 110 770 680
Space LShiftKey 1 4 110 160 370 260
LShiftKey I 2 -8 160 150 40 -120
I N -2 2 150 130 440 290
N Back 3 -7 130 70 1460 1330
Back Left -4 2 70 30 5210 5140
Left Left 0 0 30 60 130 100
Left Left 0 0 60 80 130 70
Left Left 0 0 80 30 180 100
Left Back 4 -2 30 60 890 860
Back Right -4 0 60 100 610 550
Right O 3 4 100 70 862 762
O Right -3 -4 70 80 560 490
Right Right 0 0 80 70 140 60
Right Right 0 0 70 40 150 80
Right Space 0 9 40 80 1560 1520
Space N 1 -2 80 80 1350 1270
N E 2 3 80 80 310 230
E E 0 0 80 80 150 70
E D -1 0 80 110 180 100
D Space -2 -1 110 120 290 180
Space T 3 -1 120 60 1200 1080
T O 0 -4 60 100 330 270
O Space -3 5 100 100 200 100
Space C 1 1 100 20 14370 14270
C H 1 -3 20 180 110 90
H A 0 5 180 100 310 130
A N -1 -5 100 120 130 30
N G 1 1 120 130 220 100
G E 1 2 130 80 170 40
E Space -3 -1 80 110 340 260
Space S 2 2 110 80 280 170
S O 1 -7 80 80 220 140
O M -2 2 80 160 180 100
M E 2 4 160 80 220 60
E T 0 -2 80 60 520 440
T H -1 -1 60 90 210 150
H I 1 -2 90 150 150 60
I N -2 2 150 100 190 40
N G 1 1 100 90 210 110
G OemPeriod -1 -4 90 40 1770 1680
OemPeriod Return 1 -3 40 65 1082 1042
Return LShiftKey -1 12 65 120 2182 2117
LShiftKey R 2 -4 120 90 40 -80
R E 0 1 90 90 200 110
E M -2 -4 90 110 590 500
M E 2 4 110 120 370 260
E M -2 -4 120 120 270 150
M B 0 2 120 120 830 710
B E 2 2 120 70 180 60
E R 0 -1 70 80 190 120
R I 0 -4 80 100 280 200
I N -2 2 100 110 170 70
N G 1 1 110 50 210 100
G Space -2 1 50 90 2050 2000
Space T 3 -1 90 50 470 380
T H -1 -1 50 160 180 130
H A 0 5 160 100 160 0
A T 1 -4 100 92 130 30
T Space -3 1 92 130 932 840
Space LShiftKey 1 4 130 120 590 460
LShiftKey I 2 -8 120 100 10 -110
I Space -3 4 100 120 310 210
Space Back 4 -9 120 90 930 810
Back Oem7 -2 2 90 50 1200 1110
Oem7 L 0 2 50 60 440 390
L L 0 0 60 70 110 50
L Space -2 5 70 110 2050 1980
Space B 1 -1 110 130 410 300
B E 2 2 130 90 210 80
E Space -3 -1 90 110 220 130
Space D 2 1 110 90 320 210
D E 1 0 90 60 190 100
E A -1 2 60 110 250 190
A D 0 -2 110 70 640 530
D Space -2 -1 70 130 3080 3010
Space S 2 2 130 70 430 300
S O 1 -7 70 60 310 240
O O 0 0 60 100 140 80
O N -2 3 100 110 290 190
N Space -1 2 110 110 1710 1600
Space I 3 -4 110 150 320 210
I S -1 6 150 82 240 90
S Space -2 -2 82 110 182 100
Space T 3 -1 110 80 270 160
T H -1 -1 80 150 180 100
H E 1 3 150 80 100 -50
E Space -3 -1 80 100 160 80
Space M 1 -3 100 140 320 220
M O 2 -2 140 180 260 120
O S -1 7 180 90 280 100
S T 1 -3 90 90 200 110
T Space -3 1 90 110 910 820
Space I 3 -4 110 100 510 400
I M -2 1 100 130 220 120
M P 2 -3 130 140 380 250
P O 0 1 140 140 150 10
O R 0 5 140 70 330 190
R T 0 -1 70 120 260 190
T A -1 4 120 130 150 30
A N -1 -5 130 100 160 30
N T 2 1 100 80 220 120
T Space -3 1 80 82 1100 1020
Space T 3 -1 82 60 432 350
T O 0 -4 60 60 450 390
O O 0 0 60 80 120 60
O L -1 0 80 140 180 100
L Space -2 5 140 92 950 810
Space LShiftKey 1 4 92 130 1032 940
LShiftKey I 2 -8 130 120 30 -100
I Oem7 -1 -3 120 50 1480 1360
Oem7 V -1 7 50 140 750 700
V E 2 1 140 90 200 60
E Space -3 -1 90 120 220 130
Space E 3 1 120 100 490 370
E V -2 -1 100 120 380 280
V E 2 1 120 100 110 -10
E R 0 -1 100 70 200 100
R Space -3 0 70 90 6910 6840
Space E 3 1 90 80 380 290
E N -2 -3 80 130 270 190
N C 0 3 130 80 310 180
C O 2 -6 80 160 230 150
O U 0 2 160 120 170 10
U N -2 1 120 130 240 120
N T 2 1 130 110 400 270
T E 0 2 110 110 340 230
E R 0 -1 110 120 200 90
R E 0 1 120 100 270 150
E D -1 0 100 100 270 170
D Space -2 -1 100 100 4070 3970
Space T 3 -1 100 80 500 400
T O 0 -4 80 80 230 150
O Space -3 5 80 100 200 120
Space H 2 -2 100 140 260 160
H E 1 3 140 90 450 310
E L -1 -6 90 80 190 100
L P 1 -1 80 100 280 200
P Space -3 6 100 120 1030 930
Space M 1 -3 120 130 360 240
M E 2 4 130 90 240 110
E Space -3 -1 90 150 960 870
Space M 1 -3 150 120 710 560
M A 1 6 120 130 420 300
A K 0 -7 130 120 200 70
K E 1 5 120 90 130 10
E Space -3 -1 90 80 1170 1080
Space T 3 -1 80 50 380 300
T H -1 -1 50 150 180 130
H E 1 3 150 80 160 10
E Space -3 -1 80 132 230 150
Space B 1 -1 132 100 1082 950
B I 2 -3 100 110 200 100
I G -1 3 110 130 200 90
G Space -2 1 130 110 730 600
Space C 1 1 110 70 610 500
C H 1 -3 70 100 400 330
H O 1 -3 100 100 490 390
O I 0 1 100 120 230 130
I C -2 5 120 100 500 380
C E 2 0 100 60 240 140
E S -1 1 60 70 230 170
S Space -2 -2 70 140 2320 2250
Space I 3 -4 140 90 250 110
I N -2 2 90 120 160 70
N Space -1 2 120 80 250 130
Space L 2 -5 80 90 350 270
L I 1 1 90 100 240 150
I F -1 4 100 100 840 740
F E 1 1 100 90 200 100
E OemPeriod -2 -6 90 50 1650 1560
OemPeriod Space -1 5 50 70 1100 1050
Space LShiftKey 1 4 70 140 750 680
LShiftKey B 0 -5 140 80 40 -100
B E 2 2 80 100 300 220
