D8 D0 0 -2 70 120 230 160
Space A 2 3 110 110 160 50
A L 0 -8 110 40 120 10
L L 0 0 40 90 180 140
L Space -2 5 90 130 60 -30
Space F 2 0 130 100 300 170
F E 1 1 100 40 90 -10
E A -1 2 40 120 202 162
A R 1 -3 120 80 110 -10
R Space -3 0 80 130 700 620
Space O 3 -5 130 90 700 570
O F -1 5 90 20 390 300
F Space -2 0 20 92 90 70
Space E 3 1 92 100 1692 1600
E M -2 -4 100 100 170 70
M B 0 2 100 80 260 160
B A 1 4 80 80 160 80
A R 1 -3 80 40 910 830
R R 0 0 40 60 140 100
R A -1 3 60 70 80 20
A S 0 -1 70 50 230 160
S S 0 0 50 70 280 230
S M -1 -5 70 90 520 450
M E 2 4 90 70 120 30
E N -2 -3 70 60 100 30
N T 2 1 60 70 130 70
T Space -3 1 70 70 120 50
Space O 3 -5 70 70 2254 2184
O R 0 5 70 70 180 110
R Space -3 0 70 91 91 21
Space F 2 0 91 50 331 240
F A 0 3 50 120 230 180
A I 1 -7 120 70 130 10
I L -1 -1 70 70 220 150
L U 1 2 70 60 200 130
U R 0 3 60 60 250 190
R E 0 1 60 92 180 120
E Space -3 -1 92 100 122 30
Space Oemplus 4 -8 100 10 1150 1050
Oemplus Back 0 -1 10 100 772 762
Back OemMinus 0 2 100 120 752 652
OemMinus Space -4 7 120 120 100 -20
Space T 3 -1 120 68 270 150
T H -1 -1 68 80 192 124
H E 1 3 80 130 120 40
E R 0 -1 130 100 200 70
R E 0 1 100 110 230 130
E Space -3 -1 110 100 80 -30
Space T 3 -1 100 110 470 370
T H -1 -1 110 70 230 120
H I 1 -2 70 70 180 110
I N -2 2 70 50 190 120
N G 1 1 50 60 160 110
