D9 D0 0 -1 0 78 124 124
L I 1 1 93 78 249 156
I K -1 0 78 93 219 141
K E 1 5 93 109 1560 1467
E RShiftKey -2 -8 109 422 639 530
RShiftKey Oem1 1 1 422 172 234 -188
Oem1 Space -2 6 172 109 1623 1451
Space RShiftKey 1 -7 109 375 140 31
RShiftKey Oem7 1 0 375 187 172 -203
Oem7 RShiftKey -1 0 187 452 1560 1373
RShiftKey Oem7 1 0 452 187 265 -187
Oem7 Left -2 0 187 172 1123 936
Left I 3 3 172 109 1451 1279
I F -1 4 109 110 140 31
F Space -2 0 110 109 203 93
Space Back 4 -9 109 140 1233 1124
Back Back 0 0 140 124 234 94
Back Back 0 0 124 93 265 141
Back LShiftKey -3 13 93 796 265 172
LShiftKey I 2 -8 796 94 686 -110
I F -1 4 94 109 453 359
F Space -2 0 109 63 171 62
Space Y 3 -2 63 140 1514 1451
Y O 0 -3 140 110 202 62
O U 0 2 110 110 234 124
U Space -3 3 110 78 234 124
Space L 2 -5 78 94 328 250
L I 1 1 94 124 250 156
I V -2 4 124 109 390 266
V E 2 1 109 125 187 78
E Space -3 -1 125 93 156 31
Space E 3 1 93 171 437 344
E A -1 2 171 171 265 94
A C -1 -2 171 93 515 344
C H 1 -3 93 78 218 125
H Space -2 2 78 94 265 187
Space D 2 1 94 140 203 109
D A 0 2 140 94 265 125
A Y 1 -5 94 78 125 31
Y Space -3 2 78 93 328 250
Space A 2 3 93 125 3463 3370
A S 0 -1 125 109 203 78
S Space -2 -2 109 141 202 93
Space I 3 -4 141 156 390 249
I F -1 4 156 93 266 110
F Space -2 0 93 94 140 47
Space I 3 -4 94 125 296 202
I T 0 3 125 125 156 31
T Space -3 1 125 78 203 78
Space W 3 2 78 202 765 687
W A -1 1 202 203 187 -15
A S 0 -1 203 78 827 624
S Space -2 -2 78 109 156 78
Space Y 3 -2 109 124 546 437
Y O 0 -3 124 124 156 32
O U 0 2 124 109 156 32
U R 0 3 109 94 436 327
R Space -3 0 94 93 141 47
Space L 2 -5 93 156 312 219
L K 0 1 156 78 16 -140
K A 0 7 78 156 234 156
A S 0 -1 156 109 249 93
S T 1 -3 109 78 187 78
T OemMinus 1 -6 78 124 1124 1046
OemMinus OemMinus 0 0 124 78 249 125
OemMinus OemMinus 0 0 78 63 187 109
OemMinus Back 0 -2 63 63 1529 1466
Back Back 0 0 63 47 187 124
Back Back 0 0 47 78 172 125
Back Back 0 0 78 62 203 125
Back Back 0 0 62 78 171 109
Back Back 0 0 78 78 234 156
Back Back 0 0 78 109 203 125
Back A -2 12 109 141 889 780
A S 0 -1 141 125 312 171
S T 1 -3 125 94 234 109
T Oemcomma -2 -3 94 94 2200 2106
Oemcomma Space -1 4 94 156 858 764
Space LShiftKey 1 4 156 374 858 702
LShiftKey S 1 -2 374 141 608 234
S O 1 -7 141 93 219 78
O M -2 2 93 110 249 156
M E 2 4 110 94 203 93
E D -1 0 94 109 250 156
D A 0 2 109 125 234 125
A Y 1 -5 125 78 187 62
Y Space -3 2 78 94 296 218
Space Y 3 -2 94 125 1030 936
Y O 0 -3 125 125 203 78
O U 0 2 125 124 281 156
U Oem7 -1 -4 124 78 655 531
Oem7 L 0 2 78 63 608 530
L L 0 0 63 78 187 124
L Space -2 5 78 94 281 203
Space M 1 -3 94 78 1623 1529
M O 2 -2 78 110 280 202
O S -1 7 110 125 359 249
S T 1 -3 125 125 187 62
T Space -3 1 125 78 375 250
Space C 1 1 78 109 187 109
C E 2 0 109 125 296 187
E R 0 -1 125 93 266 141
R T 0 -1 93 187 265 172
T A -1 4 187 218 312 125
A I 1 -7 218 78 1107 889
I N -2 2 78 63 312 234
N L 1 -3 63 156 250 187
L Y 1 3 156 93 406 250
Y Space -3 2 93 62 187 94
Space B 1 -1 62 94 249 187
B E 2 2 94 109 203 109
E Space -3 -1 109 62 172 63
Space R 3 0 62 125 234 172
R I 0 -4 125 109 218 93
I G -1 3 109 110 265 156
G H 0 -1 110 78 156 46
H T 1 1 78 140 172 94
T OemPeriod -2 -4 140 93 1186 1046
OemPeriod Right -1 -4 93 140 764 671
Right Space 0 9 140 109 3838 3698
Space LShiftKey 1 4 109 312 343 234
LShiftKey I 2 -8 312 109 265 -47
I T 0 3 109 110 452 343
T Space -3 1 110 94 156 46
Space M 1 -3 94 125 250 156
M A 1 6 125 125 187 62
A D 0 -2 125 156 468 343
D E 1 0 156 109 297 141
E Space -3 -1 109 124 156 47
Space A 2 3 124 109 1076 952
A N -1 -5 109 109 187 78
N Space -1 2 109 78 250 141
Space I 3 -4 78 125 343 265
I M -2 1 125 78 328 203
M P 2 -3 78 109 920 842
P R 0 6 109 94 218 109
R E 0 1 94 94 250 156
E S -1 1 94 62 250 156
S S 0 0 62 93 187 125
S I 1 -6 93 94 187 94
I O 0 -1 94 109 234 140
O N -2 3 109 109 281 172
N Space -1 2 109 94 218 109
Space O 3 -5 94 109 250 156
O N -2 3 109 78 281 172
N Space -1 2 78 78 187 109
Space M 1 -3 78 78 218 140
M E 2 4 78 109 156 78
E Space -3 -1 109 62 172 63
Space Back 4 -9 62 78 4134 4072
Back Oemcomma -3 5 78 62 499 421
Oemcomma Back 3 -5 62 78 5741 5679
Back LShiftKey -3 13 78 484 296 218
LShiftKey I 2 -8 484 78 375 -109
I Space -3 4 78 125 3728 3650
Space A 2 3 125 94 1825 1700
A N -1 -5 94 140 141 47
N D 1 3 140 94 280 140
D Space -2 -1 94 124 110 16
Space S 2 2 124 109 265 141
S I 1 -6 109 109 234 125
I N -2 2 109 78 281 172
N C 0 3 78 110 436 358
C E 2 0 110 125 281 171
E Space -3 -1 125 78 172 47
Space T 3 -1 78 93 234 156
T H -1 -1 93 93 156 63
H E 1 3 93 140 187 94
E N -2 -3 140 78 172 32
N Space -1 2 78 125 202 124
Space Back 4 -9 125 78 2060 1935
Back Oemcomma -3 5 78 93 468 390
Oemcomma Space -1 4 93 93 655 562
Space F 2 0 93 109 234 141
F O 1 -5 109 125 171 62
O R 0 5 125 125 219 94
R Space -3 0 125 94 171 46
Space P 3 -6 94 110 702 608
P A -1 9 110 140 219 109
A S 0 -1 140 124 203 63
S T 1 -3 124 125 187 63
T Space -3 1 125 110 327 202
Space D3 4 1 110 78 234 124
D3 D3 0 0 78 109 188 110
D3 Space -4 -1 109 93 156 47
Space Y 3 -2 93 141 358 265
Y E 0 3 141 156 219 78
E A -1 2 156 156 234 78
A R 1 -3 156 156 140 -16
R S -1 2 156 140 172 16
S Space -2 -2 140 94 327 187
Space Back 4 -9 94 93 2169 2075
Back Oemcomma -3 5 93 78 499 406
Oemcomma Space -1 4 78 47 281 203
Space LShiftKey 1 4 47 296 234 187
LShiftKey I 2 -8 296 94 218 -78
I Space -3 4 94 78 281 187
Space H 2 -2 78 109 1576 1498
H A 0 5 109 125 187 78
A V -1 -3 125 93 156 31
V E 2 1 93 125 171 78
E Space -3 -1 125 94 172 47
Space L 2 -5 94 93 515 421
L O 1 0 93 63 249 156
O O 0 0 63 62 172 109
O K -1 1 62 78 203 141
K E 1 5 78 78 624 546
E D -1 0 78 110 249 171
D Space -2 -1 110 63 156 46
Space I 3 -4 63 93 297 234
I N -2 2 93 78 265 172
N Space -1 2 78 78 203 125
Space T 3 -1 78 93 203 125
T H -1 -1 93 109 156 63
H E 1 3 109 78 218 109
E Space -3 -1 78 78 109 31
Space M 1 -3 78 110 265 187
M I 2 -1 110 94 234 124
I R 0 4 94 93 219 125
R R 0 0 93 93 203 110
R O 0 -5 93 94 171 78
O R 0 5 94 94 156 62
R Space -3 0 94 94 234 140
Space E 3 1 94 94 1513 1419
E V -2 -1 94 93 141 47
V E 2 1 93 94 171 78
E R 0 -1 94 109 266 172
R Y 0 -2 109 78 156 47
Y Space -3 2 78 109 265 187
Space M 1 -3 109 93 281 172
M O 2 -2 93 93 265 172
O R 0 5 93 109 234 141
R N -2 -2 109 94 171 62
N I 2 -2 94 78 266 172
I N -2 2 78 78 234 156
N G 1 1 78 125 124 46
G Space -2 1 125 62 188 63
Space A 2 3 62 125 1591 1529
A N -1 -5 125 110 171 46
N D 1 3 110 140 188 78
D Space -2 -1 140 78 187 47
Space A 2 3 78 156 203 125
A S 0 -1 156 94 686 530
S K 0 -6 94 125 125 31
K E 1 5 125 109 187 62
E D -1 0 109 110 218 109
D Space -2 -1 110 94 156 46
Space M 1 -3 94 93 266 172
M Y 2 1 93 109 483 390
Y S -1 4 109 93 328 219
S E 1 -1 93 62 265 172
E L -1 -6 62 78 140 78
L F 0 5 78 125 375 297
F Space -2 0 125 63 171 46
Space Back 4 -9 63 93 1389 1326
Back RShiftKey -3 2 93 406 327 234
RShiftKey Oem1 1 1 406 156 250 -156
Oem1 RShiftKey -1 -1 156 780 1654 1498
RShiftKey Oem7 1 0 780 125 296 -484
Oem7 Oem7 0 0 125 125 203 78
Oem7 Left -2 0 125 171 1061 936
Left LShiftKey 1 11 171 281 2074 1903
LShiftKey I 2 -8 281 78 219 -62
I F -1 4 78 125 374 296
F Space -2 0 125 94 156 31
Space T 3 -1 94 94 2184 2090
T O 0 -4 94 124 141 47
O D -1 6 124 125 358 234
D A 0 2 125 141 234 109
A Y 1 -5 141 94 156 15
Y Space -3 2 94 125 297 203
Space W 3 2 125 94 218 93
W E 0 -1 94 125 234 140
E R 0 -1 125 109 312 187
R E 0 1 109 140 297 188
E Space -3 -1 140 78 187 47
Space T 3 -1 78 125 655 577
T H -1 -1 125 109 203 78
H E 1 3 109 125 234 125
E Space -3 -1 125 109 187 62
Space L 2 -5 109 109 671 562
L A 0 8 109 156 156 47
A S 0 -1 156 124 281 125
S T 1 -3 124 125 171 47
T Space -3 1 125 125 343 218
Space D 2 1 125 109 1529 1404
D A 0 2 109 93 250 141
A Y 1 -5 93 125 109 16
Y Space -3 2 125 93 328 203
Space O 3 -5 93 124 390 297
O F -1 5 124 93 234 110
F Space -2 0 93 63 171 78
Space M 1 -3 63 78 250 187
M Y 2 1 78 109 281 203
Y Space -3 2 109 78 327 218
Space L 2 -5 78 78 281 203
L I 1 1 78 78 218 140
I F -1 4 78 125 203 125
F E 1 1 125 140 297 172
E Oemcomma -2 -5 140 78 1482 1342
Oemcomma Space -1 4 78 78 1606 1528
Space LShiftKey 1 4 78 359 375 297
LShiftKey W 2 -2 359 156 218 -141
W O 0 -7 156 109 453 297
O Back 1 -4 109 156 592 483
Back Back 0 0 156 78 281 125
Back Left -4 2 78 172 7176 7098
Left LShiftKey 1 11 172 796 905 733
LShiftKey W 2 -2 796 46 531 -265
W Back 1 -11 46 94 2043 1997
Back W -1 11 94 124 687 593
W O 0 -7 124 94 218 94
O U 0 2 94 63 452 358
U L -1 -2 63 124 344 281
L D 0 6 124 109 187 63
D Space -2 -1 109 78 203 94
Space LShiftKey 1 4 78 327 4321 4243
LShiftKey I 2 -8 327 125 234 -93
I Space -3 4 125 110 327 202
Space W 3 2 110 140 172 62
W A -1 1 140 156 187 47
A N -1 -5 156 109 172 16
N R 2 2 109 124 203 94
R Oemplus 1 -8 124 187 624 500
Oemplus T -1 7 187 125 265 78
T Back 1 -8 125 47 1279 1154
Back Back 0 0 47 78 172 125
Back Back 0 0 78 78 187 109
Back T -1 8 78 125 639 561
T Space -3 1 125 125 250 125
Space T 3 -1 125 110 374 249
T O 0 -4 110 94 172 62
O Space -3 5 94 78 265 171
Space D 2 1 78 125 187 109
D O 1 -6 125 94 172 47
O Space -3 5 94 109 265 171
Space W 3 2 109 125 250 141
W H -1 -4 125 93 203 78
H A 0 5 93 141 171 78
A T 1 -4 141 94 187 46
T Space -3 1 94 78 312 218
Space I 3 -4 78 93 297 219
I Back 1 -5 93 94 920 827
Back LShiftKey -3 13 94 327 250 156
LShiftKey I 2 -8 327 78 234 -93
I Oem7 -1 -3 78 78 546 468
Oem7 M -1 4 78 78 499 421
M Space -1 3 78 63 218 140
Space A 2 3 63 172 281 218
A B -1 -4 172 78 250 78
B O 2 -4 78 109 343 265
O U 0 2 109 78 296 187
U T 0 2 78 109 266 188
T Space -3 1 109 78 140 31
Space T 3 -1 78 94 156 78
T O 0 -4 94 125 187 93
O Space -3 5 125 94 312 187
Space D 2 1 94 94 265 171
D O 1 -6 94 109 141 47
O Space -3 5 109 109 265 156
Space T 3 -1 109 156 421 312
T O 0 -4 156 109 203 47
O D -1 6 109 109 328 219
D A 0 2 109 140 234 125
A Y 1 -5 140 78 171 31
Y RShiftKey -2 -5 78 562 1716 1638
RShiftKey OemQuestion 0 1 562 156 421 -141
OemQuestion Right -1 -3 156 187 796 640
Right LShiftKey 1 13 187 405 874 687
LShiftKey A 1 -1 405 172 296 -109
A N -1 -5 172 110 374 202
N D 1 3 110 109 266 156
D Space -2 -1 109 78 140 31
Space W 3 2 78 94 1716 1638
W H -1 -4 94 109 172 78
H E 1 3 109 109 265 156
E N -2 -3 109 78 203 94
N E 2 3 78 109 546 468
E V -2 -1 109 78 156 47
V E 2 1 78 125 140 62
E R 0 -1 125 140 250 125
R Space -3 0 140 78 187 47
Space T 3 -1 78 93 2262 2184
T H -1 -1 93 109 140 47
H E 1 3 109 94 234 125
E Space -3 -1 94 78 156 62
Space A 2 3 78 187 219 141
A N -1 -5 187 109 249 62
N S 1 4 109 94 359 250
S W 1 0 94 78 312 218
W E 0 -1 78 94 218 140
E R 0 -1 94 109 250 156
R Space -3 0 109 109 187 78
Space H 2 -2 109 78 484 375
H A 0 5 78 140 156 78
A S 0 -1 140 125 234 94
S Space -2 -2 125 78 171 46
Space N 1 -2 78 63 281 203
N Oemplus 3 -6 63 171 453 390
Oemplus B -3 7 171 93 577 406
B Back 3 -8 93 140 2605 2512
Back Back 0 0 140 94 234 94
Back Back 0 0 94 94 218 124
Back B -3 8 94 78 1607 1513
B E 2 2 78 109 234 156
E E 0 0 109 109 219 110
E N -2 -3 109 78 187 78
N Space -1 2 78 62 203 125
Space RShiftKey 1 -7 62 640 530 468
RShiftKey Oem7 1 0 640 125 281 -359
Oem7 Oem7 0 0 125 124 203 78
Oem7 Left -2 0 124 124 546 422
Left N 1 5 124 125 577 453
N O 2 -3 125 109 390 265
O Back 1 -4 109 156 1825 1716
Back Back 0 0 156 94 265 109
Back LShiftKey -3 13 94 577 718 624
LShiftKey N 0 -6 577 78 374 -203
N O 2 -3 78 93 453 375
O Space -3 5 93 109 374 281
Space Back 4 -9 109 156 1076 967
Back Right -4 0 156 109 765 609
Right Space 0 9 109 125 951 842
Space LShiftKey 1 4 125 437 297 172
LShiftKey F 1 -4 437 140 827 390
F O 1 -5 140 140 218 78
O R 0 5 140 109 187 47
R Space -3 0 109 78 219 110
Space T 3 -1 78 125 187 109
T O 0 -4 125 94 374 249
O O 0 0 94 94 187 93
O Space -3 5 94 109 250 156
Space M 1 -3 109 110 218 109
M A 1 6 110 141 156 46
A N -1 -5 141 78 156 15
N Y 2 0 78 93 266 188
Y Space -3 2 93 63 280 187
Space D 2 1 63 109 172 109
D Y 1 -3 109 140 234 125
Y Back 1 -7 140 93 905 765
Back A -2 12 93 156 265 172
A Y 1 -5 156 125 312 156
Y S -1 4 125 125 218 93
S Space -2 -2 125 110 156 31
Space I 3 -4 110 78 422 312
I N -2 2 78 78 249 171
N Space -1 2 78 78 187 109
Space A 2 3 78 125 203 125
A Space -2 -3 125 93 172 47
Space R 3 0 93 125 405 312
R O 0 -5 125 93 219 94
O W 0 7 93 171 671 578
W Oemcomma -2 -6 171 47 1388 1217
Oemcomma Space -1 4 47 63 218 171
Space LShiftKey 1 4 63 265 203 140
LShiftKey I 2 -8 265 94 187 -78
I Space -3 4 94 78 266 172
Space K 2 -4 78 62 312 234
K N -1 2 62 78 202 140
N O 2 -3 78 93 266 188
O W 0 7 93 109 187 94
W Space -3 -2 109 62 156 47
Space LShiftKey 1 4 62 281 2012 1950
LShiftKey I 2 -8 281 94 203 -78
I Space -3 4 94 78 312 218
Space N 1 -2 78 62 234 156
N E 2 3 62 109 172 110
E E 0 0 109 94 249 140
E D -1 0 94 109 234 140
D Space -2 -1 109 94 125 16
Space T 3 -1 94 109 281 187
T O 0 -4 109 94 187 78
O Space -3 5 94 94 265 171
Space C 1 1 94 109 172 78
C H 1 -3 109 93 156 47
H A 0 5 93 109 140 47
A N -1 -5 109 78 187 78
N G 1 1 78 94 312 234
G E 1 2 94 109 188 94
E Space -3 -1 109 78 171 62
Space S 2 2 78 124 297 219
S O 1 -7 124 94 202 78
O M -2 2 94 94 250 156
M E 2 4 94 141 187 93
E T 0 -2 141 94 312 171
T H -1 -1 94 109 141 47
H I 1 -2 109 93 312 203
I N -2 2 93 78 265 172
N G 1 1 78 78 203 125
G OemPeriod -1 -4 78 46 1248 1170
OemPeriod Return 1 -3 46 63 6021 5975
Return Return 0 0 63 94 187 124
Return LShiftKey -1 12 94 858 390 296
LShiftKey R 2 -4 858 125 702 -156
R E 0 1 125 125 484 359
E M -2 -4 125 109 187 62
M E 2 4 109 140 203 94
E N -2 -3 140 46 328 188
N Back 3 -7 46 78 904 858
Back M -3 6 78 93 422 344
M B 0 2 93 109 546 453
B E 2 2 109 63 171 62
E R 0 -1 63 125 265 202
R I 0 -4 125 109 203 78
I N -2 2 109 78 297 188
N G 1 1 78 125 218 140
G Space -2 1 125 78 156 31
Space T 3 -1 78 109 1061 983
T H -1 -1 109 94 140 31
H A 0 5 94 171 219 125
A T 1 -4 171 94 202 31
T Space -3 1 94 93 297 203
Space LShiftKey 1 4 93 281 234 141
LShiftKey I 2 -8 281 94 171 -110
I Oem7 -1 -3 94 94 671 577
Oem7 L 0 2 94 78 312 218
L L 0 0 78 78 172 94
L Space -2 5 78 62 265 187
Space B 1 -1 62 62 250 188
B E 2 2 62 94 202 140
E Space -3 -1 94 78 156 62
Space D 2 1 78 94 905 827
D E 1 0 94 124 219 125
E A -1 2 124 156 249 125
A D 0 -2 156 125 250 94
D Space -2 -1 125 78 203 78
Space S 2 2 78 156 218 140
S O 1 -7 156 63 764 608
O O 0 0 63 94 172 109
O N -2 3 94 78 265 171
N Space -1 2 78 78 203 125
Space I 3 -4 78 93 281 203
I S -1 6 93 109 187 94
S Space -2 -2 109 78 156 47
Space T 3 -1 78 124 250 172
T H -1 -1 124 94 171 47
H E 1 3 94 109 219 125
E Space -3 -1 109 78 124 15
Space M 1 -3 78 94 250 172
M O 2 -2 94 94 265 171
O S -1 7 94 109 297 203
S T 1 -3 109 109 265 156
T Space -3 1 109 109 312 203
Space I 3 -4 109 125 296 187
I M -2 1 125 78 297 172
M P 2 -3 78 78 265 187
P O 0 1 78 78 203 125
O R 0 5 78 109 296 218
R T 0 -1 109 109 546 437
T A -1 4 109 156 328 219
A N -1 -5 156 109 265 109
N T 2 1 109 109 359 250
T Space -3 1 109 93 156 47
Space T 3 -1 93 93 2028 1935
T O 0 -4 93 62 234 141
O O 0 0 62 93 156 94
O L -1 0 93 94 218 125
L Space -2 5 94 78 265 171
Space LShiftKey 1 4 78 437 359 281
LShiftKey I 2 -8 437 78 296 -141
I Oem7 -1 -3 78 93 609 531
Oem7 V -1 7 93 93 780 687
V E 2 1 93 125 187 94
E Space -3 -1 125 109 156 31
Space E 3 1 109 109 1638 1529
E V -2 -1 109 93 125 16
V E 2 1 93 172 327 234
E R 0 -1 172 109 328 156
R Space -3 0 109 109 172 63
Space C 1 1 109 140 343 234
C O 2 -6 140 93 203 63
O U 0 2 93 94 280 187
U N -2 1 94 78 266 172
N T 2 1 78 94 296 218
T E 0 2 94 125 172 78
E R 0 -1 125 94 218 93
R E 0 1 94 141 187 93
E D -1 0 141 124 1124 983
D Space -2 -1 124 94 171 47
Space T 3 -1 94 124 297 203
T O 0 -4 124 78 202 78
O Space -3 5 78 63 312 234
Space H 2 -2 63 78 1061 998
H E 1 3 78 109 219 141
E L -1 -6 109 93 234 125
L P 1 -1 93 94 280 187
P Space -3 6 94 78 281 187
Space M 1 -3 78 93 219 141
M E 2 4 93 109 156 63
E Space -3 -1 109 78 140 31
Space M 1 -3 78 109 343 265
M A 1 6 109 141 234 125
A K 0 -7 141 78 172 31
K E 1 5 78 125 249 171
E Space -3 -1 125 78 203 78
Space T 3 -1 78 93 5086 5008
T H -1 -1 93 125 109 16
H E 1 3 125 141 218 93
E Space -3 -1 141 109 125 -16
Space B 1 -1 109 78 1545 1436
B I 2 -3 78 109 296 218
I G -1 3 109 141 218 109
G Space -2 1 141 94 172 31
Space C 1 1 94 93 406 312
C H 1 -3 93 78 202 109
H O 1 -3 78 93 375 297
O I 0 1 93 78 218 125
I C -2 5 78 109 281 203
C E 2 0 109 93 281 172
E S -1 1 93 124 281 188
S Space -2 -2 124 93 187 63
Space I 3 -4 93 94 296 203
I N -2 2 94 62 250 156
N Space -1 2 62 78 187 125
Space L 2 -5 78 94 343 265
L I 1 1 94 78 265 171
I F -1 4 78 125 203 125
F E 1 1 125 125 250 125
E Oemcomma -2 -5 125 78 249 124
Oemcomma Back 3 -5 78 78 827 749
Back OemPeriod -3 4 78 78 375 297
OemPeriod Space -1 5 78 62 296 218
Space LShiftKey 1 4 62 1201 655 593
LShiftKey B 0 -5 1201 109 1061 -140
B E 2 2 109 109 468 359
E C -2 0 109 93 484 375
C A 1 2 93 156 249 156
A U 1 -6 156 94 733 577
U S -1 5 94 110 156 62
S E 1 -1 110 109 250 140
E Space -3 -1 109 94 156 47
Space A 2 3 94 156 640 546
A L 0 -8 156 109 343 187
L M -1 2 109 63 296 187
M O 2 -2 63 93 250 187
O S -1 7 93 110 639 546
S T 1 -3 110 109 188 78
T Space -3 1 109 78 358 249
Space E 3 1 78 109 219 141
E V -2 -1 109 78 218 109
V E 2 1 78 125 156 78
E R 0 -1 125 109 328 203
R Y 0 -2 109 109 234 125
Y T 0 1 109 109 390 281
T H -1 -1 109 78 203 94
H I 1 -2 78 78 327 249
I N -2 2 78 78 281 203
N G 1 1 78 109 156 78
G Space -2 1 109 62 156 47
Space Back 4 -9 62 125 2075 2013
Back OemMinus 0 2 125 110 2433 2308
OemMinus A -2 10 110 109 1389 1279
A L 0 -8 109 94 296 187
L L 0 0 94 94 187 93
L Space -2 5 94 94 250 156
Space E 3 1 94 125 203 109
E X -2 1 125 125 327 202
X T 2 -3 125 109 219 94
T E 0 2 109 125 187 78
E R 0 -1 125 93 281 156
R N -2 -2 93 93 156 63
N A 1 5 93 171 234 141
A L 0 -8 171 78 327 156
L Space -2 5 78 62 266 188
Space E 3 1 62 78 1107 1045
E X -2 1 78 171 375 297
X P 2 -8 171 141 405 234
P E 0 7 141 109 219 78
E C -2 0 109 124 312 203
C T 2 -2 124 109 296 172
T A -1 4 109 156 203 94
A T 1 -4 156 93 203 47
T I 0 -3 93 109 374 281
I O 0 -1 109 93 250 141
O N -2 3 93 109 265 172
N S 1 4 109 109 1685 1576
S Space -2 -2 109 125 218 109
Space Back 4 -9 125 94 702 577
Back Oemcomma -3 5 94 78 452 358
Oemcomma Space -1 4 78 78 266 188
Space A 2 3 78 156 889 811
A L 0 -8 156 78 249 93
L L 0 0 78 78 188 110
L Space -2 5 78 62 265 187
Space P 3 -6 62 94 1076 1014
P R 0 6 94 109 250 156
R I 0 -4 109 78 234 125
I F -1 4 78 94 218 140
F Back 2 -9 94 109 453 359
Back D -2 10 109 140 343 234
D E 1 0 140 125 265 125
E Oemcomma -2 -5 125 78 1560 1435
Oemcomma Space -1 4 78 93 328 250
Space A 2 3 93 187 343 250
A L 0 -8 187 78 296 109
L L 0 0 78 94 187 109
L Space -2 5 94 78 266 172
Space F 2 0 78 93 2574 2496
F E 1 1 93 141 249 156
E A -1 2 141 187 328 187
A R 1 -3 187 125 265 78
R Space -3 0 125 78 187 62
Space O 3 -5 78 93 484 406
O F -1 5 93 93 234 141
F Space -2 0 93 78 156 63
Space E 3 1 78 141 249 171
E M -2 -4 141 109 188 47
M B 0 2 109 125 452 343
B A 1 4 125 171 437 312
A R 1 -3 171 156 359 188
R A -1 3 156 187 1279 1123
A Back 2 -12 187 125 764 577
Back R -1 9 125 125 312 187
R A -1 3 125 125 265 140
A S 0 -1 125 94 858 733
S S 0 0 94 124 188 94
S M -1 -5 124 125 327 203
M E 2 4 125 124 219 94
E N -2 -3 124 78 202 78
N T 2 1 78 125 219 141
T Space -3 1 125 110 171 46
Space O 3 -5 110 93 1857 1747
O R 0 5 93 109 203 110
R Space -3 0 109 78 171 62
Space F 2 0 78 125 187 109
F A 0 3 125 156 281 156
A I 1 -7 156 124 297 141
I L -1 -1 124 94 296 172
L U 1 2 94 124 328 234
U R 0 3 124 78 265 141
R E 0 1 78 156 234 156
E Space -3 -1 156 125 171 15
Space OemMinus 4 -7 125 109 2231 2106
OemMinus Space -4 7 109 94 203 94
