D9 D5 0 4 125 94 499 374
T Space -3 1 78 94 140 62
Space S 2 2 94 93 905 811
S O 1 -7 93 78 171 78
O M -2 2 78 94 172 94
M E 2 4 94 109 109 15
E T 0 -2 109 94 281 172
T H -1 -1 94 78 203 109
H I 1 -2 78 78 187 109
I N -2 2 78 94 187 109
N G 1 1 94 78 141 47
G Space -2 1 78 78 124 46
Space L 2 -5 78 78 858 780
L O 1 0 78 78 156 78
O K -1 1 78 78 188 110
K E 1 5 78 94 93 15
E RShiftKey -2 -8 94 312 328 234
RShiftKey Oem1 1 1 312 109 218 -94
Oem1 Space -2 6 109 93 952 843
Space RShiftKey 1 -7 93 312 218 125
RShiftKey Oem7 1 0 312 78 234 -78
Oem7 LShiftKey -1 11 78 250 4212 4134
LShiftKey I 2 -8 250 78 187 -63
I F -1 4 78 78 219 141
F Space -2 0 78 94 109 31
Space Y 3 -2 94 125 374 280
Y O 0 -3 125 203 94 -31
O U 0 2 203 109 125 -78
U Space -3 3 109 109 265 156
Space Left 0 -7 109 78 1264 1155
Left Left 0 0 78 78 156 78
Left Left 0 0 78 125 140 62
Left Left 0 0 125 94 374 249
Left Left 0 0 94 63 156 62
Left Left 0 0 63 63 156 93
Left Left 0 0 63 78 125 62
Left Left 0 0 78 47 172 94
Left Right 0 -2 47 94 733 686
Right Back 4 0 94 62 328 234
Back I -1 5 62 78 312 250
I Right -3 -5 78 124 546 468
Right Right 0 0 124 78 187 63
Right Right 0 0 78 78 140 62
Right Right 0 0 78 46 141 63
Right Right 0 0 46 78 78 32
Right Right 0 0 78 63 171 93
Right L 2 4 63 94 983 920
L I 1 1 94 78 203 109
I V -2 4 78 78 265 187
V E 2 1 78 78 125 47
E Space -3 -1 78 94 93 15
Space E 3 1 94 172 328 234
E A -1 2 172 124 172 0
A C -1 -2 124 109 265 141
C H 1 -3 109 62 281 172
H Space -2 2 62 78 187 125
Space D 2 1 78 78 281 203
D A 0 2 78 94 124 46
A Y 1 -5 94 78 188 94
Y Space -3 2 78 94 218 140
Space A 2 3 94 140 94 0
A S 0 -1 140 125 124 -16
S Space -2 -2 125 125 203 78
Space I 3 -4 125 93 484 359
I F -1 4 93 78 140 47
F Space -2 0 78 94 125 47
Space U 3 -3 94 94 1201 1107
U T 0 2 94 93 141 47
T Space -3 1 93 110 202 109
Space W 3 2 110 141 905 795
W A -1 1 141 234 94 -47
A S 0 -1 234 109 218 -16
S Space -2 -2 109 109 78 -31
Space Y 3 -2 109 141 312 203
Y O 0 -3 141 219 78 -63
O U 0 2 219 125 172 -47
U R 0 3 125 109 234 109
R Space -3 0 109 110 171 62
Space L 2 -5 110 94 281 171
L A 0 8 94 140 94 0
A S 0 -1 140 125 218 78
S T 1 -3 125 93 250 125
T Oemcomma -2 -3 93 94 1123 1030
Oemcomma Space -1 4 94 78 218 124
Space Left 0 -7 78 78 1326 1248
Left Left 0 0 78 109 172 94
Left Left 0 0 109 109 172 63
Left Left 0 0 109 296 156 47
Left Left 0 0 296 78 686 390
Left Back 4 -2 78 78 1825 1747
Back Back 0 0 78 63 156 78
Back I -1 5 63 78 765 702
I T 0 3 78 94 62 -16
T Right -3 -8 94 110 764 670
Right Right 0 0 110 78 188 78
Right Right 0 0 78 94 140 62
Right Right 0 0 94 93 125 31
Right Right 0 0 93 78 125 32
Right S 2 11 78 94 4118 4040
S O 1 -7 94 62 125 31
O M -2 2 62 109 187 125
M E 2 4 109 94 109 0
E Space -3 -1 94 109 156 62
Space D 2 1 109 140 219 110
D A 0 2 140 172 124 -16
A Y 1 -5 172 94 234 62
Y Left -3 -5 94 93 1623 1529
Left Oem5 3 -2 93 94 405 312
Oem5 Back 1 0 94 62 843 749
Back Back 0 0 62 78 125 63
Back Back 0 0 78 125 1138 1060
Back Back 0 0 125 62 6303 6178
Back Back 0 0 62 78 156 94
Back Right -4 0 78 78 1295 1217
Right Right 0 0 78 78 156 78
Right Space 0 9 78 109 1560 1482
Space Y 3 -2 109 171 499 390
Y O 0 -3 171 218 109 -62
O U 0 2 218 172 140 -78
U Oem7 -1 -4 172 94 562 390
Oem7 L 0 2 94 78 452 358
L L 0 0 78 78 125 47
L Space -2 5 78 94 234 156
Space M 1 -3 94 109 531 437
M O 2 -2 109 124 78 -31
O S -1 7 124 94 327 203
S T 1 -3 94 78 109 15
T Space -3 1 78 78 250 172
Space C 1 1 78 93 827 749
C E 2 0 93 78 140 47
E R 0 -1 78 78 421 343
R T 0 -1 78 78 297 219
T A -1 4 78 124 125 47
A I 1 -7 124 110 280 156
I N -2 2 110 93 531 421
N L 1 -3 93 78 1217 1124
L Y 1 3 78 78 296 218
Y Space -3 2 78 94 218 140
Space B 1 -1 94 94 172 78
B E 2 2 94 109 109 15
E Space -3 -1 109 93 172 63
Space R 3 0 93 78 733 640
R I 0 -4 78 78 140 62
I G -1 3 78 78 250 172
G H 0 -1 78 78 156 78
H T 1 1 78 125 109 31
T OemPeriod -2 -4 125 94 1794 1669
OemPeriod RShiftKey 0 -2 94 546 297 203
RShiftKey Oem7 1 0 546 125 374 -172
Oem7 Space -2 7 125 78 421 296
Space LShiftKey 1 4 78 297 1295 1217
LShiftKey I 2 -8 297 62 219 -78
I T 0 3 62 94 249 187
T Space -3 1 94 78 203 109
Space M 1 -3 78 78 218 140
M A 1 6 78 156 94 16
A D 0 -2 156 109 265 109
D E 1 0 109 140 125 16
E Space -3 -1 140 109 187 47
Space A 2 3 109 171 141 32
A N -1 -5 171 78 234 63
N Space -1 2 78 94 171 93
Space I 3 -4 94 63 312 218
I M -2 1 63 78 172 109
M P 2 -3 78 94 187 109
P R 0 6 94 125 218 124
R E 0 1 125 125 94 -31
E S -1 1 125 234 265 140
S I 1 -6 234 62 281 47
I O 0 -1 62 140 281 219
O Back 1 -4 140 110 717 577
Back Back 0 0 110 109 172 62
Back S -2 11 109 93 281 172
S I 1 -6 93 78 390 297
I O 0 -1 78 78 140 62
O N -2 3 78 62 203 125
N Space -1 2 62 110 140 78
Space O 3 -5 110 78 219 109
O N -2 3 78 94 187 109
N Space -1 2 94 94 187 93
Space M 1 -3 94 63 187 93
M E 2 4 63 93 110 47
E Back 1 -10 93 78 858 765
Back Back 0 0 78 31 171 93
Back M -3 6 31 94 2808 2777
M E 2 4 94 109 78 -16
E Oemcomma -2 -5 109 47 1186 1077
Oemcomma Space -1 4 47 62 234 187
Space A 2 3 62 109 1061 999
A N -1 -5 109 78 140 31
N D 1 3 78 94 187 109
D Space -2 -1 94 78 109 15
Space S 2 2 78 109 266 188
S I 1 -6 109 78 171 62
I N -2 2 78 78 359 281
N C 0 3 78 140 234 156
C E 2 0 140 125 78 -62
E Space -3 -1 125 94 156 31
Space T 3 -1 94 78 686 592
T H -1 -1 78 78 188 110
H E 1 3 78 93 109 31
E N -2 -3 93 78 218 125
N OemPeriod 0 -3 78 78 1014 936
OemPeriod Space -1 5 78 63 234 156
Space Back 4 -9 63 63 967 904
Back Back 0 0 63 47 156 93
Back Oemcomma -3 5 47 78 562 515
Oemcomma Space -1 4 78 78 187 109
Space F 2 0 78 125 125 47
F O 1 -5 125 78 140 15
O R 0 5 78 78 110 32
R Space -3 0 78 94 93 15
Space T 3 -1 94 62 250 156
T H -1 -1 62 109 140 78
H E 1 3 109 93 94 -15
E Space -3 -1 93 93 125 32
Space P 3 -6 93 63 748 655
P A -1 9 63 125 78 15
A S 0 -1 125 93 344 219
S T 1 -3 93 62 140 47
T D3 1 2 62 63 1669 1607
D3 D3 0 0 63 78 156 93
D3 Space -4 -1 78 94 733 655
Space Y 3 -2 94 62 453 359
Y E 0 3 62 93 47 -15
E A -1 2 93 125 62 -31
A R 1 -3 125 93 281 156
R S -1 2 93 94 93 0
S Space -2 -2 94 109 281 187
Space Back 4 -9 109 94 780 671
Back Oemcomma -3 5 94 93 297 203
Oemcomma Space -1 4 93 93 187 94
Space LShiftKey 1 4 93 234 140 47
LShiftKey I 2 -8 234 78 125 -109
I Space -3 4 78 94 218 140
Space H 2 -2 94 78 219 125
H A 0 5 78 125 78 0
A V -1 -3 125 78 140 15
V E 2 1 78 62 141 63
E Space -3 -1 62 110 124 62
Space L 2 -5 110 78 1014 904
L O 1 0 78 78 219 141
O O 0 0 78 63 140 62
O K -1 1 63 78 156 93
K E 1 5 78 93 141 63
E D -1 0 93 94 202 109
D Space -2 -1 94 93 141 47
Space I 3 -4 93 78 639 546
I N -2 2 78 78 203 125
N Space -1 2 78 78 172 94
Space T 3 -1 78 32 249 171
T H -1 -1 32 110 156 124
H E 1 3 110 78 188 78
E Space -3 -1 78 109 93 15
Space M 1 -3 109 78 858 749
M I 2 -1 78 62 219 141
I R 0 4 62 94 327 265
R R 0 0 94 93 172 78
R O 0 -5 93 78 156 63
O R 0 5 78 94 249 171
R Space -3 0 94 93 219 125
Space E 3 1 93 94 327 234
E V -2 -1 94 78 125 31
V E 2 1 78 125 156 78
E R 0 -1 125 93 219 94
R Y 0 -2 93 93 234 141
Y Space -3 2 93 94 1310 1217
Space M 1 -3 94 172 312 218
M O 2 -2 172 125 109 -63
O R 0 5 125 78 234 109
R N -2 -2 78 94 156 78
N I 2 -2 94 94 156 62
I N -2 2 94 94 187 93
N G 1 1 94 93 141 47
G Space -2 1 93 110 249 156
Space A 2 3 110 125 1077 967
A N -1 -5 125 78 109 -16
N D 1 3 78 94 156 78
D Space -2 -1 94 63 109 15
Space A 2 3 63 156 125 62
A S 0 -1 156 94 265 109
S K 0 -6 94 93 219 125
K E 1 5 93 94 124 31
E D -1 0 94 63 234 140
D Space -2 -1 63 78 156 93
Space M 1 -3 78 78 858 780
M Y 2 1 78 94 250 172
Y S -1 4 94 94 1357 1263
S E 1 -1 94 94 234 140
E L -1 -6 94 63 265 171
L F 0 5 63 93 687 624
F RShiftKey -1 -7 93 421 1154 1061
RShiftKey Oem1 1 1 421 94 343 -78
Oem1 Space -2 6 94 93 687 593
Space RShiftKey 1 -7 93 281 468 375
RShiftKey Oem7 1 0 281 94 171 -110
Oem7 LShiftKey -1 11 94 265 2294 2200
LShiftKey I 2 -8 265 62 140 -125
I Space -3 4 62 46 250 188
Space F 2 0 46 125 31 -15
F Back 2 -9 125 110 717 592
Back Back 0 0 110 109 172 62
Back F -2 9 109 78 187 78
F Space -2 0 78 94 203 125
Space T 3 -1 94 93 640 546
T O 0 -4 93 78 109 16
O D -1 6 78 141 249 171
D A 0 2 141 140 110 -31
A Y 1 -5 140 63 124 -16
Y Space -3 2 63 93 219 156
Space W 3 2 93 109 218 125
W E 0 -1 109 109 141 32
E R 0 -1 109 124 234 125
R E 0 1 124 140 62 -62
E Space -3 -1 140 94 156 16
Space T 3 -1 94 78 359 265
T H -1 -1 78 78 187 109
H E 1 3 78 78 94 16
E Space -3 -1 78 109 109 31
Space L 2 -5 109 78 1076 967
L A 0 8 78 156 47 -31
A S 0 -1 156 110 218 62
S T 1 -3 110 78 562 452
T Space -3 1 78 94 234 156
Space D 2 1 94 124 94 0
D A 0 2 124 140 78 -46
A Y 1 -5 140 78 218 78
Y Space -3 2 78 94 218 140
Space O 3 -5 94 93 266 172
O F -1 5 93 93 156 63
F Space -2 0 93 78 109 16
Space M 1 -3 78 110 171 93
M Y 2 1 110 78 234 124
Y Space -3 2 78 94 203 125
Space L 2 -5 94 93 172 78
L I 1 1 93 78 218 125
I F -1 4 78 78 343 265
F E 1 1 78 109 110 32
E Space -3 -1 109 109 218 109
Space Back 4 -9 109 93 1576 1467
Back Oemcomma -3 5 93 63 327 234
Oemcomma Space -1 4 63 78 187 124
Space W 3 2 78 125 5008 4930
W O 0 -7 125 125 125 0
O U 0 2 125 94 187 62
U L -1 -2 94 93 250 156
L D 0 6 93 109 156 63
D Space -2 -1 109 109 93 -16
Space LShiftKey 1 4 109 218 297 188
LShiftKey I 2 -8 218 78 124 -94
I Space -3 4 78 94 234 156
Space W 3 2 94 140 250 156
W A -1 1 140 172 78 -62
A N -1 -5 172 93 203 31
N T 2 1 93 63 218 125
T Space -3 1 63 78 515 452
Space T 3 -1 78 94 889 811
T O 0 -4 94 78 141 47
O Space -3 5 78 124 156 78
Space D 2 1 124 93 156 32
D O 1 -6 93 94 140 47
O Space -3 5 94 109 187 93
Space W 3 2 109 94 265 156
W H -1 -4 94 109 172 78
H A 0 5 109 140 94 -15
A T 1 -4 140 63 171 31
T LShiftKey -2 5 63 234 219 156
LShiftKey Space -1 -4 234 93 156 -78
Space LShiftKey 1 4 93 234 608 515
LShiftKey I 2 -8 234 93 125 -109
I Space -3 4 93 110 249 156
Space W 3 2 110 156 250 140
W A -1 1 156 203 109 -47
A N -1 -5 203 110 187 -16
N T 2 1 110 78 234 124
T Space -3 1 78 109 110 32
Space T 3 -1 109 94 140 31
T O 0 -4 94 109 156 62
O Space -3 5 109 109 265 156
Space D 2 1 109 124 219 110
D I 1 -5 124 78 171 47
I Back 1 -5 78 78 655 577
Back O -1 4 78 78 172 94
O Space -3 5 78 78 250 172
Space T 3 -1 78 109 2652 2574
T O 0 -4 109 78 140 31
O D -1 6 78 140 172 94
D A 0 2 140 140 78 -62
A Y 1 -5 140 78 202 62
Y RShiftKey -2 -5 78 265 484 406
RShiftKey OemQuestion 0 1 265 125 187 -78
OemQuestion RShiftKey 0 -1 125 578 499 374
RShiftKey Oem7 1 0 578 94 468 -110
Oem7 Space -2 7 94 94 328 234
Space LShiftKey 1 4 94 312 2668 2574
LShiftKey A 1 -1 312 93 234 -78
A N -1 -5 93 94 202 109
N D 1 3 94 94 156 62
D Space -2 -1 94 93 110 16
Space W 3 2 93 78 764 671
W H -1 -4 78 78 94 16
H E 1 3 78 125 124 46
E N -2 -3 125 94 234 109
N E 2 3 94 94 2590 2496
E V -2 -1 94 78 125 31
V E 2 1 78 125 109 31
E R 0 -1 125 93 281 156
R Space -3 0 93 93 156 63
Space T 3 -1 93 62 265 172
T H -1 -1 62 94 156 94
H E 1 3 94 78 109 15
E Space -3 -1 78 94 109 31
Space A 2 3 94 109 562 468
A N -1 -5 109 78 125 16
N S 1 4 78 93 156 78
S W 1 0 93 140 281 188
W E 0 -1 140 109 171 31
E R 0 -1 109 78 234 125
R Space -3 0 78 94 187 109
Space H 2 -2 94 78 281 187
H A 0 5 78 140 63 -15
A S 0 -1 140 141 249 109
S Space -2 -2 141 78 172 31
Space B 1 -1 78 94 187 109
B E 2 2 94 109 125 31
E E 0 0 109 125 171 62
E N -2 -3 125 78 234 109
N Space -1 2 78 78 188 110
Space N 1 -2 78 78 405 327
N O 2 -3 78 125 172 94
O Back 1 -4 125 78 951 826
Back Back 0 0 78 78 1061 983
Back LShiftKey -3 13 78 468 265 187
LShiftKey N 0 -6 468 93 297 -171
N Back 3 -7 93 78 452 359
Back RShiftKey -3 2 78 297 265 187
RShiftKey Oem7 1 0 297 109 188 -109
Oem7 LShiftKey -1 11 109 312 202 93
LShiftKey N 0 -6 312 78 172 -140
N O 2 -3 78 93 250 172
O RShiftKey -2 -2 93 249 390 297
RShiftKey Oem7 1 0 249 109 156 -93
Oem7 Space -2 7 109 125 1294 1185
Space F 2 0 125 93 656 531
F O 1 -5 93 78 140 47
O R 0 5 78 93 94 16
R Space -3 0 93 109 171 78
Space T 3 -1 109 94 889 780
T O 0 -4 94 78 406 312
O O 0 0 78 110 140 62
O Space -3 5 110 109 375 265
Space M 1 -3 109 78 483 374
M A 1 6 78 109 94 16
A N -1 -5 109 93 125 16
N Y 2 0 93 94 249 156
Y Space -3 2 94 94 1404 1310
Space D 2 1 94 140 188 94
D A 0 2 140 172 93 -47
A Y 1 -5 172 94 749 577
Y S -1 4 94 109 94 0
S Space -2 -2 109 109 140 31
Space I 3 -4 109 94 218 109
I N -2 2 94 93 188 94
N Space -1 2 93 109 187 94
Space A 2 3 109 62 187 78
A Space -2 -3 62 94 374 312
Space R 3 0 94 78 921 827
R O 0 -5 78 94 140 62
O W 0 7 94 47 515 421
W Space -3 -2 47 78 250 203
Space Back 4 -9 78 78 483 405
Back Oemcomma -3 5 78 94 265 187
Oemcomma Space -1 4 94 78 188 94
Space LShiftKey 1 4 78 265 1201 1123
LShiftKey I 2 -8 265 78 172 -93
I Space -3 4 78 78 202 124
Space K 2 -4 78 78 203 125
K N -1 2 78 78 172 94
N O 2 -3 78 62 203 125
O W 0 7 62 78 109 47
W Space -3 -2 78 94 1435 1357
Space LShiftKey 1 4 94 873 250 156
LShiftKey I 2 -8 873 78 764 -109
I Space -3 4 78 109 203 125
Space N 1 -2 109 94 187 78
N E 2 3 94 78 187 93
E E 0 0 78 109 141 63
E D -1 0 109 78 218 109
D Space -2 -1 78 109 109 31
Space T 3 -1 109 94 343 234
T O 0 -4 94 94 203 109
O Space -3 5 94 93 219 125
Space C 1 1 93 110 124 31
C H 1 -3 110 94 125 15
H A 0 5 94 172 125 31
A N -1 -5 172 78 203 31
N G 1 1 78 93 234 156
G E 1 2 93 109 125 32
E Space -3 -1 109 125 187 78
Space S 2 2 125 94 967 842
S O 1 -7 94 78 125 31
O M -2 2 78 94 187 109
M E 2 4 94 109 109 15
E T 0 -2 109 78 250 141
T H -1 -1 78 125 109 31
H I 1 -2 125 125 156 31
I N -2 2 125 125 234 109
N G 1 1 125 109 156 31
G OemPeriod -1 -4 109 62 780 671
OemPeriod Return 1 -3 62 78 577 515
Return Return 0 0 78 78 796 718
Return LShiftKey -1 12 78 593 2886 2808
LShiftKey R 2 -4 593 78 530 -63
R E 0 1 78 78 187 109
E M -2 -4 78 93 219 141
M E 2 4 93 109 125 32
E M -2 -4 109 62 156 47
M B 0 2 62 93 546 484
B E 2 2 93 94 124 31
E R 0 -1 94 62 219 125
R I 0 -4 62 78 156 94
I N -2 2 78 94 187 109
N G 1 1 94 93 94 0
G Space -2 1 93 94 140 47
Space T 3 -1 94 78 546 452
T H -1 -1 78 93 172 94
H A 0 5 93 93 109 16
A T 1 -4 93 78 109 16
T Space -3 1 78 94 234 156
Space LShiftKey 1 4 94 468 203 109
LShiftKey I 2 -8 468 78 374 -94
I Space -3 4 78 93 219 141
Space W 3 2 93 94 171 78
W Back 1 -11 94 109 936 842
Back Oem7 -2 2 109 78 468 359
Oem7 L 0 2 78 63 577 499
L L 0 0 63 93 110 47
L Space -2 5 93 78 218 125
Space B 1 -1 78 78 218 140
B E 2 2 78 125 156 78
E Space -3 -1 125 94 234 109
Space D 2 1 94 62 578 484
D E 1 0 62 78 140 78
E A -1 2 78 156 94 16
A D 0 -2 156 94 249 93
D Space -2 -1 94 124 219 125
Space S 2 2 124 94 140 16
S O 1 -7 94 78 172 78
O O 0 0 78 93 156 78
O N -2 3 93 78 202 109
N Space -1 2 78 93 297 219
Space Left 0 -7 93 94 1778 1685
Left Left 0 0 94 47 187 93
Left Left 0 0 47 47 141 94
Left Left 0 0 47 62 125 78
Left Left 0 0 62 78 483 421
Left Back 4 -2 78 78 531 453
Back Right -4 0 78 47 452 374
Right Right 0 0 47 62 125 78
Right Right 0 0 62 63 140 78
Right Right 0 0 63 62 125 62
Right Right 0 0 62 62 94 32
Right Right 0 0 62 78 124 62
Right I 3 5 78 78 4088 4010
I S -1 6 78 94 124 46
S Space -2 -2 94 78 141 47
Space T 3 -1 78 63 218 140
T H -1 -1 63 78 156 93
H E 1 3 78 93 94 16
E Space -3 -1 93 109 109 16
Space M 1 -3 109 109 203 94
M O 2 -2 109 93 156 47
O S -1 7 93 109 218 125
S T 1 -3 109 62 250 141
T Space -3 1 62 93 203 141
Space I 3 -4 93 78 234 141
I M -2 1 78 94 171 93
M P 2 -3 94 78 219 125
P O 0 1 78 93 187 109
O R 0 5 93 125 187 94
R T 0 -1 125 78 296 171
T A -1 4 78 140 110 32
A N -1 -5 140 78 218 78
N T 2 1 78 94 187 109
T Space -3 1 94 62 141 47
Space T 3 -1 62 62 109 47
T O 0 -4 62 78 125 63
O O 0 0 78 93 156 78
O Space -3 5 93 63 436 343
Space Back 4 -9 63 78 484 421
Back L -2 4 78 78 187 109
L Space -2 5 78 78 203 125
Space LShiftKey 1 4 78 406 1404 1326
LShiftKey I 2 -8 406 78 296 -110
I Oem7 -1 -3 78 93 422 344
Oem7 V -1 7 93 78 546 453
V E 2 1 78 78 93 15
E Space -3 -1 78 94 125 47
Space E 3 1 94 94 967 873
E V -2 -1 94 94 109 15
V E 2 1 94 109 110 16
E R 0 -1 109 93 546 437
R Space -3 0 93 78 156 63
Space E 3 1 78 94 296 218
E N -2 -3 94 78 671 577
N C 0 3 78 94 265 187
C O 2 -6 94 109 156 62
O U 0 2 109 78 140 31
U N -2 1 78 93 188 110
N T 2 1 93 63 249 156
T E 0 2 63 109 78 15
E R 0 -1 109 78 156 47
R E 0 1 78 94 109 31
E D -1 0 94 78 234 140
D Space -2 -1 78 78 624 546
Space T 3 -1 78 110 468 390
T O 0 -4 110 78 156 46
O Space -3 5 78 94 234 156
Space H 2 -2 94 78 921 827
H E 1 3 78 109 125 47
E L -1 -6 109 63 249 140
L P 1 -1 63 62 172 109
P Space -3 6 62 94 733 671
Space M 1 -3 94 78 203 109
M E 2 4 78 94 93 15
E Space -3 -1 94 62 172 78
Space M 1 -3 62 62 3682 3620
M A 1 6 62 110 124 62
A K 0 -7 110 78 172 62
K E 1 5 78 109 172 94
E Space -3 -1 109 94 93 -16
Space T 3 -1 94 78 250 156
T H -1 -1 78 78 187 109
H E 1 3 78 94 109 31
E Space -3 -1 94 93 172 78
Space B 1 -1 93 125 1326 1233
B I 2 -3 125 109 109 -16
I G -1 3 109 141 187 78
G Space -2 1 141 94 234 93
Space C 1 1 94 125 811 717
C H 1 -3 125 109 203 78
H O 1 -3 109 94 156 47
O I 0 1 94 94 187 93
I C -2 5 94 78 359 265
C E 2 0 78 109 141 63
E S -1 1 109 93 265 156
S Space -2 -2 93 94 187 94
Space I 3 -4 94 62 702 608
I N -2 2 62 94 187 125
N Space -1 2 94 78 156 62
Space L 2 -5 78 78 187 109
L I 1 1 78 62 188 110
I F -1 4 62 78 234 172
F E 1 1 78 125 140 62
E OemPeriod -2 -6 125 63 1045 920
OemPeriod Space -1 5 63 63 265 202
Space LShiftKey 1 4 63 328 1061 998
LShiftKey B 0 -5 328 78 234 -94
B E 2 2 78 140 203 125
E C -2 0 140 125 343 203
C A 1 2 125 141 78 -47
A U 1 -6 141 78 265 124
U S -1 5 78 94 94 16
S E 1 -1 94 125 62 -32
E Space -3 -1 125 78 234 109
Space LShiftKey 1 4 78 109 250 172
LShiftKey A 1 -1 109 125 593 484
A L 0 -8 125 93 156 31
L M -1 2 93 172 374 281
M O 2 -2 172 94 156 -16
O S -1 7 94 125 109 15
S T 1 -3 125 93 297 172
T Space -3 1 93 109 156 63
Space E 3 1 109 93 671 562
E V -2 -1 93 78 124 31
V E 2 1 78 109 110 32
E R 0 -1 109 78 171 62
R Y 0 -2 78 63 312 234
Y T 0 1 63 78 250 187
T H -1 -1 78 94 109 31
H I 1 -2 94 109 203 109
I N -2 2 109 94 218 109
N G 1 1 94 94 281 187
G Space -2 1 94 93 1342 1248
Space OemMinus 4 -7 93 62 109 16
OemMinus Space -4 7 62 109 109 47
Space A 2 3 109 109 2465 2356
A L 0 -8 109 78 156 47
L L 0 0 78 78 125 47
L Space -2 5 78 109 218 140
Space E 3 1 109 93 94 -15
E X -2 1 93 94 249 156
X T 2 -3 94 78 203 109
T E 0 2 78 94 109 31
E R 0 -1 94 78 109 15
R N -2 -2 78 78 406 328
N A 1 5 78 140 94 16
A L 0 -8 140 78 156 16
L Space -2 5 78 93 187 109
Space E 3 1 93 109 125 32
E X -2 1 109 109 234 125
X P 2 -8 109 78 234 125
P E 0 7 78 125 93 15
E C -2 0 125 78 219 94
C T 2 -2 78 78 171 93
T A -1 4 78 125 109 31
A T 1 -4 125 78 156 31
T I 0 -3 78 78 328 250
I O 0 -1 78 78 156 78
O N -2 3 78 109 187 109
N S 1 4 109 78 141 32
S Oemcomma -1 -6 78 78 1014 936
Oemcomma Space -1 4 78 78 202 124
Space A 2 3 78 110 156 78
A L 0 -8 110 63 203 93
L L 0 0 63 78 109 46
L Space -2 5 78 93 453 375
Space P 3 -6 93 78 327 234
P R 0 6 78 109 125 47
R O 0 -5 109 63 187 78
O Back 1 -4 63 94 468 405
Back I -1 5 94 78 250 156
I D -1 5 78 156 94 16
D E 1 0 156 141 93 -63
E Space -3 -1 141 125 203 62
Space Back 4 -9 125 109 10062 9937
Back Oemcomma -3 5 109 63 499 390
Oemcomma Space -1 4 63 63 187 124
Space A 2 3 63 109 141 78
A L 0 -8 109 78 234 125
L L 0 0 78 110 93 15
L Space -2 5 110 62 266 156
Space F 2 0 62 140 156 94
F E 1 1 140 124 78 -62
E A -1 2 124 109 3650 3526
A R 1 -3 109 93 203 94
R Space -3 0 93 94 140 47
Space O 3 -5 94 109 203 109
O F -1 5 109 78 140 31
F Space -2 0 78 93 110 32
Space E 3 1 93 109 249 156
E M -2 -4 109 78 1014 905
M B 0 2 78 94 1045 967
B A 1 4 94 156 219 125
A R 1 -3 156 94 343 187
