D9 D0 0 -1 0 63 93 93
H A 0 5 109 62 125 16
A T 1 -4 62 78 125 63
T Space -3 1 78 93 109 31
Space W 3 2 93 93 156 63
W E 0 -1 93 78 187 94
E N -2 -3 78 94 109 31
N T 2 1 94 94 265 171
T Space -3 1 94 78 874 780
Space S 2 2 78 109 359 281
S O 1 -7 109 63 140 31
O M -2 2 63 110 187 124
M E 2 4 110 78 188 78
E T 0 -2 78 78 202 124
T H -1 -1 78 94 172 94
H I 1 -2 94 62 203 109
I N -2 2 62 94 187 125
N G 1 1 94 63 218 124
G Space -2 1 63 63 156 93
Space L 2 -5 63 93 188 125
L I 1 1 93 62 187 94
I K -1 0 62 109 140 78
K E 1 5 109 94 109 0
E RShiftKey -2 -8 94 452 1436 1342
RShiftKey Oem1 1 1 452 125 249 -203
Oem1 Space -2 6 125 62 905 780
Space RShiftKey 1 -7 62 265 406 344
RShiftKey Oem7 1 0 265 125 124 -141
Oem7 LShiftKey -1 11 125 250 281 156
LShiftKey I 2 -8 250 78 156 -94
I F -1 4 78 93 297 219
F Space -2 0 93 93 156 63
Space Y 3 -2 93 78 1014 921
Y O 0 -3 78 125 124 46
O U 0 2 125 110 156 31
U Space -3 3 110 78 172 62
Space L 2 -5 78 94 156 78
L I 1 1 94 78 187 93
I V -2 4 78 78 219 141
V E 2 1 78 62 140 62
E Space -3 -1 62 94 109 47
Space E 3 1 94 93 172 78
E A -1 2 93 125 156 63
A C -1 -2 125 78 218 93
C H 1 -3 78 78 141 63
H Space -2 2 78 109 109 31
Space D 2 1 109 93 281 172
D A 0 2 93 109 140 47
A Y 1 -5 109 109 187 78
Y Space -3 2 109 63 1404 1295
Space A 2 3 63 94 187 124
A S 0 -1 94 62 188 94
S Space -2 -2 62 78 78 16
Space I 3 -4 78 110 202 124
I F -1 4 110 78 141 31
F Space -2 0 78 93 125 47
Space I 3 -4 93 78 218 125
I T 0 3 78 78 406 328
T Space -3 1 78 62 1700 1622
Space W 3 2 62 62 125 63
W E 0 -1 62 62 187 125
E R 0 -1 62 78 109 47
R E 0 1 78 62 141 63
E Space -3 -1 62 78 187 125
Space Y 3 -2 78 78 218 140
Y O 0 -3 78 109 312 234
O U 0 2 109 78 219 110
U R 0 3 78 94 202 124
R Space -3 0 94 78 141 47
Space L 2 -5 78 93 234 156
L A 0 8 93 109 125 32
A S 0 -1 109 93 156 47
S T 1 -3 93 62 156 63
T Oemcomma -2 -3 62 109 1123 1061
Oemcomma Space -1 4 109 78 203 94
Space S 2 2 78 109 140 62
S O 1 -7 109 63 187 78
O M -2 2 63 110 187 124
M E 2 4 110 78 125 15
E D -1 0 78 62 172 94
D A 0 2 62 62 203 141
A Y 1 -5 62 78 124 62
Y Space -3 2 78 78 983 905
Space Y 3 -2 78 78 219 141
Y O 0 -3 78 93 265 187
O U 0 2 93 78 187 94
U Oem7 -1 -4 78 78 343 265
Oem7 L 0 2 78 47 234 156
L L 0 0 47 78 156 109
L Space -2 5 78 94 156 78
Space M 1 -3 94 109 219 125
M O 2 -2 109 94 218 109
O S -1 7 94 78 203 109
S T 1 -3 78 78 156 78
T Space -3 1 78 78 998 920
Space C 1 1 78 94 234 156
C E 2 0 94 78 125 31
E R 0 -1 78 78 140 62
R T 0 -1 78 78 172 94
T A -1 4 78 78 94 16
A I 1 -7 78 78 171 93
I N -2 2 78 110 187 109
N L 1 -3 110 93 219 109
L Y 1 3 93 78 265 172
Y Space -3 2 78 78 140 62
Space B 1 -1 78 78 453 375
B E 2 2 78 78 156 78
E Space -3 -1 78 109 109 31
Space R 3 0 109 78 359 250
R I 0 -4 78 93 312 234
I G -1 3 93 63 296 203
G H 0 -1 63 63 156 93
H T 1 1 63 94 187 124
T OemPeriod -2 -4 94 94 1560 1466
OemPeriod Space -1 5 94 109 219 125
Space RShiftKey 1 -7 109 812 171 62
RShiftKey Oem7 1 0 812 109 188 -624
Oem7 LShiftKey -1 11 109 203 2043 1934
LShiftKey I 2 -8 203 93 94 -109
I T 0 3 93 94 343 250
T Space -3 1 94 93 749 655
Space M 1 -3 93 94 374 281
M A 1 6 94 93 141 47
A D 0 -2 93 78 249 156
D E 1 0 78 78 172 94
E Space -3 -1 78 78 140 62
Space A 2 3 78 78 141 63
A N -1 -5 78 125 140 62
N Space -1 2 125 46 172 47
Space I 3 -4 46 109 171 125
I M -2 1 109 94 187 78
M P 2 -3 94 78 219 125
P R 0 6 78 78 249 171
R E 0 1 78 78 172 94
E S -1 1 78 47 203 125
S S 0 0 47 63 140 93
S I 1 -6 63 78 125 62
I O 0 -1 78 78 140 62
O N -2 3 78 78 156 78
N Space -1 2 78 78 125 47
Space O 3 -5 78 78 125 47
O N -2 3 78 94 187 109
N Space -1 2 94 110 109 15
Space M 1 -3 110 109 125 15
M E 2 4 109 93 328 219
E Oemcomma -2 -5 93 94 1341 1248
Oemcomma Space -1 4 94 78 172 78
Space A 2 3 78 125 125 47
A N -1 -5 125 125 140 15
N D 1 3 125 109 203 78
D Space -2 -1 109 125 140 31
Space S 2 2 125 94 156 31
S I 1 -6 94 62 141 47
I N -2 2 62 78 171 109
N C 0 3 78 109 94 16
C E 2 0 109 109 172 63
E Space -3 -1 109 78 124 15
Space T 3 -1 78 78 188 110
T H -1 -1 78 109 171 93
H E 1 3 109 78 141 32
E N -2 -3 78 109 156 78
N Oemcomma 0 -2 109 109 1170 1061
Oemcomma Space -1 4 109 78 234 125
Space F 2 0 78 94 171 93
F O 1 -5 94 94 125 31
O R 0 5 94 63 140 46
R Space -3 0 63 94 94 31
Space T 3 -1 94 63 187 93
T H -1 -1 63 93 172 109
H E 1 3 93 93 78 -15
E Space -3 -1 93 93 125 32
Space P 3 -6 93 94 249 156
P A -1 9 94 94 109 15
A S 0 -1 94 78 141 47
S T 1 -3 78 94 140 62
T Space -3 1 94 62 2060 1966
Space D3 4 1 62 93 468 406
D3 D3 0 0 93 94 140 47
D3 Space -4 -1 94 94 577 483
Space Y 3 -2 94 78 234 140
Y E 0 3 78 93 250 172
E A -1 2 93 94 109 16
A R 1 -3 94 94 156 62
R S -1 2 94 78 125 31
S Oemcomma -1 -6 78 94 1076 998
Oemcomma Space -1 4 94 47 187 93
Space LShiftKey 1 4 47 187 94 47
LShiftKey I 2 -8 187 109 125 -62
I Space -3 4 109 16 343 234
Space H 2 -2 16 109 2153 2137
H A 0 5 109 93 125 16
A V -1 -3 93 78 124 31
V E 2 1 78 125 94 16
E Space -3 -1 125 78 3167 3042
Space L 2 -5 78 109 296 218
L O 1 0 109 47 250 141
O O 0 0 47 63 140 93
O K -1 1 63 78 156 93
K E 1 5 78 78 312 234
E D -1 0 78 78 234 156
D Space -2 -1 78 47 172 94
Space I 3 -4 47 62 156 109
I N -2 2 62 94 187 125
N Space -1 2 94 78 140 46
Space T 3 -1 78 78 234 156
T H -1 -1 78 124 188 110
H E 1 3 124 78 109 -15
E Space -3 -1 78 140 187 109
Space M 1 -3 140 109 1123 983
M I 2 -1 109 78 250 141
I R 0 4 78 78 171 93
R R 0 0 78 78 156 78
R O 0 -5 78 63 125 47
O R 0 5 63 78 125 62
R Space -3 0 78 78 140 62
Space E 3 1 78 93 141 63
E V -2 -1 93 94 187 94
V E 2 1 94 63 62 -32
E R 0 -1 63 78 188 125
R Y 0 -2 78 78 171 93
Y Space -3 2 78 93 141 63
Space M 1 -3 93 94 327 234
M O 2 -2 94 78 234 140
O R 0 5 78 47 203 125
R N -2 -2 47 93 94 47
N I 2 -2 93 62 218 125
I N -2 2 62 78 172 110
N G 1 1 78 78 109 31
G Space -2 1 78 109 1061 983
Space A 2 3 109 93 265 156
A N -1 -5 93 78 203 110
N D 1 3 78 78 171 93
D Space -2 -1 78 93 94 16
Space A 2 3 93 94 171 78
A S 0 -1 94 93 110 16
S K 0 -6 93 78 171 78
K E 1 5 78 78 125 47
E D -1 0 78 78 156 78
D Space -2 -1 78 78 125 47
Space M 1 -3 78 109 140 62
M Y 2 1 109 78 297 188
Y S -1 4 78 78 124 46
S E 1 -1 78 62 219 141
E L -1 -6 62 46 125 63
L F 0 5 46 78 249 203
F RShiftKey -1 -7 78 609 1591 1513
RShiftKey Oem1 1 1 609 94 390 -219
Oem1 Space -2 6 94 93 812 718
Space RShiftKey 1 -7 93 328 374 281
RShiftKey Oem7 1 0 328 125 187 -141
Oem7 LShiftKey -1 11 125 218 297 172
LShiftKey I 2 -8 218 94 124 -94
I F -1 4 94 63 312 218
F Space -2 0 63 94 94 31
Space T 3 -1 94 62 281 187
T O 0 -4 62 109 265 203
O D -1 6 109 140 234 125
D A 0 2 140 125 125 -15
A Y 1 -5 125 63 171 46
Y Space -3 2 63 94 952 889
Space W 3 2 94 78 140 46
W E 0 -1 78 78 219 141
E R 0 -1 78 63 218 140
R E 0 1 63 47 172 109
E Space -3 -1 47 109 218 171
Space T 3 -1 109 78 390 281
T H -1 -1 78 141 187 109
H E 1 3 141 78 110 -31
E Space -3 -1 78 94 140 62
Space L 2 -5 94 125 203 109
L A 0 8 125 94 140 15
A S 0 -1 94 93 141 47
S T 1 -3 93 93 156 63
T Space -3 1 93 94 826 733
Space D 2 1 94 124 266 172
D A 0 2 124 109 93 -31
A Y 1 -5 109 78 156 47
Y Space -3 2 78 109 141 63
Space O 3 -5 109 109 249 140
O F -1 5 109 78 187 78
F Space -2 0 78 124 110 32
Space M 1 -3 124 94 795 671
M Y 2 1 94 78 250 156
Y Space -3 2 78 94 109 31
Space L 2 -5 94 109 250 156
L I 1 1 109 62 234 125
I F -1 4 62 172 218 156
F E 1 1 172 110 140 -32
E Oemcomma -2 -5 110 78 968 858
Oemcomma Space -1 4 78 78 202 124
Space W 3 2 78 93 141 63
W O 0 -7 93 62 109 16
O U 0 2 62 78 172 110
U L -1 -2 78 78 202 124
L D 0 6 78 109 141 63
D Space -2 -1 109 109 125 16
Space LShiftKey 1 4 109 421 702 593
LShiftKey I 2 -8 421 62 296 -125
I Space -3 4 62 124 250 188
Space W 3 2 124 94 124 0
W A -1 1 94 93 188 94
A N -1 -5 93 125 124 31
N T 2 1 125 78 250 125
T Space -3 1 78 93 125 47
Space T 3 -1 93 78 140 47
T O 0 -4 78 78 297 219
O Space -3 5 78 78 202 124
Space D 2 1 78 93 1124 1046
D O 1 -6 93 110 124 31
O Space -3 5 110 94 203 93
Space W 3 2 94 78 109 15
W H -1 -4 78 94 125 47
H A 0 5 94 62 141 47
A T 1 -4 62 78 124 62
T Space -3 1 78 94 156 78
Space LShiftKey 1 4 94 593 3089 2995
LShiftKey I 2 -8 593 94 468 -125
I Space -3 4 94 93 250 156
Space A 2 3 93 62 203 110
A M -1 -6 62 109 109 47
M Space -1 3 109 78 156 47
Space A 2 3 78 78 203 125
A B -1 -4 78 78 202 124
B O 2 -4 78 109 266 188
O U 0 2 109 94 249 140
U T 0 2 94 78 219 125
T Space -3 1 78 110 124 46
Space T 3 -1 110 78 453 343
T O 0 -4 78 78 125 47
O Space -3 5 78 94 140 62
Space D 2 1 94 47 234 140
D O 1 -6 47 125 140 93
O Space -3 5 125 94 1638 1513
Space T 3 -1 94 78 375 281
T O 0 -4 78 109 125 47
O D -1 6 109 171 234 125
D A 0 2 171 124 156 -15
A Y 1 -5 124 110 124 0
Y RShiftKey -2 -5 110 1841 593 483
RShiftKey OemQuestion 0 1 1841 110 655 -1186
OemQuestion Oem7 1 -1 110 94 874 764
Oem7 Space -2 7 94 140 624 530
Space LShiftKey 1 4 140 328 2730 2590
LShiftKey A 1 -1 328 140 234 -94
A N -1 -5 140 93 203 63
N D 1 3 93 78 203 110
D Space -2 -1 78 94 140 62
Space W 3 2 94 62 156 62
W H -1 -4 62 110 140 78
H E 1 3 110 63 156 46
E N -2 -3 63 93 141 78
N E 2 3 93 62 187 94
E V -2 -1 62 62 827 765
V E 2 1 62 78 125 63
E R 0 -1 78 93 187 109
R Space -3 0 93 109 546 453
Space T 3 -1 109 93 390 281
T H -1 -1 93 109 187 94
H E 1 3 109 94 78 -31
E Space -3 -1 94 78 156 62
Space A 2 3 78 78 203 125
A N -1 -5 78 78 93 15
N S 1 4 78 93 110 32
S W 1 0 93 93 187 94
W E 0 -1 93 78 187 94
E R 0 -1 78 78 172 94
R Space -3 0 78 125 171 93
Space H 2 -2 125 63 1357 1232
H A 0 5 63 78 141 78
A S 0 -1 78 62 203 125
S Space -2 -2 62 109 109 47
Space B 1 -1 109 62 203 94
B E 2 2 62 94 93 31
E E 0 0 94 78 172 78
E N -2 -3 78 93 125 47
N Space -1 2 93 94 140 47
Space N 1 -2 94 156 125 31
N O 2 -3 156 125 312 156
O Back 1 -4 125 78 1591 1466
Back Back 0 0 78 78 203 125
Back LShiftKey -3 13 78 359 499 421
LShiftKey Oem7 1 -11 359 109 187 -172
Oem7 N -1 5 109 78 359 250
N O 2 -3 78 78 234 156
O RShiftKey -2 -2 78 749 437 359
RShiftKey Oem7 1 0 749 124 593 -156
Oem7 Space -2 7 124 31 499 375
Space Space 0 0 31 47 78 47
Space O 3 -5 47 93 312 265
O F -1 5 93 109 125 32
F R 1 0 109 93 390 281
R Back 1 -9 93 94 140 47
Back Back 0 0 94 94 187 93
Back Back 0 0 94 93 172 78
Back Back 0 0 93 94 171 78
Back Back 0 0 94 62 1264 1170
Back Space -4 9 62 78 437 375
Space F 2 0 78 109 452 374
F O 1 -5 109 94 156 47
O R 0 5 94 78 125 31
R Space -3 0 78 109 187 109
Space T 3 -1 109 78 1654 1545
T O 0 -4 78 47 140 62
O O 0 0 47 93 141 94
O Space -3 5 93 110 124 31
Space M 1 -3 110 109 141 31
M A 1 6 109 62 156 47
A N -1 -5 62 94 62 0
N Y 2 0 94 156 187 93
Y Space -3 2 156 156 250 94
Space D 2 1 156 188 62 -94
D A 0 2 188 172 125 -63
A Y 1 -5 172 156 203 31
Y S -1 4 156 109 234 78
S Space -2 -2 109 94 1513 1404
Space I 3 -4 94 62 172 78
I N -2 2 62 109 156 94
N Space -1 2 109 94 171 62
Space A 2 3 94 63 125 31
A Space -2 -3 63 109 172 109
Space R 3 0 109 93 702 593
R O 0 -5 93 110 171 78
O W 0 7 110 63 125 15
W Oemcomma -2 -6 63 0 10889 10826
Oemcomma Space -1 4 0 78 94 94
Space LShiftKey 1 4 78 203 124 46
LShiftKey I 2 -8 203 78 94 -109
I Space -3 4 78 109 624 546
Space K 2 -4 109 62 468 359
K N -1 2 62 78 172 110
N O 2 -3 78 63 202 124
O W 0 7 63 62 141 78
W Space -3 -2 62 94 93 31
Space LShiftKey 1 4 94 141 156 62
LShiftKey I 2 -8 141 78 94 -47
I Space -3 4 78 78 140 62
Space N 1 -2 78 94 156 78
N E 2 3 94 62 141 47
E E 0 0 62 62 156 94
E D -1 0 62 78 125 63
D Space -2 -1 78 93 109 31
Space T 3 -1 93 110 171 78
T O 0 -4 110 125 250 140
O Space -3 5 125 94 156 31
Space C 1 1 94 78 125 31
C H 1 -3 78 110 93 15
H A 0 5 110 94 125 15
A N -1 -5 94 94 78 -16
N G 1 1 94 93 219 125
G E 1 2 93 93 109 16
E Space -3 -1 93 125 109 16
Space S 2 2 125 78 686 561
S O 1 -7 78 63 125 47
O M -2 2 63 125 156 93
M E 2 4 125 78 109 -16
E T 0 -2 78 78 203 125
T H -1 -1 78 62 203 125
H I 1 -2 62 63 187 125
I N -2 2 63 78 187 124
N G 1 1 78 109 94 16
G OemPeriod -1 -4 109 93 952 843
OemPeriod Return 1 -3 93 109 1092 999
Return LShiftKey -1 12 109 405 1716 1607
LShiftKey R 2 -4 405 109 265 -140
R E 0 1 109 93 1014 905
E M -2 -4 93 78 203 110
M E 2 4 78 62 140 62
E M -2 -4 62 63 109 47
M B 0 2 63 62 203 140
B E 2 2 62 78 265 203
E R 0 -1 78 62 203 125
R I 0 -4 62 62 203 141
I N -2 2 62 78 203 141
N G 1 1 78 78 234 156
G Space -2 1 78 78 4524 4446
Space T 3 -1 78 78 156 78
T H -1 -1 78 78 171 93
H A 0 5 78 78 94 16
A T 1 -4 78 62 109 31
T Space -3 1 62 93 94 32
Space LShiftKey 1 4 93 156 124 31
LShiftKey I 2 -8 156 109 63 -93
I Oem7 -1 -3 109 94 374 265
Oem7 L 0 2 94 63 234 140
L L 0 0 63 109 141 78
L Space -2 5 109 110 124 15
Space B 1 -1 110 78 234 124
B E 2 2 78 93 141 63
E Space -3 -1 93 109 109 16
Space D 2 1 109 78 265 156
D E 1 0 78 78 172 94
E A -1 2 78 94 93 15
A D 0 -2 94 94 203 109
D Space -2 -1 94 125 156 62
Space S 2 2 125 125 312 187
S O 1 -7 125 63 156 31
O O 0 0 63 63 156 93
O N -2 3 63 63 187 124
N Space -1 2 63 94 1498 1435
Space I 3 -4 94 94 265 171
I S -1 6 94 78 141 47
S Space -2 -2 78 62 109 31
Space T 3 -1 62 78 140 78
T H -1 -1 78 78 172 94
H E 1 3 78 78 62 -16
E Space -3 -1 78 125 125 47
Space M 1 -3 125 124 141 16
M O 2 -2 124 109 234 110
O S -1 7 109 109 140 31
S T 1 -3 109 109 156 47
T Space -3 1 109 109 125 16
Space I 3 -4 109 109 140 31
I M -2 1 109 94 203 94
M P 2 -3 94 78 203 109
P O 0 1 78 78 140 62
O R 0 5 78 62 281 203
R T 0 -1 62 109 125 63
T A -1 4 109 78 125 16
A N -1 -5 78 94 140 62
N T 2 1 94 94 265 171
T Space -3 1 94 124 921 827
Space T 3 -1 124 94 592 468
T O 0 -4 94 63 156 62
O O 0 0 63 78 156 93
O L -1 0 78 125 156 78
L Space -2 5 125 109 250 125
Space LShiftKey 1 4 109 296 780 671
LShiftKey I 2 -8 296 93 203 -93
I Oem7 -1 -3 93 125 296 203
Oem7 V -1 7 125 78 406 281
V E 2 1 78 78 125 47
E Space -3 -1 78 93 109 31
Space E 3 1 93 94 265 172
E V -2 -1 94 109 156 62
V E 2 1 109 93 94 -15
E R 0 -1 93 94 202 109
R Space -3 0 94 124 188 94
Space E 3 1 124 63 2901 2777
E N -2 -3 63 93 453 390
N C 0 3 93 78 187 94
C O 2 -6 78 62 187 109
O U 0 2 62 47 187 125
U N -2 1 47 125 125 78
N T 2 1 125 93 250 125
T E 0 2 93 63 124 31
E R 0 -1 63 78 156 93
R E 0 1 78 78 156 78
E D -1 0 78 62 188 110
D Space -2 -1 62 78 2386 2324
Space T 3 -1 78 78 250 172
T O 0 -4 78 93 250 172
O Space -3 5 93 78 140 47
Space H 2 -2 78 94 187 109
H E 1 3 94 78 156 62
E L -1 -6 78 94 125 47
L P 1 -1 94 109 172 78
P Space -3 6 109 109 187 78
Space M 1 -3 109 78 1232 1123
M E 2 4 78 62 172 94
E Space -3 -1 62 94 109 47
Space M 1 -3 94 109 203 109
M A 1 6 109 94 171 62
A K 0 -7 94 93 141 47
K E 1 5 93 78 156 63
E Space -3 -1 78 78 2153 2075
Space T 3 -1 78 94 202 124
T H -1 -1 94 94 172 78
H E 1 3 94 78 109 15
E Space -3 -1 78 124 141 63
Space B 1 -1 124 94 608 484
B I 2 -3 94 78 265 171
I F -1 4 78 62 203 125
F Back 2 -9 62 109 281 219
Back G -2 8 109 62 156 47
G Space -2 1 62 109 140 78
Space C 1 1 109 78 640 531
C H 1 -3 78 94 93 15
H I 1 -2 94 78 203 109
I Back 1 -5 78 124 297 219
Back O -1 4 124 78 249 125
O I 0 1 78 93 172 94
I C -2 5 93 171 47 -46
C E 2 0 171 109 171 0
E S -1 1 109 94 187 78
S Space -2 -2 94 125 125 31
Space I 3 -4 125 62 2013 1888
I N -2 2 62 78 171 109
N Space -1 2 78 110 109 31
Space L 2 -5 110 109 219 109
L I 1 1 109 109 218 109
I F -1 4 109 156 156 47
F E 1 1 156 172 109 -47
E OemPeriod -2 -6 172 125 4181 4009
OemPeriod Space -1 5 125 78 187 62
Space LShiftKey 1 4 78 374 110 32
LShiftKey B 0 -5 374 78 202 -172
B E 2 2 78 62 297 219
E C -2 0 62 125 187 125
C A 1 2 125 110 140 15
A U 1 -6 110 109 125 15
U S -1 5 109 109 125 16
S E 1 -1 109 78 250 141
E Space -3 -1 78 109 1014 936
Space A 2 3 109 78 717 608
A L 0 -8 78 62 94 16
L M -1 2 62 78 171 109
M O 2 -2 78 78 203 125
O S -1 7 78 93 172 94
S T 1 -3 93 78 125 32
T Space -3 1 78 110 124 46
Space E 3 1 110 93 188 78
E V -2 -1 93 110 124 31
V E 2 1 110 62 94 -16
E R 0 -1 62 94 156 94
R Y 0 -2 94 109 187 93
Y T 0 1 109 78 234 125
T H -1 -1 78 78 172 94
H I 1 -2 78 78 187 109
I N -2 2 78 94 187 109
N G 1 1 94 94 156 62
G Space -2 1 94 78 1045 951
Space OemMinus 4 -7 78 94 125 47
OemMinus Space -4 7 94 125 125 31
Space A 2 3 125 78 187 62
A L 0 -8 78 78 141 63
L L 0 0 78 109 156 78
L Space -2 5 109 62 218 109
Space E 3 1 62 78 125 63
E X -2 1 78 109 203 125
X T 2 -3 109 109 1014 905
T E 0 2 109 94 202 93
E R 0 -1 94 62 172 78
R N -2 -2 62 94 109 47
N A 1 5 94 63 187 93
A L 0 -8 63 94 125 62
L Space -2 5 94 109 203 109
Space E 3 1 109 62 2106 1997
E X -2 1 62 78 172 110
X P 2 -8 78 110 124 46
P E 0 7 110 78 172 62
E C -2 0 78 78 187 109
C T 2 -2 78 78 141 63
T A -1 4 78 78 124 46
A T 1 -4 78 94 125 47
T I 0 -3 94 62 250 156
I O 0 -1 62 62 156 94
O N -2 3 62 78 187 125
N S 1 4 78 109 125 47
S Oemcomma -1 -6 109 78 1092 983
Oemcomma Space -1 4 78 62 312 234
Space A 2 3 62 94 140 78
A L 0 -8 94 94 125 31
L L 0 0 94 94 187 93
L Space -2 5 94 125 234 140
Space P 3 -6 125 78 250 125
P R 0 6 78 94 109 31
R O 0 -5 94 63 140 46
O Back 1 -4 63 78 312 249
Back I -1 5 78 94 359 281
I D -1 5 94 125 109 15
D E 1 0 125 109 110 -15
E Oemcomma -2 -5 109 78 2043 1934
Oemcomma Space -1 4 78 78 203 125
Space A 2 3 78 47 187 109
A L 0 -8 47 78 94 47
L L 0 0 78 63 171 93
L Space -2 5 63 109 141 78
Space F 2 0 109 63 249 140
F E 1 1 63 124 188 125
E A -1 2 124 109 218 94
A R 1 -3 109 94 187 78
R Space -3 0 94 78 141 47
Space O 3 -5 78 109 171 93
O F -1 5 109 62 219 110
F Space -2 0 62 94 171 109
Space E 3 1 94 62 1342 1248
E M -2 -4 62 93 125 63
M B 0 2 93 62 234 141
B A 1 4 62 93 109 47
A R 1 -3 93 109 234 141
R A -1 3 109 109 125 16
A S 0 -1 109 16 249 140
S S 0 0 16 63 109 93
S M -1 -5 63 78 390 327
M E 2 4 78 78 188 110
E N -2 -3 78 78 124 46
N T 2 1 78 78 250 172
T Space -3 1 78 94 2340 2262
Space O 3 -5 94 109 156 62
O R 0 5 109 78 125 16
R Space -3 0 78 94 109 31
Space F 2 0 94 124 172 78
F A 0 3 124 110 124 0
A I 1 -7 110 78 141 31
I L -1 -1 78 78 171 93
L U 1 2 78 93 219 141
U R 0 3 93 125 218 125
R E 0 1 125 110 109 -16
E Space -3 -1 110 78 1186 1076
Space OemMinus 4 -7 78 109 125 47
OemMinus Space -4 7 109 94 140 31
Space T 3 -1 94 94 421 327
T H -1 -1 94 94 125 31
H E 1 3 94 93 141 47
