D5 D0 0 -5 156 94 187 31
Space Q 3 3 109 109 359 250
Q U 0 -6 109 94 171 62
U O 0 -2 94 140 250 156
O T 0 4 140 171 640 500
T E 0 2 171 140 78 -93
E Space -3 -1 140 156 171 31
Space T 3 -1 156 125 234 78
T H -1 -1 125 78 1669 1544
H A 0 5 78 140 94 16
A T 1 -4 140 125 125 -15
T Space -3 1 125 125 62 -63
Space W 3 2 125 187 281 156
W E 0 -1 187 172 78 -109
E N -2 -3 172 78 218 46
N T 2 1 78 156 718 640
T Space -3 1 156 94 140 -16
Space S 2 2 94 125 1295 1201
S O 1 -7 125 78 94 -31
O M -2 2 78 109 234 156
M E 2 4 109 93 78 -31
E T 0 -2 93 78 249 156
T H -1 -1 78 125 94 16
H I 1 -2 125 125 62 -63
I N -2 2 125 94 172 47
N G 1 1 94 78 109 15
G Space -2 1 78 125 78 0
Space L 2 -5 125 78 172 47
L I 1 1 78 62 187 109
I K -1 0 62 94 156 94
K E 1 5 94 110 62 -32
E RShiftKey -2 -8 110 2543 1638 1528
RShiftKey Oem1 1 1 2543 78 531 -2012
Oem1 Space -2 6 78 109 1061 983
Space Oem7 2 -7 109 93 234 125
Oem7 LShiftKey -1 11 93 562 1029 936
LShiftKey I 2 -8 562 78 499 -63
I F -1 4 78 109 266 188
F Space -2 0 109 124 78 -31
Space Y 3 -2 124 109 468 344
Y O 0 -3 109 187 93 -16
O U 0 2 187 156 125 -62
U Space -3 3 156 109 78 -78
Space L 2 -5 109 124 406 297
L I 1 1 124 94 218 94
I V -2 4 94 140 156 62
V E 2 1 140 125 78 -62
E Space -3 -1 125 125 125 0
Space E 3 1 125 171 156 31
E A -1 2 171 141 93 -78
A C -1 -2 141 141 234 93
C H 1 -3 141 109 125 -16
H Space -2 2 109 125 47 -62
Space D 2 1 125 203 234 109
D A 0 2 203 125 109 -94
A Y 1 -5 125 140 359 234
Y Space -3 2 140 93 94 -46
Space A 2 3 93 172 218 125
A S 0 -1 172 125 156 -16
S Space -2 -2 125 140 250 125
Space I 3 -4 140 93 421 281
I F -1 4 93 110 171 78
F Space -2 0 110 94 94 -16
Space I 3 -4 94 78 203 109
I T 0 3 78 94 109 31
T Space -3 1 94 125 125 31
Space W 3 2 125 203 156 31
W A -1 1 203 156 109 -94
A S 0 -1 156 93 250 94
S Space -2 -2 93 94 93 0
Space Y 3 -2 94 94 203 109
Y O 0 -3 94 172 78 -16
O U 0 2 172 110 140 -32
U R 0 3 110 93 141 31
R Space -3 0 93 110 93 0
Space L 2 -5 110 94 203 93
L A 0 8 94 172 78 -16
A S 0 -1 172 125 109 -63
S T 1 -3 125 78 297 172
T Oemcomma -2 -3 78 125 1092 1014
Oemcomma Space -1 4 125 109 234 109
Space S 2 2 109 140 577 468
S O 1 -7 140 94 140 0
O M -2 2 94 78 234 140
M E 2 4 78 125 94 16
E D -1 0 125 156 281 156
D A 0 2 156 156 93 -63
A Y 1 -5 156 78 234 78
Y Space -3 2 78 93 2138 2060
Space Y 3 -2 93 156 78 -15
Y O 0 -3 156 202 156 0
O U 0 2 202 156 124 -78
U Space -3 3 156 94 94 -62
Space W 3 2 94 93 437 343
W I 0 -6 93 140 499 406
I L -1 -1 140 78 296 156
L L 0 0 78 78 172 94
L Back 2 -4 78 109 1685 1607
Back Back 0 0 109 78 203 94
Back Back 0 0 78 93 156 78
Back Back 0 0 93 109 171 78
Back Back 0 0 109 109 203 94
Back Oem7 -2 2 109 78 780 671
Oem7 L 0 2 78 62 1685 1607
L L 0 0 62 125 171 109
L Space -2 5 125 156 47 -78
Space M 1 -3 156 172 702 546
M O 2 -2 172 109 94 -78
O S -1 7 109 172 218 109
S T 1 -3 172 109 749 577
T Space -3 1 109 140 94 -15
Space C 1 1 140 203 296 156
C E 2 0 203 156 125 -78
E R 0 -1 156 94 218 62
R T 0 -1 94 156 234 140
T A -1 4 156 109 125 -31
A I 1 -7 109 78 296 187
I N -2 2 78 78 188 110
N L 1 -3 78 109 218 140
L Y 1 3 109 94 577 468
Y Space -3 2 94 93 250 156
Space B 1 -1 93 94 889 796
B E 2 2 94 109 156 62
E Space -3 -1 109 93 94 -15
Space R 3 0 93 141 639 546
R I 0 -4 141 109 219 78
I G -1 3 109 93 187 78
G H 0 -1 93 78 78 -15
H T 1 1 78 78 125 47
T LShiftKey -2 5 78 983 343 265
LShiftKey Oem7 1 -11 983 140 187 -796
Oem7 Left -2 0 140 124 2044 1904
Left OemPeriod 1 2 124 94 514 390
OemPeriod Right -1 -4 94 109 578 484
Right LShiftKey 1 13 109 1544 2839 2730
LShiftKey Space -1 -4 1544 125 1185 -359
Space I 3 -4 125 93 219 94
I T 0 3 93 94 343 250
T Space -3 1 94 63 109 15
Space M 1 -3 63 109 156 93
M A 1 6 109 125 94 -15
A D 0 -2 125 156 187 62
D E 1 0 156 94 187 31
E Space -3 -1 94 109 125 31
Space A 2 3 109 78 140 31
A N -1 -5 78 109 94 16
N Space -1 2 109 93 125 16
Space I 3 -4 93 78 249 156
I M -2 1 78 78 203 125
M P 2 -3 78 78 203 125
P R 0 6 78 171 94 16
R E 0 1 171 94 93 -78
E S -1 1 94 78 297 203
S S 0 0 78 78 187 109
S I 1 -6 78 125 421 343
I O 0 -1 125 109 78 -47
O N -2 3 109 125 203 94
N Space -1 2 125 125 78 -47
Space O 3 -5 125 125 218 93
O N -2 3 125 125 265 140
N Space -1 2 125 125 78 -47
Space M 1 -3 125 125 390 265
M E 2 4 125 109 141 16
E Oemcomma -2 -5 109 78 343 234
Oemcomma Space -1 4 78 110 140 62
Space A 2 3 110 109 172 62
A N -1 -5 109 93 94 -15
N D 1 3 93 109 140 47
D Space -2 -1 109 93 94 -15
Space S 2 2 93 125 358 265
S I 1 -6 125 78 234 109
I N -2 2 78 78 203 125
N C 0 3 78 140 125 47
C E 2 0 140 140 78 -62
E Space -3 -1 140 125 140 0
Space T 3 -1 125 109 203 78
T H -1 -1 109 109 94 -15
H E 1 3 109 125 156 47
E N -2 -3 125 125 109 -16
N Space -1 2 125 141 62 -63
Space F 2 0 141 141 624 483
F O 1 -5 141 125 172 31
O R 0 5 125 125 140 15
R Space -3 0 125 125 125 0
Space T 3 -1 125 125 109 -16
T H -1 -1 125 78 141 16
H E 1 3 78 94 109 31
E Space -3 -1 94 94 109 15
Space P 3 -6 94 124 219 125
P A -1 9 124 202 156 32
A S 0 -1 202 140 140 -62
S T 1 -3 140 93 328 188
T Space -3 1 93 109 109 16
Space D3 4 1 109 94 296 187
D3 D3 0 0 94 109 203 109
D3 Space -4 -1 109 125 312 203
Space Y 3 -2 125 93 1030 905
Y E 0 3 93 187 78 -15
E A -1 2 187 172 93 -94
A R 1 -3 172 156 484 312
R S -1 2 156 124 281 125
S Oemcomma -1 -6 124 63 483 359
Oemcomma Space -1 4 63 124 141 78
Space LShiftKey 1 4 124 203 109 -15
LShiftKey I 2 -8 203 124 125 -78
I Space -3 4 124 109 93 -31
Space H 2 -2 109 110 187 78
H A 0 5 110 156 125 15
A V -1 -3 156 78 250 94
V E 2 1 78 109 47 -31
E Space -3 -1 109 109 171 62
Space L 2 -5 109 141 234 125
L O 1 0 141 94 281 140
O O 0 0 94 78 172 78
O K -1 1 78 109 312 234
K E 1 5 109 140 156 47
E D -1 0 140 125 249 109
D Space -2 -1 125 109 94 -31
Space I 3 -4 109 125 187 78
I N -2 2 125 109 250 125
N Space -1 2 109 125 62 -47
Space T 3 -1 125 110 140 15
T H -1 -1 110 94 94 -16
H E 1 3 94 110 140 46
E Space -3 -1 110 94 94 -16
Space M 1 -3 94 125 156 62
M O 2 -2 125 47 218 93
O I 0 1 47 16 16 -31
I R 0 4 16 93 94 78
R Back 1 -9 93 93 702 609
Back Back 0 0 93 109 171 78
Back Back 0 0 109 94 234 125
Back I -1 5 94 93 952 858
I R 0 4 93 62 187 94
R R 0 0 62 93 172 110
R O 0 -5 93 125 109 16
O E 0 6 125 63 140 15
E R 0 -1 63 62 16 -47
R Back 1 -9 62 109 920 858
Back Back 0 0 109 125 187 78
Back R -1 9 125 140 141 16
R Space -3 0 140 110 2277 2137
Space E 3 1 110 109 141 31
E V -2 -1 109 125 218 109
V E 2 1 125 109 63 -62
E R 0 -1 109 94 218 109
R Y 0 -2 94 94 156 62
Y Space -3 2 94 110 62 -32
Space M 1 -3 110 156 250 140
M O 2 -2 156 140 94 -62
O R 0 5 140 109 171 31
R N -2 -2 109 124 219 110
N I 2 -2 124 78 249 125
I N -2 2 78 140 172 94
N G 1 1 140 125 156 16
G Space -2 1 125 125 93 -32
Space A 2 3 125 140 188 63
A N -1 -5 140 93 78 -62
N D 1 3 93 78 187 94
D Space -2 -1 78 125 62 -16
Space A 2 3 125 125 250 125
A S 0 -1 125 93 203 78
S K 0 -6 93 94 124 31
K E 1 5 94 94 203 109
E D -1 0 94 78 265 171
D Space -2 -1 78 78 94 16
Space M 1 -3 78 110 140 62
M Y 2 1 110 78 250 140
Y S -1 4 78 109 203 125
S E 1 -1 109 188 171 62
E L -1 -6 188 78 656 468
L F 0 5 78 141 171 93
F LShiftKey -1 4 141 1544 796 655
LShiftKey Oem1 1 -10 1544 63 873 -671
Oem1 Oem7 0 -1 63 93 188 125
Oem7 LShiftKey -1 11 93 281 795 702
LShiftKey I 2 -8 281 93 172 -109
I F -1 4 93 125 296 203
F Space -2 0 125 94 109 -16
Space T 3 -1 94 156 484 390
T O 0 -4 156 109 172 16
O D -1 6 109 171 156 47
D A 0 2 171 125 109 -62
A Y 1 -5 125 93 858 733
Y Space -3 2 93 78 249 156
Space W 3 2 78 187 1295 1217
W E 0 -1 187 156 141 -46
E R 0 -1 156 156 234 78
R E 0 1 156 156 62 -94
E Space -3 -1 156 141 218 62
Space T 3 -1 141 141 125 -16
T H -1 -1 141 94 125 -16
H E 1 3 94 125 140 46
E Space -3 -1 125 94 94 -31
Space L 2 -5 94 93 250 156
L A 0 8 93 172 124 31
A S 0 -1 172 125 141 -31
S T 1 -3 125 78 265 140
T Space -3 1 78 109 94 16
Space D 2 1 109 125 218 109
D A 0 2 125 62 78 -47
A Y 1 -5 62 125 187 125
Y Space -3 2 125 125 78 -47
Space O 3 -5 125 125 234 109
O F -1 5 125 93 562 437
F Space -2 0 93 78 109 16
Space M 1 -3 78 93 203 125
M Y 2 1 93 94 218 125
Y Space -3 2 94 109 63 -31
Space L 2 -5 109 94 218 109
L I 1 1 94 78 172 78
I F -1 4 78 141 124 46
F E 1 1 141 94 78 -63
E Oemcomma -2 -5 94 93 765 671
Oemcomma Space -1 4 93 94 249 156
Space W 3 2 94 94 390 296
W O 0 -7 94 78 156 62
O U 0 2 78 78 188 110
U L -1 -2 78 63 202 124
L D 0 6 63 78 78 15
D Space -2 -1 78 78 125 47
Space LShiftKey 1 4 78 452 203 125
LShiftKey I 2 -8 452 94 265 -187
I Space -3 4 94 110 265 171
Space W 3 2 110 202 110 0
W A -1 1 202 171 78 -124
A N -1 -5 171 93 234 63
N T 2 1 93 94 202 109
T Space -3 1 94 110 78 -16
Space T 3 -1 110 78 172 62
T O 0 -4 78 156 109 31
O Space -3 5 156 156 78 -78
Space D 2 1 156 94 265 109
D O 1 -6 94 124 110 16
O Space -3 5 124 125 62 -62
Space W 3 2 125 140 156 31
W H -1 -4 140 78 187 47
H A 0 5 78 156 109 31
A T 1 -4 156 109 110 -46
T Space -3 1 109 125 140 31
Space LShiftKey 1 4 125 234 343 218
LShiftKey I 2 -8 234 125 125 -109
I Space -3 4 125 125 156 31
Space A 2 3 125 94 140 15
A M -1 -6 94 156 110 16
M Space -1 3 156 109 140 -16
Space A 2 3 109 78 218 109
A B -1 -4 78 156 125 47
B O 2 -4 156 156 78 -78
O U 0 2 156 94 234 78
U T 0 2 94 78 141 47
T Space -3 1 78 109 93 15
Space T 3 -1 109 124 141 32
T O 0 -4 124 171 78 -46
O Space -3 5 171 125 93 -78
Space D 2 1 125 78 234 109
D O 1 -6 78 16 156 78
O O 0 0 16 125 94 78
O Space -3 5 125 109 109 -16
Space Back 4 -9 109 93 952 843
Back Back 0 0 93 125 171 78
Back Space -4 9 125 141 312 187
Space T 3 -1 141 141 265 124
T O 0 -4 141 94 125 -16
O D -1 6 94 156 219 125
D A 0 2 156 141 93 -63
A Y 1 -5 141 93 172 31
Y Space -3 2 93 109 62 -31
Space RShiftKey 1 -7 109 1373 281 172
RShiftKey Back 3 -2 1373 124 1576 203
Back RShiftKey -3 2 124 921 670 546
RShiftKey OemQuestion 0 1 921 109 484 -437
OemQuestion Oem7 1 -1 109 140 203 94
Oem7 Space -2 7 140 109 702 562
Space LShiftKey 1 4 109 343 62 -47
LShiftKey A 1 -1 343 141 187 -156
A N -1 -5 141 78 172 31
N D 1 3 78 94 109 31
D Space -2 -1 94 63 156 62
Space W 3 2 63 109 141 78
W H -1 -4 109 94 140 31
H E 1 3 94 94 140 46
E N -2 -3 94 78 188 94
N E 2 3 78 110 202 124
E V -2 -1 110 140 219 109
V E 2 1 140 141 62 -78
E R 0 -1 141 124 1311 1170
R Space -3 0 124 125 140 16
Space T 3 -1 125 124 172 47
T H -1 -1 124 93 109 -15
H E 1 3 93 110 171 78
E Space -3 -1 110 125 125 15
Space A 2 3 125 109 609 484
A N -1 -5 109 93 109 0
N S 1 4 93 140 125 32
S W 1 0 140 172 265 125
W E 0 -1 172 140 125 -47
E R 0 -1 140 140 234 94
R Space -3 0 140 93 156 16
Space H 2 -2 93 109 234 141
H A 0 5 109 187 140 31
A S 0 -1 187 124 141 -46
S Space -2 -2 124 109 171 47
Space B 1 -1 109 109 219 110
B E 2 2 109 110 124 15
E E 0 0 110 125 203 93
E N -2 -3 125 156 297 172
N Space -1 2 156 156 140 -16
Space LShiftKey 1 4 156 843 608 452
LShiftKey Oem7 1 -11 843 93 422 -421
Oem7 N -1 5 93 109 312 219
N O 2 -3 109 141 280 171
O LShiftKey -2 9 141 670 344 203
LShiftKey Oem7 1 -11 670 93 468 -202
Oem7 Space -2 7 93 78 702 609
Space F 2 0 78 125 249 171
F O 1 -5 125 93 94 -31
O R 0 5 93 125 140 47
R Space -3 0 125 140 125 0
Space T 3 -1 140 141 265 125
T O 0 -4 141 62 219 78
O O 0 0 62 125 171 109
O Space -3 5 125 125 47 -78
Space M 1 -3 125 109 265 140
M A 1 6 109 93 94 -15
A N -1 -5 93 93 125 32
N Y 2 0 93 94 218 125
Y Space -3 2 94 110 62 -32
Space D 2 1 110 156 250 140
D A 0 2 156 140 78 -78
A Y 1 -5 140 78 156 16
Y S -1 4 78 140 125 47
S Space -2 -2 140 78 156 16
Space I 3 -4 78 110 171 93
I N -2 2 110 156 250 140
N Space -1 2 156 141 109 -47
Space A 2 3 141 109 203 62
A Space -2 -3 109 109 94 -15
Space R 3 0 109 109 686 577
R O 0 -5 109 78 109 0
O W 0 7 78 140 141 63
W Oemcomma -2 -6 140 93 265 125
Oemcomma Space -1 4 93 94 171 78
Space LShiftKey 1 4 94 219 125 31
LShiftKey I 2 -8 219 125 109 -110
I Space -3 4 125 125 156 31
Space K 2 -4 125 109 188 63
K N -1 2 109 140 218 109
N O 2 -3 140 156 47 -93
O W 0 7 156 94 187 31
W Space -3 -2 94 109 125 31
Space LShiftKey 1 4 109 202 203 94
LShiftKey I 2 -8 202 140 78 -124
I Space -3 4 140 125 109 -31
Space N 1 -2 125 94 249 124
N E 2 3 94 94 125 31
E E 0 0 94 109 172 78
E D -1 0 109 93 234 125
D Space -2 -1 93 109 62 -31
Space T 3 -1 109 62 172 63
T O 0 -4 62 140 47 -15
O Space -3 5 140 109 93 -47
Space C 1 1 109 93 297 188
C H 1 -3 93 94 140 47
H A 0 5 94 78 109 15
A N -1 -5 78 94 109 31
N G 1 1 94 109 125 31
G E 1 2 109 109 63 -46
E Space -3 -1 109 110 124 15
Space S 2 2 110 109 188 78
S O 1 -7 109 63 93 -16
O M -2 2 63 78 187 124
M E 2 4 78 109 47 -31
E T 0 -2 109 62 219 110
T H -1 -1 62 94 62 0
H I 1 -2 94 140 47 -47
I N -2 2 140 93 156 16
N G 1 1 93 78 78 -15
G OemPeriod -1 -4 78 63 374 296
OemPeriod Return 1 -3 63 63 187 124
Return LShiftKey -1 12 63 577 1763 1700
LShiftKey R 2 -4 577 141 421 -156
R E 0 1 141 109 266 125
E M -2 -4 109 94 202 93
M E 2 4 94 110 78 -16
E M -2 -4 110 94 406 296
M B 0 2 94 63 265 171
B E 2 2 63 156 47 -16
E R 0 -1 156 63 109 -47
R I 0 -4 63 93 172 109
I N -2 2 93 78 218 125
N G 1 1 78 78 94 16
G Space -2 1 78 94 109 31
Space T 3 -1 94 125 125 31
T H -1 -1 125 78 140 15
H A 0 5 78 125 109 31
A T 1 -4 125 110 78 -47
T Space -3 1 110 125 78 -32
Space LShiftKey 1 4 125 375 203 78
LShiftKey I 2 -8 375 78 203 -172
I Oem7 -1 -3 78 62 515 437
Oem7 L 0 2 62 62 390 328
L L 0 0 62 78 1279 1217
L Space -2 5 78 93 172 94
Space B 1 -1 93 78 202 109
B E 2 2 78 124 110 32
E Space -3 -1 124 140 109 -15
Space D 2 1 140 124 203 63
D E 1 0 124 156 218 94
E A -1 2 156 125 109 -47
A D 0 -2 125 125 156 31
D Space -2 -1 125 93 141 16
Space S 2 2 93 156 140 47
S O 1 -7 156 78 140 -16
O O 0 0 78 110 156 78
O N -2 3 110 125 250 140
N Space -1 2 125 140 78 -47
Space I 3 -4 140 94 234 94
I S -1 6 94 140 125 31
S Space -2 -2 140 124 125 -15
Space T 3 -1 124 125 140 16
T H -1 -1 125 109 94 -31
H E 1 3 109 78 140 31
E Space -3 -1 78 124 94 16
Space M 1 -3 124 156 202 78
M O 2 -2 156 140 63 -93
O S -1 7 140 125 187 47
S T 1 -3 125 93 250 125
T Space -3 1 93 93 109 16
Space I 3 -4 93 94 499 406
I M -2 1 94 78 203 109
M P 2 -3 78 78 203 125
P O 0 1 78 124 156 78
O R 0 5 124 125 140 16
R T 0 -1 125 140 234 109
T A -1 4 140 109 94 -46
A N -1 -5 109 78 187 78
N T 2 1 78 94 218 140
T Space -3 1 94 109 78 -16
Space T 3 -1 109 94 234 125
T O 0 -4 94 110 109 15
O O 0 0 110 93 188 78
O L -1 0 93 109 218 125
L Space -2 5 109 125 62 -47
Space LShiftKey 1 4 125 312 219 94
LShiftKey I 2 -8 312 78 109 -203
I Oem7 -1 -3 78 94 468 390
Oem7 V -1 7 94 140 390 296
V E 2 1 140 124 94 -46
E Space -3 -1 124 93 187 63
Space E 3 1 93 156 109 16
E V -2 -1 156 125 218 62
V E 2 1 125 140 63 -62
E R 0 -1 140 140 203 63
R Space -3 0 140 109 171 31
Space E 3 1 109 140 219 110
E N -2 -3 140 78 202 62
N C 0 3 78 140 172 94
C O 2 -6 140 124 172 32
O U 0 2 124 62 218 94
U N -2 1 62 78 203 141
N T 2 1 78 203 62 -16
T E 0 2 203 156 109 -94
E R 0 -1 156 141 203 47
R E 0 1 141 156 63 -78
E D -1 0 156 109 249 93
D Space -2 -1 109 124 141 32
Space T 3 -1 124 78 140 16
T O 0 -4 78 156 94 16
O Space -3 5 156 124 78 -78
Space H 2 -2 124 94 218 94
H E 1 3 94 110 140 46
E L -1 -6 110 94 125 15
L P 1 -1 94 109 219 125
P Space -3 6 109 93 234 125
Space M 1 -3 93 78 202 109
M E 2 4 78 125 94 16
E Space -3 -1 125 78 109 -16
Space M 1 -3 78 93 172 94
M A 1 6 93 109 125 32
A K 0 -7 109 62 109 0
K E 1 5 62 141 140 78
E Space -3 -1 141 125 125 -16
Space T 3 -1 125 109 234 109
T H -1 -1 109 78 109 0
H E 1 3 78 125 109 31
E Space -3 -1 125 109 94 -31
Space B 1 -1 109 93 515 406
B I 2 -3 93 78 234 141
I G -1 3 78 78 187 109
G Space -2 1 78 109 78 0
Space C 1 1 109 109 328 219
C H 1 -3 109 78 218 109
H O 1 -3 78 125 546 468
O I 0 1 125 94 234 109
I C -2 5 94 140 203 109
C E 2 0 140 140 78 -62
E S -1 1 140 140 702 562
S Space -2 -2 140 78 187 47
Space I 3 -4 78 93 172 94
I N -2 2 93 78 249 156
N Space -1 2 78 93 63 -15
Space L 2 -5 93 94 202 109
L I 1 1 94 78 203 109
I F -1 4 78 156 63 -15
F E 1 1 156 124 78 -78
E OemPeriod -2 -6 124 78 530 406
OemPeriod LShiftKey 0 9 78 312 47 -31
LShiftKey Space -1 -4 312 78 140 -172
Space B 1 -1 78 78 172 94
B E 2 2 78 141 140 62
E C -2 0 141 156 265 124
C E 2 0 156 141 78 -78
E Back 1 -10 141 171 453 312
Back A -2 12 171 94 249 78
A U 1 -6 94 78 297 203
U S -1 5 78 202 359 281
S E 1 -1 202 141 124 -78
E Space -3 -1 141 78 406 265
Space A 2 3 78 94 156 78
A L 0 -8 94 78 140 46
L M -1 2 78 156 250 172
M O 2 -2 156 124 94 -62
O S -1 7 124 109 187 63
S T 1 -3 109 94 249 140
T Space -3 1 94 156 94 0
Space E 3 1 156 94 421 265
E V -2 -1 94 109 234 140
V E 2 1 109 109 63 -46
E R 0 -1 109 109 218 109
R Y 0 -2 109 78 203 94
Y T 0 1 78 93 234 156
T H -1 -1 93 109 78 -15
H I 1 -2 109 141 62 -47
I N -2 2 141 109 156 15
N G 1 1 109 109 94 -15
G OemMinus 2 -6 109 109 1139 1030
OemMinus A -2 10 109 93 468 359
A L 0 -8 93 78 124 31
L L 0 0 78 140 188 110
L Space -2 5 140 140 62 -78
Space I 3 -4 140 94 234 94
I N -2 2 94 94 234 140
N Back 3 -7 94 140 780 686
Back Back 0 0 140 94 702 562
Back E -1 10 94 109 109 15
E X -2 1 109 156 234 125
X T 2 -3 156 140 328 172
T E 0 2 140 172 93 -47
E R 0 -1 172 125 156 -16
R N -2 -2 125 125 281 156
N A 1 5 125 110 109 -16
A L 0 -8 110 110 156 46
L Space -2 5 110 172 156 46
Space E 3 1 172 125 125 -47
E X -2 1 125 141 265 140
X P 2 -8 141 109 344 203
P E 0 7 109 110 46 -63
E C -2 0 110 93 219 109
C T 2 -2 93 124 281 188
T A -1 4 124 124 78 -46
A T 1 -4 124 110 202 78
T I 0 -3 110 172 172 62
I O 0 -1 172 124 94 -78
O N -2 3 124 109 218 94
N S 1 4 109 109 125 16
S Oemcomma -1 -6 109 63 374 265
Oemcomma Space -1 4 63 125 109 46
Space A 2 3 125 78 156 31
A L 0 -8 78 62 94 16
L L 0 0 62 62 172 110
L Space -2 5 62 109 15 -47
Space P 3 -6 109 125 187 78
P R 0 6 125 109 141 16
R O 0 -5 109 110 93 -16
O D -1 6 110 265 250 140
D E 1 0 265 109 109 -156
E Oemcomma -2 -5 109 78 702 593
Oemcomma Space -1 4 78 109 125 47
Space A 2 3 109 141 140 31
A L 0 -8 141 78 234 93
L L 0 0 78 78 188 110
L Space -2 5 78 109 218 140
Space F 2 0 109 109 1045 936
F E 1 1 109 188 265 156
E A -1 2 188 156 78 -110
A R 1 -3 156 141 1950 1794
R Space -3 0 141 94 156 15
Space O 3 -5 94 109 1373 1279
O F -1 5 109 141 156 47
F Space -2 0 141 109 141 0
Space E 3 1 109 124 234 125
E M -2 -4 124 62 343 219
M B 0 2 62 109 421 359
B A 1 4 109 140 78 -31
A R 1 -3 140 125 265 125
R A -1 3 125 125 1045 920
A Back 2 -12 125 124 1358 1233
Back R -1 9 124 156 546 422
R A -1 3 156 172 452 296
A S 0 -1 172 125 296 124
S S 0 0 125 172 203 78
S M -1 -5 172 124 2091 1919
M E 2 4 124 140 78 -46
E N -2 -3 140 93 156 16
N T 2 1 93 110 124 31
T Space -3 1 110 94 94 -16
Space O 3 -5 94 125 187 93
O R 0 5 125 110 109 -16
R Space -3 0 110 124 188 78
Space F 2 0 124 140 686 562
F A 0 3 140 109 94 -46
A I 1 -7 109 78 171 62
I L -1 -1 78 140 203 125
L U 1 2 140 78 281 141
U E 0 4 78 110 93 15
E Back 1 -10 110 141 312 202
Back R -1 9 141 172 78 -63
R E 0 1 172 141 78 -94
E OemMinus 1 -8 141 125 1919 1778
OemMinus T -1 6 125 172 312 187
T H -1 -1 172 78 453 281
H E 1 3 78 125 109 31
E S -1 1 125 125 265 140
S E 1 -1 125 141 187 62
E Space -3 -1 141 125 125 -16
Space T 3 -1 125 125 140 15
T H -1 -1 125 109 110 -15
H I 1 -2 109 93 234 125
I N -2 2 93 78 218 125
N G 1 1 78 188 62 -16
G S 0 3 188 124 110 -78
S Space -2 -2 124 109 156 32
Space J 2 -3 109 93 421 312
J U 1 0 93 109 187 94
U S -1 5 109 156 94 -15
S T 1 -3 156 109 140 -16
T Space -3 1 109 93 94 -15
Space F 2 0 93 125 483 390
F A 0 3 125 109 78 -47
A L 0 -8 109 78 343 234
L L 0 0 78 140 188 110
L Space -2 5 140 125 124 -16
Space A 2 3 125 156 172 47
A W 1 -1 156 188 140 -16
W A -1 1 188 140 188 0
A Y 1 -5 140 78 764 624
