D9 D0 0 -1 0 78 312 312
D7 Oemcomma -3 -1 62 63 608 546
Oemcomma Space -1 4 63 78 297 234
Space Capital 2 4 78 109 468 390
Capital I 1 -8 109 78 296 187
I Capital -1 8 78 109 172 94
Capital Space -2 -4 109 78 218 109
Space R 3 0 78 109 312 234
R E 0 1 109 78 250 141
E A -1 2 78 125 265 187
A S 0 -1 125 78 312 187
S Space -2 -2 78 93 312 234
Space Back 4 -9 93 78 2137 2044
Back Back 0 0 78 63 374 296
Back D -2 10 63 94 1014 951
D Space -2 -1 94 109 188 94
Space A 2 3 109 109 187 78
A Space -2 -3 109 78 203 94
Space Q 3 3 78 125 608 530
Q U 0 -6 125 78 250 125
U O 0 -2 78 78 296 218
O T 0 4 78 78 390 312
T E 0 2 78 78 187 109
E Space -3 -1 78 93 219 141
Space T 3 -1 93 78 2293 2200
T H -1 -1 78 93 203 125
H A 0 5 93 94 218 125
A T 1 -4 94 63 187 93
T Space -3 1 63 109 219 156
Space W 3 2 109 93 421 312
W E 0 -1 93 94 265 172
E N -2 -3 94 78 218 124
N T 2 1 78 109 328 250
T Space -3 1 109 78 218 109
Space S 2 2 78 93 344 266
S I 1 -6 93 15 265 172
I Back 1 -5 15 78 858 843
Back O -1 4 78 78 405 327
O M -2 2 78 94 234 156
M E 2 4 94 94 234 140
E T 0 -2 94 63 359 265
T H -1 -1 63 62 203 140
H I 1 -2 62 78 234 172
I N -2 2 78 78 250 172
N G 1 1 78 109 218 140
G Space -2 1 109 62 234 125
Space L 2 -5 62 78 250 188
L I 1 1 78 78 202 124
I K -1 0 78 78 219 141
K E 1 5 78 93 156 78
E Space -3 -1 93 78 374 281
Space Back 4 -9 78 47 1872 1794
Back RShiftKey -3 2 47 514 453 406
RShiftKey Oem1 1 1 514 141 358 -156
Oem1 RShiftKey -1 -1 141 406 1108 967
RShiftKey Oem7 1 0 406 140 234 -172
Oem7 Back 2 -2 140 63 2293 2153
Back Space -4 9 63 93 718 655
Space RShiftKey 1 -7 93 468 499 406
RShiftKey Oem7 1 0 468 156 296 -172
Oem7 Capital 0 11 156 109 2980 2824
Capital I 1 -8 109 93 203 94
I Capital -1 8 93 125 187 94
Capital F 0 -4 125 62 250 125
F Space -2 0 62 94 249 187
Space Y 3 -2 94 78 765 671
Y O 0 -3 78 93 265 187
O U 0 2 93 78 234 141
U Space -3 3 78 109 203 125
Space L 2 -5 109 62 296 187
L I 1 1 62 94 187 125
I V -2 4 94 62 453 359
V E 2 1 62 94 280 218
E Space -3 -1 94 62 266 172
Space E 3 1 62 78 312 250
E A -1 2 78 94 296 218
A C -1 -2 94 93 281 187
C H 1 -3 93 78 327 234
H Space -2 2 78 78 250 172
Space D 2 1 78 94 234 156
D A 0 2 94 93 281 187
A Y 1 -5 93 78 171 78
Y Space -3 2 78 63 312 234
Space A 2 3 63 78 4524 4461
A S 0 -1 78 78 266 188
S Space -2 -2 78 109 218 140
Space I 3 -4 109 109 281 172
I F -1 4 109 78 546 437
F Space -2 0 78 78 187 109
Space I 3 -4 78 78 296 218
I T 0 3 78 110 234 156
T Space -3 1 110 110 234 124
Space W 3 2 110 78 234 124
W A -1 1 78 94 250 172
A Space -2 -3 94 78 265 171
Space Back 4 -9 78 63 1435 1357
Back S -2 11 63 78 203 140
S Space -2 -2 78 94 312 234
Space Y 3 -2 94 94 499 405
Y O 0 -3 94 63 827 733
O U 0 2 63 78 265 202
U R 0 3 78 125 297 219
R Space -3 0 125 78 265 140
Space L 2 -5 78 78 780 702
L A 0 8 78 93 203 125
A S 0 -1 93 94 296 203
S T 1 -3 94 78 203 109
T Oemcomma -2 -3 78 47 2558 2480
Oemcomma Space -1 4 47 62 328 281
Space S 2 2 62 94 1154 1092
S O 1 -7 94 62 250 156
O M -2 2 62 94 234 172
M E 2 4 94 94 187 93
E D -1 0 94 109 234 140
D A 0 2 109 109 312 203
A Y 1 -5 109 78 219 110
Y Space -3 2 78 78 312 234
Space Y 3 -2 78 62 1326 1248
Y O 0 -3 62 78 312 250
O U 0 2 78 62 234 156
U Oem7 -1 -4 62 47 3915 3853
Oem7 L 0 2 47 63 499 452
L L 0 0 63 47 172 109
L Space -2 5 47 109 421 374
Space M 1 -3 109 63 2527 2418
M O 2 -2 63 94 234 171
O S -1 7 94 109 266 172
S T 1 -3 109 78 187 78
T Space -3 1 78 94 343 265
Space C 1 1 94 78 1622 1528
C E 2 0 78 93 219 141
E R 0 -1 93 78 140 47
R T 0 -1 78 110 187 109
T A -1 4 110 109 250 140
A I 1 -7 109 78 328 219
I N -2 2 78 78 234 156
N L 1 -3 78 78 296 218
L Y 1 3 78 78 406 328
Y Space -3 2 78 78 280 202
Space B 1 -1 78 62 219 141
B E 2 2 62 94 218 156
E Space -3 -1 94 78 203 109
Space R 3 0 78 94 265 187
R I 0 -4 94 78 234 140
I G -1 3 78 78 312 234
G H 0 -1 78 78 187 109
H T 1 1 78 62 219 141
T OemPeriod -2 -4 62 47 1903 1841
OemPeriod RShiftKey 0 -2 47 327 796 749
RShiftKey Oem7 1 0 327 94 218 -109
Oem7 Space -2 7 94 109 1342 1248
Space Capital 2 4 109 109 951 842
Capital I 1 -8 109 94 265 156
I Capital -1 8 94 109 188 94
Capital T 1 -5 109 78 234 125
T Space -3 1 78 78 249 171
Space M 1 -3 78 63 312 234
M A 1 6 63 109 203 140
A D 0 -2 109 93 250 141
D E 1 0 93 109 187 94
E Space -3 -1 109 94 218 109
Space A 2 3 94 109 203 109
A N -1 -5 109 62 234 125
N Space -1 2 62 62 234 172
Space I 3 -4 62 78 718 656
I M -2 1 78 62 374 296
M P 2 -3 62 62 281 219
P R 0 6 62 94 421 359
R E 0 1 94 93 203 109
E S -1 1 93 62 265 172
S S 0 0 62 62 437 375
S I 1 -6 62 78 327 265
I O 0 -1 78 78 1155 1077
O N -2 3 78 32 327 249
N Space -1 2 32 110 780 748
Space O 3 -5 110 78 453 343
O N -2 3 78 78 234 156
N Space -1 2 78 94 218 140
Space M 1 -3 94 63 234 140
M E 2 4 63 109 234 171
E Space -3 -1 109 78 312 203
Space Back 4 -9 78 63 2059 1981
Back Oemcomma -3 5 63 62 500 437
Oemcomma Space -1 4 62 63 280 218
Space A 2 3 63 125 281 218
A N -1 -5 125 78 234 109
N D 1 3 78 94 234 156
D Space -2 -1 94 62 219 125
Space S 2 2 62 93 312 250
S I 1 -6 93 62 296 203
I N -2 2 62 94 234 172
N C 0 3 94 78 312 218
C E 2 0 78 109 281 203
E Space -3 -1 109 78 187 78
Space T 3 -1 78 93 281 203
T H -1 -1 93 78 218 125
H E 1 3 78 110 187 109
E N -2 -3 110 62 188 78
N Oemcomma 0 -2 62 63 1575 1513
Oemcomma Space -1 4 63 78 281 218
Space F 2 0 78 94 624 546
F O 1 -5 94 62 219 125
O R 0 5 62 125 187 125
R Space -3 0 125 94 171 46
Space T 3 -1 94 93 297 203
T H -1 -1 93 78 234 141
H E 1 3 78 109 187 109
E Space -3 -1 109 78 187 78
Space P 3 -6 78 93 297 219
P A -1 9 93 94 202 109
A S 0 -1 94 125 250 156
S T 1 -3 125 78 203 78
T Space -3 1 78 93 281 203
Space D3 4 1 93 47 280 187
D3 D3 0 0 47 93 188 141
D3 Space -4 -1 93 110 2152 2059
Space Y 3 -2 110 78 422 312
Y E 0 3 78 109 187 109
E A -1 2 109 124 281 172
A R 1 -3 124 94 218 94
R S -1 2 94 109 203 109
S Oemcomma -1 -6 109 78 1513 1404
Oemcomma Space -1 4 78 94 811 733
Space Capital 2 4 94 109 437 343
Capital I 1 -8 109 93 203 94
I Capital -1 8 93 109 187 94
Capital Space -2 -4 109 93 172 63
Space H 2 -2 93 62 296 203
H A 0 5 62 109 172 110
A V -1 -3 109 62 234 125
V E 2 1 62 94 218 156
E Space -3 -1 94 109 156 62
Space O 3 -5 109 94 811 702
O O 0 0 94 62 359 265
O K -1 1 62 63 265 203
K Back 2 -5 63 62 921 858
Back Back 0 0 62 62 156 94
Back Back 0 0 62 62 156 94
Back L -2 4 62 78 717 655
L O 1 0 78 62 203 125
O O 0 0 62 78 156 94
O K -1 1 78 78 406 328
K E 1 5 78 94 218 140
E D -1 0 94 109 234 140
D Space -2 -1 109 94 187 78
Space I 3 -4 94 47 343 249
I N -2 2 47 47 250 203
N Space -1 2 47 78 172 125
Space T 3 -1 78 62 296 218
T H -1 -1 62 78 203 141
H E 1 3 78 109 218 140
E Space -3 -1 109 94 203 94
Space M 1 -3 94 63 296 202
M I 2 -1 63 78 219 156
I R 0 4 78 78 374 296
R R 0 0 78 78 187 109
R O 0 -5 78 63 281 203
O R 0 5 63 109 219 156
R Space -3 0 109 78 2371 2262
Space E 3 1 78 109 702 624
E V -2 -1 109 78 203 94
V E 2 1 78 125 187 109
E R 0 -1 125 94 218 93
R Y 0 -2 94 78 281 187
Y Space -3 2 78 93 281 203
Space M 1 -3 93 78 296 203
M O 2 -2 78 93 250 172
O R 0 5 93 110 327 234
R N -2 -2 110 78 219 109
N I 2 -2 78 78 234 156
I N -2 2 78 78 234 156
N G 1 1 78 62 359 281
G Space -2 1 62 62 702 640
Space A 2 3 62 110 436 374
A N -1 -5 110 78 219 109
N D 1 3 78 94 218 140
D Space -2 -1 94 78 187 93
Space A 2 3 78 94 234 156
A S 0 -1 94 94 328 234
S K 0 -6 94 47 359 265
K E 1 5 47 110 171 124
E D -1 0 110 125 234 124
D Space -2 -1 125 78 234 109
Space M 1 -3 78 78 500 422
M Y 2 1 78 78 312 234
Y S -1 4 78 125 280 202
S E 1 -1 125 109 297 172
E L -1 -6 109 78 265 156
L F 0 5 78 78 421 343
F RShiftKey -1 -7 78 390 1810 1732
RShiftKey Oem1 1 1 390 140 234 -156
Oem1 Space -2 6 140 109 577 437
Space RShiftKey 1 -7 109 421 624 515
RShiftKey Oem7 1 0 421 140 281 -140
Oem7 Capital 0 11 140 109 2777 2637
Capital I 1 -8 109 78 187 78
I Capital -1 8 78 94 187 109
Capital F 0 -4 94 78 234 140
F Space -2 0 78 94 265 187
Space T 3 -1 94 125 499 405
T O 0 -4 125 94 281 156
O D -1 6 94 109 281 187
D A 0 2 109 109 265 156
A Y 1 -5 109 78 203 94
Y Space -3 2 78 78 250 172
Space W 3 2 78 93 187 109
W E 0 -1 93 63 249 156
E R 0 -1 63 47 234 171
R E 0 1 47 62 219 172
E Space -3 -1 62 94 187 125
Space T 3 -1 94 78 281 187
T H -1 -1 78 93 203 125
H E 1 3 93 93 187 94
E Space -3 -1 93 94 218 125
Space L 2 -5 94 94 281 187
L A 0 8 94 109 156 62
A S 0 -1 109 94 265 156
S T 1 -3 94 94 156 62
T Space -3 1 94 93 250 156
Space D 2 1 93 78 187 94
D A 0 2 78 125 265 187
A Y 1 -5 125 63 187 62
Y Space -3 2 63 78 250 187
Space O 3 -5 78 94 312 234
O F -1 5 94 78 452 358
F Space -2 0 78 94 172 94
Space M 1 -3 94 78 281 187
M Y 2 1 78 93 281 203
Y Space -3 2 93 78 249 156
Space L 2 -5 78 63 265 187
L I 1 1 63 62 188 125
I F -1 4 62 62 312 250
F E 1 1 62 94 218 156
E Oemcomma -2 -5 94 46 5164 5070
Oemcomma Space -1 4 46 94 280 234
Space W 3 2 94 140 765 671
W O 0 -7 140 94 249 109
O U 0 2 94 62 250 156
U L -1 -2 62 78 250 188
L D 0 6 78 109 187 109
D Space -2 -1 109 78 218 109
Space Capital 2 4 78 140 203 125
Capital I 1 -8 140 78 172 32
I Capital -1 8 78 109 218 140
Capital Space -2 -4 109 109 187 78
Space W 3 2 109 78 250 141
W A -1 1 78 125 234 156
A N -1 -5 125 63 218 93
N T 2 1 63 94 312 249
T Space -3 1 94 63 187 93
Space T 3 -1 63 93 219 156
T O 0 -4 93 78 140 47
O Space -3 5 78 78 297 219
Space D 2 1 78 93 468 390
D O 1 -6 93 62 265 172
O Space -3 5 62 78 359 297
Space W 3 2 78 109 717 639
W H -1 -4 109 94 203 94
H A 0 5 94 109 187 93
A T 1 -4 109 78 219 110
T Space -3 1 78 78 312 234
Space Capital 2 4 78 78 296 218
Capital I 1 -8 78 94 187 109
I Capital -1 8 94 94 187 93
Capital Space -2 -4 94 109 219 125
Space A 2 3 109 78 3073 2964
A M -1 -6 78 93 203 125
M Space -1 3 93 63 249 156
Space A 2 3 63 140 718 655
A B -1 -4 140 109 234 94
B O 2 -4 109 93 328 219
O U 0 2 93 78 265 172
U T 0 2 78 62 281 203
T Space -3 1 62 93 234 172
Space T 3 -1 93 109 249 156
T O 0 -4 109 78 203 94
O Space -3 5 78 94 265 187
Space D 2 1 94 78 437 343
D O 1 -6 78 47 203 125
O Space -3 5 47 94 249 202
Space T 3 -1 94 109 796 702
T O 0 -4 109 62 203 94
O D -1 6 62 62 281 219
D A 0 2 62 63 280 218
A Y 1 -5 63 62 188 125
Y RShiftKey -2 -5 62 344 1606 1544
RShiftKey OemQuestion 0 1 344 125 203 -141
OemQuestion RShiftKey 0 -1 125 405 843 718
RShiftKey Oem7 1 0 405 110 280 -125
Oem7 Space -2 7 110 94 1326 1216
Space Capital 2 4 94 78 1638 1544
Capital A 0 -1 78 78 312 234
A Capital 0 1 78 78 234 156
Capital N -1 -6 78 110 234 156
N D 1 3 110 93 219 109
D Space -2 -1 93 78 203 110
Space W 3 2 78 109 249 171
W H -1 -4 109 94 359 250
H W 1 4 94 125 218 124
W N -2 -4 125 62 219 94
N E 2 3 62 110 483 421
E V -2 -1 110 62 266 156
V E 2 1 62 124 156 94
E R 0 -1 124 93 265 141
R Space -3 0 93 78 234 141
Space T 3 -1 78 78 265 187
T H -1 -1 78 62 250 172
H E 1 3 62 109 171 109
E Space -3 -1 109 63 265 156
Space A 2 3 63 125 468 405
A N -1 -5 125 62 266 141
N S 1 4 62 110 358 296
S W 1 0 110 62 250 140
W E 0 -1 62 78 234 172
E R 0 -1 78 78 234 156
R Space -3 0 78 78 203 125
Space H 2 -2 78 78 390 312
H A 0 5 78 94 187 109
A S 0 -1 94 93 250 156
S Space -2 -2 93 110 202 109
Space B 1 -1 110 78 250 140
B E 2 2 78 93 172 94
E E 0 0 93 93 187 94
E N -2 -3 93 78 281 188
N Space -1 2 78 62 234 156
Space RShiftKey 1 -7 62 328 1310 1248
RShiftKey Oem7 1 0 328 172 187 -141
Oem7 Capital 0 11 172 202 297 125
Capital N -1 -6 202 78 390 188
N Capital 1 6 78 109 374 296
Capital Left -2 -11 109 109 6427 6318
Left Back 4 -2 109 78 468 359
Back E -1 10 78 94 671 593
E Right -3 -10 94 1342 1404 1310
Right Right 0 0 1342 94 1716 374
Right O 3 4 94 62 1966 1872
O RShiftKey -2 -2 62 406 1856 1794
RShiftKey Oem7 1 0 406 140 250 -156
Oem7 Space -2 7 140 125 1107 967
Space F 2 0 125 110 499 374
F O 1 -5 110 93 188 78
O R 0 5 93 109 312 219
R Space -3 0 109 110 202 93
Space T 3 -1 110 110 312 202
T O 0 -4 110 94 203 93
O O 0 0 94 63 187 93
O Space -3 5 63 78 968 905
Space M 1 -3 78 62 312 234
M A 1 6 62 94 202 140
A N -1 -5 94 62 422 328
N Y 2 0 62 62 296 234
Y Space -3 2 62 78 265 203
Space D 2 1 78 93 219 141
D A 0 2 93 109 265 172
A Y 1 -5 109 63 218 109
Y S -1 4 63 78 203 140
S Space -2 -2 78 63 218 140
Space I 3 -4 63 62 297 234
I N -2 2 62 47 249 187
N Space -1 2 47 62 172 125
Space A 2 3 62 110 218 156
A Space -2 -3 110 78 188 78
Space R 3 0 78 93 421 343
R O 0 -5 93 93 234 141
O W 0 7 93 93 312 219
W Oemcomma -2 -6 93 46 2122 2029
Oemcomma Space -1 4 46 109 312 266
Space Capital 2 4 109 125 358 249
Capital I 1 -8 125 78 250 125
I Capital -1 8 78 109 172 94
Capital Space -2 -4 109 78 202 93
Space K 2 -4 78 63 312 234
K N -1 2 63 78 203 140
N O 2 -3 78 62 250 172
O W 0 7 62 93 359 297
W Space -3 -2 93 78 234 141
Space Capital 2 4 78 110 670 592
Capital I 1 -8 110 63 234 124
I Capital -1 8 63 94 172 109
Capital Space -2 -4 94 94 187 93
Space N 1 -2 94 62 250 156
N E 2 3 62 62 203 141
E E 0 0 62 63 171 109
E D -1 0 63 78 219 156
D Space -2 -1 78 78 202 124
Space T 3 -1 78 78 312 234
T O 0 -4 78 78 172 94
O Space -3 5 78 94 265 187
Space C 1 1 94 94 468 374
C H 1 -3 94 62 219 125
H A 0 5 62 109 187 125
A N -1 -5 109 47 234 125
N G 1 1 47 62 468 421
G E 1 2 62 109 187 125
E Space -3 -1 109 78 218 109
Space S 2 2 78 94 312 234
S O 1 -7 94 78 250 156
O M -2 2 78 78 250 172
M E 2 4 78 93 187 109
E T 0 -2 93 94 374 281
T H -1 -1 94 78 219 125
H I 1 -2 78 78 249 171
I N -2 2 78 78 250 172
N G 1 1 78 124 827 749
G OemPeriod -1 -4 124 78 546 422
OemPeriod Return 1 -3 78 140 842 764
Return Return 0 0 140 78 296 156
Return Capital 0 12 78 62 1342 1264
Capital R 1 -4 62 78 374 312
R Capital -1 4 78 93 188 110
Capital E 1 -3 93 63 171 78
E M -2 -4 63 62 515 452
M E 2 4 62 93 172 110
E M -2 -4 93 47 218 125
M B 0 2 47 63 343 296
B E 2 2 63 78 219 156
E R 0 -1 78 78 249 171
R I 0 -4 78 78 234 156
I N -2 2 78 62 250 172
N G 1 1 62 63 218 156
G Space -2 1 63 62 250 187
Space T 3 -1 62 62 2262 2200
T H -1 -1 62 109 187 125
H A 0 5 109 109 234 125
A T 1 -4 109 78 156 47
T Space -3 1 78 94 296 218
Space Capital 2 4 94 109 281 187
Capital I 1 -8 109 78 187 78
I Capital -1 8 78 78 234 156
Capital Oem7 0 -11 78 78 328 250
Oem7 L 0 2 78 47 1326 1248
L L 0 0 47 62 156 109
L Space -2 5 62 78 281 219
Space B 1 -1 78 93 515 437
B E 2 2 93 109 218 125
E Space -3 -1 109 63 187 78
Space D 2 1 63 78 187 124
D E 1 0 78 94 234 156
E A -1 2 94 94 234 140
A D 0 -2 94 78 297 203
D Space -2 -1 78 78 187 109
Space S 2 2 78 94 234 156
S O 1 -7 94 78 328 234
O O 0 0 78 62 156 78
O N -2 3 62 78 218 156
N Space -1 2 78 63 218 140
Space I 3 -4 63 63 2730 2667
I S -1 6 63 94 203 140
S Space -2 -2 94 93 172 78
Space T 3 -1 93 78 265 172
T H -1 -1 78 78 203 125
H E 1 3 78 94 187 109
E Space -3 -1 94 78 187 93
Space M 1 -3 78 78 203 125
M O 2 -2 78 78 234 156
O S -1 7 78 78 250 172
S T 1 -3 78 78 187 109
T Space -3 1 78 62 312 234
Space I 3 -4 62 78 343 281
I M -2 1 78 94 265 187
M P 2 -3 94 78 265 171
P O 0 1 78 63 203 125
O R 0 5 63 63 624 561
R T 0 -1 63 78 203 140
T A -1 4 78 109 203 125
A N -1 -5 109 78 296 187
N T 2 1 78 78 281 203
T Space -3 1 78 94 265 187
Space T 3 -1 94 78 328 234
T O 0 -4 78 63 218 140
O O 0 0 63 62 172 109
O L -1 0 62 62 187 125
L Space -2 5 62 62 312 250
Space Capital 2 4 62 78 1591 1529
Capital I 1 -8 78 94 156 78
I Capital -1 8 94 109 250 156
Capital Oem7 0 -11 109 94 343 234
Oem7 V -1 7 94 63 920 826
V E 2 1 63 109 203 140
E Space -3 -1 109 110 187 78
Space E 3 1 110 93 422 312
E V -2 -1 93 63 202 109
V E 2 1 63 109 141 78
E R 0 -1 109 62 187 78
R Space -3 0 62 78 359 297
Space E 3 1 78 93 1919 1841
E N -2 -3 93 78 218 125
N C 0 3 78 93 328 250
C O 2 -6 93 93 234 141
O U 0 2 93 78 249 156
U N -2 1 78 78 250 172
N T 2 1 78 93 359 281
T E 0 2 93 78 280 187
E R 0 -1 78 62 188 110
R E 0 1 62 78 187 125
E D -1 0 78 109 203 125
D Space -2 -1 109 110 436 327
Space T 3 -1 110 94 2231 2121
T O 0 -4 94 94 187 93
O Space -3 5 94 94 281 187
Space H 2 -2 94 78 593 499
H E 1 3 78 110 296 218
E L -1 -6 110 78 219 109
L P 1 -1 78 63 218 140
P Space -3 6 63 93 250 187
Space M 1 -3 93 47 312 219
M E 2 4 47 109 265 218
E Space -3 -1 109 62 234 125
Space M 1 -3 62 78 359 297
M A 1 6 78 125 140 62
A K 0 -7 125 78 219 94
K E 1 5 78 78 234 156
E Space -3 -1 78 93 187 109
Space T 3 -1 93 78 343 250
T H -1 -1 78 78 218 140
H E 1 3 78 124 188 110
E Space -3 -1 124 94 218 94
Space B 1 -1 94 94 296 202
B I 2 -3 94 63 312 218
I G -1 3 63 78 375 312
G Space -2 1 78 78 312 234
Space C 1 1 78 94 3135 3057
C H 1 -3 94 78 328 234
H O 1 -3 78 78 265 187
O I 0 1 78 63 187 109
I C -2 5 63 78 359 296
C E 2 0 78 109 203 125
E S -1 1 109 93 250 141
S Space -2 -2 93 78 218 125
Space I 3 -4 78 78 515 437
I N -2 2 78 78 218 140
N Space -1 2 78 78 219 141
Space L 2 -5 78 78 265 187
L I 1 1 78 47 249 171
I F -1 4 47 63 468 421
F E 1 1 63 110 234 171
E OemPeriod -2 -6 110 62 2200 2090
OemPeriod Space -1 5 62 63 218 156
Space Capital 2 4 63 125 281 218
Capital B -1 -5 125 78 343 218
B Capital 1 5 78 109 219 141
Capital E 1 -3 109 78 218 109
E C -2 0 78 93 219 141
C A 1 2 93 109 218 125
A U 1 -6 109 78 359 250
U S -1 5 78 109 343 265
S E 1 -1 109 93 281 172
E Space -3 -1 93 94 218 125
Space A 2 3 94 62 531 437
A L 0 -8 62 94 202 140
L M -1 2 94 62 250 156
M O 2 -2 62 62 234 172
O S -1 7 62 94 234 172
S T 1 -3 94 63 218 124
T Space -3 1 63 94 250 187
Space E 3 1 94 125 187 93
E V -2 -1 125 63 187 62
V E 2 1 63 93 141 78
E R 0 -1 93 78 171 78
R Y 0 -2 78 78 250 172
Y T 0 1 78 62 203 125
T H -1 -1 62 94 187 125
H I 1 -2 94 63 374 280
I N -2 2 63 62 250 187
N G 1 1 62 62 250 188
G Space -2 1 62 47 1544 1482
Space OemMinus 4 -7 47 63 530 483
OemMinus Space -4 7 63 125 203 140
Space A 2 3 125 94 905 780
A L 0 -8 94 93 172 78
L L 0 0 93 78 187 94
L Space -2 5 78 63 405 327
Space E 3 1 63 78 1030 967
E X -2 1 78 109 250 172
X T 2 -3 109 94 218 109
T E 0 2 94 94 187 93
E R 0 -1 94 78 187 93
R N -2 -2 78 78 422 344
N A 1 5 78 110 202 124
A L 0 -8 110 63 203 93
L Space -2 5 63 78 234 171
Space E 3 1 78 93 453 375
E X -2 1 93 110 280 187
X O 2 -7 110 62 375 265
O Back 1 -4 62 63 1154 1092
Back P -1 3 63 78 531 468
P E 0 7 78 125 280 202
E C -2 0 125 62 375 250
C T 2 -2 62 62 234 172
T A -1 4 62 109 203 141
A T 1 -4 109 78 296 187
T I 0 -3 78 63 452 374
I O 0 -1 63 62 188 125
O N -2 3 62 93 234 172
N S 1 4 93 93 234 141
S Oemcomma -1 -6 93 47 2324 2231
Oemcomma Space -1 4 47 78 218 171
Space A 2 3 78 78 266 188
A L 0 -8 78 62 187 109
L L 0 0 62 47 187 125
L Space -2 5 47 93 281 234
Space P 3 -6 93 78 405 312
P R 0 6 78 109 344 266
R I 0 -4 109 78 374 265
