D9 D2 0 7 30 60 520 490
E R 0 -1 270 180 90 -180
R Back 1 -9 180 50 470 290
Back Back 0 0 50 50 150 100
Back Back 0 0 50 80 140 90
Back E -1 10 80 180 550 470
E R 0 -1 180 80 80 -100
R T 0 -1 80 140 460 380
T A -1 4 140 180 120 -20
A I 1 -7 180 120 170 -10
I N -2 2 120 140 60 -60
N L 1 -3 140 100 300 160
L Y 1 3 100 90 250 150
Y Space -3 2 90 80 140 50
Space B 1 -1 80 70 2050 1970
B E 2 2 70 70 80 10
E Space -3 -1 70 60 120 50
Space R 3 0 60 80 120 60
R I 0 -4 80 120 90 10
I G -1 3 120 160 200 80
G H 0 -1 160 230 110 -50
H T 1 1 230 120 210 -20
T OemPeriod -2 -4 120 68 990 870
OemPeriod RShiftKey 0 -2 68 250 172 104
RShiftKey Oem7 1 0 250 110 130 -120
Oem7 Space -2 7 110 50 1070 960
Space I 3 -4 50 60 420 370
I Back 1 -5 60 80 680 620
Back LShiftKey -3 13 80 100 230 150
LShiftKey I 2 -8 100 90 50 -50
I T 0 3 90 120 270 180
T Space -3 1 120 80 150 30
Space M 1 -3 80 90 1590 1510
M A 1 6 90 170 110 20
A D 0 -2 170 220 50 -120
D E 1 0 220 80 590 370
E Space -3 -1 80 82 730 650
Space A 2 3 82 70 372 290
A N -1 -5 70 70 100 30
N Space -1 2 70 80 160 90
Space I 3 -4 80 170 230 150
I M -2 1 170 160 160 -10
M P 2 -3 160 120 300 140
P R 0 6 120 140 150 30
R E 0 1 140 120 100 -40
E S -1 1 120 40 1000 880
S S 0 0 40 60 150 110
S I 1 -6 60 90 110 50
I O 0 -1 90 200 60 -30
O N -2 3 200 170 150 -50
N Space -1 2 170 90 180 10
Space O 3 -5 90 160 1072 982
O N -2 3 160 120 90 -70
N Space -1 2 120 60 190 70
Space M 1 -3 60 132 220 160
M E 2 4 132 110 92 -40
E Oemcomma -2 -5 110 80 810 700
Oemcomma Space -1 4 80 40 1690 1610
Space A 2 3 40 90 160 120
A N -1 -5 90 70 130 40
N D 1 3 70 60 100 30
D Space -2 -1 60 50 80 20
Space S 2 2 50 103 140 90
S I 1 -6 103 200 113 10
I N -2 2 200 110 140 -60
N C 0 3 110 150 130 20
C E 2 0 150 120 170 20
E Space -3 -1 120 80 80 -40
Space T 3 -1 80 140 330 250
T H -1 -1 140 100 170 30
H E 1 3 100 70 220 120
E N -2 -3 70 80 130 60
N Oemcomma 0 -2 80 70 630 550
Oemcomma Space -1 4 70 50 100 30
Space F 2 0 50 100 210 160
F I 1 -4 100 60 90 -10
I Back 1 -5 60 70 420 360
Back O -1 4 70 102 190 120
O R 0 5 102 90 112 10
R Space -3 0 90 90 150 60
Space T 3 -1 90 90 100 10
T H -1 -1 90 120 130 40
H E 1 3 120 120 140 20
E Space -3 -1 120 80 130 10
Space P 3 -6 80 100 950 870
P A -1 9 100 150 120 20
A S 0 -1 150 130 80 -70
S T 1 -3 130 90 180 50
T Space -3 1 90 50 120 30
Space D3 4 1 50 50 480 430
D3 D3 0 0 50 80 140 90
D3 Space -4 -1 80 120 160 80
Space Y 3 -2 120 100 740 620
Y E 0 3 100 140 90 -10
E A -1 2 140 200 130 -10
A R 1 -3 200 70 230 30
R S -1 2 70 120 130 60
S Oemcomma -1 -6 120 50 700 580
Oemcomma Space -1 4 50 70 100 50
Space LShiftKey 1 4 70 120 250 180
LShiftKey I 2 -8 120 60 70 -50
I Space -3 4 60 60 170 110
Space H 2 -2 60 110 150 90
H A 0 5 110 70 130 20
A V -1 -3 70 70 100 30
V Space -1 0 70 90 170 100
Space E 3 1 90 50 30 -60
E Back 1 -10 50 60 770 720
Back Back 0 0 60 50 140 80
Back E -1 10 50 90 100 50
E Space -3 -1 90 90 130 40
Space L 2 -5 90 100 220 130
L O 1 0 100 70 200 100
O O 0 0 70 55 160 90
O K -1 1 55 100 242 187
K E 1 5 100 150 150 50
E D -1 0 150 130 80 -70
D Space -2 -1 130 70 1030 900
Space I 3 -4 70 150 320 250
I N -2 2 150 120 100 -50
N Space -1 2 120 50 80 -40
Space T 3 -1 50 80 240 190
T H -1 -1 80 60 170 90
H E 1 3 60 70 30 -30
E Space -3 -1 70 50 150 80
Space N 1 -2 50 70 160 110
N I 2 -2 70 70 200 130
I R 0 4 70 50 470 400
R R 0 0 50 70 170 120
R Back 1 -9 70 50 250 180
Back Back 0 0 50 60 120 70
Back Back 0 0 60 60 140 80
Back Back 0 0 60 92 170 110
Back M -3 6 92 120 1462 1370
M I 2 -1 120 110 190 70
I R 0 4 110 60 140 30
R R 0 0 60 60 140 80
R O 0 -5 60 82 100 40
O R 0 5 82 60 112 30
R Space -3 0 60 80 1270 1210
Space E 3 1 80 80 400 320
E V -2 -1 80 90 100 20
V E 2 1 90 140 110 20
E R 0 -1 140 112 90 -50
R Y 0 -2 112 78 94 -18
Y Space -3 2 78 80 198 120
Space M 1 -3 80 100 460 380
M O 2 -2 100 150 140 40
O R 0 5 150 80 130 -20
R N -2 -2 80 120 70 -10
N I 2 -2 120 160 110 -10
I N -2 2 160 130 110 -50
N G 1 1 130 90 150 20
G Space -2 1 90 90 490 400
Space A 2 3 90 60 240 150
A N -1 -5 60 110 70 10
N D 1 3 110 70 160 50
D Space -2 -1 70 80 100 30
Space A 2 3 80 150 170 90
A S 0 -1 150 120 50 -100
S K 0 -6 120 100 110 -10
K E 1 5 100 150 150 50
E D -1 0 150 130 90 -60
D Space -2 -1 130 100 120 -10
Space M 1 -3 100 90 110 10
M Y 2 1 90 70 220 130
Y F -1 2 70 20 350 280
F Back 2 -9 20 10 360 340
Back S -2 11 10 80 70 60
S E 1 -1 80 90 230 150
E L -1 -6 90 110 110 20
L F 0 5 110 80 130 20
F RShiftKey -1 -7 80 160 1850 1770
RShiftKey Oem1 1 1 160 100 80 -80
Oem1 RShiftKey -1 -1 100 230 250 150
RShiftKey Oem7 1 0 230 120 120 -110
Oem7 LShiftKey -1 11 120 120 1030 910
LShiftKey I 2 -8 120 80 50 -70
I Space -3 4 80 80 350 270
Space Back 4 -9 80 50 420 340
Back F -2 9 50 70 112 62
F Space -2 0 70 100 120 50
Space T 3 -1 100 130 800 700
T O 0 -4 130 112 100 -30
O D -1 6 112 150 282 170
D A 0 2 150 150 100 -50
A Y 1 -5 150 70 450 300
Y Left -3 -5 70 790 910 840
Left Left 0 0 790 60 990 200
Left Right 0 -2 60 90 420 360
Right Right 0 0 90 90 200 110
Right Space 0 9 90 90 250 160
Space Right 0 -9 90 80 310 220
Right Back 4 0 80 60 670 590
Back RShiftKey -3 2 60 350 442 382
RShiftKey Oem7 1 0 350 140 200 -150
Oem7 Right -2 -2 140 850 930 790
Right Space 0 9 850 50 2210 1360
Space W 3 2 50 70 430 380
W E 0 -1 70 140 210 140
E R 0 -1 140 100 200 60
R E 0 1 100 130 60 -40
E Space -3 -1 130 50 160 30
Space M 1 -3 50 70 180 130
M Y 2 1 70 100 210 140
Y Space -3 2 100 83 160 60
Space L 2 -5 83 80 432 349
L A 0 8 80 150 180 100
A S 0 -1 150 90 110 -40
S T 1 -3 90 100 120 30
T Space -3 1 100 100 250 150
Space D 2 1 100 120 620 520
D A 0 2 120 130 70 -50
A Y 1 -5 130 90 170 40
Y Space -3 2 90 82 180 90
Space O 3 -5 82 100 142 60
O F -1 5 100 100 170 70
F M -1 -3 100 110 220 120
M Back 3 -6 110 80 1060 950
Back Space -4 9 80 70 120 40
Space M 1 -3 70 100 150 80
M Y 2 1 100 92 220 120
Y Space -3 2 92 80 152 60
Space L 2 -5 80 80 100 20
L I 1 1 80 20 230 150
I F -1 4 20 120 650 630
F E 1 1 120 90 70 -50
E Oemcomma -2 -5 90 50 1130 1040
Oemcomma Space -1 4 50 90 60 10
Space W 3 2 90 100 810 720
W O 0 -7 100 150 130 30
O U 0 2 150 90 120 -30
U L -1 -2 90 100 200 110
L D 0 6 100 70 110 10
D Space -2 -1 70 50 140 70
Space I 3 -4 50 82 160 110
I Space -3 4 82 70 182 100
Space D 2 1 70 130 430 360
D I 1 -5 130 80 90 -40
I E 0 5 80 140 160 80
E Back 1 -10 140 50 1990 1850
Back Back 0 0 50 60 140 90
Back Back 0 0 60 60 150 90
Back Back 0 0 60 60 150 90
Back Back 0 0 60 60 140 80
Back LShiftKey -3 13 60 160 410 350
LShiftKey I 2 -8 160 60 90 -70
I Space -3 4 60 70 200 140
Space W 3 2 70 180 120 50
W A -1 1 180 150 140 -40
A N -1 -5 150 120 170 20
N T 2 1 120 150 490 370
T Space -3 1 150 70 180 30
Space T 3 -1 70 70 210 140
T O 0 -4 70 70 540 470
O Space -3 5 70 50 180 110
Space D 2 1 50 90 90 40
D I 1 -5 90 80 130 40
I Space -3 4 80 60 120 40
Space Back 4 -9 60 60 1200 1140
Back Back 0 0 60 50 150 90
Back Back 0 0 50 51 130 80
Back W -1 11 51 10 12282 12231
W H -1 -4 10 90 0 -10
H A 0 5 90 100 130 40
A T 1 -4 100 110 70 -30
T Space -3 1 110 40 300 190
Space LShiftKey 1 4 40 110 280 240
LShiftKey I 2 -8 110 100 50 -60
I Space -3 4 100 90 230 130
Space A 2 3 90 80 140 50
A M -1 -6 80 150 60 -20
M Space -1 3 150 90 180 30
Space A 2 3 90 90 1070 980
A B -1 -4 90 90 150 60
B O 2 -4 90 210 180 90
O U 0 2 210 100 110 -100
U T 0 2 100 90 110 10
T Space -3 1 90 70 130 40
Space T 3 -1 70 80 110 40
T O 0 -4 80 70 90 10
O Space -3 5 70 80 160 90
Space D 2 1 80 100 110 30
D O 1 -6 100 92 120 20
O Space -3 5 92 80 142 50
Space T 3 -1 80 70 280 200
T O 0 -4 70 100 100 30
O D -1 6 100 130 190 90
D A 0 2 130 130 80 -50
A Y 1 -5 130 80 140 10
Y RShiftKey -2 -5 80 490 600 520
RShiftKey OemQuestion 0 1 490 50 190 -300
OemQuestion Oem7 1 -1 50 70 210 160
Oem7 Space -2 7 70 50 440 370
Space LShiftKey 1 4 50 160 340 290
LShiftKey LShiftKey 0 0 160 190 430 270
LShiftKey A 1 -1 190 100 120 -70
A N -1 -5 100 60 470 370
N D 1 3 60 50 100 40
D Space -2 -1 50 60 112 62
Space W 3 2 60 70 450 390
W H -1 -4 70 60 80 10
H E 1 3 60 50 140 80
E N -2 -3 50 60 60 10
N E 2 3 60 90 120 60
E V -2 -1 90 70 170 80
V E 2 1 70 180 130 60
E R 0 -1 180 110 90 -90
R Space -3 0 110 70 120 10
Space T 3 -1 70 80 260 190
T H -1 -1 80 70 90 10
H E 1 3 70 92 140 70
E Space -3 -1 92 78 142 50
Space A 2 3 78 150 132 54
A S 0 -1 150 100 100 -50
S N -1 -4 100 90 140 40
N W 2 4 90 162 200 110
W E 0 -1 162 100 102 -60
E R 0 -1 100 100 170 70
R Space -3 0 100 90 140 40
Space H 2 -2 90 70 680 590
H A 0 5 70 110 100 30
A S 0 -1 110 130 50 -60
S Space -2 -2 130 80 80 -50
Space B 1 -1 80 60 192 112
B E 2 2 60 60 100 40
E E 0 0 60 60 150 90
E N -2 -3 60 70 90 30
N Space -1 2 70 90 170 100
Space LShiftKey 1 4 90 242 490 400
LShiftKey Oem7 1 -11 242 65 140 -102
Oem7 LShiftKey -1 11 65 300 252 187
LShiftKey N 0 -6 300 60 110 -190
N O 2 -3 60 70 370 310
O LShiftKey -2 9 70 110 670 600
LShiftKey Oem7 1 -11 110 50 70 -40
Oem7 Space -2 7 50 70 270 220
Space F 2 0 70 70 1070 1000
F O 1 -5 70 70 40 -30
O R 0 5 70 50 180 110
R Space -3 0 50 100 90 40
Space T 3 -1 100 70 190 90
T O 0 -4 70 60 500 430
O O 0 0 60 80 120 60
O Space -3 5 80 90 100 20
Space M 1 -3 90 92 150 60
M A 1 6 92 80 162 70
A N -1 -5 80 60 140 60
N Y 2 0 60 90 220 160
Y Space -3 2 90 100 220 130
Space D 2 1 100 122 110 10
D A 0 2 122 152 60 -62
A Y 1 -5 152 100 112 -40
Y S -1 4 100 130 190 90
S Space -2 -2 130 90 150 20
Space I 3 -4 90 130 310 220
I N -2 2 130 110 70 -60
N Space -1 2 110 70 210 100
Space A 2 3 70 100 190 120
A Space -2 -3 100 90 110 10
Space R 3 0 90 80 420 330
R O 0 -5 80 90 130 50
O W 0 7 90 70 140 50
W Space -3 -2 70 50 150 80
Space Back 4 -9 50 60 510 460
Back Oemcomma -3 5 60 70 400 340
Oemcomma Space -1 4 70 50 220 150
Space LShiftKey 1 4 50 140 280 230
LShiftKey I 2 -8 140 50 90 -50
I Space -3 4 50 60 210 160
Space K 2 -4 60 130 160 100
K N -1 2 130 130 80 -50
N O 2 -3 130 70 400 270
O W 0 7 70 80 80 10
W Space -3 -2 80 70 100 20
Space LShiftKey 1 4 70 150 280 210
LShiftKey I 2 -8 150 70 90 -60
I Space -3 4 70 60 160 90
Space N 1 -2 60 80 140 80
N E 2 3 80 60 150 70
E E 0 0 60 60 150 90
E D -1 0 60 140 110 50
D Space -2 -1 140 72 150 10
Space O 3 -5 72 90 212 140
O Back 1 -4 90 60 440 350
Back T -1 8 60 70 110 50
T O 0 -4 70 50 140 70
O Space -3 5 50 80 230 180
Space C 1 1 80 90 280 200
C H 1 -3 90 100 100 10
H A 0 5 100 100 220 120
A N -1 -5 100 60 90 -10
N G 1 1 60 60 190 130
G E 1 2 60 100 70 10
E Space -3 -1 100 90 130 30
Space S 2 2 90 110 140 50
S O 1 -7 110 100 130 20
O I 0 1 100 20 20 -80
I M -2 1 20 82 150 130
M N 0 1 82 20 10 -72
N Back 3 -7 20 60 552 532
Back Back 0 0 60 80 120 60
Back M -3 6 80 80 230 150
M E 2 4 80 50 100 20
E T 0 -2 50 80 170 120
T H -1 -1 80 100 50 -30
H I 1 -2 100 160 80 -20
I N -2 2 160 110 120 -40
N G 1 1 110 80 100 -10
G OemPeriod -1 -4 80 40 400 320
OemPeriod Return 1 -3 40 50 350 310
Return Return 0 0 50 30 180 130
Return LShiftKey -1 12 30 360 760 730
LShiftKey R 2 -4 360 90 310 -50
R E 0 1 90 110 210 120
E M -2 -4 110 70 120 10
M E 2 4 70 40 130 60
E M -2 -4 40 60 20 -20
M B 0 2 60 78 1500 1440
B E 2 2 78 132 50 -28
E R 0 -1 132 100 62 -70
R I 0 -4 100 130 170 70
I N -2 2 130 120 100 -30
N G 1 1 120 100 100 -20
G Space -2 1 100 30 210 110
Space T 3 -1 30 70 700 670
T H -1 -1 70 110 160 90
H A 0 5 110 40 100 -10
A T 1 -4 40 60 120 80
T Space -3 1 60 60 340 280
Space LShiftKey 1 4 60 240 280 220
LShiftKey I 2 -8 240 70 940 700
I LShiftKey -2 8 70 250 150 80
LShiftKey Oem7 1 -11 250 60 210 -40
Oem7 L 0 2 60 10 310 250
L L 0 0 10 70 80 70
L Space -2 5 70 90 330 260
Space B 1 -1 90 90 250 160
B E 2 2 90 110 110 20
E Space -3 -1 110 50 140 30
Space D 2 1 50 130 132 82
D E 1 0 130 160 120 -10
E A -1 2 160 160 170 10
A D 0 -2 160 92 150 -10
D Left -2 -8 92 790 1062 970
Left Oem5 3 -2 790 70 1660 870
Oem5 Back 1 0 70 50 1040 970
Back Back 0 0 50 50 140 90
Back Oem7 -2 2 50 60 190 140
Oem7 Right -2 -2 60 100 850 790
Right Right 0 0 100 70 160 60
Right Right 0 0 70 50 150 80
Right Left 0 2 50 100 310 260
Left Left 0 0 100 70 180 80
Left Left 0 0 70 70 130 60
Left Left 0 0 70 110 290 220
Left Back 4 -2 110 50 460 350
Back LShiftKey -3 13 50 160 190 140
LShiftKey L 1 -9 160 70 80 -80
L Back 2 -4 70 70 860 790
Back LShiftKey -3 13 70 322 160 90
LShiftKey I 2 -8 322 56 250 -72
I Right -3 -5 56 140 412 356
Right Right 0 0 140 60 200 60
Right Right 0 0 60 50 140 80
Right Right 0 0 50 10 150 100
Right Right 0 0 10 40 100 90
Right Right 0 0 40 50 120 80
Right Right 0 0 50 50 130 80
Right Right 0 0 50 20 130 80
Right Right 0 0 20 40 90 70
Right Right 0 0 40 50 120 80
Right Right 0 0 50 40 120 70
Right Right 0 0 40 40 300 260
Right Space 0 9 40 80 510 470
Space S 2 2 80 50 1000 920
S O 1 -7 50 60 230 180
O O 0 0 60 70 120 60
O N -2 3 70 80 100 30
N Space -1 2 80 80 120 40
Space I 3 -4 80 90 120 40
I S -1 6 90 90 140 50
S Space -2 -2 90 70 140 50
Space T 3 -1 70 90 180 110
T H -1 -1 90 100 100 10
H E 1 3 100 82 200 100
E Space -3 -1 82 50 342 260
Space M 1 -3 50 130 270 220
M O 2 -2 130 130 220 90
O S -1 7 130 82 220 90
S T 1 -3 82 90 242 160
T Space -3 1 90 70 150 60
Space I 3 -4 70 140 350 280
I M -2 1 140 130 120 -20
M O 2 -2 130 82 180 50
O O 0 0 82 70 142 60
O R 0 5 70 160 120 50
R T 0 -1 160 100 150 -10
T S -1 3 100 30 200 100
S A 0 1 30 70 680 650
A Back 2 -12 70 70 430 360
Back Back 0 0 70 60 740 670
Back Back 0 0 60 50 160 100
Back Back 0 0 50 60 152 102
Back Back 0 0 60 60 340 280
Back Back 0 0 60 50 160 100
Back P -1 3 50 160 440 390
P O 0 1 160 110 150 -10
O R 0 5 110 112 120 10
R T 0 -1 112 110 212 100
T A -1 4 110 130 160 50
A N -1 -5 130 82 150 20
N T 2 1 82 90 112 30
T Space -3 1 90 110 140 50
Space T 3 -1 110 60 1380 1270
T O 0 -4 60 10 500 440
O O 0 0 10 50 100 90
O L -1 0 50 110 170 120
L Space -2 5 110 70 160 50
Space LShiftKey 1 4 70 110 320 250
LShiftKey I 2 -8 110 50 100 -10
I Oem7 -1 -3 50 60 520 470
Oem7 V -1 7 60 120 1140 1080
V E 2 1 120 90 50 -70
E Space -3 -1 90 90 650 560
Space E 3 1 90 110 360 270
E V -2 -1 110 60 100 -10
V E 2 1 60 182 110 50
E R 0 -1 182 122 90 -92
R Space -3 0 122 50 172 50
Space E 3 1 50 102 120 70
E N -2 -3 102 70 212 110
N C 0 3 70 60 390 320
C O 2 -6 60 190 130 70
O U 0 2 190 100 170 -20
U N -2 1 100 100 210 110
N T 2 1 100 80 120 20
T E 0 2 80 150 170 90
E R 0 -1 150 80 100 -50
R E 0 1 80 190 160 80
E D -1 0 190 110 130 -60
D Space -2 -1 110 80 240 130
Space T 3 -1 80 80 250 170
T O 0 -4 80 110 110 30
O Space -3 5 110 70 140 30
Space H 2 -2 70 90 140 70
H E 1 3 90 70 140 50
E L -1 -6 70 130 160 90
L P 1 -1 130 150 100 -30
P Space -3 6 150 60 120 -30
Space M 1 -3 60 110 170 110
M E 2 4 110 110 100 -10
E Space -3 -1 110 100 120 10
Space T 3 -1 100 80 150 50
T O 0 -4 80 100 90 10
O Space -3 5 100 70 160 60
Space M 1 -3 70 100 140 70
M A 1 6 100 110 140 40
A K 0 -7 110 90 100 -10
K E 1 5 90 90 130 40
E Space -3 -1 90 70 130 40
Space T 3 -1 70 70 450 380
T H -1 -1 70 70 100 30
H E 1 3 70 70 140 70
E B -2 -2 70 100 260 190
B Back 3 -8 100 100 490 390
Back Space -4 9 100 100 180 80
Space B 1 -1 100 128 570 470
B I 2 -3 128 92 60 -68
I G -1 3 92 72 40 -52
G Space -2 1 72 92 172 100
Space C 1 1 92 100 212 120
C H 1 -3 100 110 130 30
H O 1 -3 110 200 100 -10
O I 0 1 200 10 210 10
I C -2 5 10 140 150 140
C E 2 0 140 120 150 10
E S -1 1 120 90 260 140
S Space -2 -2 90 92 160 70
Space I 3 -4 92 90 652 560
I N -2 2 90 130 60 -30
N Space -1 2 130 60 190 60
Space L 2 -5 60 60 100 40
L I 1 1 60 80 180 120
I F -1 4 80 112 70 -10
F E 1 1 112 101 81 -31
E OemPeriod -2 -6 101 70 611 510
OemPeriod Space -1 5 70 60 350 280
Space LShiftKey 1 4 60 140 182 122
LShiftKey B 0 -5 140 40 110 -30
B E 2 2 40 80 200 160
E C -2 0 80 150 190 110
C A 1 2 150 130 120 -30
A U 1 -6 130 80 170 40
U S -1 5 80 90 60 -20
S E 1 -1 90 100 230 140
E Space -3 -1 100 50 110 10
Space A 2 3 50 120 152 102
A L 0 -8 120 92 110 -10
L M -1 2 92 90 172 80
M O 2 -2 90 122 140 50
O S -1 7 122 100 142 20
S T 1 -3 100 70 250 150
T Space -3 1 70 142 120 50
Space E 3 1 142 110 472 330
E V -2 -1 110 70 130 20
V E 2 1 70 152 90 20
E R 0 -1 152 102 80 -72
R Y 0 -2 102 70 122 20
Y T 0 1 70 60 150 80
T H -1 -1 60 100 80 20
H I 1 -2 100 150 90 -10
I N -2 2 150 110 130 -20
N G 1 1 110 40 120 10
G OemMinus 2 -6 40 80 860 820
OemMinus Space -4 7 80 80 360 280
Space A 2 3 80 100 270 190
A L 0 -8 100 57 220 120
L L 0 0 57 60 132 75
L Space -2 5 60 70 160 100
Space E 3 1 70 80 460 390
E X -2 1 80 90 710 630
X T 2 -3 90 80 320 230
T E 0 2 80 180 120 40
E R 0 -1 180 100 100 -80
