D9 D6 0 3 0 62 375 375
O V -2 5 63 125 47 -16
V E 2 1 125 203 109 -16
E F -1 -1 203 63 156 -47
F Space -2 0 63 31 94 31
Space Back 4 -9 31 31 1014 983
Back Back 0 0 31 47 109 78
Back D -2 10 47 78 343 296
D T 1 -2 78 0 16411 16333
T O 0 -4 0 62 16 16
O Space -3 5 62 62 156 94
Space D 2 1 62 78 109 47
D O 1 -6 78 78 94 16
O Space -3 5 78 62 156 78
Space W 3 2 62 78 156 94
W A -1 1 78 62 109 31
A Back 2 -12 62 733 1903 1841
Back Back 0 0 733 94 733 0
Back Back 0 0 94 78 156 62
Back Back 0 0 78 62 141 63
Back D -2 10 62 94 842 780
D Space -2 -1 94 63 109 15
Space T 3 -1 63 94 125 62
T O 0 -4 94 78 109 15
O Space -3 5 78 62 172 94
Space D 2 1 62 78 156 94
D O 1 -6 78 63 62 -16
O Space -3 5 63 63 156 93
Space E 3 1 63 171 219 156
E A -1 2 171 140 125 -46
A R 1 -3 140 93 109 -31
R K -1 -4 93 16 218 125
K Back 2 -5 16 62 1186 1170
Back L -2 4 62 62 359 297
L Y 1 3 62 63 93 31
Y Space -3 2 63 62 125 62
Space I 3 -4 62 109 1123 1061
I N -2 2 109 78 141 32
N Space -1 2 78 63 171 93
Space L 2 -5 63 63 187 124
L I 1 1 63 78 125 62
I F -1 4 78 125 203 125
F E 1 1 125 31 94 -31
E OemPeriod -2 -6 31 63 1918 1887
OemPeriod Space -1 5 63 63 234 171
Space LShiftKey 1 4 63 265 874 811
LShiftKey W 2 -2 265 63 187 -78
W O 0 -7 63 63 187 124
O X -2 7 63 47 234 171
X Back 3 -11 47 78 765 718
Back Z -3 12 78 78 125 47
Z Space -1 -3 78 78 421 343
Space A 2 3 78 141 140 62
A N -1 -5 141 62 125 -16
N D 1 3 62 94 109 47
D Space -2 -1 94 78 63 -31
Space LShiftKey 1 4 78 141 171 93
LShiftKey I 2 -8 141 62 94 -47
I Space -3 4 62 78 156 94
Space S 2 2 78 94 93 15
S T 1 -3 94 94 203 109
T A -1 4 94 125 156 62
A R 1 -3 125 109 78 -47
R T 0 -1 109 94 203 94
T E 0 2 94 172 78 -16
E R 0 -1 172 47 109 -63
R D -1 1 47 78 1030 983
D Space -2 -1 78 78 109 31
Space Back 4 -9 78 62 749 671
Back Back 0 0 62 94 109 47
Back D -2 10 94 78 125 31
D Space -2 -1 78 78 6396 6318
Space LShiftKey 1 4 78 250 343 265
LShiftKey A 1 -1 250 78 203 -47
A P 1 -9 78 62 156 78
P P 0 0 62 63 109 47
P L -1 1 63 63 156 93
L O 1 0 63 62 141 78
O I 0 1 62 31 15 -47
I E 0 5 31 46 141 110
E Back 1 -10 46 31 1014 968
Back Back 0 0 31 63 93 62
Back Back 0 0 63 15 141 78
Back E -1 10 15 62 577 562
E Left -3 -8 62 624 1107 1045
Left Left 0 0 624 78 1046 422
Left Back 4 -2 78 78 655 577
Back Back 0 0 78 78 140 62
Back D -2 10 78 78 999 921
D Right -2 -10 78 577 795 717
Right Right 0 0 577 47 702 125
Right Right 0 0 47 62 359 312
Right Space 0 9 62 78 1342 1280
Space I 3 -4 78 125 218 140
I N -2 2 125 93 94 -31
N Space -1 2 93 31 187 94
Space M 1 -3 31 78 109 78
M Y 2 1 78 93 125 47
Y Space -3 2 93 62 125 32
Space P 3 -6 62 62 234 172
P O 0 1 62 31 15 -47
O A -1 8 31 125 94 63
A Back 2 -12 125 47 1107 982
Back Back 0 0 47 47 125 78
Back A -2 12 47 109 141 94
A R 1 -3 109 125 577 468
R E 0 1 125 78 78 -47
E N -2 -3 78 63 171 93
N T 2 1 63 63 156 93
T Oem7 -1 -6 63 46 500 437
Oem7 S 0 9 46 62 62 16
S Space -2 -2 62 78 156 94
Space G 2 -1 78 78 1466 1388
G A 0 4 78 125 78 0
A R 1 -3 125 31 406 281
R A -1 3 31 63 218 187
A G 0 -4 63 109 141 78
G E 1 2 109 62 156 47
E Space -3 -1 62 94 1045 983
Space W 3 2 94 78 156 62
W H -1 -4 78 78 109 31
H E 1 3 78 62 406 328
E N -2 -3 62 62 109 47
N Space -1 2 62 63 140 78
Space LShiftKey 1 4 63 172 203 140
LShiftKey I 2 -8 172 94 78 -94
I Space -3 4 94 62 219 125
Space W 3 2 62 63 1497 1435
W A -1 1 63 156 109 46
A S 0 -1 156 109 63 -93
S Space -2 -2 109 78 171 62
Space D3 4 1 78 31 406 328
D3 D0 0 -7 31 62 94 63
D0 Back 0 -3 62 47 1154 1092
Back Back 0 0 47 62 94 47
Back D2 0 11 62 63 202 140
D2 D0 0 -8 63 62 188 125
D0 OemPeriod -3 1 62 78 1716 1654
OemPeriod Space -1 5 78 78 171 93
Space LShiftKey 1 4 78 218 94 16
LShiftKey W 2 -2 218 125 156 -62
W E 0 -1 125 78 187 62
E Space -3 -1 78 62 125 47
Space W 3 2 62 93 156 94
W O 0 -7 93 78 187 94
O R 0 5 78 63 1310 1232
R K -1 -4 63 78 281 218
K E 1 5 78 141 109 31
E D -1 0 141 109 63 -78
D Space -2 -1 109 62 156 47
Space H 2 -2 62 63 1419 1357
H A 0 5 63 141 78 15
A R 1 -3 141 78 110 -31
R D -1 1 78 94 171 93
D Oemcomma -1 -5 94 78 484 390
Oemcomma Space -1 4 78 78 234 156
Space A 2 3 78 93 827 749
A N -1 -5 93 62 156 63
N D 1 3 62 78 93 31
D Space -2 -1 78 62 94 16
Space I 3 -4 62 125 171 109
I N -2 2 125 63 125 0
N Space -1 2 63 46 219 156
Space D1 4 3 46 62 343 297
D1 D0 0 -9 62 63 296 234
D0 Space -4 6 63 62 250 187
Space Y 3 -2 62 78 187 125
Y E 0 3 78 234 31 -47
E A -1 2 234 125 125 -109
A R 1 -3 125 109 78 -47
R S -1 2 109 63 140 31
S Space -2 -2 63 62 2996 2933
Space LShiftKey 1 4 62 156 109 47
LShiftKey A 1 -1 156 93 78 -78
A P 1 -9 93 47 187 94
P P 0 0 47 47 125 78
P L -1 1 47 63 140 93
L E 1 6 63 47 234 171
E Space -3 -1 47 62 141 94
Space H 2 -2 62 78 920 858
H A 0 5 78 124 94 16
A D 0 -2 124 94 93 -31
D Space -2 -1 94 63 109 15
Space G 2 -1 63 78 297 234
G R 1 1 78 78 187 109
R O 0 -5 78 78 140 62
O W 0 7 78 62 219 141
W N -2 -4 62 63 140 78
N Space -1 2 63 78 141 78
Space F 2 0 78 93 1201 1123
F R 1 0 93 78 78 -15
R O 0 -5 78 78 187 109
O M -2 2 78 78 125 47
M Space -1 3 78 47 187 109
Space J 2 -3 47 62 406 359
J U 1 0 62 78 124 62
U S -1 5 78 62 110 32
S T 1 -3 62 47 124 62
T Space -3 1 47 78 125 78
Space T 3 -1 78 63 1825 1747
T W 0 3 63 46 3152 3089
W O 0 -7 46 62 78 32
O Back 1 -4 62 62 2449 2387
Back Back 0 0 62 93 125 63
Back Back 0 0 93 46 156 63
Back T -1 8 46 93 546 500
T H -1 -1 93 62 109 16
H Space -2 2 62 63 171 109
Space Back 4 -9 63 63 1092 1029
Back E -1 10 63 78 110 47
E Space -3 -1 78 78 187 109
Space T 3 -1 78 62 109 31
T W 0 3 62 62 156 94
W O 0 -7 62 46 94 32
O Space -3 5 46 62 156 110
Space O 3 -5 62 63 171 109
O F -1 5 63 94 109 46
F Space -2 0 94 62 94 0
Space U 3 -3 62 47 1217 1155
U S -1 5 47 62 156 109
S Space -2 -2 62 62 78 16
Space I 3 -4 62 78 187 125
I N -2 2 78 62 94 16
N Space -1 2 62 46 156 94
Space A 2 3 46 63 124 78
A Space -2 -3 63 78 47 -16
Space G 2 -1 78 94 546 468
G A 0 4 94 125 109 15
A T 1 -4 125 47 125 0
T Back 1 -8 47 78 1155 1108
Back R -1 9 78 78 93 15
R A -1 3 78 93 63 -15
A G 0 -4 93 156 202 109
G E 1 2 156 78 110 -46
E Space -3 -1 78 78 1560 1482
Space I 3 -4 78 94 280 202
I N -2 2 94 78 110 16
N T 2 1 78 78 234 156
T O 0 -4 78 63 93 15
O Space -3 5 63 78 141 78
Space A 2 3 78 78 140 62
A Space -2 -3 78 46 94 16
Space LShiftKey 1 4 46 421 3837 3791
LShiftKey D4 3 -4 421 63 312 -109
D4 D2 0 2 63 62 250 187
D2 Space -4 -2 62 78 1965 1903
Space B 1 -1 78 78 344 266
B I 2 -3 78 78 187 109
I L -1 -1 78 31 203 125
L L 0 0 31 47 93 62
L I 1 1 47 62 141 94
I O 0 -1 62 78 140 78
O N -2 3 78 62 156 78
N Space -1 2 62 62 172 110
Space C 1 1 62 63 1185 1123
C O 2 -6 63 47 78 15
O M -2 2 47 78 125 78
M O 2 -2 78 47 203 125
O P 0 -1 47 62 0 -47
P A -1 9 62 78 109 47
A N -1 -5 78 31 172 94
N Back 3 -7 31 47 1372 1341
Back Back 0 0 47 63 125 78
Back Back 0 0 63 78 125 62
Back Back 0 0 78 63 140 62
Back P -1 3 63 63 1092 1029
P A -1 9 63 63 858 795
A N -1 -5 63 63 78 15
N Y 2 0 63 47 172 109
Y Space -3 2 47 78 156 109
Space W 3 2 78 62 1685 1607
W I 0 -6 62 78 109 47
I T 0 3 78 94 156 78
T H -1 -1 94 47 78 -16
H Space -2 2 47 63 140 93
Space O 3 -5 63 46 188 125
O V -2 5 46 78 1014 968
V E 2 1 78 187 140 62
E R 0 -1 187 63 499 312
R Space -3 0 63 78 1669 1606
Space D4 4 0 78 47 546 468
D4 Oemcomma -3 -4 47 62 297 250
Oemcomma D0 3 -2 62 63 249 187
D0 D0 0 0 63 63 125 62
D0 D0 0 0 63 78 109 46
D0 Space -4 6 78 78 406 328
Space E 3 1 78 63 374 296
E M -2 -4 63 78 141 78
M P 2 -3 78 31 203 125
P L -1 1 31 47 171 140
L O 1 0 47 47 156 109
O Y 0 3 47 78 265 218
Y E 0 3 78 63 125 47
E E 0 0 63 78 156 93
E S -1 1 78 93 172 94
S OemPeriod -1 -7 93 62 1123 1030
OemPeriod Space -1 5 62 62 172 110
Space LShiftKey 1 4 62 172 93 31
LShiftKey W 2 -2 172 156 109 -63
W E 0 -1 156 94 125 -31
E Space -3 -1 94 78 156 62
Space H 2 -2 78 63 1357 1279
H A 0 5 63 109 110 47
A D 0 -2 109 109 62 -47
D Space -2 -1 109 47 1248 1139
Space J 2 -3 47 78 234 187
J U 1 0 78 62 172 94
U S -1 5 62 63 124 62
S T 1 -3 63 78 125 62
T Space -3 1 78 78 187 109
Space R 3 0 78 93 734 656
R E 0 1 93 109 62 -31
E L -1 -6 109 78 374 265
L E 1 6 78 78 141 63
E A -1 2 78 93 125 47
A S 0 -1 93 94 140 47
S E 1 -1 94 172 187 93
E D -1 0 172 93 141 -31
D Space -2 -1 93 62 187 94
Space O 3 -5 62 47 1794 1732
O U 0 2 47 47 156 109
U R 0 3 47 78 109 62
R Space -3 0 78 63 109 31
Space F 2 0 63 78 156 93
F I 1 -4 78 47 78 0
I N -2 2 47 78 109 62
N E 2 3 78 78 94 16
E S -1 1 78 62 156 78
S T 1 -3 62 78 125 63
T Space -3 1 78 78 125 47
Space C 1 1 78 62 764 686
C R 2 -1 62 125 187 125
R E 0 1 125 78 109 -16
E A -1 2 78 109 125 47
A T 1 -4 109 94 125 16
T I 0 -3 94 63 218 124
I O 0 -1 63 47 141 78
O N -2 3 47 63 93 46
N Space -1 2 63 63 2574 2511
Space OemMinus 4 -7 63 47 78 15
OemMinus Space -4 7 47 62 219 172
Space T 3 -1 62 78 140 78
T H -1 -1 78 62 63 -15
H E 1 3 62 47 109 47
E Space -3 -1 47 78 31 -16
Space LShiftKey 1 4 78 156 811 733
LShiftKey M 0 -7 156 78 141 -15
M A 1 6 78 110 124 46
A C -1 -2 110 78 234 124
C I 2 -5 78 63 624 546
I N -2 2 63 78 125 62
N R 2 2 78 0 1513 1435
R O 0 -5 0 63 78 78
O Back 1 -4 63 31 1529 1466
Back Back 0 0 31 62 94 63
Back T -1 8 62 93 827 765
T O 0 -4 93 63 124 31
O S -1 7 63 78 188 125
S H 0 -4 78 93 187 109
H OemMinus 2 -5 93 47 1638 1545
OemMinus Space -4 7 47 63 374 327
Space A 2 3 63 47 125 62
A Space -2 -3 47 62 63 16
Space Back 4 -9 62 47 2090 2028
Back Back 0 0 47 62 125 78
Back Back 0 0 62 62 125 63
Back Back 0 0 62 62 1170 1108
Back Space -4 9 62 63 405 343
Space OemMinus 4 -7 63 46 609 546
OemMinus Space -4 7 46 62 187 141
Space A 2 3 62 63 140 78
A Space -2 -3 63 62 47 -16
Space Y 3 -2 62 62 4103 4041
Y E 0 3 62 124 125 63
E A -1 2 124 156 93 -31
A R 1 -3 156 110 109 -47
R Space -3 0 110 62 110 0
Space E 3 1 62 63 249 187
E A -1 2 63 125 125 62
A R 1 -3 125 94 109 -16
R L -1 -5 94 46 219 125
L I 1 1 46 78 124 78
I E 0 5 78 110 78 0
E R 0 -1 110 78 63 -47
R Space -3 0 78 93 125 47
Space Back 4 -9 93 62 1903 1810
Back Oemcomma -3 5 62 62 312 250
Oemcomma Space -1 4 62 62 125 63
Space A 2 3 62 94 93 31
A N -1 -5 94 47 109 15
N D 1 3 47 94 78 31
D Space -2 -1 94 78 47 -47
Space LShiftKey 1 4 78 141 889 811
LShiftKey I 2 -8 141 62 94 -47
I Space -3 4 62 78 156 94
Space H 2 -2 78 94 156 78
H A 0 5 94 156 140 46
A D 0 -2 156 109 110 -46
D Space -2 -1 109 94 202 93
Space J 2 -3 94 31 1217 1123
J U 1 0 31 63 109 78
U S -1 5 63 63 78 15
S T 1 -3 63 62 141 78
T Space -3 1 62 47 93 31
Space T 3 -1 47 78 125 78
T U 0 -2 78 47 203 125
U R 0 3 47 78 140 93
R N -2 -2 78 62 110 32
N E 2 3 62 140 109 47
E D -1 0 140 93 78 -62
D Space -2 -1 93 78 125 32
Space D3 4 1 78 62 577 499
D3 D0 0 -7 62 94 218 156
D0 OemPeriod -3 1 94 47 2200 2106
OemPeriod Space -1 5 47 63 171 124
Space LShiftKey 1 4 63 125 94 31
LShiftKey A 1 -1 125 141 62 -63
A N -1 -5 141 62 375 234
N D 1 3 62 78 93 31
D Space -2 -1 78 62 94 16
Space LShiftKey 1 4 62 109 359 297
LShiftKey I 2 -8 109 47 109 0
I Space -3 4 47 78 125 78
Space G 2 -1 78 78 561 483
G O 1 -4 78 47 94 16
O T 0 4 47 78 94 47
T Space -3 1 78 63 93 15
Space F 2 0 63 78 187 124
F I 1 -4 78 78 94 16
I R 0 4 78 124 94 16
R E 0 1 124 63 93 -31
E D -1 0 63 78 156 93
D OemPeriod -1 -6 78 47 1841 1763
OemPeriod Space -1 5 47 62 156 109
Space LShiftKey 1 4 62 156 109 47
LShiftKey H 1 -6 156 78 94 -62
H O 1 -3 78 47 156 78
O W 0 7 47 62 359 312
W Space -3 -2 62 63 171 109
Space C 1 1 63 125 1825 1762
C A 1 2 125 93 63 -62
A N -1 -5 93 62 125 32
N Space -1 2 62 47 171 109
Space Y 3 -2 47 93 297 250
Y O 0 -3 93 94 124 31
O U 0 2 94 109 47 -47
U Space -3 3 109 63 234 125
Space G 2 -1 63 109 63 0
G E 1 2 109 156 93 -16
E T 0 -2 156 94 125 -31
T Space -3 1 94 62 156 62
Space F 2 0 62 78 874 812
F I 1 -4 78 93 156 78
I R 0 4 93 93 78 -15
R E 0 1 93 93 78 -15
E D -1 0 93 78 140 47
D Space -2 -1 78 78 764 686
Space F 2 0 78 141 234 156
F R 1 0 141 94 78 -63
R O 0 -5 94 62 219 125
O M -2 2 62 94 93 31
M Space -1 3 94 62 188 94
Space A 2 3 62 94 93 31
A Space -2 -3 94 47 109 15
Space C 1 1 47 93 141 94
C O 2 -6 93 47 109 16
O M -2 2 47 63 109 62
M P 2 -3 63 47 156 93
P P 0 0 47 62 328 281
P Back 1 -3 62 78 1014 952
Back A -2 12 78 31 203 125
A Y 1 -5 31 62 312 281
Y Oemplus 1 -6 62 63 748 686
Oemplus Back 0 -1 63 78 656 593
Back Back 0 0 78 63 124 46
Back N -3 7 63 63 2106 2043
N Y 2 0 63 63 156 93
Y Space -3 2 63 93 921 858
Space Y 3 -2 93 78 374 281
Y O 0 -3 78 125 94 16
O U 0 2 125 78 93 -32
U Space -3 3 78 78 312 234
Space S 2 2 78 93 1077 999
S T 1 -3 93 62 203 110
T A -1 4 62 141 93 31
A R 1 -3 141 109 94 -47
R T 0 -1 109 109 187 78
T E 0 2 109 234 78 -31
E D -1 0 234 78 250 16
D RShiftKey -1 -8 78 156 1216 1138
RShiftKey OemQuestion 0 1 156 62 94 -62
OemQuestion Space -1 6 62 47 2652 2590
Space LShiftKey 1 4 47 156 125 78
LShiftKey W 2 -2 156 140 109 -47
W E 0 -1 140 94 62 -78
E L -1 -6 94 62 999 905
L L 0 0 62 47 109 47
L Oemcomma -1 1 47 63 655 608
Oemcomma Space -1 4 63 78 156 93
Space A 2 3 78 78 1155 1077
A S 0 -1 78 109 15 -63
S Space -2 -2 109 63 187 78
Space LShiftKey 1 4 63 172 125 62
LShiftKey A 1 -1 172 93 94 -78
A P 1 -9 93 47 156 63
P P 0 0 47 47 109 62
P L -1 1 47 63 140 93
L E 1 6 63 94 328 265
E Space -3 -1 94 47 203 109
Space G 2 -1 47 47 2012 1965
G R 1 1 47 109 359 312
R E 0 1 109 93 94 -15
E Q 0 2 93 78 249 156
Q Back 1 -12 78 62 1217 1139
Back W -1 11 62 62 94 32
W Space -3 -2 62 93 1825 1763
Space W 3 2 93 94 343 250
W E 0 -1 94 109 47 -47
E Space -3 -1 109 94 140 31
Space H 2 -2 94 78 999 905
H I 1 -2 78 62 140 62
I R 0 4 62 78 94 32
R E 0 1 78 172 62 -16
E D -1 0 172 125 109 -63
D Space -2 -1 125 62 2169 2044
Space S 2 2 62 78 249 187
S O 1 -7 78 62 94 16
O M -2 2 62 78 125 63
M E 2 4 78 78 109 31
E O 0 -6 78 78 109 31
O N -2 3 78 78 140 62
N E 2 3 78 62 94 16
E Space -3 -1 62 63 1856 1794
Space W 3 2 63 78 156 93
W H -1 -4 78 62 172 94
H O 1 -3 62 31 156 94
O Space -3 5 31 78 920 889
Space T 3 -1 78 78 328 250
T H -1 -1 78 46 94 16
H O 1 -3 46 62 140 94
O I 0 1 62 47 125 63
I U 0 1 47 31 31 -16
U G -1 2 31 93 125 94
G H 0 -1 93 47 109 16
H T 1 1 47 78 109 62
T Back 1 -8 78 46 1155 1077
Back Back 0 0 46 62 109 63
Back Back 0 0 62 63 140 78
Back Back 0 0 63 78 141 78
Back Back 0 0 78 94 124 46
Back U -1 6 94 78 624 530
U G -1 2 78 78 110 32
G H 0 -1 78 63 124 46
H T 1 1 63 78 63 0
T Space -3 1 78 15 156 78
Space Back 4 -9 15 827 4196 4181
Back Back 0 0 827 62 921 94
Back O -1 4 62 62 967 905
O Space -3 5 62 78 187 125
Space I 3 -4 78 62 172 94
I Back 1 -5 62 63 826 764
Back LShiftKey -3 13 63 172 156 93
LShiftKey I 2 -8 172 63 203 31
I Space -3 4 63 78 156 93
Space T 3 -1 78 78 219 141
T H -1 -1 78 47 93 15
H O 1 -3 47 47 187 140
O U 0 2 47 62 172 125
U G -1 2 62 78 125 63
G H 0 -1 78 46 125 47
H T 1 1 46 63 93 47
T Space -3 1 63 78 109 46
Space W 3 2 78 63 1014 936
W A -1 1 63 140 172 109
A S 0 -1 140 110 62 -78
S Space -2 -2 110 78 141 31
Space V 1 0 78 78 390 312
V E 2 1 78 125 156 78
E R 0 -1 125 125 62 -63
R Y 0 -2 125 62 125 0
Y Space -3 2 62 78 172 110
Space T 3 -1 78 93 109 31
T A -1 4 93 94 109 16
A L 0 -8 94 63 187 93
L E 1 6 63 62 219 156
E N -2 -3 62 78 171 109
N T 2 1 78 78 156 78
T E 0 2 78 156 109 31
E D -1 0 156 109 110 -46
D Space -2 -1 109 62 998 889
Space T 3 -1 62 78 234 172
T O 0 -4 78 47 140 62
O Space -3 5 47 78 156 109
Space R 3 0 78 94 125 47
R U 0 -3 94 63 109 15
U N -2 1 63 94 125 62
N Space -1 2 94 62 172 78
Space A 2 3 62 78 156 94
A Space -2 -3 78 78 93 15
Space C 1 1 78 78 250 172
C O 2 -6 78 47 187 109
O M -2 2 47 94 109 62
M P 2 -3 94 62 219 125
P A -1 9 62 62 125 63
A N -1 -5 62 78 109 47
N Y 2 0 78 47 187 109
Y Back 1 -7 47 32 5210 5163
Back LShiftKey -3 13 32 188 156 124
LShiftKey I 2 -8 188 63 156 -32
I Back 1 -5 63 47 7566 7503
Back T -1 8 47 93 266 219
T H -1 -1 93 63 124 31
H E 1 3 63 47 78 15
E Space -3 -1 47 46 110 63
Space Back 4 -9 46 62 1045 999
Back Right -4 0 62 702 452 390
Right Space 0 9 702 78 2855 2153
Space W 3 2 78 78 109 31
W I 0 -6 78 62 172 94
I T 0 3 62 78 140 78
T H -1 -1 78 46 1311 1233
H Space -2 2 46 62 140 94
Space M 1 -3 62 63 140 78
M E 2 4 63 62 94 31
E Oemcomma -2 -5 62 62 1997 1935
Oemcomma Space -1 4 62 62 125 63
Space A 2 3 62 109 78 16
A N -1 -5 109 78 124 15
N D 1 3 78 78 78 0
D Space -2 -1 78 47 94 16
Space F 2 0 47 109 125 78
F O 1 -5 109 62 109 0
O R 0 5 62 78 78 16
R Space -3 0 78 63 109 31
Space T 3 -1 63 62 1763 1700
T H -1 -1 62 78 109 47
H E 1 3 78 78 109 31
E Space -3 -1 78 78 141 63
Space F 2 0 78 78 483 405
F I 1 -4 78 62 94 16
I R 0 4 62 47 109 47
R S -1 2 47 63 858 811
S T 1 -3 63 62 172 109
T Space -3 1 62 78 94 32
Space Y 3 -2 78 62 546 468
Y E 0 3 62 218 78 16
E A -1 2 218 109 109 -109
A R 1 -3 109 109 47 -62
R Space -3 0 109 78 967 858
Space O 3 -5 78 63 483 405
O R 0 5 63 78 110 47
R Space -3 0 78 78 109 31
Space S 2 2 78 62 125 47
S O 1 -7 62 63 93 31
O Space -3 5 63 94 187 124
Space T 3 -1 94 94 827 733
T H -1 -1 94 62 125 31
H I 1 -2 62 78 140 78
I N -2 2 78 78 110 32
N G 1 1 78 62 109 31
G S 0 3 62 62 109 47
S Space -2 -2 62 63 140 78
Space W 3 2 63 125 203 140
W E 0 -1 125 93 94 -31
E N -2 -3 93 63 218 125
N T 2 1 63 78 141 78
T Space -3 1 78 63 124 46
Space V 1 0 63 78 1342 1279
V E 2 1 78 140 172 94
E R 0 -1 140 109 62 -78
R Y 0 -2 109 63 140 31
Y Space -3 2 63 78 141 78
Space W 3 2 78 109 140 62
W E 0 -1 109 109 63 -46
E L -1 -6 109 62 218 109
L L 0 0 62 47 125 63
L OemPeriod -1 0 47 78 249 202
OemPeriod Space -1 5 78 63 983 905
Space LShiftKey 1 4 63 172 187 124
LShiftKey B 0 -5 172 78 110 -62
B U 2 -2 78 62 140 62
U T 0 2 62 93 94 32
T Space -3 1 93 47 140 47
Space T 3 -1 47 78 78 31
T H -1 -1 78 46 94 16
H E 1 3 46 78 46 0
E N -2 -3 78 78 172 94
N Space -1 2 78 62 203 125
Space O 3 -5 62 78 390 328
O U 0 2 78 78 187 109
U R 0 3 78 62 156 78
R Space -3 0 62 62 94 32
Space V 1 0 62 78 1107 1045
V I 2 -4 78 62 94 16
I S -1 6 62 94 109 47
S I 1 -6 94 47 78 -16
I O 0 -1 47 47 125 78
O N -2 3 47 62 125 78
N S 1 4 62 78 109 47
S Space -2 -2 78 62 655 577
Space O 3 -5 62 78 218 156
O F -1 5 78 109 94 16
F Space -2 0 109 63 109 0
Space T 3 -1 63 93 94 31
