D9 D6 0 3 0 125 436 436
Space L 2 -5 156 234 406 250
L I 1 1 234 125 109 -125
I F -1 4 125 171 141 16
F E 1 1 171 156 171 0
E OemPeriod -2 -6 156 125 811 655
OemPeriod Space -1 5 125 125 141 16
Space LShiftKey 1 4 125 577 234 109
LShiftKey W 2 -2 577 156 405 -172
W O 0 -7 156 110 312 156
O Z -2 8 110 156 172 62
Z Space -1 -3 156 125 140 -16
Space A 2 3 125 140 297 172
A N -1 -5 140 140 156 16
N D 1 3 140 125 156 16
D Space -2 -1 125 156 93 -32
Space LShiftKey 1 4 156 234 390 234
LShiftKey I 2 -8 234 140 141 -93
I Space -3 4 140 172 187 47
Space S 2 2 172 141 296 124
S T 1 -3 141 125 219 78
T A -1 4 125 187 156 31
A R 1 -3 187 109 109 -78
R T 0 -1 109 171 328 219
T E 0 2 171 124 156 -15
E D -1 0 124 172 140 16
D Space -2 -1 172 156 140 -32
Space LShiftKey 1 4 156 234 375 219
LShiftKey A 1 -1 234 125 156 -78
A P 1 -9 125 109 234 109
P P 0 0 109 78 187 78
P L -1 1 78 156 203 125
L E 1 6 156 156 171 15
E Space -3 -1 156 172 94 -62
Space I 3 -4 172 172 499 327
I N -2 2 172 141 187 15
N Space -1 2 141 156 125 -16
Space M 1 -3 156 141 312 156
M Y 2 1 141 187 219 78
Y Space -3 2 187 125 171 -16
Space P 3 -6 125 141 312 187
P A -1 9 141 187 125 -16
A R 1 -3 187 203 109 -78
R E 0 1 203 187 156 -47
E N -2 -3 187 171 172 -15
N T 2 1 171 156 171 0
T S -1 3 156 234 125 -31
S Oem7 0 -9 234 125 874 640
Oem7 Space -2 7 125 125 140 15
Space G 2 -1 125 172 437 312
G A 0 4 172 219 109 -63
A R 1 -3 219 156 187 -32
R A -1 3 156 156 1217 1061
A G 0 -4 156 187 141 -15
G E 1 2 187 172 124 -63
E Space -3 -1 172 156 141 -31
Space W 3 2 156 156 1107 951
W H -1 -4 156 140 172 16
H E 1 3 140 187 156 16
E N -2 -3 187 172 156 -31
N Space -1 2 172 187 156 -16
Space LShiftKey 1 4 187 280 250 63
LShiftKey I 2 -8 280 78 187 -93
I Space -3 4 78 124 203 125
Space W 3 2 124 141 483 359
W A -1 1 141 249 141 0
A S 0 -1 249 202 78 -171
S Space -2 -2 202 141 171 -31
Space D2 4 2 141 172 905 764
D2 D0 0 -8 172 109 156 -16
D0 OemPeriod -3 1 109 110 452 343
OemPeriod Space -1 5 110 125 156 46
Space LShiftKey 1 4 125 296 453 328
LShiftKey W 2 -2 296 141 218 -78
W E 0 -1 141 171 562 421
E Space -3 -1 171 156 140 -31
Space W 3 2 156 156 297 141
W O 0 -7 156 156 124 -32
O R 0 5 156 124 188 32
R K -1 -4 124 172 202 78
K E 1 5 172 109 203 31
E D -1 0 109 156 187 78
D Space -2 -1 156 171 110 -46
Space H 2 -2 171 124 546 375
H A 0 5 124 312 93 -31
A R 1 -3 312 141 499 187
R D -1 1 141 171 188 47
D Oemcomma -1 -5 171 125 592 421
Oemcomma Space -1 4 125 124 110 -15
Space A 2 3 124 171 499 375
A N -1 -5 171 109 125 -46
N D 1 3 109 156 140 31
D Space -2 -1 156 156 94 -62
Space I 3 -4 156 140 234 78
I N -2 2 140 156 171 31
N Space -1 2 156 125 109 -47
Space D1 4 3 125 171 609 484
D1 D0 0 -9 171 109 203 32
D0 Space -4 6 109 109 140 31
Space Y 3 -2 109 141 421 312
Y E 0 3 141 172 125 -16
E A -1 2 172 234 140 -32
A R 1 -3 234 187 172 -62
R S -1 2 187 156 156 -31
S Space -2 -2 156 125 265 109
Space LShiftKey 1 4 125 219 499 374
LShiftKey A 1 -1 219 140 141 -78
A P 1 -9 140 78 234 94
P P 0 0 78 110 171 93
P L -1 1 110 156 234 124
L E 1 6 156 187 125 -31
E Space -3 -1 187 156 125 -62
Space H 2 -2 156 125 359 203
H A 0 5 125 187 140 15
A D 0 -2 187 219 343 156
D Space -2 -1 219 125 156 -63
Space G 2 -1 125 125 375 250
G R 1 1 125 141 249 124
R O 0 -5 141 156 188 47
O W 0 7 156 156 343 187
W N -2 -4 156 110 171 15
N Space -1 2 110 140 172 62
Space F 2 0 140 110 608 468
F R 1 0 110 125 203 93
R O 0 -5 125 156 94 -31
O M -2 2 156 156 156 0
M Space -1 3 156 125 109 -47
Space J 2 -3 125 141 530 405
J U 1 0 141 93 266 125
U S -1 5 93 172 140 47
S T 1 -3 172 156 218 46
T Space -3 1 156 109 110 -46
Space T 3 -1 109 156 265 156
T H -1 -1 156 125 93 -63
H E 1 3 125 125 156 31
E Space -3 -1 125 187 47 -78
Space T 3 -1 187 124 375 188
T W 0 3 124 140 140 16
W O 0 -7 140 140 172 32
O Space -3 5 140 141 171 31
Space O 3 -5 141 140 297 156
O F -1 5 140 202 156 16
F Space -2 0 202 141 124 -78
Space U 3 -3 141 156 749 608
U S -1 5 156 171 141 -15
S Space -2 -2 171 109 608 437
Space I 3 -4 109 124 250 141
I A -1 7 124 109 452 328
A Back 2 -12 109 171 1061 952
Back N -3 7 171 171 468 297
N Space -1 2 171 156 187 16
Space A 2 3 156 140 1248 1092
A Space -2 -3 140 140 94 -46
Space G 2 -1 140 156 2371 2231
G A 0 4 156 203 109 -47
A R 1 -3 203 171 172 -31
R A -1 3 171 188 124 -47
A G 0 -4 188 156 234 46
G E 1 2 156 219 125 -31
E Space -3 -1 219 187 125 -94
Space I 3 -4 187 140 515 328
I N -2 2 140 187 78 -62
N Space -1 2 187 202 281 94
Space Back 4 -9 202 219 1575 1373
Back T -1 8 219 141 499 280
T O 0 -4 141 141 125 -16
O Space -3 5 141 94 203 62
Space A 2 3 94 171 874 780
A Space -2 -3 171 172 93 -78
Space LShiftKey 1 4 172 608 1108 936
LShiftKey D4 3 -4 608 141 452 -156
D4 D2 0 2 141 171 531 390
D2 Space -4 -2 171 125 936 765
Space B 1 -1 125 141 873 748
B I 2 -3 141 140 172 31
I L -1 -1 140 124 250 110
L L 0 0 124 125 202 78
L O 1 0 125 141 203 78
O N -2 3 141 172 811 670
N Space -1 2 172 109 250 78
Space Left 0 -7 109 125 2761 2652
Left Left 0 0 125 140 219 94
Left Left 0 0 140 156 358 218
Left I 3 3 156 156 734 578
I Right -3 -5 156 124 1092 936
Right Right 0 0 124 109 218 94
Right Right 0 0 109 78 203 94
Right C 1 10 78 125 1778 1700
C O 2 -6 125 141 109 -16
O M -2 2 141 187 453 312
M P 2 -3 187 140 421 234
P A -1 9 140 172 156 16
A N -1 -5 172 156 281 109
N Y 2 0 156 156 374 218
Y Space -3 2 156 124 219 63
Space W 3 2 124 172 5678 5554
W I 0 -6 172 140 156 -16
I T 0 3 140 109 203 63
T H -1 -1 109 140 125 16
H Space -2 2 140 141 124 -16
Space O 3 -5 141 171 297 156
O V -2 5 171 109 187 16
V E 2 1 109 265 172 63
E R 0 -1 265 203 109 -156
R Space -3 0 203 125 171 -32
Space D4 4 0 125 156 734 609
D4 D0 0 -6 156 125 249 93
D0 D0 0 0 125 93 250 125
D0 D0 0 0 93 125 171 78
D0 Space -4 6 125 140 188 63
Space E 3 1 140 187 499 359
E M -2 -4 187 172 171 -16
M P 2 -3 172 78 188 16
P L -1 1 78 156 171 93
L Y 1 3 156 140 375 219
Y O 0 -3 140 156 218 78
O Back 1 -4 156 141 1622 1466
Back Back 0 0 141 94 234 93
Back Back 0 0 94 124 188 94
Back L -2 4 124 93 1435 1311
L O 1 0 93 125 171 78
O Y 0 3 125 172 437 312
Y E 0 3 172 125 156 -16
E E 0 0 125 172 187 62
E S -1 1 172 188 156 -16
S OemPeriod -1 -7 188 172 281 93
OemPeriod Space -1 5 172 125 172 0
Space LShiftKey 1 4 125 390 998 873
LShiftKey W 2 -2 390 141 187 -203
W E 0 -1 141 187 375 234
E Space -3 -1 187 125 140 -47
Space H 2 -2 125 156 375 250
H A 0 5 156 187 140 -16
A D 0 -2 187 171 172 -15
D Space -2 -1 171 125 124 -47
Space J 2 -3 125 94 250 125
J U 1 0 94 125 187 93
U S -1 5 125 156 187 62
S T 1 -3 156 109 203 47
T Space -3 1 109 156 78 -31
Space R 3 0 156 187 531 375
R E 0 1 187 156 109 -78
E L -1 -6 156 172 218 62
L E 1 6 172 109 141 -31
E A -1 2 109 234 218 109
A S 0 -1 234 203 140 -94
S E 1 -1 203 140 141 -62
E D -1 0 140 172 218 78
D Space -2 -1 172 140 141 -31
Space O 3 -5 140 156 358 218
O U 0 2 156 140 422 266
U R 0 3 140 140 156 16
R Space -3 0 140 187 93 -47
Space F 2 0 187 187 297 110
F I 1 -4 187 172 124 -63
I N -2 2 172 140 188 16
N E 2 3 140 249 156 16
E S -1 1 249 172 202 -47
S T 1 -3 172 172 203 31
T Space -3 1 172 125 125 -47
Space C 1 1 125 109 234 109
C R 2 -1 109 172 218 109
R E 0 1 172 125 125 -47
E A -1 2 125 219 109 -16
A T 1 -4 219 140 297 78
T I 0 -3 140 124 203 63
I O 0 -1 124 141 202 78
O N -2 3 141 125 125 -16
N Space -1 2 125 141 624 499
Space OemMinus 4 -7 141 109 156 15
OemMinus Space -4 7 109 93 172 63
Space T 3 -1 93 156 530 437
T H -1 -1 156 94 125 -31
H E 1 3 94 156 125 31
E Space -3 -1 156 172 62 -94
Space LShiftKey 1 4 172 218 484 312
LShiftKey M 0 -7 218 156 125 -93
M A 1 6 156 203 218 62
A C -1 -2 203 124 172 -31
C I 2 -5 124 156 811 687
I N -2 2 156 156 171 15
N T 2 1 156 140 266 110
T O 0 -4 140 172 124 -16
O S -1 7 172 172 250 78
S H 0 -4 172 156 140 -32
H Space -2 2 156 124 578 422
Space OemMinus 4 -7 124 93 156 32
OemMinus Space -4 7 93 93 156 63
Space A 2 3 93 171 889 796
A Space -2 -3 171 125 109 -62
Space Y 3 -2 125 124 952 827
Y E 0 3 124 141 93 -31
E A -1 2 141 218 125 -16
A R 1 -3 218 218 125 -93
R Space -3 0 218 156 156 -62
Space E 3 1 156 203 390 234
E A -1 2 203 218 125 -78
A R 1 -3 218 171 187 -31
R L -1 -5 171 249 281 110
L I 1 1 249 141 124 -125
I E 0 5 141 249 188 47
E R 0 -1 249 203 124 -125
R Space -3 0 203 109 219 16
Space Oemcomma 1 -4 109 78 1466 1357
Oemcomma Space -1 4 78 93 94 16
Space A 2 3 93 140 827 734
A N -1 -5 140 125 109 -31
N D 1 3 125 172 140 15
D Space -2 -1 172 156 109 -63
Space LShiftKey 1 4 156 250 281 125
LShiftKey I 2 -8 250 156 172 -78
I Space -3 4 156 109 468 312
Space H 2 -2 109 125 1154 1045
H A 0 5 125 156 109 -16
A D 0 -2 156 187 94 -62
D Space -2 -1 187 141 140 -47
Space J 2 -3 141 109 344 203
J U 1 0 109 109 187 78
U S -1 5 109 171 156 47
S T 1 -3 171 187 156 -15
T Space -3 1 187 124 125 -62
Space T 3 -1 124 124 1404 1280
T U 0 -2 124 125 140 16
U R 0 3 125 202 172 47
R E 0 1 202 125 140 -62
E Back 1 -10 125 141 842 717
Back N -3 7 141 125 624 483
N E 2 3 125 78 110 -15
E D -1 0 78 140 140 62
D Space -2 -1 140 125 109 -31
Space D3 4 1 125 125 1872 1747
D3 D0 0 -7 125 93 94 -31
D0 OemPeriod -3 1 93 125 811 718
OemPeriod Space -1 5 125 141 140 15
Space LShiftKey 1 4 141 312 328 187
LShiftKey A 1 -1 312 140 203 -109
A N -1 -5 140 140 281 141
N D 1 3 140 172 140 0
D Space -2 -1 172 125 125 -47
Space T 3 -1 125 140 359 234
T H -1 -1 140 109 109 -31
H E 1 3 109 125 156 47
E N -2 -3 125 156 203 78
N Space -1 2 156 156 187 31
Space LShiftKey 1 4 156 265 546 390
LShiftKey I 2 -8 265 156 140 -125
I Space -3 4 156 124 375 219
Space G 2 -1 124 125 265 141
G O 1 -4 125 156 125 0
O T 0 4 156 172 218 62
T Space -3 1 172 140 125 -47
Space F 2 0 140 156 343 203
F I 1 -4 156 141 109 -47
I R 0 4 141 219 234 93
R E 0 1 219 171 172 -47
E D -1 0 171 156 234 63
D OemPeriod -1 -6 156 141 764 608
OemPeriod Space -1 5 141 140 125 -16
Space LShiftKey 1 4 140 296 172 32
LShiftKey H 1 -6 296 156 187 -109
H O 1 -3 156 156 265 109
O W 0 7 156 171 203 47
W Space -3 -2 171 141 140 -31
Space C 1 1 141 171 921 780
C A 1 2 171 156 62 -109
A N -1 -5 156 156 203 47
N Space -1 2 156 141 171 15
Space Y 3 -2 141 124 500 359
Y O 0 -3 124 203 109 -15
O U 0 2 203 140 203 0
U Space -3 3 140 93 187 47
Space G 2 -1 93 219 530 437
G E 1 2 219 172 125 -94
E T 0 -2 172 187 359 187
T Space -3 1 187 156 156 -31
Space F 2 0 156 187 421 265
F I 1 -4 187 125 156 -31
I R 0 4 125 203 234 109
R E 0 1 203 125 140 -63
E D -1 0 125 156 234 109
D Space -2 -1 156 124 110 -46
Space F 2 0 124 125 374 250
F R 1 0 125 140 234 109
R O 0 -5 140 140 624 484
O M -2 2 140 110 140 0
M Space -1 3 110 124 188 78
Space A 2 3 124 171 343 219
A Space -2 -3 171 171 125 -46
Space C 1 1 171 171 312 141
C O 2 -6 171 140 109 -62
O M -2 2 140 202 125 -15
M P 2 -3 202 124 156 -46
P A -1 9 124 140 452 328
A N -1 -5 140 141 140 0
N Y 2 0 141 156 250 109
Y Space -3 2 156 125 140 -16
Space Y 3 -2 125 172 5070 4945
Y O 0 -3 172 172 234 62
O U 0 2 172 156 94 -78
U Space -3 3 156 141 187 31
Space S 2 2 141 187 780 639
S T 1 -3 187 156 234 47
T A -1 4 156 202 141 -15
A R 1 -3 202 172 140 -62
R D -1 1 172 94 312 140
D E 1 0 94 109 172 78
E D -1 0 109 172 171 62
D LShiftKey -1 3 172 546 375 203
LShiftKey OemQuestion 0 -10 546 124 390 -156
OemQuestion Space -1 6 124 140 421 297
Space LShiftKey 1 4 140 468 218 78
LShiftKey W 2 -2 468 203 312 -156
W E 0 -1 203 171 297 94
E L -1 -6 171 78 312 141
L L 0 0 78 109 140 62
L Oemcomma -1 1 109 140 203 94
Oemcomma Space -1 4 140 109 140 0
Space A 2 3 109 234 1061 952
A S 0 -1 234 187 109 -125
S Space -2 -2 187 125 172 -15
Space LShiftKey 1 4 125 234 327 202
LShiftKey A 1 -1 234 125 141 -93
A P 1 -9 125 94 218 93
P P 0 0 94 110 187 93
P L -1 1 110 171 219 109
L E 1 6 171 187 125 -46
E Space -3 -1 187 172 124 -63
Space G 2 -1 172 94 359 187
G R 1 1 94 171 219 125
R E 0 1 171 203 93 -78
E W 0 1 203 187 281 78
W Space -3 -2 187 172 156 -31
Space E 3 1 172 93 484 312
E Back 1 -10 93 156 1357 1264
Back W -1 11 156 218 125 -31
W E 0 -1 218 234 78 -140
E Space -3 -1 234 202 156 -78
Space H 2 -2 202 156 577 375
H I 1 -2 156 187 62 -94
I R 0 4 187 219 312 125
R E 0 1 219 109 172 -47
E D -1 0 109 156 156 47
D Space -2 -1 156 140 125 -31
Space Left 0 -7 140 1560 2277 2137
Left Right 0 -2 1560 125 3510 1950
Right Back 4 0 125 234 515 390
Back T -1 8 234 171 1030 796
T Right -3 -8 171 1560 1450 1279
Right S 2 11 1560 140 5476 3916
S O 1 -7 140 124 94 -46
O M -2 2 124 171 234 110
M E 2 4 171 171 187 16
E O 0 -6 171 187 702 531
O N -2 3 187 171 125 -62
N E 2 3 171 218 156 -15
E Space -3 -1 218 203 140 -78
Space W 3 2 203 156 515 312
W H -1 -4 156 203 109 -47
H O 1 -3 203 141 140 -63
O Space -3 5 141 156 203 62
Space LShiftKey 1 4 156 218 375 219
LShiftKey I 2 -8 218 125 140 -78
I Space -3 4 125 141 218 93
Space T 3 -1 141 140 344 203
T H -1 -1 140 172 93 -47
H O 1 -3 172 172 156 -16
O U 0 2 172 141 156 -16
U G -1 2 141 125 203 62
G H 0 -1 125 156 187 62
H T 1 1 156 187 234 78
T Space -3 1 187 172 109 -78
Space W 3 2 172 156 422 250
W A -1 1 156 250 124 -32
A S 0 -1 250 141 125 -125
S Space -2 -2 141 141 109 -32
Space V 1 0 141 109 609 468
V E 2 1 109 172 218 109
E R 0 -1 172 172 109 -63
R Y 0 -2 172 156 781 609
Y Space -3 2 156 125 124 -32
Space T 3 -1 125 156 219 94
T A -1 4 156 156 125 -31
A L 0 -8 156 156 234 78
L A 0 8 156 171 187 31
A Oemplus 2 -11 171 296 749 578
Oemplus Back 0 -1 296 110 826 530
Back Back 0 0 110 172 172 62
Back E -1 10 172 188 530 358
E B -2 -2 188 125 203 15
B Back 3 -8 125 187 780 655
Back N -3 7 187 109 827 640
N T 2 1 109 172 296 187
T E 0 2 172 125 94 -78
E D -1 0 125 156 187 62
D Space -2 -1 156 109 125 -31
Space T 3 -1 109 156 5398 5289
T O 0 -4 156 156 202 46
O Space -3 5 156 93 141 -15
Space R 3 0 93 187 343 250
R U 0 -3 187 94 187 0
U N -2 1 94 156 219 125
N Space -1 2 156 93 156 0
Space T 3 -1 93 172 249 156
T H -1 -1 172 125 156 -16
H E 1 3 125 156 109 -16
E Space -3 -1 156 172 94 -62
Space C 1 1 172 156 374 202
C O 2 -6 156 156 94 -62
O M -2 2 156 171 172 16
M P 2 -3 171 140 686 515
P A -1 9 140 94 140 0
A N -1 -5 94 171 188 94
N Y 2 0 171 109 249 78
Y T 0 1 109 31 47 -62
T Back 1 -8 31 125 1092 1061
Back Space -4 9 125 156 140 15
Space W 3 2 156 141 1560 1404
W I 0 -6 141 156 110 -31
I T 0 3 156 188 202 46
T H -1 -1 188 156 250 62
H Space -2 2 156 156 172 16
Space M 1 -3 156 172 218 62
M E 2 4 172 202 172 0
E Oemcomma -2 -5 202 156 592 390
Oemcomma Space -1 4 156 125 141 -15
Space A 2 3 125 187 468 343
A N -1 -5 187 125 187 0
N D 1 3 125 219 140 15
D Space -2 -1 219 141 156 -63
Space F 2 0 141 171 422 281
F O 1 -5 171 156 171 0
O R 0 5 156 172 187 31
R Space -3 0 172 141 156 -16
Space T 3 -1 141 187 281 140
T H -1 -1 187 140 172 -15
H E 1 3 140 187 125 -15
E Space -3 -1 187 203 93 -94
Space F 2 0 203 140 484 281
F I 1 -4 140 125 93 -47
I R 0 4 125 203 172 47
R S -1 2 203 203 234 31
S T 1 -3 203 202 172 -31
T Space -3 1 202 124 156 -46
Space Y 3 -2 124 172 452 328
Y E 0 3 172 188 140 -32
E A -1 2 188 265 172 -16
A R 1 -3 265 202 172 -93
R Space -3 0 202 140 187 -15
Space O 3 -5 140 187 374 234
O R 0 5 187 171 172 -15
R Space -3 0 171 188 93 -78
Space S 2 2 188 171 297 109
S O 1 -7 171 172 140 -31
O Space -3 5 172 124 375 203
Space T 3 -1 124 156 312 188
T H -1 -1 156 109 171 15
H I 1 -2 109 125 78 -31
I N -2 2 125 156 187 62
N G 1 1 156 187 141 -15
G S 0 3 187 202 125 -62
S Space -2 -2 202 156 156 -46
Space W 3 2 156 187 343 187
W E 0 -1 187 156 156 -31
E N -2 -3 156 172 218 62
N T 2 1 172 172 265 93
T Space -3 1 172 110 156 -16
Space W 3 2 110 203 250 140
W E 0 -1 203 172 109 -94
E L -1 -6 172 78 219 47
L L 0 0 78 140 156 78
L OemPeriod -1 0 140 125 577 437
OemPeriod Space -1 5 125 140 109 -16
Space LShiftKey 1 4 140 327 203 63
LShiftKey B 0 -5 327 156 203 -124
B U 2 -2 156 140 390 234
U T 0 2 140 156 234 94
T Space -3 1 156 141 124 -32
Space T 3 -1 141 172 796 655
T H -1 -1 172 94 140 -32
H E 1 3 94 125 125 31
E N -2 -3 125 171 172 47
N Space -1 2 171 125 171 0
Space O 3 -5 125 156 375 250
O U 0 2 156 140 125 -31
U R 0 3 140 172 249 109
R Space -3 0 172 172 109 -63
Space V 1 0 172 187 281 109
V I 2 -4 187 140 125 -62
I S -1 6 140 156 156 16
S I 1 -6 156 78 140 -16
I O 0 -1 78 140 172 94
O N -2 3 140 156 156 16
N S 1 4 156 187 172 16
S Space -2 -2 187 156 140 -47
Space F 2 0 156 156 359 203
F Back 2 -9 156 187 780 624
Back O -1 4 187 156 405 218
O F -1 5 156 156 156 0
F Space -2 0 156 140 94 -62
Space T 3 -1 140 156 296 156
T H -1 -1 156 125 125 -31
H E 1 3 125 172 125 0
E Space -3 -1 172 156 94 -78
Space Back 4 -9 156 125 5600 5444
Back Back 0 0 125 110 218 93
Back Back 0 0 110 124 188 78
Back Back 0 0 124 140 187 63
Back O -1 4 140 187 1232 1092
O U 0 2 187 156 63 -124
U R 0 3 156 187 218 62
R Space -3 0 187 172 109 -78
Space Back 4 -9 172 94 3151 2979
Back Back 0 0 94 109 328 234
Back Back 0 0 109 93 203 94
Back Back 0 0 93 125 171 78
Back T -1 8 125 172 640 515
T H -1 -1 172 140 156 -16
H E 1 3 140 171 94 -46
E Space -3 -1 171 156 109 -62
Space F 2 0 156 171 437 281
F U 1 -3 171 109 93 -78
U T 0 2 109 141 343 234
T U 0 -2 141 109 141 0
U R 0 3 109 187 187 78
R E 0 1 187 187 94 -93
E Space -3 -1 187 219 93 -94
Space B 1 -1 219 62 1451 1232
B E 2 2 62 172 811 749
E A -1 2 172 171 141 -31
A Back 2 -12 171 156 733 562
Back G -2 8 156 187 140 -16
G A 0 4 187 172 109 -78
A N -1 -5 172 188 234 62
N Space -1 2 188 125 172 -16
Space T 3 -1 125 125 1045 920
T O 0 -4 125 124 141 16
O Space -3 5 124 109 140 16
Space D 2 1 109 171 281 172
D I 1 -5 171 109 125 -46
I V -2 4 109 171 343 234
V E 2 1 171 218 234 63
E R 0 -1 218 156 125 -93
R G -1 -1 156 156 343 187
G E 1 2 156 219 140 -16
E Space -3 -1 219 172 203 -16
Space A 2 3 172 172 1076 904
A N -1 -5 172 141 359 187
N D 1 3 141 187 172 31
D Space -2 -1 187 125 156 -31
Space E 3 1 125 140 343 218
E V -2 -1 140 140 281 141
V E 2 1 140 141 140 0
E N -2 -3 141 156 187 46
N T 2 1 156 156 281 125
T U 0 -2 156 140 250 94
U A -1 6 140 156 156 16
A L 0 -8 156 78 187 31
L L 0 0 78 125 156 78
L Y 1 3 125 156 218 93
Y Space -3 2 156 140 141 -15
Space W 3 2 140 203 811 671
W E 0 -1 203 203 125 -78
E Space -3 -1 203 125 187 -16
Space H 2 -2 125 156 312 187
H A 0 5 156 171 94 -62
A D 0 -2 171 188 124 -47
D Space -2 -1 188 140 141 -47
Space A 2 3 140 171 234 94
A Space -2 -3 171 156 140 -31
Space F 2 0 156 141 234 78
F A 0 3 141 140 219 78
A L 0 -8 140 109 218 78
L L 0 0 109 156 218 109
L I 1 1 156 156 110 -46
I N -2 2 156 187 140 -16
N G 1 1 187 187 156 -31
G Space -2 1 187 156 156 -31
Space O 3 -5 156 203 218 62
O U 0 2 203 156 110 -93
U T 0 2 156 171 234 78
T Oemcomma -2 -3 171 141 249 78
Oemcomma Space -1 4 141 125 156 15
Space LShiftKey 1 4 125 312 187 62
LShiftKey W 2 -2 312 187 250 -62
W H -1 -4 187 125 390 203
H E 1 3 125 156 156 31
E N -2 -3 156 156 125 -31
N Space -1 2 156 156 187 31
Space W 3 2 156 187 421 265
W E 0 -1 187 188 109 -78
E Space -3 -1 188 140 172 -16
Space D 2 1 140 156 296 156
D I 1 -5 156 156 125 -31
I D -1 5 156 156 312 156
D Oemcomma -1 -5 156 125 499 343
Oemcomma Space -1 4 125 124 110 -15
Space O 3 -5 124 187 374 250
O U 0 2 187 125 125 -62
U R 0 3 125 156 187 62
R Space -3 0 156 141 109 -47
Space LShiftKey 1 4 141 266 187 46
LShiftKey B 0 -5 266 140 141 -125
B O 2 -4 140 172 187 47
O A -1 8 172 218 234 62
A R 1 -3 218 125 187 -31
R D -1 1 125 187 156 31
D Space -2 -1 187 140 125 -62
Space O 3 -5 140 156 499 359
O F -1 5 156 156 109 -47
F Space -2 0 156 140 110 -46
Space LShiftKey 1 4 140 250 202 62
LShiftKey D 1 -3 250 172 156 -94
D I 1 -5 172 141 234 62
I R 0 4 141 172 156 15
