D4 D3 0 1 78 93 172 94
P O 0 1 78 62 172 94
O L -1 0 62 63 171 109
L O 1 0 63 63 156 93
O G -1 4 63 62 1810 1747
G I 1 -3 62 78 172 110
I Z -2 7 78 93 312 234
Z E 2 -2 93 78 249 156
E Space -3 -1 78 78 3729 3651
Space F 2 0 78 78 1201 1123
F O 1 -5 78 78 156 78
O R 0 5 78 93 78 0
R Space -3 0 93 94 187 94
Space S 2 2 94 62 593 499
S C -1 -1 62 62 203 141
C E 2 0 62 109 187 125
E Back 1 -10 109 109 889 780
Back R -1 9 109 110 140 31
R E 0 1 110 141 468 358
E W 0 1 141 93 578 437
W I 0 -6 93 93 187 94
I N -2 2 93 94 265 172
N G 1 1 94 47 187 93
G Space -2 1 47 93 141 94
Space U 3 -3 93 156 967 874
U P 0 -3 156 141 93 -63
P Space -3 6 141 94 359 218
Space S 2 2 94 47 702 608
S O 1 -7 47 63 109 62
O Space -3 5 63 78 219 156
Space B 1 -1 78 62 234 156
B A 1 4 62 93 125 63
A D 0 -2 93 62 234 141
D L 0 -6 62 78 218 156
L Y 1 3 78 78 343 265
Y OemPeriod -2 -3 78 94 1513 1435
OemPeriod Space -1 5 94 172 3900 3806
Space I 3 -4 172 62 3292 3120
I Space -3 4 62 94 218 156
Space W 3 2 94 78 375 281
W A -1 1 78 187 187 109
A S 0 -1 187 125 78 -109
S Back 2 -11 125 94 936 811
Back Back 0 0 94 78 172 78
Back Back 0 0 78 47 171 93
Back Back 0 0 47 62 125 78
Back Back 0 0 62 78 140 78
Back LShiftKey -3 13 78 328 562 484
LShiftKey I 2 -8 328 63 265 -63
I Space -3 4 63 78 250 187
Space W 3 2 78 93 125 47
W A -1 1 93 250 124 31
A S 0 -1 250 141 125 -125
S Space -2 -2 141 94 125 -16
Space A 2 3 94 125 733 639
A Space -2 -3 125 62 203 78
Space V 1 0 62 156 983 921
V E 2 1 156 125 109 -47
E R 0 -1 125 94 234 109
R Y 0 -2 94 63 265 171
Y Space -3 2 63 62 219 156
Space P 3 -6 62 109 374 312
P U 0 3 109 62 281 172
U B -2 2 62 78 546 484
B L 1 -4 78 78 125 47
L I 1 1 78 78 218 140
I C -2 5 78 63 187 109
C Space -1 -1 63 109 141 78
Space F 2 0 109 62 296 187
F A 0 3 62 140 125 63
A I 1 -7 140 63 171 31
I L -1 -1 63 78 203 140
L U 1 2 78 63 312 234
U R 0 3 63 172 234 171
R E 0 1 172 125 94 -78
E Oemcomma -2 -5 125 46 5039 4914
Oemcomma Space -1 4 46 78 234 188
Space A 2 3 78 125 140 62
A N -1 -5 125 62 156 31
N D 1 3 62 78 187 125
D Space -2 -1 78 78 125 47
Space LShiftKey 1 4 78 203 296 218
LShiftKey I 2 -8 203 62 110 -93
I Space -3 4 62 78 187 125
Space E 3 1 78 125 811 733
E V -2 -1 125 125 203 78
V E 2 1 125 140 109 -16
E N -2 -3 140 78 203 63
N Space -1 2 78 93 203 125
Space T 3 -1 93 93 577 484
T H -1 -1 93 63 140 47
H O 1 -3 63 78 718 655
O U 0 2 78 78 281 203
U G -1 2 78 63 483 405
G H 0 -1 63 78 109 46
H T 1 1 78 63 156 78
T Space -3 1 63 94 125 62
Space A 2 3 94 125 359 265
A B -1 -4 125 63 187 62
B O 2 -4 63 94 359 296
O U 0 2 94 78 218 124
U T 0 2 78 78 172 94
T Space -3 1 78 78 203 125
Space R 3 0 78 78 577 499
R U 0 -3 78 62 203 125
U N -2 1 62 78 296 234
N N 0 0 78 78 156 78
N I 2 -2 78 156 141 63
I N -2 2 156 78 156 0
N G 1 1 78 62 187 109
G Space -2 1 62 93 156 94
Space A 2 3 93 78 561 468
A W 1 -1 78 94 172 94
W A -1 1 94 140 125 31
A Y 1 -5 140 78 359 219
Y Space -3 2 78 78 234 156
Space F 2 0 78 125 483 405
F R 1 0 125 125 94 -31
R O 0 -5 125 78 187 62
O M -2 2 78 78 172 94
M Space -1 3 78 78 202 124
Space T 3 -1 78 78 125 47
T H -1 -1 78 78 172 94
H E 1 3 78 94 109 31
E Space -3 -1 94 94 156 62
Space V 1 0 94 62 281 187
V A 1 3 62 125 109 47
A L 0 -8 125 62 328 203
L L 0 0 62 63 171 109
L E 1 6 63 62 531 468
E Y 0 -3 62 78 78 16
Y OemPeriod -2 -3 78 93 1279 1201
OemPeriod Space -1 5 93 125 3931 3838
Space LShiftKey 1 4 125 234 468 343
LShiftKey B 0 -5 234 94 156 -78
B U 2 -2 94 125 109 15
U T 0 2 125 109 281 156
T Space -3 1 109 78 140 31
Space S 2 2 78 109 375 297
S O 1 -7 109 78 187 78
O M -2 2 78 94 187 109
M E 2 4 94 93 484 390
E T 0 -2 93 93 359 266
T I 0 -3 93 172 218 125
I Back 1 -5 172 78 1108 936
Back H -2 7 78 94 592 514
H I 1 -2 94 125 125 31
I N -2 2 125 109 172 47
N G 1 1 109 78 203 94
G Space -2 1 78 94 93 15
Space S 2 2 94 46 921 827
S L 0 -7 46 93 78 32
L O 1 0 93 63 202 109
O W 0 7 63 78 1420 1357
W L -1 -7 78 63 187 109
L Y 1 3 63 94 343 280
Y Space -3 2 94 110 234 140
Space B 1 -1 110 78 219 109
B E 2 2 78 78 187 109
E G -1 -2 78 78 421 343
G A 0 4 78 156 187 109
A N -1 -5 156 78 141 -15
N Space -1 2 78 62 203 125
Space T 3 -1 62 63 202 140
T O 0 -4 63 78 437 374
O Space -3 5 78 78 250 172
Space D 2 1 78 156 468 390
D A 0 2 156 202 125 -31
A W 1 -1 202 93 343 141
W N -2 -4 93 78 218 125
N Space -1 2 78 78 203 125
Space O 3 -5 78 78 546 468
O N -2 3 78 62 203 125
N Space -1 2 62 93 203 141
Space M 1 -3 93 124 156 63
M E 2 4 124 93 156 32
E Space -3 -1 93 109 3900 3807
Space OemMinus 4 -7 109 78 156 47
OemMinus Space -4 7 78 94 93 15
Space LShiftKey 1 4 94 218 952 858
LShiftKey I 2 -8 218 62 78 -140
I Space -3 4 62 93 234 172
Space Back 4 -9 93 78 1716 1623
Back Back 0 0 78 63 171 93
Back Back 0 0 63 78 156 93
Back Back 0 0 78 93 188 110
Back OemMinus 0 2 93 63 1185 1092
OemMinus Space -4 7 63 94 78 15
Space LShiftKey 1 4 94 234 718 624
LShiftKey I 2 -8 234 78 125 -109
I Space -3 4 78 94 374 296
Space S 2 2 94 94 468 374
S T 1 -3 94 78 421 327
T I 0 -3 78 78 203 125
I L -1 -1 78 78 234 156
L L 0 0 78 78 140 62
L Space -2 5 78 78 172 94
Space L 2 -5 78 78 156 78
L O 1 0 78 47 187 109
O D0 1 -1 47 31 0 -47
D0 V -3 6 31 140 172 141
V E 2 1 140 94 109 -31
E D -1 0 94 78 234 140
D Space -2 -1 78 78 140 62
Space W 3 2 78 93 344 266
W H -1 -4 93 78 171 78
H A 0 5 78 94 78 0
A T 1 -4 94 78 125 31
T Space -3 1 78 63 218 140
Space LShiftKey 1 4 63 172 671 608
LShiftKey I 2 -8 172 62 94 -78
I Space -3 4 62 78 187 125
Space D 2 1 78 94 187 109
D I 1 -5 94 63 156 62
I D -1 5 63 47 125 62
D Left -2 -8 47 765 1388 1341
Left Left 0 0 765 47 983 218
Left Left 0 0 47 94 156 109
Left Left 0 0 94 93 172 78
Left Left 0 0 93 62 187 94
Left Left 0 0 62 78 172 110
Left Back 4 -2 78 62 858 780
Back OemPeriod -3 4 62 78 1794 1732
OemPeriod Space -1 5 78 141 2308 2230
Space LShiftKey 1 4 141 234 2824 2683
LShiftKey T 2 -5 234 63 140 -94
T H -1 -1 63 78 219 156
H E 1 3 78 94 140 62
E Space -3 -1 94 78 172 78
Space T 3 -1 78 63 327 249
T U 0 -2 63 62 188 125
U R 0 3 62 78 202 140
R N -2 -2 78 78 141 63
N Space -1 2 78 62 203 125
Space O 3 -5 62 78 358 296
O F -1 5 78 78 266 188
F Space -2 0 78 94 124 46
Space E 3 1 94 78 453 359
E V -2 -1 78 141 218 140
V E 2 1 141 141 109 -32
E N -2 -3 141 78 188 47
N T 2 1 78 63 202 124
T S -1 3 63 78 250 187
S Space -2 -2 78 94 156 78
Space T 3 -1 94 78 686 592
T Space -3 1 78 109 94 16
Space LShiftKey 1 4 109 234 983 874
LShiftKey A 1 -1 234 140 203 -31
A P 1 -9 140 62 343 203
P P 0 0 62 63 140 78
P L -1 1 63 78 156 93
L E 1 6 78 63 577 499
E Space -3 -1 63 94 94 31
Space Left 0 -7 94 655 2839 2745
Left Left 0 0 655 62 874 219
Left Left 0 0 62 125 390 328
Left A 2 10 125 140 733 608
A H 0 -5 140 78 1685 1545
H A 0 5 78 141 93 15
A D 0 -2 141 94 219 78
D Space -2 -1 94 94 156 62
Space N 1 -2 94 62 2418 2324
N O 2 -3 62 78 608 546
O T 0 4 78 63 125 47
T Space -3 1 63 93 141 78
Space C 1 1 93 94 296 203
C H 1 -3 94 62 156 62
H A 0 5 62 125 140 78
A N -1 -5 125 62 94 -31
N G 1 1 62 78 218 156
G E 1 2 78 93 188 110
E D -1 0 93 78 218 125
D Space -2 -1 78 78 62 -16
Space I 3 -4 78 78 1092 1014
I T 0 3 78 78 110 32
T Space -3 1 78 93 156 78
Space Back 4 -9 93 125 1341 1248
Back Back 0 0 125 94 203 78
Back Back 0 0 94 78 234 140
Back T -1 8 78 78 640 562
T H -1 -1 78 78 124 46
H A 0 5 78 141 125 47
A T 1 -4 141 94 156 15
T Space -3 1 94 78 265 171
Space O 3 -5 78 78 344 266
O N -2 3 78 78 249 171
N E 2 3 78 93 172 94
E Space -3 -1 93 78 140 47
Space B 1 -1 78 93 375 297
B I 2 -3 93 62 156 63
I T 0 3 62 78 280 218
T OemPeriod -2 -4 78 63 1139 1061
OemPeriod Space -1 5 63 93 94 31
Space LShiftKey 1 4 93 250 8408 8315
LShiftKey I 2 -8 250 62 141 -109
I Space -3 4 62 110 280 218
Space H 2 -2 110 62 640 530
H A 0 5 62 62 172 110
A Capital 0 1 62 16 15 -47
Capital Capital 0 0 16 156 1186 1170
Capital A 0 -1 156 94 717 561
A D 0 -2 94 78 203 109
D Space -2 -1 78 109 94 16
Space Back 4 -9 109 94 967 858
Back Back 0 0 94 62 172 78
Back Back 0 0 62 78 156 94
Back D -2 10 78 47 842 764
D Space -2 -1 47 78 109 62
Space B 1 -1 78 78 375 297
B E 2 2 78 78 265 187
E E 0 0 78 63 171 93
E N -2 -3 63 62 110 47
N Space -1 2 62 109 109 47
Space R 3 0 109 141 873 764
R E 0 1 141 109 125 -16
E J -1 -4 109 62 375 266
J E 1 4 62 78 109 47
E C -2 0 78 94 265 187
C T 2 -2 94 47 374 280
T E 0 2 47 63 281 234
E D -1 0 63 63 187 124
D Space -2 -1 63 94 94 31
Space Back 4 -9 94 62 1061 967
Back Oemcomma -3 5 62 78 3915 3853
Oemcomma Space -1 4 78 93 297 219
Space B 1 -1 93 171 671 578
B U 2 -2 171 140 109 -62
U T 0 2 140 93 234 94
T Space -3 1 93 93 125 32
Space LShiftKey 1 4 93 171 967 874
LShiftKey I 2 -8 171 62 109 -62
I Space -3 4 62 78 218 156
Space W 3 2 78 93 188 110
W A -1 1 93 171 187 94
A S 0 -1 171 78 140 -31
S Space -2 -2 78 78 141 63
Space S 2 2 78 109 171 93
S T 1 -3 109 78 484 375
T I 0 -3 78 94 140 62
I L -1 -1 94 78 297 203
L L 0 0 78 62 156 78
L Space -2 5 62 78 218 156
Space I 3 -4 78 94 312 234
I N -2 2 94 78 140 46
N Space -1 2 78 78 203 125
Space L 2 -5 78 109 203 125
L O 1 0 109 63 218 109
O V -2 5 63 125 312 249
V E 2 1 125 188 78 -47
E OemPeriod -2 -6 188 62 266 78
OemPeriod Return 1 -3 62 109 2059 1997
Return LShiftKey -1 12 109 250 9235 9126
LShiftKey I 2 -8 250 78 140 -110
I Space -3 4 78 94 250 172
Space D 2 1 94 78 406 312
D I 1 -5 78 78 124 46
I D -1 5 78 78 94 16
D N -1 -3 78 47 1451 1373
N Oem7 1 -5 47 78 717 670
Oem7 T 1 6 78 62 250 172
T Space -3 1 62 78 125 63
Space S 2 2 78 78 312 234
S E 1 -1 78 63 249 171
E E 0 0 63 63 125 62
E Space -3 -1 63 78 156 93
Space I 3 -4 78 62 250 172
I T 0 3 62 63 171 109
T Space -3 1 63 93 63 0
Space T 3 -1 93 78 156 63
T H -1 -1 78 94 140 62
H E 1 3 94 78 265 171
E N -2 -3 78 78 156 78
N Oemcomma 0 -2 78 78 3776 3698
Oemcomma Space -1 4 78 93 265 187
Space B 1 -1 93 156 296 203
B U 2 -2 156 140 94 -62
U T 0 2 140 63 218 78
T Space -3 1 63 62 141 78
Space I 3 -4 62 78 265 203
I T 0 3 78 62 187 109
T Space -3 1 62 78 94 32
Space T 3 -1 78 93 156 78
T U 0 -2 93 62 140 47
U R 0 3 62 78 764 702
R N -2 -2 78 78 281 203
N E 2 3 78 62 172 94
E D -1 0 62 62 187 125
D Space -2 -1 62 94 109 47
Space O 3 -5 94 93 453 359
O U 0 2 93 94 296 203
U T 0 2 94 63 187 93
T Space -3 1 63 78 141 78
Space G 2 -1 78 78 514 436
G E 1 2 78 94 172 94
E T 0 -2 94 62 234 140
T T 0 0 62 63 140 78
T I 0 -3 63 78 125 62
I N -2 2 78 78 172 94
N G 1 1 78 78 156 78
G Space -2 1 78 78 187 109
Space F 2 0 78 140 328 250
F I 1 -4 140 78 858 718
I R 0 4 78 140 156 78
R E 0 1 140 125 124 -16
E D -1 0 125 78 250 125
D Space -2 -1 78 78 172 94
Space F 2 0 78 171 156 78
F R 1 0 171 140 140 -31
R O 0 -5 140 94 140 0
O M -2 2 94 78 172 78
M Space -1 3 78 63 218 140
Space LShiftKey 1 4 63 219 281 218
LShiftKey A 1 -1 219 140 172 -47
A P 1 -9 140 62 281 141
P P 0 0 62 62 140 78
P L -1 1 62 78 187 125
L E 1 6 78 109 858 780
E Space -3 -1 109 109 1716 1607
Space W 3 2 109 78 1576 1467
W A -1 1 78 141 171 93
A S 0 -1 141 124 110 -31
S Space -2 -2 124 110 202 78
Space T 3 -1 110 78 266 156
T H -1 -1 78 78 171 93
H E 1 3 78 94 109 31
E Space -3 -1 94 93 141 47
Space B 1 -1 93 78 312 219
B E 2 2 78 78 140 62
E S -1 1 78 93 219 141
S T 1 -3 93 78 156 63
T Space -3 1 78 78 234 156
Space T 3 -1 78 78 171 93
T H -1 -1 78 78 156 78
H I 1 -2 78 124 219 141
I N -2 2 124 93 187 63
N G 1 1 93 78 171 78
G Space -2 1 78 94 172 94
Space T 3 -1 94 94 421 327
T H -1 -1 94 78 156 62
H A 0 5 78 140 203 125
A T 1 -4 140 63 140 0
T Space -3 1 63 78 250 187
Space C 1 1 78 94 530 452
C O 2 -6 94 78 156 62
O U 0 2 78 63 203 125
U L -1 -2 63 78 421 358
L D 0 6 78 78 266 188
D Space -2 -1 78 109 140 62
Space H 2 -2 109 78 312 203
H A 0 5 78 125 109 31
A V -1 -3 125 171 250 125
V E 2 1 171 172 109 -62
E Space -3 -1 172 110 218 46
Space E 3 1 110 109 188 78
E V -2 -1 109 141 202 93
V E 2 1 141 156 125 -16
E R 0 -1 156 62 437 281
R Space -3 0 62 110 140 78
Space H 2 -2 110 62 718 608
H A 0 5 62 109 109 47
A P 1 -9 109 78 281 172
P P 0 0 78 78 156 78
P E 0 7 78 78 172 94
E N -2 -3 78 63 202 124
N E 2 3 63 78 203 140
E D -1 0 78 78 203 125
D Space -2 -1 78 78 312 234
Space T 3 -1 78 78 640 562
T O 0 -4 78 78 109 31
O Space -3 5 78 203 218 140
Space M 1 -3 203 156 156 -47
M E 2 4 156 94 109 -47
E OemPeriod -2 -6 94 62 812 718
OemPeriod Space -1 5 62 31 109 47
Space LShiftKey 1 4 31 203 6162 6131
LShiftKey T 2 -5 203 63 93 -110
T H -1 -1 63 94 250 187
H E 1 3 94 78 172 78
E Space -3 -1 78 109 93 15
Space H 2 -2 109 78 2200 2091
H E 1 3 78 62 187 109
E A -1 2 62 124 172 110
A V -1 -3 124 63 327 203
V I 2 -4 63 78 141 78
I N -2 2 78 78 234 156
N E 2 3 78 78 218 140
E S -1 1 78 62 562 484
S S 0 0 62 46 156 94
S Space -2 -2 46 94 124 78
Space O 3 -5 94 78 609 515
O F -1 5 78 78 187 109
F Space -2 0 78 93 125 47
Space B 1 -1 93 78 312 219
B E 2 2 78 93 203 125
E I 0 -5 93 78 187 94
I N -2 2 78 78 187 109
N G 1 1 78 78 156 78
G Space -2 1 78 78 125 47
Space S 2 2 78 94 327 249
S U 1 -5 94 62 172 78
U C -2 4 62 63 889 827
C C 0 0 63 93 141 78
C E 2 0 93 78 202 109
E S -1 1 78 62 219 141
S S 0 0 62 94 140 78
S F 0 -2 94 78 312 218
F U 1 -3 78 47 234 156
U L -1 -2 47 78 375 328
L L 0 0 78 62 156 78
L Space -2 5 62 94 1840 1778
Space W 3 2 94 62 796 702
W A -1 1 62 172 140 78
A S 0 -1 172 125 141 -31
S Space -2 -2 125 109 187 62
Space R 3 0 109 140 203 94
R E 0 1 140 124 125 -15
E P 0 -7 124 140 234 110
P L -1 1 140 125 109 -31
L A 0 8 125 125 140 15
A C -1 -2 125 172 234 109
C E 2 0 172 141 109 -63
E D -1 0 141 109 250 109
D Space -2 -1 109 78 140 31
Space B 1 -1 78 78 671 593
B Y 2 -1 78 78 125 47
Y Space -3 2 78 78 234 156
Space T 3 -1 78 78 156 78
T H -1 -1 78 62 156 78
H E 1 3 62 125 140 78
E Space -3 -1 125 78 141 16
Space L 2 -5 78 62 437 359
L I 1 1 62 78 202 140
I G -1 3 78 94 172 94
G H 0 -1 94 46 172 78
H T 1 1 46 78 140 94
T N -2 -1 78 63 218 140
N E 2 3 63 78 281 218
E S -1 1 78 46 219 141
S S 0 0 46 78 125 79
S Space -2 -2 78 93 156 78
Space Left 0 -7 93 78 4134 4041
Left Back 4 -2 78 78 343 265
Back O -1 4 78 63 6801 6723
O F -1 5 63 78 125 62
F Space -2 0 78 93 141 63
Space B 1 -1 93 94 249 156
B E 2 2 94 109 203 109
E I 0 -5 109 78 187 78
I N -2 2 78 78 203 125
N G 1 1 78 94 140 62
G Space -2 1 94 78 141 47
Space A 2 3 78 78 265 187
A Space -2 -3 78 78 140 62
Space B 1 -1 78 93 219 141
B E 2 2 93 93 203 110
E G -1 -2 93 78 296 203
G I 1 -3 78 62 172 94
I N -2 2 62 78 234 172
N N 0 0 78 62 156 78
N E 2 3 62 63 93 31
E R 0 -1 63 62 172 109
R Space -3 0 62 93 47 -15
Space A 2 3 93 93 733 640
A G 0 -4 93 62 187 94
G A 0 4 62 78 94 32
A I 1 -7 78 78 234 156
I N -2 2 78 78 140 62
N OemPeriod 0 -3 78 62 796 718
OemPeriod Space -1 5 62 78 140 78
Space Back 4 -9 78 140 3401 3323
Back Back 0 0 140 94 374 234
Back Oemcomma -3 5 94 78 702 608
Oemcomma Space -1 4 78 93 94 16
Space L 2 -5 93 78 749 656
L E 1 6 78 63 124 46
E S -1 1 63 93 188 125
S S 0 0 93 78 327 234
S Space -2 -2 78 62 172 94
Space S 2 2 62 93 702 640
S U 1 -5 93 78 187 94
U R 0 3 78 140 234 156
R E 0 1 140 109 125 -15
E Space -3 -1 109 93 203 94
Space A 2 3 93 109 296 203
A B -1 -4 109 94 343 234
B O 2 -4 94 78 172 78
O U 0 2 78 78 234 156
U T 0 2 78 93 234 156
T Space -3 1 93 62 203 110
Space E 3 1 62 78 327 265
E V -2 -1 78 172 265 187
V E 2 1 172 125 141 -31
E R 0 -1 125 109 281 156
R Y 0 -2 109 63 249 140
Y T 0 1 63 78 156 93
T H -1 -1 78 78 125 47
H I 1 -2 78 109 172 94
I N -2 2 109 94 171 62
N G 1 1 94 93 94 0
G OemPeriod -1 -4 93 63 764 671
OemPeriod Space -1 5 63 78 78 15
Space LShiftKey 1 4 78 203 5257 5179
LShiftKey I 2 -8 203 78 141 -62
I T 0 3 78 78 374 296
T Space -3 1 78 94 156 78
Space F 2 0 94 93 250 156
F R 1 0 93 125 171 78
R E 0 1 125 63 203 78
E E 0 0 63 78 156 93
E D -1 0 78 78 265 187
D Space -2 -1 78 94 172 94
Space M 1 -3 94 78 624 530
M E 2 4 78 110 140 62
E Space -3 -1 110 78 156 46
Space T 3 -1 78 46 188 110
T O 0 -4 46 78 140 94
O Space -3 5 78 93 250 172
Space E 3 1 93 78 405 312
E N -2 -3 78 62 141 63
N T 2 1 62 109 265 203
T E 0 2 109 203 156 47
E R 0 -1 203 141 140 -63
R Space -3 0 141 78 203 62
Space O 3 -5 78 94 374 296
O N -2 3 94 93 219 125
N E 2 3 93 78 249 156
E Space -3 -1 78 78 156 78
Space O 3 -5 78 62 531 453
O F -1 5 62 78 265 203
F Space -2 0 78 78 140 62
Space T 3 -1 78 78 188 110
T H -1 -1 78 62 140 62
H E 1 3 62 109 156 94
E Space -3 -1 109 62 156 47
Space M 1 -3 62 156 328 266
M O 2 -2 156 125 124 -32
O S -1 7 125 63 234 109
S T 1 -3 63 78 328 265
T Space -3 1 78 94 156 78
Space C 1 1 94 62 312 218
C R 2 -1 62 78 218 156
R E 0 1 78 47 234 156
E A -1 2 47 124 188 141
A T 1 -4 124 46 312 188
T I 0 -3 46 78 109 63
I V -2 4 78 141 327 249
V E 2 1 141 125 94 -47
E Space -3 -1 125 93 172 47
Space P 3 -6 93 78 2792 2699
P E 0 7 78 94 140 62
E R 0 -1 94 78 656 562
R I 0 -4 78 78 124 46
I O 0 -1 78 62 188 110
O D -1 6 62 172 374 312
D S 0 1 172 156 109 -63
S Space -2 -2 156 78 172 16
Space O 3 -5 78 109 374 296
O F -1 5 109 62 281 172
F Space -2 0 62 93 125 63
Space M 1 -3 93 62 343 250
M Y 2 1 62 78 281 219
Y Space -3 2 78 63 218 140
Space L 2 -5 63 94 312 249
L I 1 1 94 62 219 125
I F -1 4 62 125 202 140
F E 1 1 125 125 94 -31
E OemPeriod -2 -6 125 78 1248 1123
OemPeriod Return 1 -3 78 124 8596 8518
Return LShiftKey -1 12 124 327 1014 890
LShiftKey D 1 -3 327 110 280 -47
D U 1 -4 110 94 640 530
U R 0 3 94 78 359 265
R I 0 -4 78 93 125 47
I N -2 2 93 93 187 94
N G 1 1 93 78 156 63
G Space -2 1 78 94 109 31
Space T 3 -1 94 78 156 62
T H -1 -1 78 62 125 47
H E 1 3 62 109 140 78
E Space -3 -1 109 93 141 32
Space N 1 -2 93 78 218 125
N E 2 3 78 93 718 640
E X -2 1 93 140 234 141
X T 2 -3 140 62 109 -31
T Space -3 1 62 94 265 203
Space F 2 0 94 78 1404 1310
F I 1 -4 78 78 172 94
I V -2 4 78 156 468 390
V E 2 1 156 141 124 -32
E Space -3 -1 141 94 203 62
Space Y 3 -2 94 78 343 249
Y E 0 3 78 63 203 125
E A -1 2 63 125 156 93
A R 1 -3 125 94 265 140
R S -1 2 94 93 219 125
S Oemcomma -1 -6 93 63 608 515
Oemcomma Space -1 4 63 78 187 124
Space LShiftKey 1 4 78 219 281 203
LShiftKey I 2 -8 219 78 109 -110
I Space -3 4 78 93 219 141
Space S 2 2 93 94 530 437
S T 1 -3 94 78 219 125
T A -1 4 78 78 93 15
A R 1 -3 78 78 125 47
R T 0 -1 78 78 203 125
T E 0 2 78 62 265 187
E D -1 0 62 63 187 125
D Space -2 -1 63 78 125 62
Space A 2 3 78 125 140 62
A Space -2 -3 125 78 172 47
Space C 1 1 78 78 343 265
C O 2 -6 78 63 156 78
O M -2 2 63 78 156 93
M P 2 -3 78 78 702 624
P A -1 9 78 109 156 78
A N -1 -5 109 94 234 125
N Y 2 0 94 78 187 93
Y Space -3 2 78 78 219 141
Space C 1 1 78 109 203 125
C A 1 2 109 156 62 -47
A L 0 -8 156 63 218 62
L L 0 0 63 78 141 78
L E 1 6 78 78 109 31
E D -1 0 78 78 203 125
D Space -2 -1 78 94 62 -16
Space LShiftKey 1 4 94 344 1981 1887
LShiftKey N 0 -6 344 78 188 -156
N E 2 3 78 47 686 608
E LShiftKey -2 3 47 827 421 374
LShiftKey X 0 -2 827 94 468 -359
X T 2 -3 94 78 141 47
T Back 1 -8 78 62 5569 5491
Back N -3 7 62 63 1154 1092
N A 1 5 63 140 125 62
A M -1 -6 140 93 94 -46
M E 2 4 93 62 187 94
E D -1 0 62 94 187 125
D Space -2 -1 94 78 250 156
Space OemPeriod 1 -5 78 63 1450 1372
OemPeriod Back 3 -4 63 47 4462 4399
Back Oemcomma -3 5 47 78 671 624
Oemcomma Space -1 4 78 109 140 62
Space A 2 3 109 110 1045 936
A N -1 -5 110 63 156 46
N O 2 -3 63 93 219 156
O T 0 4 93 78 281 188
T H -1 -1 78 78 156 78
H E 1 3 78 94 140 62
E R 0 -1 94 141 140 46
R Space -3 0 141 78 156 15
Space C 1 1 78 78 905 827
C O 2 -6 78 78 125 47
O M -2 2 78 62 172 94
M P 2 -3 62 94 202 140
P A -1 9 94 109 141 47
A N -1 -5 109 93 156 47
N Y 2 0 93 78 187 94
Y Space -3 2 78 47 234 156
Space N 1 -2 47 62 234 187
N A 1 5 62 140 94 32
A M -1 -6 140 78 140 0
M E 2 4 78 63 140 62
E D -1 0 63 78 188 125
D Space -2 -1 78 78 156 78
Space LShiftKey 1 4 78 312 265 187
LShiftKey P 2 -10 312 78 171 -141
P I 0 2 78 62 453 375
I X -2 6 62 171 359 297
X A 1 1 171 171 156 -15
A E 1 -2 171 62 296 125
E Back 1 -10 62 109 406 344
Back R -1 9 109 78 93 -16
R Space -3 0 78 125 1841 1763
Space A 2 3 125 109 1981 1856
A N -1 -5 109 78 250 141
N D 1 3 78 62 156 78
D Space -2 -1 62 93 156 94
Space F 2 0 93 93 312 219
